Renew,Brand Loyalty,Location Code,Years after high school graduation,Gender,Marital Status,Education Level,Monthly Income,City,Years subscribed,Active online hours
Yes,,Urban,31.0,M,Single,Graduate School,4377.539179112757,New Castle,6.0,4.265986281678961
No,0.2371098526158606,Rural,38.0,M,Single,Graduate School,5845.714333511089,New Castle,7.0,4.8763034245681816
No,0.06975266482886255,Rural,24.0,M,Single,High School,5252.056718478632,London,6.0,5.648266339767134
Yes,0.9022597889620414,Urban,56.0,M,Divorced,College,3722.0471266128316,New Castle,2.0,5.111829636165259
Yes,-0.2393287795159913,Urban,38.0,F,Single,Graduate School,4800.0054051072075,London,3.0,6.4274151548493395
No,0.34306732833811926,Rural,30.0,M,Married,High School,3749.352462250433,New Castle,4.0,5.408412383794191
Yes,0.3901821734649217,Suburban,28.0,F,Divorced,High School,6498.46919142189,London,7.0,4.970403053674028
No,0.0015008559604330063,Suburban,19.0,M,Married,Graduate School,5309.2875184878,New Castle,3.0,5.6394391991844275
No,-0.04258508141202878,Rural,23.0,F,Married,High School,4283.831032782098,New Castle,7.0,3.798988496760444
Yes,0.3019032251896419,Suburban,51.0,F,Single,Graduate School,5259.244090953227,Manchester,3.0,5.536838886287316
Yes,-0.7337144250314196,Urban,19.0,F,Divorced,College,3631.7649537517273,Manchester,4.0,4.6365292557208955
Yes,0.4718517388421528,Suburban,31.0,M,Divorced,College,3894.9944305204845,London,4.0,4.911082939092852
Yes,0.1150184838806092,Suburban,41.0,F,Divorced,High School,3388.0926844816063,Manchester,5.0,5.567006633939414
Yes,-0.1160141521829701,Suburban,32.0,M,Divorced,High School,5421.546512485129,New Castle,5.0,6.633172299495173
No,0.20931866232275703,Rural,32.0,M,Married,High School,3300.9393514063822,,4.0,2.85140651673911
Yes,-0.10321715815499927,Urban,20.0,M,Married,Graduate School,,New Castle,4.0,7.2959955574749475
Yes,0.41357392424547224,Urban,28.0,M,Divorced,High School,4411.81531243278,London,5.0,6.3415859232758685
,0.18952748373924444,Urban,44.0,F,Single,High School,3870.05073280074,Manchester,2.0,3.4239793422510276
Yes,,Suburban,26.0,M,Single,College,5294.093244059422,Manchester,4.0,7.9197347982312465
No,-0.5873907205762837,Suburban,30.0,F,Married,College,7057.909679151926,New Castle,2.0,5.389350266151585
Yes,0.633276626008338,Urban,40.0,M,Married,,4091.2768199003817,Manchester,5.0,3.498410064511207
No,0.3326408139315846,Rural,31.0,M,Married,College,3235.625685321842,New Castle,3.0,6.32843291203236
Yes,-0.040486284853151824,Urban,30.0,F,Divorced,College,4974.234540492302,New Castle,5.0,5.30683197250789
Yes,-0.5291779583079235,Suburban,35.0,M,Married,,6388.164165168395,Manchester,4.0,5.326945312920896
No,-0.24964963443990948,Rural,24.0,M,Single,High School,5360.377059344872,London,5.0,6.898707172917206
Yes,0.3261742105975932,Rural,56.0,M,Single,College,3742.2628588825232,Manchester,3.0,5.842247042647692
Yes,0.911661585202344,Urban,55.0,M,Divorced,College,6106.197699346952,Manchester,2.0,4.248223632613424
Yes,-0.25233355558913456,Urban,32.0,M,Divorced,College,4185.485685855387,Manchester,5.0,5.317972104897546
No,0.2628893468149966,Suburban,27.0,F,Divorced,College,6814.96118908099,London,3.0,7.589380576330546
Yes,-0.0062978462711526795,Urban,20.0,M,Divorced,Graduate School,5674.228511882327,New Castle,6.0,5.824378003577105
Yes,-0.5853972472053478,Urban,23.0,F,Single,High School,5892.126330564457,New Castle,5.0,8.191744240782597
Yes,0.6803595375297656,Urban,47.0,M,Divorced,College,4250.6628518577045,New Castle,2.0,7.166724320167734
Yes,0.6942219049214955,Urban,54.0,F,Divorced,High School,6328.028627247515,New Castle,5.0,4.974089522530738
No,-0.10365204993303097,Suburban,,F,Married,College,5454.028488104081,London,3.0,7.9681928052369795
No,0.3360614409868991,Rural,27.0,M,Married,High School,6905.3500346329965,Manchester,5.0,5.145507250109316
No,,Rural,26.0,F,Married,High School,4882.363585775354,London,5.0,5.671600327008359
No,-0.2532302968126716,Rural,41.0,F,Divorced,College,6372.202799699346,London,3.0,4.957575171793288
Yes,0.23054717143170222,Rural,42.0,M,Divorced,College,4133.731404972215,Manchester,3.0,4.899548004200691
Yes,-0.3953035505192443,Urban,25.0,M,Single,High School,5751.01317645248,New Castle,8.0,7.335873104684774
No,0.14662697729279933,Suburban,27.0,M,Single,College,7034.008151643935,London,4.0,6.9848519738408905
Yes,0.8656906807336593,Urban,45.0,F,Divorced,College,4873.718820023406,New Castle,5.0,5.583095867384343
No,0.4887243131557305,Rural,41.0,F,Married,Graduate School,5936.068633867449,New Castle,6.0,6.525525665065359
Yes,-0.27600056977485643,Urban,25.0,F,Single,,6761.594700437681,New Castle,8.0,3.68141738527532
Yes,0.291656535589305,Urban,41.0,F,Married,Graduate School,5138.471291910823,London,6.0,3.166007391297079
Yes,-0.25105230290321157,Urban,37.0,M,Divorced,Graduate School,5029.694519941438,London,2.0,4.840532716807962
No,0.06232194432367055,Rural,40.0,M,Married,High School,4976.029511369741,Manchester,2.0,5.640508950430235
No,0.4342344057456111,Rural,24.0,F,Married,Graduate School,5865.248401537156,New Castle,5.0,6.642549683063949
Yes,-0.469092407446802,Suburban,39.0,M,Married,High School,3462.890049897885,London,1.0,6.682449255444714
Yes,0.21331384463763037,Urban,36.0,F,Single,High School,3053.5329315265267,Manchester,3.0,5.928325285846504
No,0.2997505734681655,Rural,,M,Married,Graduate School,6372.582654646218,Manchester,2.0,5.436264240730077
Yes,0.08967839977538247,Urban,35.0,F,Single,Graduate School,5138.591290944181,Manchester,5.0,5.667489995587265
No,0.6685937428095762,Urban,,M,Divorced,Graduate School,3865.022255524415,Manchester,5.0,6.171778058191301
Yes,-0.12962870835254375,Rural,27.0,F,Single,High School,3655.6876488078074,London,5.0,3.5118989799368325
No,0.06447162040264212,Rural,43.0,F,Divorced,Graduate School,4854.9477986902,New Castle,1.0,4.940487430390277
No,,Urban,18.0,M,Married,College,5495.840910706133,Manchester,3.0,4.089484794395723
Yes,-0.20556937449526091,Urban,40.0,F,Single,,4577.903751624276,Manchester,3.0,1.915284828778372
Yes,0.4081516585058702,Urban,44.0,M,Married,College,3530.85615916162,New Castle,3.0,5.359496466300361
Yes,0.5732625372916899,Suburban,42.0,F,Single,Graduate School,4928.823257445716,New Castle,5.0,5.908598448150839
No,0.13451750027184955,Rural,26.0,F,Married,College,4851.358695607641,London,6.0,6.435232249067424
Yes,-0.909118416519938,Urban,23.0,M,Divorced,,3400.249136119677,London,5.0,5.1484166019765905
Yes,0.09184560083791718,Urban,40.0,F,Divorced,Graduate School,4897.085883701411,London,5.0,4.787725698182722
Yes,-0.6502595275886565,Rural,26.0,F,Divorced,College,5225.186710169838,London,5.0,4.954788849267647
Yes,0.06397740482527717,Suburban,44.0,M,Single,Graduate School,6316.268915655935,London,6.0,7.41691847420174
Yes,-0.12360107838126845,Urban,34.0,F,Divorced,High School,3040.0302431290243,Manchester,6.0,6.940623867806616
No,0.6116729841971721,Rural,52.0,F,Single,Graduate School,5046.963935780215,New Castle,1.0,3.261598616074608
No,-0.09822911812345472,Rural,41.0,M,Single,High School,3133.241026053479,New Castle,5.0,5.16125123508116
Yes,0.25372477600016297,Urban,38.0,F,Single,College,4657.448091875281,Manchester,4.0,8.608506810640439
Yes,0.5238271897680054,Suburban,37.0,M,Married,College,4049.1952085818757,London,4.0,7.185374860880458
Yes,0.04079251017741253,Urban,36.0,F,Divorced,High School,5083.21401059102,New Castle,,6.739429612368875
No,0.21230587021798109,Rural,45.0,F,Married,Graduate School,3572.287983562663,Manchester,4.0,4.2250456121355775
Yes,0.369662514297603,Suburban,33.0,,Divorced,College,5594.894004934006,New Castle,5.0,5.585486604510244
Yes,0.45713506905319745,Urban,41.0,M,Divorced,College,4451.956460976447,New Castle,3.0,6.861291333156741
Yes,0.07025052152853051,Suburban,46.0,F,Single,,4727.3331573923715,London,3.0,7.120573199362628
Yes,0.4293668604120001,Urban,43.0,F,Divorced,College,6558.076777128487,Manchester,3.0,4.7820995432095454
No,0.6523836587456711,Rural,41.0,M,Married,Graduate School,4956.136777931397,London,4.0,6.977541026277702
No,0.47804961164852267,Urban,26.0,F,Married,College,6001.309061949753,London,4.0,6.199396740942664
Yes,0.029303343945823207,Urban,39.0,F,Divorced,High School,4165.522304324372,New Castle,5.0,3.960645300271771
No,0.8190897970550808,Rural,33.0,F,Married,Graduate School,5160.066122599021,New Castle,4.0,4.342143450731268
No,0.211777434525229,Suburban,14.0,F,Married,College,5036.740691353311,London,4.0,5.591704457595074
Yes,0.08911181809258914,Urban,37.0,M,Single,Graduate School,3275.9729760107857,New Castle,5.0,8.002000334449546
No,,Rural,32.0,M,Married,High School,4972.11220692321,New Castle,4.0,4.1613096910996665
Yes,-0.625170190856839,Urban,32.0,F,Married,College,3951.686059470565,London,4.0,3.6167829903675264
No,0.10956898891943537,Rural,22.0,M,Divorced,Graduate School,3677.2081677889832,,5.0,6.118792568160586
No,0.0823563623530518,Suburban,25.0,M,Single,Graduate School,4132.671765891236,New Castle,5.0,6.351596119427223
Yes,-0.4594403234000097,Urban,24.0,F,Divorced,Graduate School,4778.211820136856,New Castle,6.0,4.602644310139324
Yes,0.1556126945047348,Urban,43.0,F,Divorced,College,5898.8560224984785,London,3.0,4.3300855207784466
No,0.5265296880738667,Rural,39.0,M,Married,High School,4582.061086055365,New Castle,3.0,5.859362293929242
No,-0.008956183952876173,Rural,33.0,,Married,Graduate School,5865.341532136352,London,5.0,3.4737304666369835
Yes,0.2993937356473506,Suburban,35.0,M,Single,Graduate School,,New Castle,5.0,4.9861499859529195
No,-0.2641829315521069,Rural,21.0,M,Married,College,5689.225855308475,New Castle,4.0,6.115788132606046
No,0.30906073905853065,Suburban,19.0,F,Single,Graduate School,4964.927645876113,London,5.0,5.583016139190845
Yes,-0.1341506278734172,Urban,7.0,M,Divorced,High School,4956.161979511999,London,7.0,6.4993562198201005
No,0.31947259010798607,Rural,25.0,F,Married,Graduate School,6484.021938619825,New Castle,5.0,5.436934738439675
Yes,0.021106959011345156,Suburban,26.0,F,Single,High School,4781.03729110516,Manchester,5.0,5.2195824268180475
Yes,-0.20584809182400354,Urban,36.0,M,Single,College,3200.0718773100452,London,6.0,7.30233258656318
Yes,0.18578086175254827,Urban,41.0,M,Divorced,High School,3647.9187937508127,New Castle,6.0,4.275660418970521
No,0.05189540621599242,Rural,27.0,M,Married,Graduate School,3955.5502432640797,New Castle,2.0,5.510055281719415
Yes,0.9587748393268241,Urban,57.0,M,,High School,4252.180962779372,Manchester,0.0,3.6946303756515366
Yes,0.0798091152710361,Urban,45.0,F,,Graduate School,3514.525055597267,New Castle,3.0,4.698614461882113
No,0.15338999333013098,Suburban,38.0,F,Married,High School,4066.996421206035,London,3.0,4.903688540891055
Yes,-0.6838833561622015,Urban,37.0,M,Single,,5771.329285218382,New Castle,4.0,4.404510997738606
Yes,-0.1720136610358841,Urban,34.0,M,Single,High School,3054.742617154659,London,4.0,5.76159894715714
No,-0.18676509566022373,Rural,23.0,F,Married,Graduate School,2942.4766480043772,Manchester,6.0,5.097701922047934
No,-0.38472799039534544,Urban,17.0,M,Divorced,High School,5206.405393460358,London,,5.528068488747337
Yes,0.14916278913109565,Urban,40.0,F,Single,College,4231.63839704795,New Castle,4.0,2.989501615007239
Yes,-0.1399302425438847,Urban,33.0,M,Divorced,College,5510.905788297891,Manchester,4.0,2.925702253399849
No,-0.31200844307833525,Rural,24.0,F,Divorced,College,5054.439617423147,Manchester,3.0,7.0256346482075935
No,,Rural,21.0,F,Married,College,4188.981533262506,Manchester,3.0,4.293620451684278
Yes,-0.214400216882409,Urban,45.0,M,Divorced,High School,5127.858480203028,Manchester,3.0,5.155259313402783
Yes,0.1060273433099519,Suburban,21.0,M,Married,High School,4804.731350983449,New Castle,7.0,5.4186484883747505
Yes,-0.29955816643907185,,27.0,M,Married,Graduate School,1460.4029911097277,London,6.0,3.909960421023704
Yes,0.6882095288549014,Urban,56.0,M,Divorced,High School,5930.940817666162,Manchester,3.0,7.295469895706133
Yes,0.3911843058995298,Suburban,43.0,M,Single,College,3258.3876985078696,London,4.0,3.2984299391990564
Yes,-0.06482853732513626,Suburban,38.0,F,Divorced,High School,2490.3022945320845,Manchester,4.0,3.2972728937737155
Yes,-0.05860235182799056,Urban,31.0,F,Divorced,College,4903.233572450118,London,3.0,
Yes,,Suburban,46.0,F,Divorced,Graduate School,3914.8279569877213,New Castle,3.0,6.28574002615823
No,0.037622844290606305,Suburban,41.0,M,Married,Graduate School,4634.36892988794,London,4.0,8.13038093674664
Yes,-0.7151703556373097,Urban,25.0,F,Single,High School,6064.922132096526,Manchester,4.0,3.6530520087415614
No,0.3085416283753017,Rural,35.0,M,Divorced,College,,Manchester,5.0,7.0193219401790135
No,-0.249515163620266,Suburban,35.0,M,Single,,5967.357153785436,New Castle,3.0,4.1690686275236795
No,-0.24713739741880425,Rural,20.0,M,Single,High School,3479.419848220842,New Castle,5.0,5.574103073159615
No,-0.3111291464750223,Rural,29.0,M,Married,Graduate School,5923.440378080392,New Castle,4.0,3.6797646247680404
No,-0.10266276873501355,Rural,24.0,F,Single,College,4724.605872077494,New Castle,3.0,6.778781716855818
Yes,-1.2072381238113192,Suburban,20.0,F,Married,,4292.409409911204,Manchester,6.0,4.8202074703042275
Yes,0.05207642967548745,Urban,44.0,M,Divorced,,1474.3319724824346,New Castle,4.0,6.165527156261182
No,,Rural,44.0,M,Married,College,5868.109806679264,New Castle,2.0,4.990494980369556
No,0.19750727002420626,Rural,22.0,F,Married,College,3753.132343738042,New Castle,5.0,4.842679960842887
Yes,0.34581622580556326,Urban,48.0,F,Divorced,High School,3762.2048685078553,London,3.0,5.626719265760831
Yes,-0.04439467005988586,Urban,26.0,M,Married,High School,5412.639935701453,New Castle,6.0,4.825878294947391
Yes,0.3851660160075777,,46.0,M,Divorced,College,4852.625959708015,Manchester,6.0,4.6711965711372905
No,0.10996148144387644,Rural,23.0,F,Divorced,College,,New Castle,4.0,4.865589788873341
Yes,0.5150187538974633,Rural,,F,Divorced,Graduate School,3254.371218142695,Manchester,2.0,5.473945248096813
Yes,,Urban,30.0,M,Divorced,High School,4007.233929170451,Manchester,5.0,5.026021916070425
No,,Rural,29.0,M,Married,High School,3977.3120289446265,New Castle,4.0,5.950410665090759
Yes,-0.3368559354684954,Urban,38.0,F,Divorced,High School,4292.555289508253,New Castle,6.0,3.3057000824747154
Yes,-0.09163793991521027,Rural,34.0,F,Single,College,3487.6653171172984,London,5.0,6.781490927771795
No,0.2811032558629471,Rural,20.0,M,Married,College,4800.206893536577,London,4.0,7.0928548499162005
Yes,0.4042548513488994,Urban,36.0,M,Divorced,High School,5891.866380502128,New Castle,5.0,4.759871270921353
No,0.24280754875891364,Suburban,25.0,F,Married,Graduate School,4786.509659782697,London,4.0,5.609497569166852
Yes,-0.21554185839829754,Rural,,F,Divorced,College,5175.833500985194,Manchester,5.0,6.264139128156124
No,0.3414403237105762,,35.0,F,Single,College,3306.9893494923294,Manchester,6.0,5.940921489801137
No,-0.1708264003047737,Suburban,30.0,M,Divorced,,5076.9685286324175,New Castle,3.0,5.692990590409243
No,0.2037837273057277,Rural,28.0,F,Married,High School,7224.968121365928,New Castle,5.0,6.692848596711781
No,-0.22182205650748926,Urban,31.0,M,Single,High School,5877.852164042931,London,4.0,5.908524854874517
Yes,0.2596578764524806,Urban,44.0,M,Divorced,High School,4085.8887721870924,New Castle,4.0,4.101167866192552
Yes,-0.6123916670912896,Suburban,39.0,M,Divorced,High School,2537.8897025167535,New Castle,5.0,2.3324771677506217
No,-0.5897540837230226,Suburban,2.0,F,,Graduate School,4552.756080507787,New Castle,8.0,6.910158344321003
No,0.10823097762648903,Suburban,29.0,M,Divorced,Graduate School,2410.625302876789,London,5.0,5.682720782834737
No,0.8439740836312593,Rural,31.0,M,Married,High School,3348.6498542168483,Manchester,5.0,5.9738656480041
No,-0.260612257298137,Rural,28.0,M,Divorced,Graduate School,4986.339517413376,,3.0,6.320225712916143
,-0.13556735508556844,Suburban,31.0,F,Divorced,,4913.647130039545,New Castle,4.0,4.583930285892039
Yes,0.1492338661552895,Urban,36.0,F,Divorced,Graduate School,4551.957963844665,Manchester,7.0,7.323470373975838
Yes,-0.10424932912748247,Rural,46.0,F,Single,High School,4767.6330853992395,London,4.0,5.0803744737610055
No,0.5708837006974848,Rural,35.0,F,Single,High School,5391.226230119437,London,7.0,5.632211836157234
No,0.06720645250218976,Rural,17.0,F,Married,High School,5659.719891209234,London,2.0,6.9806497213710905
Yes,0.5409964759260275,Rural,32.0,F,Single,College,6022.196937972844,Manchester,3.0,5.607759971329691
Yes,0.11011192808024911,Urban,40.0,M,Divorced,High School,5577.72652441752,Manchester,4.0,3.849648634227213
Yes,-0.679591046756066,Urban,39.0,F,Single,High School,3017.138681331513,London,5.0,5.441729115502411
No,0.11046063259268216,Rural,24.0,M,Married,College,6901.948918289603,London,6.0,6.648337980537563
Yes,0.9234848222173657,,49.0,F,Divorced,College,4228.4759956012285,London,2.0,4.758976047143185
Yes,0.4346012186887539,Rural,32.0,F,Married,College,2776.968784808444,Manchester,5.0,5.3992698272793
Yes,-0.29424662391376577,Urban,27.0,M,Divorced,High School,4503.978374072885,London,3.0,6.112168303798249
Yes,-0.3934064435891595,Urban,27.0,F,Divorced,College,,New Castle,4.0,4.630550537169304
No,-0.027999860823930495,Rural,29.0,F,Married,High School,4063.2925781372587,New Castle,2.0,5.235643968734049
No,-0.2820977886838722,Suburban,22.0,M,Married,Graduate School,1822.8053615039935,New Castle,1.0,5.2964288659495935
Yes,0.1633255641948444,Urban,38.0,M,Single,Graduate School,4081.5552660460553,London,4.0,6.306892689134447
No,-0.1153981099394515,Urban,30.0,M,Married,High School,3819.5513799627447,Manchester,4.0,8.169304821723722
No,0.10467644326341138,Rural,18.0,F,Married,College,4135.086192593418,London,3.0,4.263183941051572
No,0.01730555181383836,Rural,13.0,M,Married,High School,5646.784077219004,New Castle,6.0,5.118535800376153
No,-0.19035403592578884,Suburban,12.0,M,Married,High School,4776.444687614309,Manchester,5.0,7.877379437903162
Yes,-0.5292740923032891,Urban,39.0,M,Single,Graduate School,4575.072122968057,New Castle,1.0,5.521753103907887
No,,Suburban,36.0,F,Married,Graduate School,5823.505284674759,London,4.0,6.05617482181698
Yes,-0.17573785805757047,Urban,46.0,M,Divorced,College,,London,4.0,8.13592751777751
Yes,0.0013667146230003369,Urban,24.0,M,Married,Graduate School,1250.0000000000005,New Castle,8.0,2.183293710966962
Yes,,Urban,35.0,F,Married,Graduate School,4693.049465380432,Manchester,2.0,5.097410570789638
No,0.31774571907366594,Rural,36.0,M,Divorced,Graduate School,5273.761434114342,New Castle,5.0,7.236440352949528
Yes,0.48778415602938685,Suburban,42.0,F,Single,Graduate School,4778.656624876819,London,1.0,4.617857310112576
Yes,0.42691802651618416,Suburban,49.0,F,Divorced,High School,5392.297919650517,New Castle,4.0,5.7646432591947345
No,-0.1530780827856132,Rural,21.0,M,Single,High School,5889.793868010557,London,3.0,3.6110247526917556
Yes,0.10077496167773606,Suburban,51.0,F,Single,Graduate School,4632.43195393395,New Castle,3.0,6.0011720375262625
No,-0.5214506541345247,Rural,22.0,M,Divorced,High School,4733.624609278035,London,4.0,6.282829550005603
No,0.6370800465974237,Rural,25.0,F,Single,Graduate School,3538.9344475246307,London,6.0,4.672015925470988
No,0.2455174184264619,Suburban,28.0,F,Married,College,3438.5051516396193,New Castle,3.0,4.765679399529312
Yes,0.11503594185082894,Rural,22.0,F,Single,Graduate School,4105.938143593876,London,5.0,4.694235147239796
No,0.28485938278972367,Rural,33.0,M,Single,Graduate School,5116.946478354563,New Castle,7.0,5.406822189327405
Yes,0.8081823517678414,,41.0,F,Divorced,Graduate School,6232.423504584746,New Castle,4.0,5.539165957828293
No,-0.24821424448687596,Rural,25.0,M,Married,High School,5326.748792829037,New Castle,5.0,7.077189003323355
Yes,0.11426786831168811,Urban,27.0,M,Single,College,3805.591428419541,Manchester,4.0,4.5842570455530325
No,0.6415343293838088,Suburban,27.0,F,Married,High School,4464.837410975355,New Castle,6.0,4.311746270749799
Yes,0.39235531370963395,Urban,50.0,M,Divorced,College,4795.862152936836,New Castle,5.0,6.49489193551347
Yes,0.41742327959809444,Urban,22.0,F,Married,College,5510.901321767777,Manchester,6.0,6.403905071338185
No,0.1975428991556567,Rural,29.0,F,Single,Graduate School,6597.36453620616,London,6.0,4.736592648953025
No,0.31251734150612387,Urban,47.0,F,Married,Graduate School,3915.548584530719,Manchester,3.0,4.847197843580458
Yes,-0.13723640405918866,Suburban,38.0,M,Divorced,College,4030.4619778491274,Manchester,4.0,5.545941261617194
Yes,-0.009712351606993325,Urban,43.0,F,Single,Graduate School,3401.532038003449,London,4.0,5.887140906935696
No,0.2720312578110381,Rural,13.0,M,Married,Graduate School,4482.748075703785,New Castle,8.0,6.207361678517763
Yes,,Urban,,M,Single,High School,5447.538562402468,London,5.0,6.298979028867382
No,0.06847836209091188,Rural,38.0,F,Single,High School,2940.588809445479,Manchester,4.0,4.158826555476326
No,0.0014779837596347878,Suburban,29.0,F,Married,Graduate School,4297.909017826968,London,3.0,5.208753733221893
Yes,0.4204333305739645,Urban,37.0,M,Divorced,Graduate School,3934.955832999993,London,4.0,4.735912039059536
Yes,-0.07701065688494217,Suburban,38.0,M,Single,Graduate School,2675.5075699250447,Manchester,4.0,4.989463665996912
No,0.6083672866242357,Suburban,29.0,M,Divorced,High School,5931.938131856504,New Castle,7.0,6.228155621408916
,0.31570755431580977,Rural,28.0,F,Married,College,2722.178223332712,New Castle,5.0,5.921471000780702
No,0.013237752627777294,Suburban,26.0,F,Married,College,6572.646092867051,London,7.0,3.9109702123749814
Yes,0.21226267343104838,Urban,29.0,F,Single,Graduate School,6026.137818478543,New Castle,3.0,8.079647200602697
No,-0.368303819126928,Rural,25.0,F,Married,High School,4781.652490873795,London,7.0,6.4555862703117874
Yes,-0.17177876449557303,Urban,20.0,F,Divorced,College,3942.329545802877,Manchester,5.0,5.699868230415001
Yes,0.32093840944903235,Rural,45.0,M,Divorced,Graduate School,5330.633513449582,Manchester,4.0,5.118694317371276
Yes,-0.4391387902144845,Urban,39.0,,Married,Graduate School,3447.020558018584,Manchester,4.0,6.313283807854306
No,0.4740018379466071,Suburban,34.0,M,Married,High School,4219.0842174516665,London,4.0,4.569609026099444
Yes,-0.005330321018483047,Urban,41.0,M,Divorced,Graduate School,5119.667846848717,New Castle,4.0,6.416796509177366
Yes,-0.5683164672146451,Urban,26.0,F,Single,College,3254.8508934316064,New Castle,4.0,4.907413986542845
No,-0.584088206611871,Suburban,21.0,F,Divorced,High School,4904.328955177762,New Castle,2.0,4.3618041342939815
No,0.1034015433496498,Rural,38.0,M,Married,Graduate School,4744.209164741121,New Castle,5.0,5.705877439050604
Yes,-0.7850730595470579,Rural,21.0,M,Divorced,Graduate School,4462.11634234666,London,8.0,4.809891395634295
No,0.7092482899945324,Rural,38.0,F,Divorced,High School,5317.343798585961,Manchester,3.0,4.767781234946853
Yes,-0.17976198819065148,,33.0,M,Divorced,Graduate School,3837.894015563682,Manchester,3.0,6.487537004528585
Yes,-0.44945604751256896,Urban,36.0,M,Divorced,Graduate School,4090.4513221082693,Manchester,2.0,6.751565279908739
Yes,-0.006646870393030718,Suburban,47.0,M,Divorced,High School,6097.5559029179185,New Castle,5.0,
No,0.017388904906246117,Urban,51.0,F,Single,Graduate School,5624.521685899083,Manchester,3.0,5.528925257340902
No,0.5858984218939531,Suburban,19.0,F,Married,College,3682.8023127026718,New Castle,6.0,5.170429271708809
Yes,-0.9412399271207856,Urban,16.0,M,Single,College,4856.196939131737,New Castle,6.0,6.294734259045732
Yes,-0.7157195091226161,Urban,21.0,M,Divorced,College,5815.155239974931,London,,6.587845927142208
Yes,0.7523677231312704,Rural,29.0,F,Divorced,High School,4704.929501211437,London,4.0,5.066426514258085
Yes,,Rural,43.0,F,Divorced,Graduate School,3345.927161837837,Manchester,5.0,5.948283917737691
No,-0.034749595560098726,Rural,44.0,M,Single,Graduate School,4740.499225001373,Manchester,4.0,6.7855255480561265
Yes,-0.17369073715942457,Urban,36.0,M,Single,High School,3973.0866109692206,New Castle,4.0,4.288772902359826
Yes,0.5295024252783448,Urban,49.0,F,Single,High School,4092.2914491073257,Manchester,5.0,5.141716620021452
Yes,0.04602496706736209,Urban,25.0,M,Single,College,3245.128169367945,New Castle,3.0,4.199864245004633
Yes,-0.14540146773126308,Rural,45.0,M,Divorced,College,4459.572289072541,Manchester,2.0,5.371464270338784
No,0.6679271328966153,Rural,28.0,M,Married,High School,5879.920697710716,New Castle,7.0,7.010365952708763
Yes,0.9343525192956788,Urban,36.0,M,Single,Graduate School,4819.907839870426,New Castle,5.0,5.804293752627667
No,0.9540099658465828,,35.0,F,Married,Graduate School,5181.053253825568,London,5.0,6.1807728205610015
Yes,0.23763142418299804,Urban,35.0,F,Divorced,Graduate School,3589.0745628887944,Manchester,6.0,6.734470488621606
Yes,0.466133392816085,Urban,43.0,M,Divorced,Graduate School,4609.650147177908,Manchester,4.0,5.5478751757541875
Yes,-0.40229944121414396,Rural,23.0,,Single,,4687.299131532247,Manchester,5.0,7.738051776397969
No,0.4987821287084192,,36.0,M,Single,Graduate School,3970.673694521292,London,2.0,6.24516863171004
No,0.04644151093707308,Rural,35.0,M,Married,College,6674.543330539829,London,5.0,7.300939859101838
Yes,0.17868790197325324,Suburban,42.0,F,Married,High School,4782.908965272016,New Castle,5.0,6.018558667286295
No,-0.045984393282734,Urban,15.0,F,Single,College,5195.229676049228,London,5.0,5.572107293277041
Yes,-0.0063375023724740465,Urban,24.0,M,Married,High School,3997.5411953674366,Manchester,8.0,6.95585153850281
No,0.02856583962875492,Rural,,F,Single,Graduate School,3153.629944083773,Manchester,2.0,10.0
No,0.3580699941462714,Suburban,47.0,M,Married,College,5025.7929500515975,Manchester,5.0,6.6990541048928005
Yes,0.12055721068660402,Rural,18.0,,Single,High School,2540.196619685623,Manchester,6.0,6.1690030277792385
Yes,-0.36191645074261813,Urban,24.0,F,Single,College,5600.8352477287435,London,5.0,6.214029061417872
Yes,0.1504730133887553,Suburban,35.0,F,Single,Graduate School,4635.566570038993,New Castle,5.0,6.2868617486558644
No,0.5974190267322849,Rural,28.0,M,Married,Graduate School,5002.394575631653,London,4.0,3.6948676037387314
Yes,-0.1267516569665305,Suburban,46.0,M,Married,College,,Manchester,3.0,7.4879566302603955
Yes,-0.20256110758244603,Rural,37.0,F,Divorced,Graduate School,4827.612386424488,London,4.0,
No,-0.005640433640186682,Rural,18.0,M,Married,High School,4105.351470284699,Manchester,4.0,4.908005090083938
No,-0.002773870860927785,Suburban,41.0,F,Married,,5940.815670511025,London,6.0,8.582371840196183
Yes,-0.0472280070644141,Urban,40.0,M,Divorced,High School,5345.094426643989,New Castle,3.0,3.907184811340147
No,-0.20172669122009257,Rural,25.0,F,Divorced,College,5650.557947484819,London,4.0,5.235741821496781
Yes,-0.21977639282545763,Suburban,28.0,F,Divorced,High School,3638.084402175406,Manchester,6.0,
Yes,0.4206035185238285,Urban,40.0,F,Single,Graduate School,3783.2296747108617,New Castle,5.0,3.1101877972668994
Yes,-0.7320581862137511,Urban,20.0,F,Divorced,College,4436.971856736821,London,4.0,4.206350248721245
Yes,0.8745071957768684,Rural,37.0,M,Divorced,College,4899.908786542985,New Castle,2.0,5.3644681889688055
Yes,-0.004561793742120457,Suburban,30.0,M,Divorced,High School,3361.21228058252,Manchester,3.0,6.4061331867762314
No,-0.20924160835069597,Suburban,12.0,M,Married,College,4826.100205023131,Manchester,4.0,5.761033324557407
Yes,0.3128477826864012,Suburban,30.0,F,Divorced,College,5538.937465566447,London,5.0,6.4703229160614955
