age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
37.0,admin.,single,tertiary,no,869,no,no,,30,jul,60.0,8,-1,0,unknown,no
60.0,technician,divorced,tertiary,no,1900,yes,no,unknown,29,may,77.0,3,-1,0,unknown,no
40.0,management,married,tertiary,no,413,yes,no,unknown,14,may,150.0,1,-1,0,unknown,no
27.0,blue-collar,married,primary,yes,-588,no,no,unknown,13,may,531.0,2,-1,0,unknown,no
34.0,housemaid,married,secondary,yes,0,no,no,cellular,21,aug,,2,-1,0,unknown,no
41.0,technician,married,secondary,no,2490,yes,no,unknown,21,may,,2,-1,0,unknown,no
39.0,services,married,secondary,no,20928,no,no,cellular,14,may,1166.0,1,352,1,other,no
34.0,admin.,married,secondary,no,560,yes,no,unknown,5,may,198.0,3,-1,0,unknown,no
38.0,blue-collar,divorced,secondary,no,0,yes,no,cellular,11,may,580.0,1,173,1,failure,no
56.0,blue-collar,married,primary,no,826,yes,no,cellular,21,jul,853.0,1,-1,0,unknown,no
42.0,services,married,secondary,no,115,yes,yes,cellular,17,apr,161.0,1,149,2,failure,no
47.0,student,single,unknown,no,107,no,no,telephone,15,jul,119.0,8,-1,0,unknown,no
32.0,blue-collar,married,secondary,no,320,yes,yes,cellular,3,feb,22.0,4,-1,0,unknown,no
37.0,blue-collar,married,secondary,yes,-399,yes,yes,unknown,3,jun,21.0,3,-1,0,unknown,no
25.0,student,single,secondary,no,703,no,no,cellular,5,may,1100.0,3,-1,0,unknown,no
29.0,technician,divorced,secondary,no,328,yes,yes,cellular,4,feb,25.0,1,-1,0,unknown,no
48.0,management,divorced,tertiary,no,148,no,no,,12,aug,152.0,2,-1,0,unknown,no
39.0,self-employed,single,tertiary,no,2298,yes,yes,cellular,20,apr,13.0,2,319,18,other,no
31.0,blue-collar,married,secondary,no,64,yes,no,cellular,18,jul,302.0,3,-1,0,unknown,no
28.0,management,single,tertiary,no,4013,yes,no,unknown,4,jun,386.0,1,-1,0,unknown,no
32.0,management,married,tertiary,no,0,no,no,,9,may,280.0,1,-1,0,unknown,no
35.0,technician,married,tertiary,no,633,yes,yes,,2,feb,,3,5,3,other,no
51.0,admin.,married,unknown,no,-1137,yes,yes,telephone,11,may,567.0,3,325,1,failure,no
32.0,blue-collar,married,primary,no,902,yes,no,unknown,27,may,106.0,2,-1,0,unknown,no
30.0,blue-collar,married,secondary,no,2850,no,no,unknown,8,may,181.0,2,-1,0,unknown,no
54.0,management,married,tertiary,no,313,yes,no,unknown,5,may,83.0,2,-1,0,unknown,no
41.0,blue-collar,married,secondary,no,923,yes,no,unknown,14,may,249.0,2,-1,0,unknown,no
35.0,admin.,single,primary,no,8,yes,no,unknown,16,may,148.0,18,-1,0,unknown,no
44.0,technician,married,secondary,no,945,yes,no,cellular,4,aug,190.0,1,-1,0,unknown,no
58.0,management,married,tertiary,no,2261,yes,no,cellular,3,jun,1361.0,1,391,1,failure,no
43.0,blue-collar,married,primary,no,18,yes,no,cellular,14,may,131.0,2,370,3,other,no
52.0,blue-collar,married,secondary,no,5828,yes,no,telephone,13,may,276.0,2,-1,0,unknown,no
60.0,retired,married,primary,no,6307,yes,no,unknown,11,jun,362.0,1,-1,0,unknown,no
32.0,management,single,tertiary,no,537,no,no,unknown,29,may,187.0,3,-1,0,unknown,no
41.0,blue-collar,married,secondary,no,393,yes,yes,cellular,10,jul,122.0,1,-1,0,unknown,no
54.0,blue-collar,divorced,primary,no,215,yes,no,unknown,4,jun,71.0,5,-1,0,unknown,no
30.0,blue-collar,single,secondary,no,132,yes,no,unknown,16,may,329.0,1,-1,0,unknown,no
36.0,technician,single,secondary,no,35,no,no,cellular,29,aug,493.0,2,-1,0,unknown,no
27.0,admin.,single,secondary,no,125,no,no,cellular,21,jul,104.0,1,288,8,failure,no
32.0,technician,single,secondary,no,129,yes,no,cellular,7,may,213.0,1,-1,0,unknown,no
34.0,management,married,tertiary,no,0,no,no,cellular,6,aug,139.0,2,-1,0,unknown,no
43.0,admin.,married,secondary,no,315,no,no,cellular,23,jul,129.0,2,-1,0,unknown,no
43.0,services,married,primary,no,2567,yes,no,cellular,14,may,109.0,1,360,2,failure,no
31.0,management,divorced,tertiary,no,883,yes,no,cellular,19,nov,168.0,1,-1,0,unknown,no
37.0,technician,married,secondary,no,1120,yes,no,unknown,30,may,103.0,5,-1,0,unknown,no
51.0,technician,divorced,secondary,no,0,yes,no,unknown,28,may,463.0,2,-1,0,unknown,no
52.0,blue-collar,married,secondary,no,1117,yes,no,cellular,13,may,365.0,1,-1,0,unknown,no
57.0,blue-collar,married,secondary,no,773,yes,yes,unknown,18,jun,97.0,8,-1,0,unknown,no
32.0,technician,single,tertiary,no,390,yes,no,unknown,23,may,85.0,1,-1,0,unknown,no
47.0,admin.,married,secondary,no,1358,yes,no,cellular,14,may,80.0,4,-1,0,unknown,no
31.0,management,married,tertiary,no,216,no,no,cellular,22,jul,47.0,1,-1,0,unknown,no
27.0,blue-collar,single,secondary,no,317,yes,no,unknown,20,may,16.0,10,-1,0,unknown,no
31.0,blue-collar,single,primary,no,2369,yes,no,,18,may,87.0,1,-1,0,unknown,no
36.0,admin.,divorced,tertiary,no,125,yes,no,unknown,26,may,172.0,1,-1,0,unknown,no
44.0,blue-collar,married,primary,no,6,no,no,cellular,10,jul,338.0,9,-1,0,unknown,no
34.0,blue-collar,married,primary,no,15841,yes,no,cellular,20,apr,,5,-1,0,unknown,no
32.0,housemaid,married,primary,no,51,yes,no,cellular,12,may,324.0,1,-1,0,unknown,no
52.0,management,married,secondary,no,0,yes,yes,unknown,27,may,62.0,13,-1,0,unknown,no
60.0,retired,divorced,primary,no,-79,yes,yes,cellular,29,jan,192.0,1,-1,0,unknown,no
30.0,services,single,secondary,no,1881,no,yes,unknown,26,jun,29.0,1,-1,0,unknown,no
48.0,blue-collar,married,primary,no,456,yes,yes,,19,may,289.0,1,-1,0,unknown,no
39.0,management,married,primary,no,1873,no,no,unknown,9,jun,161.0,2,-1,0,unknown,no
59.0,management,divorced,tertiary,no,0,yes,no,cellular,31,jul,52.0,8,-1,0,unknown,no
42.0,admin.,married,secondary,no,445,yes,no,,7,may,202.0,2,-1,0,unknown,no
77.0,retired,married,secondary,no,2123,no,no,telephone,4,feb,141.0,4,-1,0,unknown,no
29.0,technician,married,secondary,no,767,yes,no,cellular,5,feb,253.0,1,-1,0,unknown,no
49.0,technician,divorced,secondary,no,229,no,no,cellular,8,aug,219.0,2,-1,0,unknown,no
57.0,retired,married,secondary,no,3783,yes,no,unknown,6,jun,198.0,3,-1,0,unknown,no
37.0,blue-collar,married,secondary,no,140,yes,yes,cellular,7,may,490.0,1,-1,0,unknown,no
35.0,technician,married,secondary,no,6,yes,no,,11,may,204.0,2,348,2,failure,no
63.0,retired,divorced,secondary,no,859,no,no,cellular,13,feb,92.0,1,-1,0,unknown,no
37.0,technician,married,secondary,no,261,no,no,cellular,29,aug,301.0,4,-1,0,unknown,no
37.0,services,married,secondary,no,50,yes,no,unknown,8,may,352.0,3,-1,0,unknown,no
52.0,admin.,married,secondary,no,-462,yes,no,cellular,9,feb,,5,-1,0,unknown,no
60.0,retired,married,secondary,no,0,no,no,cellular,5,aug,143.0,3,-1,0,unknown,no
36.0,technician,married,secondary,no,283,yes,yes,,27,jun,56.0,2,-1,0,unknown,no
48.0,self-employed,married,secondary,no,91,no,no,cellular,21,aug,,8,-1,0,unknown,no
47.0,entrepreneur,married,tertiary,no,0,no,no,telephone,18,nov,,2,-1,0,unknown,no
56.0,management,divorced,tertiary,no,442,no,no,unknown,28,may,77.0,3,-1,0,unknown,no
45.0,blue-collar,married,secondary,no,0,no,no,cellular,30,jul,,2,-1,0,unknown,no
53.0,housemaid,married,secondary,no,1182,yes,no,cellular,7,sep,82.0,1,293,1,failure,no
56.0,blue-collar,married,secondary,no,316,yes,no,unknown,19,may,27.0,1,-1,0,unknown,no
59.0,technician,married,secondary,no,316,no,no,cellular,14,aug,200.0,4,-1,0,unknown,no
34.0,management,married,tertiary,no,402,no,no,cellular,26,may,147.0,1,-1,0,unknown,no
45.0,unemployed,single,primary,no,8725,no,no,cellular,8,jul,286.0,2,-1,0,unknown,no
32.0,technician,married,unknown,no,102,yes,no,unknown,21,may,12.0,11,-1,0,unknown,no
60.0,self-employed,married,secondary,no,0,no,no,unknown,6,jun,,1,-1,0,unknown,no
54.0,blue-collar,divorced,secondary,no,615,no,yes,cellular,20,nov,230.0,1,-1,0,unknown,no
41.0,services,married,secondary,no,0,yes,no,unknown,5,may,114.0,2,-1,0,unknown,no
44.0,blue-collar,married,secondary,no,3060,yes,no,,20,apr,87.0,2,151,3,failure,no
40.0,technician,married,secondary,no,990,yes,no,cellular,6,feb,,3,-1,0,unknown,no
40.0,services,divorced,primary,no,1937,yes,no,unknown,2,jun,86.0,1,-1,0,unknown,no
29.0,technician,married,secondary,no,428,no,no,cellular,14,jul,131.0,4,-1,0,unknown,no
28.0,technician,married,secondary,no,655,yes,no,unknown,9,may,179.0,2,-1,0,unknown,no
35.0,management,married,tertiary,no,16,no,no,cellular,19,nov,185.0,1,-1,0,unknown,no
33.0,management,married,tertiary,no,2044,yes,no,cellular,15,may,102.0,3,177,1,failure,no
33.0,management,single,tertiary,no,20,no,no,cellular,21,aug,329.0,2,-1,0,unknown,no
50.0,retired,married,primary,no,29,no,no,unknown,20,jun,135.0,5,-1,0,unknown,no
56.0,management,married,primary,no,-155,yes,no,cellular,17,nov,,1,-1,0,unknown,no
37.0,management,single,tertiary,no,340,no,no,cellular,11,aug,90.0,4,-1,0,unknown,no
53.0,technician,married,secondary,no,1776,no,no,unknown,18,jun,443.0,7,-1,0,unknown,no
27.0,blue-collar,single,secondary,no,23,no,no,cellular,26,feb,590.0,2,-1,0,unknown,no
46.0,technician,married,secondary,no,863,yes,no,cellular,3,feb,67.0,3,-1,0,unknown,no
36.0,blue-collar,divorced,secondary,no,7051,no,yes,cellular,15,jul,106.0,13,-1,0,unknown,no
37.0,admin.,married,secondary,no,1049,no,no,cellular,31,jul,126.0,5,-1,0,unknown,no
28.0,admin.,married,tertiary,no,174,yes,yes,cellular,11,feb,,1,184,2,failure,no
40.0,blue-collar,married,primary,no,137,no,yes,cellular,10,jul,214.0,1,-1,0,unknown,no
,blue-collar,married,primary,no,783,no,yes,cellular,6,aug,90.0,2,-1,0,unknown,no
46.0,services,married,primary,no,116,yes,no,cellular,18,may,,4,341,3,failure,no
39.0,technician,married,primary,no,2118,yes,no,cellular,17,apr,266.0,2,-1,0,unknown,no
37.0,management,single,tertiary,no,10269,yes,no,cellular,18,may,28.0,2,-1,0,unknown,no
26.0,admin.,single,secondary,no,141,yes,no,cellular,18,may,19.0,4,349,6,other,no
35.0,blue-collar,divorced,primary,no,13,no,yes,cellular,9,jul,364.0,1,-1,0,unknown,no
37.0,management,single,tertiary,no,0,no,no,cellular,7,jul,643.0,3,-1,0,unknown,no
32.0,entrepreneur,married,secondary,no,1996,yes,no,cellular,18,nov,271.0,1,-1,0,unknown,no
31.0,admin.,single,secondary,no,1129,yes,no,cellular,18,may,145.0,3,-1,0,unknown,no
36.0,housemaid,single,tertiary,no,561,no,no,unknown,6,jun,274.0,2,-1,0,unknown,no
36.0,management,married,tertiary,no,539,no,no,cellular,11,aug,176.0,1,-1,0,unknown,no
38.0,services,married,secondary,no,-349,yes,no,cellular,20,apr,111.0,2,328,5,failure,no
45.0,admin.,married,secondary,no,6971,no,no,cellular,22,may,119.0,1,-1,0,unknown,no
58.0,housemaid,married,tertiary,no,497,no,no,unknown,11,jun,138.0,5,-1,0,unknown,no
34.0,management,married,tertiary,no,362,yes,no,unknown,30,may,38.0,3,-1,0,unknown,no
51.0,blue-collar,married,primary,no,4497,yes,no,unknown,15,may,276.0,3,-1,0,unknown,no
38.0,technician,single,tertiary,no,2496,no,no,,17,jun,193.0,1,-1,0,unknown,no
73.0,retired,married,secondary,no,2850,no,no,cellular,8,oct,512.0,1,144,7,failure,no
57.0,technician,married,primary,no,0,no,no,unknown,5,jun,,8,-1,0,unknown,no
45.0,management,married,tertiary,no,1199,no,no,telephone,3,feb,,2,-1,0,unknown,no
34.0,technician,divorced,tertiary,no,66,no,yes,cellular,5,feb,102.0,1,170,2,failure,no
48.0,admin.,married,unknown,no,3756,no,no,cellular,14,aug,65.0,10,-1,0,unknown,no
39.0,blue-collar,single,secondary,no,1170,no,no,unknown,6,jun,383.0,1,-1,0,unknown,no
35.0,technician,married,tertiary,no,944,no,no,cellular,8,aug,351.0,2,-1,0,unknown,no
58.0,management,divorced,tertiary,no,50,yes,no,unknown,3,jun,109.0,4,-1,0,unknown,no
36.0,management,single,tertiary,no,171,no,no,unknown,17,jun,398.0,4,-1,0,unknown,no
43.0,services,married,secondary,no,122,yes,no,cellular,5,may,,2,-1,0,unknown,no
34.0,blue-collar,divorced,secondary,no,1780,yes,no,unknown,2,jun,187.0,9,-1,0,unknown,no
52.0,technician,married,secondary,no,136,no,no,,28,aug,88.0,5,-1,0,unknown,no
36.0,unknown,married,secondary,no,179,no,no,cellular,8,aug,14.0,8,-1,0,unknown,no
32.0,blue-collar,single,secondary,no,232,no,no,unknown,13,dec,232.0,1,-1,0,unknown,no
23.0,student,single,tertiary,no,82,no,no,cellular,4,may,289.0,4,-1,0,unknown,no
57.0,blue-collar,married,primary,no,630,yes,no,unknown,29,may,52.0,1,-1,0,unknown,no
43.0,blue-collar,married,primary,yes,1202,no,no,unknown,30,may,295.0,1,-1,0,unknown,no
33.0,admin.,single,tertiary,no,867,yes,no,,14,apr,247.0,1,-1,0,unknown,no
45.0,management,divorced,tertiary,no,6200,no,no,cellular,29,jul,,2,-1,0,unknown,no
31.0,admin.,single,secondary,no,-422,yes,no,cellular,18,may,64.0,2,329,15,other,no
41.0,self-employed,single,unknown,no,426,yes,no,unknown,19,jun,,1,-1,0,unknown,no
47.0,management,divorced,tertiary,no,107,no,no,unknown,15,may,246.0,1,-1,0,unknown,no
39.0,services,divorced,secondary,yes,-96,yes,yes,telephone,12,may,38.0,6,-1,0,unknown,no
47.0,blue-collar,married,secondary,no,581,yes,no,cellular,26,aug,79.0,6,-1,0,unknown,no
57.0,technician,married,secondary,no,402,yes,no,unknown,6,may,153.0,3,-1,0,unknown,no
52.0,blue-collar,married,secondary,no,555,yes,no,cellular,12,may,314.0,2,-1,0,unknown,no
45.0,admin.,married,secondary,no,67,no,no,cellular,5,feb,326.0,2,-1,0,unknown,no
42.0,management,married,tertiary,no,72,yes,no,cellular,20,apr,124.0,2,348,3,failure,no
32.0,self-employed,married,secondary,no,1942,yes,no,unknown,30,may,84.0,9,-1,0,unknown,no
31.0,technician,single,secondary,no,373,no,no,cellular,22,aug,346.0,5,-1,0,unknown,no
25.0,blue-collar,single,secondary,no,84,yes,no,cellular,18,may,6.0,2,-1,0,unknown,no
30.0,technician,married,secondary,no,394,no,no,cellular,22,aug,216.0,13,-1,0,unknown,no
33.0,blue-collar,married,primary,no,925,no,no,cellular,20,nov,,3,-1,0,unknown,no
29.0,blue-collar,married,secondary,no,0,yes,no,cellular,11,may,116.0,6,-1,0,unknown,no
55.0,retired,married,secondary,no,6690,no,no,cellular,30,apr,534.0,1,-1,0,unknown,no
51.0,admin.,married,secondary,no,4178,yes,no,unknown,30,may,556.0,1,-1,0,unknown,no
68.0,retired,married,secondary,no,20723,yes,no,cellular,28,apr,,2,-1,0,unknown,no
29.0,services,single,secondary,no,887,no,no,cellular,4,feb,343.0,1,-1,0,unknown,no
35.0,self-employed,married,secondary,no,598,yes,no,cellular,20,apr,245.0,1,-1,0,unknown,no
38.0,technician,married,secondary,no,1,yes,no,cellular,21,nov,57.0,5,199,1,success,no
39.0,management,divorced,secondary,no,4314,yes,no,cellular,20,nov,141.0,4,-1,0,unknown,no
47.0,technician,married,tertiary,no,2155,no,no,unknown,20,jun,178.0,3,-1,0,unknown,no
22.0,management,single,tertiary,no,760,no,no,,7,dec,6.0,1,-1,0,unknown,no
44.0,admin.,married,secondary,no,1248,yes,yes,cellular,8,may,428.0,3,-1,0,unknown,no
38.0,technician,single,tertiary,no,5122,yes,no,cellular,20,nov,370.0,1,184,1,failure,no
56.0,services,divorced,secondary,no,191,no,no,cellular,23,jul,335.0,3,-1,0,unknown,no
56.0,management,married,secondary,no,230,no,no,unknown,9,may,,4,-1,0,unknown,no
54.0,management,divorced,tertiary,no,7010,no,no,cellular,11,mar,275.0,2,-1,0,unknown,no
39.0,services,married,secondary,no,1970,yes,no,,8,jun,30.0,1,404,2,success,no
36.0,blue-collar,married,secondary,no,3935,yes,yes,unknown,27,may,220.0,6,-1,0,unknown,no
42.0,admin.,married,secondary,no,437,yes,no,cellular,11,aug,120.0,3,190,1,failure,no
51.0,technician,divorced,secondary,no,2323,yes,yes,cellular,18,aug,151.0,10,-1,0,unknown,no
32.0,management,married,tertiary,no,2213,no,no,,29,jan,125.0,2,154,7,failure,no
31.0,management,married,tertiary,no,84,no,yes,unknown,1,jul,143.0,1,-1,0,unknown,no
23.0,technician,single,secondary,no,4545,no,no,cellular,3,jun,200.0,1,-1,0,unknown,no
21.0,student,single,unknown,no,200,no,no,unknown,1,jun,,1,-1,0,unknown,no
45.0,admin.,single,secondary,no,206,yes,no,,5,may,193.0,1,-1,0,unknown,no
51.0,technician,married,secondary,no,2937,no,no,telephone,21,nov,30.0,3,-1,0,unknown,no
36.0,unemployed,single,tertiary,no,221,no,no,cellular,3,feb,225.0,4,-1,0,unknown,no
56.0,blue-collar,married,secondary,no,1521,yes,yes,cellular,21,nov,19.0,2,179,3,other,no
41.0,technician,married,secondary,no,102,yes,yes,unknown,14,may,387.0,9,-1,0,unknown,no
57.0,retired,married,secondary,no,519,yes,no,unknown,3,jun,393.0,3,-1,0,unknown,no
55.0,blue-collar,married,secondary,no,660,no,no,unknown,5,jun,348.0,1,-1,0,unknown,no
34.0,management,divorced,tertiary,no,500,yes,no,unknown,29,may,399.0,1,-1,0,unknown,no
32.0,admin.,married,secondary,no,1661,yes,no,,5,feb,76.0,1,209,2,failure,no
41.0,blue-collar,single,unknown,no,961,yes,no,unknown,29,may,117.0,1,-1,0,unknown,no
32.0,admin.,divorced,secondary,no,-273,yes,no,,5,may,64.0,1,-1,0,unknown,no
53.0,management,married,tertiary,no,7067,no,no,unknown,6,jun,82.0,3,-1,0,unknown,no
43.0,blue-collar,married,unknown,no,285,yes,no,cellular,15,may,22.0,6,-1,0,unknown,no
27.0,services,married,secondary,no,221,no,yes,cellular,7,jul,554.0,1,-1,0,unknown,no
48.0,technician,single,secondary,no,479,no,no,unknown,20,may,148.0,5,-1,0,unknown,no
33.0,services,single,tertiary,no,1595,yes,no,unknown,26,may,296.0,1,-1,0,unknown,no
41.0,management,married,tertiary,no,65,yes,no,,6,may,524.0,2,-1,0,unknown,no
33.0,admin.,married,tertiary,no,640,no,no,cellular,24,jul,,1,-1,0,unknown,no
25.0,management,single,tertiary,no,490,no,no,cellular,7,sep,394.0,1,-1,0,unknown,no
38.0,management,married,tertiary,no,1440,no,no,cellular,11,aug,111.0,2,-1,0,unknown,no
43.0,self-employed,married,secondary,no,918,yes,no,,6,may,193.0,1,-1,0,unknown,no
56.0,management,single,tertiary,no,6507,yes,yes,cellular,29,jan,134.0,1,196,1,failure,no
28.0,services,married,secondary,no,4,yes,no,unknown,27,jun,133.0,5,-1,0,unknown,no
52.0,self-employed,married,tertiary,no,2289,yes,yes,cellular,21,nov,81.0,1,-1,0,unknown,no
32.0,management,single,tertiary,no,131,no,no,unknown,3,jun,267.0,3,-1,0,unknown,no
33.0,services,single,secondary,no,1852,no,no,telephone,25,feb,371.0,1,204,3,other,no
31.0,technician,single,tertiary,no,-749,yes,yes,cellular,29,jul,82.0,4,-1,0,unknown,no
54.0,technician,married,secondary,no,719,yes,no,cellular,2,feb,242.0,1,264,1,failure,no
,technician,married,secondary,no,4613,no,no,cellular,2,apr,320.0,1,134,2,failure,no
40.0,admin.,single,secondary,no,664,no,no,cellular,19,nov,188.0,2,121,2,success,no
32.0,admin.,single,tertiary,no,291,no,no,telephone,28,jan,,6,275,5,other,no
27.0,student,single,tertiary,no,24,yes,no,cellular,2,feb,344.0,2,-1,0,unknown,no
42.0,technician,single,secondary,no,823,yes,no,cellular,28,jan,137.0,1,-1,0,unknown,no
,management,married,tertiary,no,1235,yes,no,cellular,28,jul,104.0,3,-1,0,unknown,no
43.0,technician,single,secondary,no,1195,yes,no,unknown,15,may,516.0,9,-1,0,unknown,no
44.0,management,married,unknown,no,21,no,no,cellular,24,aug,323.0,2,-1,0,unknown,no
46.0,technician,married,secondary,no,363,yes,no,,6,aug,209.0,3,-1,0,unknown,no
36.0,blue-collar,single,secondary,no,0,no,no,unknown,19,jun,238.0,1,-1,0,unknown,no
44.0,blue-collar,single,primary,no,0,yes,no,cellular,24,jul,184.0,1,-1,0,unknown,no
30.0,management,single,tertiary,no,136,yes,no,unknown,23,may,152.0,1,-1,0,unknown,no
34.0,admin.,single,secondary,no,846,yes,no,cellular,17,apr,758.0,2,-1,0,unknown,no
20.0,student,single,primary,no,0,no,no,cellular,1,feb,,5,91,8,failure,no
31.0,services,married,secondary,no,505,no,no,cellular,11,jul,773.0,3,-1,0,unknown,no
34.0,blue-collar,married,primary,no,3986,yes,no,cellular,17,apr,345.0,2,-1,0,unknown,no
27.0,technician,single,tertiary,no,11862,no,no,telephone,25,may,281.0,5,101,1,success,no
47.0,management,married,primary,yes,145,no,yes,unknown,1,jul,163.0,1,-1,0,unknown,no
56.0,management,divorced,tertiary,no,2037,no,no,cellular,6,may,160.0,1,91,5,success,no
45.0,technician,divorced,secondary,no,441,yes,no,cellular,2,feb,535.0,1,-1,0,unknown,no
35.0,blue-collar,married,primary,no,105,yes,no,unknown,8,may,369.0,2,-1,0,unknown,no
32.0,technician,married,secondary,no,465,yes,no,,12,may,,2,-1,0,unknown,no
44.0,entrepreneur,married,secondary,no,320,yes,yes,cellular,5,feb,269.0,3,234,2,other,no
38.0,services,married,secondary,no,-762,yes,yes,unknown,30,may,408.0,2,-1,0,unknown,no
32.0,management,single,tertiary,no,316,yes,no,cellular,29,jan,215.0,3,-1,0,unknown,no
58.0,admin.,married,unknown,no,903,no,no,cellular,28,jan,56.0,1,-1,0,unknown,no
35.0,management,single,tertiary,no,123,yes,no,unknown,9,may,83.0,3,-1,0,unknown,no
40.0,blue-collar,married,secondary,no,273,yes,no,unknown,19,jun,1082.0,1,-1,0,unknown,no
36.0,technician,married,secondary,no,1345,yes,no,unknown,30,may,,3,-1,0,unknown,no
52.0,blue-collar,married,secondary,no,1027,no,no,cellular,23,jul,59.0,1,-1,0,unknown,no
35.0,technician,single,secondary,no,1855,yes,no,unknown,7,may,138.0,1,-1,0,unknown,no
38.0,services,single,secondary,no,1315,no,no,unknown,20,jun,,12,-1,0,unknown,no
43.0,admin.,married,secondary,no,59,yes,no,cellular,15,jul,60.0,3,-1,0,unknown,no
43.0,admin.,married,secondary,no,2682,no,no,cellular,30,jul,103.0,8,-1,0,unknown,no
35.0,management,married,tertiary,no,2682,yes,no,cellular,9,jul,156.0,1,-1,0,unknown,no
40.0,services,married,secondary,no,3164,yes,no,cellular,3,apr,329.0,2,-1,0,unknown,no
49.0,technician,divorced,secondary,no,342,no,yes,cellular,19,nov,58.0,3,-1,0,unknown,no
35.0,services,single,secondary,no,1742,yes,no,cellular,31,jul,39.0,2,-1,0,unknown,no
42.0,technician,divorced,secondary,no,-106,yes,no,unknown,29,may,95.0,1,-1,0,unknown,no
29.0,unemployed,single,unknown,no,67,no,no,cellular,28,jan,330.0,2,-1,0,unknown,no
26.0,technician,single,secondary,no,430,no,no,cellular,5,feb,450.0,2,-1,0,unknown,no
44.0,blue-collar,single,primary,no,-234,yes,yes,cellular,15,may,71.0,3,347,1,failure,no
29.0,management,single,tertiary,no,0,yes,no,cellular,13,may,155.0,1,351,1,failure,no
36.0,blue-collar,married,secondary,no,-206,yes,no,,8,may,177.0,2,-1,0,unknown,no
30.0,technician,single,secondary,no,656,no,yes,,4,jul,523.0,1,-1,0,unknown,no
52.0,retired,married,secondary,no,603,no,yes,unknown,9,jun,79.0,1,-1,0,unknown,no
55.0,admin.,married,secondary,no,1102,yes,no,unknown,15,may,126.0,2,-1,0,unknown,no
30.0,services,single,secondary,no,117,no,no,cellular,28,jan,135.0,1,-1,0,unknown,no
29.0,technician,single,secondary,no,-13,yes,no,,14,may,512.0,3,-1,0,unknown,no
27.0,admin.,single,tertiary,no,1993,yes,no,cellular,5,may,102.0,5,-1,0,unknown,no
58.0,retired,divorced,unknown,no,5920,yes,no,cellular,21,nov,96.0,1,121,1,failure,no
33.0,services,married,secondary,no,881,yes,no,unknown,21,may,67.0,5,-1,0,unknown,no
48.0,admin.,married,secondary,no,0,yes,no,cellular,17,jul,109.0,4,-1,0,unknown,no
39.0,housemaid,married,secondary,no,953,no,no,cellular,30,jan,,6,232,3,other,no
55.0,blue-collar,married,primary,no,781,yes,no,cellular,3,feb,112.0,3,270,2,failure,no
40.0,blue-collar,single,primary,no,1530,yes,no,cellular,20,apr,8.0,3,315,1,failure,no
33.0,management,single,tertiary,no,2667,yes,no,cellular,18,may,57.0,1,180,3,failure,no
56.0,admin.,married,secondary,no,5310,no,no,unknown,19,jun,74.0,1,-1,0,unknown,no
42.0,blue-collar,married,secondary,no,1468,yes,no,unknown,28,may,136.0,1,-1,0,unknown,no
43.0,unknown,married,primary,no,0,yes,no,cellular,9,jul,,1,-1,0,unknown,no
41.0,management,married,tertiary,no,144,no,no,cellular,27,feb,123.0,3,-1,0,unknown,no
58.0,admin.,single,secondary,no,247,no,yes,unknown,20,jun,66.0,6,-1,0,unknown,no
29.0,blue-collar,married,primary,no,258,yes,no,unknown,26,may,,1,-1,0,unknown,no
38.0,management,married,tertiary,no,595,yes,no,cellular,18,nov,70.0,1,-1,0,unknown,no
49.0,blue-collar,divorced,secondary,yes,259,no,no,unknown,16,may,283.0,2,-1,0,unknown,no
55.0,self-employed,married,secondary,no,2408,no,no,telephone,9,apr,,2,140,1,failure,no
53.0,management,married,tertiary,no,1356,yes,no,cellular,5,aug,397.0,2,93,2,failure,no
56.0,admin.,married,secondary,no,292,yes,no,unknown,28,may,228.0,9,-1,0,unknown,no
31.0,management,single,tertiary,no,2384,yes,no,cellular,14,apr,608.0,2,-1,0,unknown,no
29.0,technician,single,secondary,no,307,yes,no,cellular,3,feb,216.0,1,-1,0,unknown,no
48.0,admin.,married,secondary,no,292,yes,yes,cellular,29,jul,164.0,6,-1,0,unknown,no
43.0,blue-collar,married,primary,no,3131,yes,no,unknown,3,jun,441.0,3,-1,0,unknown,no
29.0,technician,married,secondary,no,0,no,no,unknown,12,may,33.0,2,-1,0,unknown,no
39.0,management,single,tertiary,no,2258,yes,no,,31,jul,255.0,2,-1,0,unknown,no
53.0,management,married,tertiary,no,1348,no,yes,,17,jul,120.0,3,-1,0,unknown,no
48.0,blue-collar,married,secondary,no,741,yes,no,cellular,16,apr,227.0,1,-1,0,unknown,no
34.0,management,married,tertiary,no,0,no,no,cellular,22,apr,176.0,1,-1,0,unknown,no
52.0,management,single,tertiary,no,741,no,no,cellular,7,aug,63.0,2,-1,0,unknown,no
30.0,admin.,married,secondary,no,521,yes,no,cellular,19,nov,648.0,1,-1,0,unknown,no
45.0,entrepreneur,married,primary,no,5315,yes,yes,cellular,15,may,,2,-1,0,unknown,no
54.0,management,married,secondary,no,1660,no,no,cellular,20,nov,337.0,3,-1,0,unknown,no
44.0,self-employed,married,unknown,no,163,yes,no,cellular,12,aug,44.0,1,100,3,success,no
35.0,entrepreneur,married,secondary,no,1163,yes,no,,20,may,284.0,1,-1,0,unknown,no
34.0,technician,single,tertiary,no,122,no,no,unknown,27,may,73.0,5,-1,0,unknown,no
