Location Code,Hours Online,Monthly Income,Marital Status,Brand Loyalty,Sex,Years after high school graduation,Education Level,Renew,City,Months with Company
Urban,5.314598787563169,4733.225963401232,Divorced,0.487794186180806,F,20.0,College,Yes,Udon,44.0
Urban,4.5515328096115475,3921.4782892494227,Divorced,0.08442687045948574,F,20.0,Graduate School,Yes,Mahasarakam,81.0
Rural,3.8539629801982596,3320.5670945637,Divorced,-1.0787959691539342,M,24.0,High School,No,Udon,38.0
Urban,2.2226837487967486,2958.0744027660503,Married,-0.47595431200725324,M,24.0,High School,No,Khon Kaen,79.0
Urban,5.121345877924115,6060.933419643233,Single,-0.5504649333658569,F,24.0,Graduate School,,Udon,59.0
Urban,5.259760433426633,6168.718180266859,Single,-0.6524323407938689,F,33.0,High School,Yes,Udon,68.0
Rural,5.062561284985516,4397.692734243986,Divorced,,M,32.0,Graduate School,No,Khon Kaen,54.0
Urban,3.7014060623222793,6179.697508316431,Married,-0.003867693521036414,F,31.0,College,Yes,Mahasarakam,59.0
Urban,6.602149159929841,4945.483783595389,Single,-1.1971341232697628,F,37.0,Graduate School,Yes,Khon Kaen,68.0
Urban,4.410856765702914,5839.8075415811745,Divorced,-0.2716163136262731,F,30.0,Graduate School,Yes,,34.0
Suburban,4.839749238017022,6659.69541206919,Divorced,-0.29144819232006475,F,31.0,College,Yes,Khon Kaen,90.0
Rural,5.168461726954194,6813.709740425535,Divorced,0.27470422382088927,,38.0,High School,No,Mahasarakam,62.0
Rural,7.770173798588544,3723.3526087225873,Married,-0.04865943193350725,F,36.0,High School,Yes,Khon Kaen,19.0
Suburban,3.4512242174268284,5798.1510658003435,Divorced,0.947922275308048,M,26.0,High School,Yes,Mahasarakam,60.0
Urban,6.421082241470425,5997.880965564389,Divorced,-0.9947720563250857,F,40.0,High School,Yes,,76.0
Rural,3.7166414655277644,3644.4963498557277,Divorced,-0.6050304211899599,F,16.0,Graduate School,Yes,Khon Kaen,47.0
Urban,5.534169421094584,5578.162249033985,Single,-0.03438921130238237,M,31.0,Graduate School,Yes,Khon Kaen,81.0
Rural,4.36419410765485,5077.904495492448,Single,0.0766285233791351,M,30.0,High School,No,Mahasarakam,71.0
Urban,5.26329649475792,6356.734247188628,Married,1.1545966351991956,M,36.0,College,Yes,Mahasarakam,80.0
Urban,4.870296065402532,3846.02349249749,Divorced,0.025050084277882356,M,14.0,High School,Yes,Khon Kaen,101.0
Suburban,4.260474002344632,4824.160140456691,Divorced,0.10892866126230767,M,14.0,College,Yes,,81.0
Rural,5.28950398462427,3812.034925950208,Single,0.5561438465632436,M,34.0,High School,No,Udon,62.0
Urban,5.415169665628945,5783.102743426165,Divorced,0.5590911281035693,M,,High School,Yes,Mahasarakam,69.0
,3.04315930528388,4827.2717338602915,Divorced,0.025222216636905576,F,18.0,High School,Yes,Mahasarakam,20.0
Suburban,3.956242470517598,5497.571356254805,Married,0.22031860431099576,F,34.0,College,No,Khon Kaen,57.0
Rural,4.398472932401663,4489.242627609132,Divorced,0.3821931740509132,M,17.0,College,No,Khon Kaen,44.0
Urban,4.810822017695932,3522.273842138627,Single,-0.25654785619979786,F,19.0,Graduate School,Yes,,52.0
Rural,4.665643605205837,3361.0541013689917,Married,-0.2070619210876144,M,26.0,High School,No,Udon,77.0
Suburban,2.7977171262973157,4407.503091850958,Single,-0.1627461561890352,M,17.0,High School,Yes,Khon Kaen,68.0
Rural,6.811507227564663,4444.469307109492,Married,-0.0100785085732146,F,54.0,High School,No,Udon,76.0
Suburban,5.094061896427485,5422.358298028747,Single,-0.4367117485782047,F,41.0,Graduate School,No,Khon Kaen,92.0
Urban,6.002078121630876,2363.161609922071,Divorced,0.2558017896199015,M,14.0,College,Yes,Udon,85.0
Suburban,5.3404657720259365,6864.9774862232325,Divorced,-0.015693066158527086,F,36.0,High School,Yes,Khon Kaen,70.0
Urban,5.780593523441315,6217.666727543774,Divorced,-0.21101078022041214,F,38.0,Graduate School,Yes,Mahasarakam,68.0
Urban,5.003585738674709,6408.881477309876,Divorced,-1.019467277399955,F,27.0,College,Yes,Udon,28.0
Urban,7.738808688100535,3691.3507526939793,Divorced,-0.4761738459884223,F,33.0,Graduate School,Yes,Udon,116.0
Rural,4.846311621542876,5725.914185413103,Single,-0.8646965385737946,F,34.0,High School,No,Udon,88.0
Suburban,6.162565521663022,5631.5772136315645,Single,0.14732787839454112,F,41.0,High School,Yes,Khon Kaen,45.0
Urban,3.862353387998621,3602.4051384119657,Single,0.06326236888941295,,20.0,College,Yes,Khon Kaen,33.0
Rural,5.388584016636136,4653.1402960731075,Married,-0.7323486412219599,F,34.0,Graduate School,No,Udon,78.0
Urban,5.391056305821017,4144.400419453319,Married,,F,26.0,College,Yes,Mahasarakam,89.0
Suburban,4.662412565333786,5184.106096395761,Married,0.4211850884921192,M,28.0,College,Yes,Mahasarakam,48.0
Urban,4.821923765254349,5709.235101555074,Single,-0.6558674666144974,M,27.0,High School,Yes,Khon Kaen,61.0
Urban,5.124667685226807,4159.213493595413,Divorced,-0.18083715831998387,M,,High School,Yes,Khon Kaen,71.0
Urban,4.050801899052223,4550.898899612182,Married,-0.7531575457686193,F,22.0,Graduate School,Yes,Khon Kaen,61.0
Suburban,5.626055105966092,5622.734427810657,Married,0.8070541367820256,F,42.0,High School,No,Udon,19.0
Suburban,6.997026936680054,5503.404596894153,Married,-0.07013276266932633,F,43.0,High School,No,Udon,64.0
Suburban,5.285473480785111,4350.354465563765,Divorced,0.01821585972527623,F,29.0,High School,Yes,Udon,76.0
Rural,4.543244775461996,3226.342307210761,Single,-0.49481308308733385,M,37.0,High School,No,Khon Kaen,72.0
Rural,6.290006869447084,5511.812753795717,Married,0.17456798672804663,M,39.0,Graduate School,No,Mahasarakam,75.0
Urban,4.186466623109706,5717.343541648947,Single,-0.4066961815109532,F,28.0,Graduate School,Yes,Mahasarakam,64.0
Suburban,4.949218202139615,4805.489344026267,Married,-0.05087786626730828,F,22.0,High School,Yes,Mahasarakam,75.0
Rural,4.032086888445356,5936.468840575677,Single,0.017107415689861016,F,31.0,College,No,Mahasarakam,89.0
Suburban,4.255062178321115,4544.404355626693,Divorced,-0.9026338693556737,F,28.0,College,No,Khon Kaen,70.0
Rural,2.956655173883484,5410.684532670325,Divorced,0.2701802244365097,M,32.0,High School,No,Khon Kaen,81.0
Rural,6.952908754266575,5956.788058754426,Divorced,0.06164401558994988,M,45.0,Graduate School,No,Mahasarakam,23.0
Urban,4.752586329360291,5634.110305488602,Married,0.4608473266500874,F,32.0,College,Yes,Mahasarakam,49.0
Rural,5.22160939923376,3082.0597947691476,Married,-0.9190575582614642,F,35.0,High School,No,,28.0
Urban,5.529902445984595,4875.576764689519,Divorced,0.8755018686622699,M,32.0,College,Yes,Mahasarakam,22.0
Urban,6.298845943901199,3936.169944699654,Divorced,-1.2649457122317045,M,28.0,Graduate School,Yes,Khon Kaen,87.0
Urban,5.770354154628475,3247.436390438172,Married,,,21.0,College,Yes,Khon Kaen,59.0
Urban,4.4977037984056505,3343.420621215211,,0.1336200323268337,F,12.0,College,Yes,Mahasarakam,43.0
Suburban,5.719469130407152,5301.141444385058,Married,1.0665955552856987,F,49.0,High School,No,Udon,69.0
Urban,4.516567389252126,4491.064600532534,Divorced,-0.03213403632923231,M,27.0,Graduate School,Yes,Udon,50.0
Rural,4.089168480494373,5246.059612711778,Single,-0.3229460335504382,F,22.0,College,Yes,Khon Kaen,84.0
Rural,3.668418985701293,6435.5553539681105,Married,0.35767859373262945,M,28.0,High School,No,Udon,74.0
Suburban,4.300991853622779,3685.0145885870957,Married,-0.038860132865477875,F,15.0,Graduate School,Yes,Mahasarakam,59.0
Suburban,2.524543703713929,,Divorced,-0.15894484853967483,M,7.0,Graduate School,Yes,Khon Kaen,78.0
Urban,3.9854533348752623,6988.7014281133015,Single,-0.08369119788152224,M,31.0,College,Yes,Udon,58.0
Rural,4.506806906016863,3932.907284933129,Married,0.019732518176092312,M,44.0,College,,Mahasarakam,67.0
Urban,5.664783350554966,4683.907181710539,Divorced,0.020149100700333544,F,25.0,,Yes,Khon Kaen,
Suburban,5.940001571251212,4590.804414411368,Divorced,-0.44761148840189113,M,,Graduate School,Yes,Mahasarakam,65.0
Rural,6.3138770121766585,5429.792611179043,Divorced,0.5291900304324613,F,29.0,Graduate School,No,Khon Kaen,31.0
Urban,5.951600252783213,5263.2750456886,Divorced,-0.316638860833035,F,30.0,Graduate School,Yes,Udon,71.0
Urban,3.3462652971520983,5942.024503325393,Divorced,0.2775019693373721,M,22.0,Graduate School,Yes,Khon Kaen,80.0
Urban,4.102435972139106,3352.2796323279103,Divorced,0.1962983614906227,F,15.0,High School,Yes,Udon,80.0
Urban,6.644466668992671,5248.419475499241,Married,-0.20164864987929015,M,32.0,High School,Yes,Udon,68.0
Suburban,4.040462662664883,5157.896299687231,Divorced,0.28066740817734903,M,25.0,Graduate School,No,Khon Kaen,82.0
Rural,2.427864097323095,3089.3708407216886,Single,0.5234346296426344,F,2.0,College,Yes,Khon Kaen,52.0
Urban,3.8231454285354123,4877.281012888044,Married,-0.8861987954955168,F,14.0,College,Yes,Mahasarakam,31.0
Suburban,5.161000159233057,6000.032199753944,Single,-0.17399563132517343,F,33.0,Graduate School,No,Udon,81.0
Urban,4.9471661490207515,4640.475280849101,Divorced,-0.0924338184173229,F,25.0,College,Yes,Udon,83.0
Suburban,6.369579001280212,5103.8713066192295,Married,-0.18546119342852757,F,37.0,High School,No,Udon,57.0
Suburban,5.034263392224956,4949.282861693484,Married,-0.4342115163975997,M,20.0,High School,No,Udon,90.0
Rural,6.669881070003477,6224.724259563216,Single,0.8855922451180253,,49.0,High School,No,Udon,44.0
Urban,5.924597617395201,6379.366788178936,Married,-0.36795225615130267,F,25.0,College,Yes,Mahasarakam,83.0
Rural,3.4707290454787794,5879.975657244133,Married,-0.23707454642718628,M,34.0,College,No,Khon Kaen,38.0
Suburban,5.095240351075375,3609.4354543941054,Divorced,-0.9791986888131448,M,20.0,Graduate School,Yes,Khon Kaen,35.0
Rural,2.5160139311358725,6299.102984190024,Married,-0.3173633801231991,M,28.0,Graduate School,No,Mahasarakam,57.0
Urban,3.7945089276909933,5762.332031196625,Divorced,-0.43633990718519333,M,24.0,High School,Yes,Khon Kaen,62.0
Rural,,5503.3691378862095,Single,-0.6098247709778756,M,28.0,High School,No,Udon,56.0
Suburban,4.91426727385438,4546.84605670137,Divorced,-0.197066891773367,M,27.0,College,Yes,Mahasarakam,56.0
Rural,5.601200820946914,3419.2394939325804,Married,-0.1794649762604335,F,38.0,High School,No,Udon,29.0
Suburban,5.180133431497755,5756.64716300189,Divorced,0.1264315333303217,F,31.0,High School,Yes,Khon Kaen,48.0
Urban,3.2058918005334687,5201.237485928033,Divorced,-0.011591515789210971,F,28.0,College,Yes,Khon Kaen,43.0
Rural,5.969180417772149,6283.806091534835,Married,0.639940870720064,M,34.0,College,No,Udon,63.0
Suburban,4.31136379965015,6008.220462472307,Married,,M,31.0,College,No,Udon,61.0
Rural,4.244024874046436,3883.346884109709,,-0.10932747442101509,F,19.0,Graduate School,Yes,Udon,71.0
Urban,5.311031027164541,5082.39704455879,Divorced,0.36714914599559356,M,23.0,Graduate School,Yes,Mahasarakam,61.0
Suburban,3.492380730193736,6061.118296916988,Divorced,-0.4817244809539323,F,33.0,,Yes,Udon,92.0
Urban,6.297595536512578,5503.488254705759,Divorced,0.6324616769403768,F,33.0,High School,Yes,Udon,46.0
Rural,7.504172189682778,3633.1843709309883,Divorced,-0.5674921849077165,M,43.0,College,No,Udon,44.0
Rural,5.297375905130426,4114.109550017855,Single,-0.5817542174398517,F,46.0,College,No,Khon Kaen,42.0
Rural,4.778418535268066,4457.401205222412,Married,-0.6600057155115253,F,36.0,Graduate School,No,Mahasarakam,63.0
Suburban,3.73573218579645,5538.697084407216,Divorced,0.7250551977986619,F,30.0,High School,Yes,Udon,40.0
Urban,6.080443311224321,5959.050447296313,Divorced,-1.172816111830129,M,37.0,Graduate School,Yes,Mahasarakam,32.0
Rural,2.9183671990268114,2889.6200843261286,Married,-0.5014950432881008,M,28.0,College,No,Khon Kaen,51.0
Urban,4.735653700759006,5676.129306962881,Divorced,-0.014100040722270751,M,30.0,Graduate School,Yes,Udon,47.0
Urban,5.351512894901827,5150.876453186434,Single,0.1317985750640477,M,,Graduate School,Yes,Udon,65.0
Rural,5.398215507371886,4044.9491826270455,Married,-0.05836932616977761,F,41.0,College,No,Udon,74.0
Rural,4.153048877816887,4623.417986335693,Married,0.5286427069266486,F,24.0,College,Yes,Mahasarakam,64.0
Rural,3.908494206626523,5127.496397891195,Married,0.5737861779667068,M,30.0,College,No,Udon,60.0
Suburban,5.499390525748949,5410.710678512116,Single,0.6090090455105384,M,32.0,College,No,Khon Kaen,59.0
Rural,3.637504503641145,4930.307424200846,Married,0.15522851440285854,M,35.0,High School,No,Udon,67.0
Urban,2.3820199580844115,5291.097756594046,Divorced,-0.43021207925768956,F,24.0,High School,Yes,Khon Kaen,70.0
Urban,7.223143360274138,5839.982529254736,Single,-0.21941721804734304,F,33.0,College,Yes,Khon Kaen,53.0
Urban,5.442166780671851,4678.895785160126,Married,0.7923238008454834,,29.0,,Yes,Mahasarakam,26.0
Rural,1.551966293845445,5328.879665888658,Married,0.3419906023953352,F,19.0,Graduate School,No,Khon Kaen,74.0
Urban,4.919055098206593,5800.524007911599,Married,-0.5156261130394464,M,38.0,High School,Yes,Mahasarakam,76.0
Rural,6.796015094007814,4755.923625471356,Married,0.3546953092295952,F,44.0,High School,No,Udon,49.0
Urban,3.8996674919782457,3869.985482235362,Married,0.20903035756387384,F,18.0,High School,Yes,Udon,38.0
Urban,5.150659434796266,5346.6882930930315,Single,-0.6354945016201964,M,29.0,Graduate School,Yes,Khon Kaen,
Rural,3.8012241662359068,6328.375391110094,Divorced,-0.4688932352763766,M,33.0,Graduate School,Yes,Udon,27.0
Suburban,2.7828552043925296,5430.308197384712,Divorced,-0.4866938390970703,F,23.0,Graduate School,Yes,Udon,59.0
Urban,2.9549876837218862,4094.817429988132,Married,0.11713871346855563,F,13.0,College,Yes,Khon Kaen,54.0
Suburban,3.702991033167789,5835.533396288676,Divorced,0.6526854857126669,M,19.0,Graduate School,Yes,Khon Kaen,58.0
Urban,4.347580607196323,3858.7397157020505,Divorced,-0.26038239799176804,M,24.0,College,Yes,Udon,38.0
Urban,4.723717824111447,4010.032850173184,Divorced,-0.05199062455598483,M,21.0,Graduate School,Yes,Mahasarakam,83.0
Urban,4.715129181251546,6330.730662724735,Divorced,0.38141607484758316,F,39.0,Graduate School,Yes,Mahasarakam,78.0
Suburban,3.9251932189388676,7078.741907050254,Married,0.38632352755829225,M,26.0,High School,No,Khon Kaen,49.0
Suburban,4.108905455121317,4866.080591943808,Married,0.3075649007299801,M,,College,No,Udon,68.0
Urban,2.8152137516099875,6665.3399802932145,Married,0.3426710726530049,M,26.0,Graduate School,Yes,,54.0
Suburban,4.744678195407123,4208.4807029431395,Married,-0.34981234196234956,M,37.0,Graduate School,No,Khon Kaen,32.0
Suburban,4.844345364849421,3754.68181587172,Married,0.2763715355182883,M,16.0,High School,,Udon,46.0
Suburban,4.1442605657237666,6083.6462347734905,Single,-0.16524273463022615,M,26.0,Graduate School,Yes,,43.0
Urban,6.150878372347648,6197.210202410111,Single,0.7307923212667676,F,36.0,High School,Yes,Mahasarakam,59.0
Urban,6.791378976275848,3984.832262269024,Divorced,0.08528085142822689,M,28.0,College,Yes,Udon,73.0
,3.595654768970471,4479.2753689712035,Single,-0.33343559629339625,M,22.0,Graduate School,Yes,Khon Kaen,80.0
Rural,5.294384112172679,2880.1362442445056,Single,-0.3061742577376128,M,43.0,Graduate School,No,Khon Kaen,30.0
Urban,5.641089212464564,4315.0204984161,Divorced,-0.13156922739812676,M,28.0,College,Yes,Mahasarakam,96.0
Urban,2.271376143201103,4270.379211099401,Married,-1.1552015213719284,M,21.0,College,No,Mahasarakam,40.0
Urban,3.2813190175340523,5711.879762068028,Married,0.1828401566251222,F,19.0,College,No,Udon,62.0
Urban,5.433607641873204,4887.646936992608,Single,-0.11594291033273746,F,26.0,High School,Yes,Udon,73.0
Urban,4.843166420746856,5075.010325550432,Divorced,-0.9992764115251602,M,28.0,High School,Yes,Khon Kaen,43.0
Urban,6.270874671315485,3491.8492783172996,Divorced,0.44077858943038917,F,23.0,High School,Yes,Mahasarakam,74.0
Suburban,,5040.389481517138,Divorced,-0.08716182576653869,M,30.0,High School,Yes,Udon,48.0
Suburban,5.106432607829148,5549.295721826922,Divorced,-0.4755520807704017,M,35.0,High School,Yes,Mahasarakam,
Urban,4.635844450933795,3834.8299859834488,Single,-0.21883412327277707,M,17.0,Graduate School,Yes,Udon,74.0
Urban,5.3462601039940605,5463.181993677954,Divorced,-0.7589291143553571,F,37.0,High School,Yes,Udon,55.0
Suburban,6.308043459483848,5968.133067746154,Divorced,0.06457153818859138,F,32.0,Graduate School,Yes,Mahasarakam,108.0
Rural,3.4141277185558754,5026.590764672438,Divorced,-0.04207360236940824,F,23.0,High School,Yes,,65.0
Urban,4.825596193453238,4436.163735822441,Single,-0.5899937958780608,M,25.0,Graduate School,Yes,Mahasarakam,65.0
Urban,4.556858259899877,4498.76370610072,Divorced,-0.5314313072006925,M,19.0,High School,Yes,Khon Kaen,41.0
Urban,3.4410934699894247,4107.410767375294,Divorced,-1.2059438255535737,M,18.0,High School,No,Khon Kaen,98.0
Suburban,5.130491970974035,3859.799738584608,Married,0.31892720446185074,F,20.0,College,Yes,Udon,81.0
Suburban,5.933207976995787,6165.414913901167,Married,-0.1887905675377865,F,40.0,Graduate School,Yes,Udon,52.0
Rural,4.774490450418055,6140.923081336518,Married,-0.42596765943427073,F,32.0,College,No,Udon,35.0
Rural,5.974397807315791,4873.921496728241,Married,-0.12951153280074695,M,33.0,Graduate School,,Khon Kaen,70.0
Urban,4.281658578625738,5593.64813332425,Divorced,0.36050626705634825,M,23.0,High School,Yes,Mahasarakam,48.0
Suburban,5.44457597696675,4184.408200101458,Single,-0.27534966041166314,F,23.0,Graduate School,Yes,Khon Kaen,69.0
Urban,3.1411820206982064,5821.259737101582,Single,-0.49637162869304485,M,24.0,Graduate School,Yes,Khon Kaen,46.0
Rural,3.8913641866095965,4496.587819138423,Single,0.4906720592178426,F,22.0,College,No,Khon Kaen,49.0
Suburban,6.529560002026399,2221.2245372190355,Divorced,0.389773573827531,F,11.0,College,Yes,Mahasarakam,41.0
,3.435886474903946,5342.231986751582,Married,-0.6232847388326361,M,11.0,College,No,Mahasarakam,56.0
Urban,4.603123210977668,3132.1675285415035,Single,0.3979455495470712,F,9.0,High School,,Khon Kaen,60.0
Suburban,5.291253161750319,5213.834277051321,Divorced,0.5098847979834229,M,27.0,College,Yes,Mahasarakam,65.0
Urban,,5931.43822704009,Divorced,0.42556512241449773,M,27.0,Graduate School,Yes,Khon Kaen,63.0
Urban,4.070662433012905,5488.148090348205,Divorced,-0.755264055738609,M,26.0,Graduate School,Yes,Mahasarakam,63.0
Urban,6.434070776007289,4915.038888667907,Married,0.010518053713086728,M,48.0,High School,No,Mahasarakam,86.0
Suburban,3.587951955023593,,Single,-1.2252517981520716,F,29.0,Graduate School,No,Udon,72.0
Rural,1.2326919944073778,6464.45907429192,Single,-0.4469316640997364,M,18.0,Graduate School,No,Mahasarakam,57.0
Urban,4.682366119423439,6702.462367543032,Married,-0.0670519754160489,M,30.0,High School,Yes,,43.0
Rural,5.934800564750452,6305.33275105731,Married,0.3308859308490622,F,48.0,Graduate School,No,Udon,51.0
Urban,4.210867329412711,6168.049418169718,Divorced,0.09364733250408705,M,30.0,College,Yes,Khon Kaen,61.0
Urban,4.441915676453976,6053.204974417181,Divorced,0.1319017092233626,F,30.0,Graduate School,Yes,Mahasarakam,56.0
Rural,6.073070330915492,2976.30573017607,Single,-0.042058177461695545,F,34.0,High School,No,Khon Kaen,78.0
Urban,4.685919170703695,,Divorced,-0.3568609175168107,M,23.0,High School,Yes,Mahasarakam,62.0
Rural,4.533378561187587,4176.314549171648,Married,0.2393303293691653,M,31.0,High School,No,Mahasarakam,70.0
Urban,5.232365574997979,4602.915499424857,Single,0.26323608889840594,M,18.0,College,Yes,Udon,73.0
Urban,4.164793531961697,5399.812228062949,Divorced,-0.7631856141354012,F,22.0,College,Yes,Mahasarakam,
Suburban,5.665381840040792,5213.764930088232,Divorced,-0.08556817185633595,F,27.0,College,Yes,Udon,53.0
Rural,3.9003115822380336,6448.958681744002,Divorced,0.9333156395699976,F,32.0,High School,No,Mahasarakam,51.0
Urban,4.5112583519386575,3394.9438306668826,Divorced,0.7469840629891691,M,14.0,High School,Yes,Mahasarakam,65.0
Rural,5.243881062937866,5076.784819995145,Married,-0.31526342040647887,M,42.0,High School,No,Mahasarakam,98.0
Suburban,5.524673050638724,6101.6717234670605,Married,0.188074251771252,M,28.0,High School,Yes,Khon Kaen,40.0
Suburban,5.491905971108385,4675.777187123542,Single,-0.08916754605039667,F,25.0,College,Yes,Khon Kaen,78.0
Suburban,4.085965242443455,6367.068811482739,Divorced,0.41363085535364424,F,31.0,High School,Yes,Mahasarakam,63.0
Suburban,2.718377034298903,5369.714123157634,Married,0.1904828382669741,F,29.0,Graduate School,No,Mahasarakam,62.0
Suburban,5.073689501178155,6489.24589205136,Married,0.518742762573241,M,39.0,College,No,Udon,57.0
Suburban,5.071254574823384,3934.4378797316067,Single,-0.2898921039338404,F,24.0,Graduate School,Yes,Khon Kaen,52.0
Urban,4.835244468187938,5835.58821311354,Divorced,-0.49713907749548536,F,30.0,College,Yes,Khon Kaen,65.0
Suburban,4.828050450518075,4147.781291587338,Divorced,0.4379054809458119,M,32.0,Graduate School,No,Mahasarakam,61.0
Suburban,4.3048353600073765,4571.4072773316,Married,0.2666636723067323,F,25.0,Graduate School,Yes,Udon,73.0
Rural,5.563083569308461,4854.606563640343,Single,-0.04897787653832725,M,33.0,Graduate School,Yes,Mahasarakam,72.0
Rural,3.9727509365778584,3534.047029135998,Divorced,0.5317773825879862,M,34.0,High School,No,Khon Kaen,43.0
Rural,1.9322342092372327,3632.5008445982353,Single,-0.8390660597814459,F,26.0,College,No,Khon Kaen,44.0
Urban,6.776032169091432,4543.198632365542,Single,0.727851831146723,F,32.0,High School,Yes,Khon Kaen,77.0
Urban,3.7591097421295974,4303.353254668209,Married,0.3023611779922861,M,14.0,College,Yes,Khon Kaen,103.0
Rural,5.721677585795012,4866.347303486913,Married,-0.5294864329818917,M,36.0,High School,No,Mahasarakam,54.0
Urban,,5416.709201682754,Divorced,0.6927297505345298,M,24.0,College,Yes,Khon Kaen,74.0
Urban,6.223302709361246,6070.9505225881985,Single,-0.4791022948051048,M,44.0,High School,Yes,Mahasarakam,39.0
Rural,3.519896353118312,3977.7745551089865,Married,0.012337446551415693,F,23.0,,No,Mahasarakam,74.0
Urban,2.5343049049643582,3518.3454643423374,Divorced,-0.8350831983435844,F,22.0,College,No,Khon Kaen,34.0
Rural,6.275802886931923,6005.654859228586,Single,0.14130145002298727,M,39.0,Graduate School,No,Khon Kaen,62.0
Suburban,5.508046750565837,7264.380805953537,Single,-0.7390359076336117,F,38.0,College,Yes,Khon Kaen,74.0
Suburban,5.495593846756021,5319.290973332436,Divorced,0.14904292810869546,M,24.0,High School,Yes,Mahasarakam,101.0
Urban,,5903.288706888878,Single,0.473314824816546,F,23.0,Graduate School,Yes,Khon Kaen,67.0
Suburban,4.155051095475705,4736.980590022615,Divorced,0.9517620995876707,F,20.0,College,Yes,Khon Kaen,36.0
Suburban,4.91108775924391,3339.993507609264,Divorced,0.14911334315169844,F,20.0,High School,Yes,,63.0
Rural,5.539533304033253,4529.159061326743,Married,0.4006775350340471,M,31.0,High School,No,Mahasarakam,58.0
Urban,4.564117775631054,5667.176433141856,Divorced,0.03564191546637896,F,,College,Yes,Udon,56.0
Rural,3.8387696446948,6935.327348944612,Married,0.47924984140050964,F,32.0,High School,No,Mahasarakam,48.0
Urban,8.290978091599897,4751.873129358321,Divorced,-0.03304143655641459,F,33.0,College,Yes,Khon Kaen,59.0
Urban,5.0504194385134165,5022.718531058904,Divorced,-0.267604927875344,F,23.0,High School,Yes,Khon Kaen,66.0
Urban,3.747212218474518,1958.4022071124332,Married,-0.23485735891376253,F,11.0,College,Yes,Udon,66.0
Suburban,6.935867416708878,4106.494546320859,Married,-0.4045917956533063,F,51.0,Graduate School,No,Udon,50.0
Suburban,5.034282911979796,6917.734319878063,Married,0.393515844180382,M,32.0,High School,No,Udon,82.0
Rural,,5808.669871097872,Divorced,0.13260988365104115,F,28.0,College,No,Udon,57.0
Urban,4.83056254124751,3835.452576396852,Single,-0.8158464142931487,M,20.0,High School,Yes,Udon,77.0
Rural,5.594708144722977,5628.667597616929,Single,0.6410105315805841,M,34.0,High School,No,,34.0
Suburban,3.061642098215597,4554.57894669517,Divorced,-0.35387164029825247,M,22.0,High School,Yes,Udon,36.0
Suburban,4.765916232502298,5428.876911166298,Married,0.3837148620114874,M,26.0,Graduate School,No,Mahasarakam,65.0
Suburban,5.264885322979914,3768.103927061745,Divorced,0.7042470943405502,F,19.0,Graduate School,Yes,Mahasarakam,71.0
Urban,5.442666695773379,4817.437312721594,Married,0.6256743032542332,F,25.0,College,No,Khon Kaen,75.0
Rural,6.755552959121078,4002.711962947832,Married,0.38830433297588984,,48.0,High School,No,Khon Kaen,38.0
Urban,5.297250599573537,5194.759580650851,Single,0.12711051954242725,M,33.0,College,Yes,Udon,36.0
Suburban,2.8376992579774765,4372.447587674028,Single,-0.5156320429575539,F,33.0,High School,No,Khon Kaen,62.0
Rural,6.639016453210065,4800.056893358285,Single,-0.8594124667775298,F,31.0,Graduate School,Yes,Udon,46.0
Suburban,4.755832305716022,3111.7737476496577,Divorced,-0.299394048849265,F,23.0,Graduate School,Yes,Khon Kaen,40.0
Urban,6.68169916786646,4510.05487995743,Single,0.7680947048252712,F,37.0,College,Yes,Mahasarakam,72.0
Suburban,4.908650703182823,5409.21959905114,Married,-0.15191747264462052,M,35.0,College,Yes,Mahasarakam,93.0
Suburban,4.346481240882874,5217.059627895333,Single,0.07467615080382604,F,25.0,Graduate School,Yes,Khon Kaen,54.0
Suburban,5.280289364161385,5475.283479360174,Married,0.7843085064708591,M,29.0,High School,No,Khon Kaen,77.0
Urban,4.378410820476899,4241.059362733529,Divorced,0.1590324287636408,F,21.0,High School,Yes,Mahasarakam,52.0
Rural,4.541327129472899,4249.946719603126,Divorced,0.2930663074364893,M,,,No,Khon Kaen,79.0
Rural,3.9055698673918817,5823.253292310564,Married,-0.4345173502166433,M,29.0,College,No,Khon Kaen,25.0
Urban,6.115546134982019,6230.02279986477,Divorced,0.0956064431839051,M,35.0,High School,Yes,Khon Kaen,86.0
Suburban,5.313898028469495,4907.378974520451,Single,0.13056935910428255,F,32.0,High School,Yes,Mahasarakam,67.0
Rural,3.911809691901591,5480.249642452634,Divorced,-0.06607957045323157,F,26.0,Graduate School,No,Mahasarakam,45.0
Rural,,6342.303370291614,Married,-0.11825090137528194,F,,Graduate School,No,Mahasarakam,48.0
Urban,3.4961528801193724,5773.3606067065275,Married,-0.6880568754871202,F,34.0,College,No,Khon Kaen,65.0
Rural,8.803159180925483,4454.647974403227,Divorced,0.46835467915872314,F,55.0,College,No,Udon,56.0
Suburban,5.536260382149599,8245.777396064785,Married,-0.29607244775585706,F,46.0,High School,Yes,Mahasarakam,36.0
Suburban,4.167420215171306,4725.8240888009495,Married,0.6845801498719414,F,29.0,Graduate School,,Khon Kaen,62.0
Suburban,6.12181000781802,,Divorced,-0.21559589942571078,M,30.0,High School,No,Khon Kaen,77.0
Urban,6.193969059336633,4740.197643204135,Divorced,-0.08677595007095923,F,29.0,College,Yes,Mahasarakam,67.0
