City,Renew,Active online hours,Education Level,Years after high school graduation,Location Code,Marital Status,Gender,Brand Loyalty,Annual Income,Years subscribed
Udon,Yes,3.3214897967351655,College,36.0,Rural,Divorced,F,0.6404872498857092,46872.783492031514,5.0
Mahasarakam,No,2.883989075062031,,22.0,Rural,Single,F,-0.20609525646622281,78790.16804652072,5.0
Mahasarakam,Yes,4.021263086693532,College,42.0,Suburban,Divorced,M,0.17290237253270274,58451.739473279325,6.0
Udon,Yes,6.078879198177858,College,34.0,Urban,Married,M,0.005999243463010923,45049.69832242901,4.0
Udon,No,5.20367371762179,High School,25.0,Rural,Married,F,0.43715024113129786,53224.89967749743,3.0
Udon,Yes,5.333448738173203,College,30.0,Rural,Divorced,F,0.1342095393784929,28961.83763731675,6.0
Khon Kaen,No,6.48399570904029,Graduate School,24.0,Suburban,Married,M,0.2128676828328831,40897.44578118949,4.0
Udon,Yes,4.98298195928173,Graduate School,34.0,Suburban,Divorced,F,0.14780768809621575,47264.091145817845,3.0
Mahasarakam,Yes,6.561954376399446,College,41.0,Urban,Married,F,-0.45696734621137497,71443.80052956071,3.0
Udon,Yes,4.5162309597444565,College,32.0,Urban,Single,F,0.24379815971685637,60724.33168285679,3.0
Khon Kaen,No,5.486770457268214,High School,37.0,Suburban,Single,F,-0.3058867080362938,43461.83436965071,
Udon,Yes,5.084773825745052,Graduate School,42.0,Suburban,Married,F,0.26481668780836076,47640.45957111501,7.0
Mahasarakam,Yes,6.632118382111729,High School,35.0,Urban,Divorced,F,-0.5400865398784851,85365.60628928384,5.0
Khon Kaen,No,4.7955484218671325,Graduate School,28.0,Rural,Married,F,0.7077278550915737,50717.17479265993,8.0
Mahasarakam,No,3.542917621766833,High School,29.0,Rural,Married,M,-0.03729160665745121,39038.16409326219,2.0
Udon,Yes,6.024763863981509,High School,37.0,Urban,Divorced,M,,29824.102674623693,5.0
Mahasarakam,Yes,5.591548142045273,Graduate School,37.0,Urban,Divorced,F,0.2767013997089595,65641.29479679729,4.0
Khon Kaen,Yes,6.9749926833263824,Graduate School,48.0,Rural,Single,M,0.0069807827970785885,28675.496780117355,5.0
Mahasarakam,Yes,,Graduate School,43.0,Rural,Married,M,0.15692197158421278,42873.3415643577,5.0
Khon Kaen,No,4.935181266523914,College,23.0,Rural,Single,F,-0.21587915985491674,41201.76260470728,5.0
Mahasarakam,,8.684878398298071,College,41.0,Urban,Divorced,M,-0.8872609863414029,72667.58059296916,5.0
Mahasarakam,No,4.625501619084439,College,27.0,Rural,Married,M,-0.1720000648516394,62669.4929142444,4.0
Udon,Yes,3.588123063382454,College,41.0,Urban,Divorced,M,0.6101630903751054,55543.57733043428,5.0
Udon,Yes,3.695166323608341,College,35.0,Urban,Single,M,0.35985514245314576,51255.59327669647,4.0
Udon,Yes,4.325432862297256,Graduate School,38.0,Suburban,Married,M,0.4563933502666673,49047.7080455582,5.0
Khon Kaen,No,5.689522019094463,Graduate School,28.0,Suburban,Single,M,0.22286302772205924,43529.852628146386,4.0
Udon,No,4.962730310570769,High School,24.0,Rural,Single,F,0.41430875072031204,81117.050940351,5.0
Mahasarakam,No,7.684108193160257,High School,35.0,Urban,Married,F,0.034379650704024906,59897.03590315749,3.0
Khon Kaen,Yes,4.796424815858417,College,32.0,,Divorced,M,0.1983026702807565,64602.4501619489,5.0
Khon Kaen,Yes,4.71475671027674,College,36.0,Urban,Divorced,F,-0.07260432639937262,56255.64033363361,4.0
Khon Kaen,No,4.701376409383964,High School,33.0,Suburban,Married,F,0.4131325578098197,69322.76858433893,2.0
Udon,No,5.588524733119972,College,30.0,Suburban,Married,F,-0.4941352442292073,50653.351268457234,6.0
Khon Kaen,No,6.560732823598377,High School,43.0,Suburban,Single,F,0.11218945666438684,57282.604657039265,4.0
Khon Kaen,Yes,5.139310119418855,High School,40.0,Urban,Married,M,0.15571145379460732,56475.75225066436,4.0
Khon Kaen,Yes,4.805753695067242,High School,25.0,Urban,Divorced,F,0.42562324108658756,38323.79539912413,6.0
Mahasarakam,Yes,5.2642063878682945,College,28.0,Urban,Single,F,0.21896054146280125,49702.318935608244,5.0
Udon,No,4.103772359431487,Graduate School,29.0,Suburban,Married,M,0.1320970076011192,38856.9949493881,4.0
Udon,Yes,6.408498457825374,College,43.0,Urban,Divorced,M,-0.1856103429015835,58484.337168210404,4.0
Mahasarakam,No,,High School,19.0,Suburban,Married,,0.3224826869289654,46524.80216021335,3.0
Mahasarakam,No,6.947619176767886,High School,43.0,Rural,Married,M,0.6158030396503572,64090.73726271792,5.0
Mahasarakam,Yes,5.916449957146773,High School,40.0,Urban,Divorced,F,0.11224314893141796,53251.53396860796,6.0
Mahasarakam,No,7.364501084513114,High School,39.0,Rural,Single,F,-0.22809901284986767,58679.56387431458,4.0
Mahasarakam,No,5.0413558113526085,Graduate School,30.0,Suburban,Married,F,-0.33369224888577087,62208.814458162204,5.0
Mahasarakam,Yes,4.7162721969896895,High School,44.0,Urban,Divorced,M,0.11659891374994491,53260.33178517209,4.0
Mahasarakam,Yes,4.103838536994078,High School,30.0,Urban,Divorced,M,0.1543010222142131,54643.42616208018,4.0
Mahasarakam,Yes,,High School,36.0,Suburban,Single,M,-0.039312478127117634,65985.3566752364,7.0
Mahasarakam,Yes,3.310100326403438,High School,37.0,Urban,Married,M,0.43328702355205584,46276.73134430632,
Udon,Yes,5.397745359098084,Graduate School,31.0,Urban,Single,,0.08476851436571542,46632.73974211581,8.0
Mahasarakam,Yes,7.2125532361714235,Graduate School,42.0,Urban,Single,F,-0.42998502724979676,55817.70985795086,5.0
Mahasarakam,Yes,6.173287406128353,High School,,Suburban,Divorced,M,0.13944012234334363,65170.46546811957,5.0
Udon,No,5.6602823656121615,Graduate School,30.0,Suburban,Single,M,-0.839172906278922,69642.47338527045,4.0
Khon Kaen,No,4.974690870047853,High School,33.0,Suburban,Married,F,0.08461420263923253,60214.69520471365,6.0
Udon,Yes,4.193880415148333,High School,29.0,Suburban,Married,F,0.4619628047610511,61331.35760944926,3.0
Khon Kaen,Yes,4.3789022839136065,College,27.0,Suburban,Single,F,-0.08920376733421866,50967.293534563505,6.0
Khon Kaen,Yes,7.282958361207097,Graduate School,40.0,Urban,Single,F,-0.6925856495907913,56973.5287106449,2.0
Mahasarakam,No,4.235132848606108,Graduate School,31.0,Rural,Married,M,0.13635184223624042,43303.80174094231,4.0
Khon Kaen,No,9.50479452494637,High School,43.0,Suburban,Married,F,0.48133197205092426,42127.68647951221,8.0
Mahasarakam,No,5.65609722771401,College,26.0,Suburban,Divorced,M,-0.22699578674302312,47635.52590209675,5.0
Udon,Yes,7.3468881386083735,High School,35.0,,Married,M,-0.3220546141110089,53919.96489764573,6.0
Khon Kaen,No,5.459478437089526,Graduate School,32.0,Rural,Divorced,M,0.14691818762129305,44600.84185880529,7.0
Udon,Yes,8.10565284646287,College,42.0,Urban,Single,F,-0.9690576593551561,47568.77591102619,4.0
Khon Kaen,Yes,6.021735286154969,College,32.0,Urban,Divorced,M,-0.1271462257651374,49273.935175213905,4.0
Udon,No,7.391455142605864,College,30.0,Rural,Divorced,M,,68499.87554326834,5.0
Udon,Yes,4.901976480217021,Graduate School,30.0,Suburban,Single,F,-0.028671273424261567,64046.77173229482,4.0
Udon,No,7.520718149388352,College,39.0,Urban,Divorced,F,0.07519781398998615,62599.40013989604,5.0
Mahasarakam,Yes,,Graduate School,33.0,,Divorced,F,0.9049266360967185,53545.007294461,5.0
Khon Kaen,No,5.5225811311696384,Graduate School,33.0,Urban,Married,F,,43693.12597673574,5.0
Khon Kaen,Yes,7.079946414130307,Graduate School,46.0,Suburban,Single,F,,59155.04553632765,5.0
Khon Kaen,No,5.220628190289117,College,23.0,Urban,Married,F,-0.39788385548951094,54363.13360767183,5.0
Udon,Yes,4.448293781509399,High School,34.0,Suburban,Divorced,F,0.5613106777689347,22173.514733480028,3.0
Udon,Yes,4.812096500970272,High School,37.0,Urban,Divorced,M,0.13514889737125957,45513.157028903544,6.0
Mahasarakam,No,3.6891366587465395,Graduate School,27.0,Suburban,Married,F,0.2133088832995238,48812.94202876614,6.0
Mahasarakam,Yes,5.747282351108393,College,35.0,Suburban,Married,M,0.18450780049727544,15000.0,5.0
Mahasarakam,Yes,5.2303347975634935,High School,23.0,Suburban,Married,F,-0.15261197161400386,61746.42604041115,4.0
Khon Kaen,No,4.864362220097994,Graduate School,19.0,,Married,F,-0.7749721220431107,34950.02606166719,3.0
Mahasarakam,Yes,4.027705639533927,Graduate School,33.0,Suburban,Divorced,F,0.17168055955294076,42393.56231940216,7.0
Khon Kaen,Yes,7.1021746816692435,High School,41.0,Urban,Divorced,F,-0.6829004866117478,59196.20219068449,4.0
Mahasarakam,No,4.356191397390487,Graduate School,24.0,Rural,Single,M,0.5658943199436574,43411.825079502305,7.0
Mahasarakam,No,3.5616060981687605,High School,11.0,Rural,Married,M,-0.5961185506857098,62464.12625011228,4.0
Mahasarakam,No,5.338956469391294,High School,28.0,Rural,Divorced,M,-0.4215136661735692,61781.92014767708,8.0
Mahasarakam,No,5.356476830518435,High School,26.0,Rural,Single,,-0.18707433775080665,40808.63643541515,4.0
Mahasarakam,Yes,4.454213781810162,Graduate School,36.0,Suburban,Single,M,-0.03769238711782849,52759.01059924878,7.0
Mahasarakam,No,3.8518671373095916,Graduate School,22.0,Rural,Single,F,-0.233221500290472,38714.33512768212,6.0
Udon,Yes,4.974225866485486,Graduate School,38.0,Urban,Single,M,0.023395702442253447,49276.95418128476,6.0
Udon,No,4.068525967195707,College,35.0,Rural,Married,M,0.18691603478815583,63390.535927464996,5.0
Mahasarakam,Yes,4.0728142322842675,High School,34.0,Urban,Divorced,M,0.5245515758513984,32740.103207421605,4.0
Khon Kaen,No,6.25920458776217,High School,31.0,Rural,Single,F,0.30092616046845827,46303.26506578687,5.0
,No,5.418680781978696,High School,32.0,Rural,Married,F,,45152.28211422369,4.0
Mahasarakam,Yes,6.396284684669684,Graduate School,32.0,Urban,Married,M,0.11594086562209677,83477.1698614458,5.0
Khon Kaen,Yes,6.992039492619067,College,46.0,Urban,Divorced,M,-0.7106607416668385,,4.0
Mahasarakam,No,6.049758235816222,High School,39.0,Rural,Divorced,M,-0.12113171904150948,48323.0170507728,5.0
Mahasarakam,Yes,5.434687872209159,High School,42.0,Suburban,Single,F,0.392785121369722,64780.88401484612,6.0
Udon,Yes,3.6812661563155435,Graduate School,31.0,Suburban,Divorced,F,0.3240375001244643,45016.090048207436,6.0
Udon,Yes,4.955687613391849,High School,33.0,Suburban,Divorced,F,0.12956418738113212,58345.62526555433,4.0
Mahasarakam,,6.757178050480205,College,35.0,Urban,Divorced,F,-0.4820953049525353,47340.52831792738,6.0
Udon,No,4.865663034925368,High School,36.0,Rural,Married,M,0.6338011915745954,45895.37560172342,4.0
Mahasarakam,No,6.725916288244651,Graduate School,32.0,Urban,Single,F,0.39581426674434406,79222.2638858147,5.0
Khon Kaen,No,6.340093958869622,High School,29.0,Rural,Divorced,M,0.6793515284446697,40898.043358108225,5.0
Udon,Yes,6.50958495931395,College,33.0,Suburban,Divorced,F,-0.535345704871196,48067.99076964932,5.0
Khon Kaen,Yes,6.3623058286082035,College,44.0,Urban,,M,-0.04431746966916883,48405.71059449388,4.0
Udon,Yes,6.387039338665378,High School,39.0,Suburban,Single,F,-0.14009089604867095,43611.422792609425,6.0
Udon,Yes,3.912344401601292,Graduate School,30.0,Urban,Single,F,0.3041441443741562,48731.04734092948,3.0
Mahasarakam,No,3.4266413549112844,Graduate School,24.0,Rural,Married,F,0.017626854705612816,65915.07417646678,4.0
Khon Kaen,No,4.64960086648594,Graduate School,27.0,Rural,Married,M,0.45929772785727174,64835.06410202895,6.0
Khon Kaen,Yes,5.835591023604575,College,33.0,Urban,Single,M,0.2077694418862368,48655.740730276564,6.0
Khon Kaen,No,4.315753808349324,College,25.0,Rural,Married,,-0.31858600949312305,49066.596292885966,4.0
Udon,Yes,,Graduate School,20.0,Suburban,Divorced,M,0.26949355520277035,40047.92946331541,6.0
Mahasarakam,Yes,5.133751975038311,Graduate School,33.0,Rural,Divorced,F,-0.7140983711672739,31246.031411564796,5.0
Mahasarakam,Yes,6.037494305039347,High School,35.0,Suburban,Divorced,M,-0.5932104925607731,67934.45165934751,5.0
Khon Kaen,No,7.823051457250275,Graduate School,44.0,Rural,Divorced,F,0.4181310143213991,55299.61789430261,7.0
Udon,Yes,5.859101594601667,Graduate School,36.0,Urban,Married,F,-0.1964442815159898,53479.26558437277,4.0
Udon,Yes,5.154661541493503,High School,41.0,Suburban,Divorced,F,0.31167165070417,45849.07543165452,6.0
Mahasarakam,No,6.219001109461788,High School,33.0,Suburban,Divorced,M,0.21808694595075306,48249.29016680358,6.0
Khon Kaen,Yes,6.617697489765403,College,33.0,Urban,Divorced,F,-0.5066426858074828,42278.90820632756,6.0
Udon,No,3.6712923000089153,Graduate School,26.0,Rural,Married,M,0.004254955238693986,57869.8568422731,5.0
Udon,Yes,6.530799027391611,High School,42.0,Rural,Divorced,M,-0.48333782137525133,38378.561380400344,6.0
Khon Kaen,No,4.8017673563964625,College,25.0,Rural,Divorced,F,0.010311416583099642,41826.37517463554,4.0
Khon Kaen,Yes,6.930750934078459,Graduate School,40.0,Suburban,Married,F,-0.03814900787418268,67434.53463114644,5.0
Mahasarakam,No,5.576493599367002,High School,30.0,Rural,Married,M,-0.7874490914824489,66710.66183610432,6.0
Udon,,5.5012260059761156,Graduate School,39.0,Urban,Divorced,M,0.20524300510842403,66668.68655234312,4.0
Khon Kaen,No,7.773358050217491,Graduate School,24.0,Rural,Married,M,-0.41985603500566704,,6.0
,No,8.184727402079972,College,42.0,Rural,Married,F,0.22124319358641792,41520.633254763205,3.0
Mahasarakam,Yes,6.524600089156837,College,26.0,Urban,Divorced,M,-0.21609858484435474,54003.422197278516,7.0
Udon,,4.23517894534667,College,29.0,Suburban,Single,M,-0.06427609581654228,48542.132952765925,7.0
Mahasarakam,No,4.486295184498896,,28.0,Suburban,Married,M,0.5180308817562014,64922.678974225084,4.0
Mahasarakam,Yes,6.344596702937892,College,27.0,Urban,Married,M,-0.5451085974260574,64685.4878422099,4.0
Mahasarakam,No,6.183811987374229,Graduate School,37.0,Rural,Single,M,-0.8320447015866062,,4.0
Udon,Yes,6.138459274553956,Graduate School,33.0,Urban,Married,M,0.024228180034661123,35011.38854207226,5.0
Khon Kaen,Yes,4.772060182117476,College,29.0,Suburban,,M,0.09146533748214092,64554.883777282215,4.0
Udon,Yes,6.757886096676108,College,42.0,Urban,Single,F,-0.1767591092925756,61793.289458562314,6.0
Udon,No,5.625269949591746,Graduate School,37.0,Urban,Married,F,0.34367487444203393,65049.17740642757,7.0
Mahasarakam,Yes,6.749374158872007,,35.0,Urban,Single,F,-0.6568607321315761,72610.55729674117,
Udon,Yes,5.470005678559638,College,38.0,Urban,,M,-0.08915538225066526,74621.22462642413,6.0
Khon Kaen,No,6.350717179667721,High School,26.0,Suburban,Married,F,-0.5930961828680094,33081.29934829514,5.0
Udon,No,3.6284675622486424,College,18.0,Suburban,Married,F,-0.3958739380647854,58021.888964574115,6.0
Mahasarakam,Yes,6.259089354294263,High School,39.0,Rural,Married,M,-0.775168219764206,53386.858615730125,4.0
Udon,Yes,6.755504767773328,High School,40.0,Urban,Married,M,-0.32297983316883117,,5.0
Mahasarakam,No,2.586310164228153,High School,18.0,Suburban,Divorced,F,0.3988333118150733,31102.977269834817,7.0
Khon Kaen,,5.079884257014124,High School,40.0,Suburban,Divorced,M,-0.060746514433775045,50754.74190613952,6.0
Mahasarakam,No,6.54101330438003,High School,28.0,Rural,Divorced,M,-0.6588857885641621,36415.87648981856,4.0
Udon,Yes,4.522312049525247,College,29.0,Urban,Single,F,-0.28402587985542277,45437.67554150672,9.0
Udon,Yes,,College,36.0,Urban,Married,M,,44149.82032630621,7.0
Khon Kaen,No,5.882984036368268,College,35.0,Rural,Divorced,M,0.4569533679114284,69508.58873278518,4.0
Khon Kaen,No,8.623199717561295,Graduate School,45.0,Rural,Married,M,-0.1570985014699956,41828.03502412967,5.0
Khon Kaen,No,2.008069973916598,College,24.0,Suburban,Single,M,-0.0857867030928761,51078.14965903956,5.0
Khon Kaen,Yes,6.352782245386889,High School,47.0,Urban,Single,M,-0.034867762375709266,60638.29487798564,6.0
Khon Kaen,Yes,5.041912719136955,College,34.0,Urban,Divorced,F,-0.29629996994159274,49416.0001831874,4.0
Khon Kaen,Yes,6.078333339891874,College,39.0,Urban,Divorced,F,-0.04448203418346802,65950.61736488435,6.0
Mahasarakam,No,6.50336636161041,College,32.0,Rural,Married,F,-0.21325439058256418,49144.548200423495,5.0
Udon,Yes,3.690086491647734,College,42.0,Suburban,Married,F,0.5671339082014867,82380.59038829457,4.0
Udon,Yes,4.687005248972545,Graduate School,31.0,Urban,Divorced,F,0.13372462039952643,67835.21541014803,4.0
Udon,No,5.301906796467409,Graduate School,26.0,Suburban,Married,,-0.7131087616824735,53255.85052965668,4.0
Khon Kaen,Yes,3.214496239688727,College,29.0,Rural,Married,F,0.7555148383265534,53191.706282730665,6.0
Khon Kaen,No,4.831801671183166,High School,,Rural,Single,F,0.7261221176227849,47440.48079928211,4.0
Udon,Yes,4.672662681739745,Graduate School,40.0,Suburban,Divorced,F,0.09259580432551967,47995.532382475576,6.0
Mahasarakam,No,5.156182782541247,College,22.0,Rural,Divorced,F,0.2867211388673795,31182.06942406227,5.0
Mahasarakam,,8.177869703588431,Graduate School,49.0,Urban,Divorced,F,-0.8674449928963206,64681.99351754664,7.0
Khon Kaen,Yes,3.1814401062553808,College,36.0,Rural,Divorced,F,0.7817359091250047,71148.4938103538,6.0
Khon Kaen,Yes,4.456457469882532,High School,39.0,Rural,Divorced,M,0.6379156690683987,42242.31547784155,5.0
Mahasarakam,No,4.746705537862807,High School,15.0,Rural,Married,M,-0.08213052659154756,64556.87601726108,4.0
Udon,Yes,5.687782408502832,High School,38.0,Suburban,Divorced,F,-0.46389510181535315,52073.31246964632,6.0
Khon Kaen,Yes,5.372683536608899,College,40.0,Urban,Single,F,-0.25692209813706185,40255.86086757025,5.0
Khon Kaen,Yes,4.435981862725304,High School,35.0,Urban,Divorced,F,0.2950827751491157,57408.119868822214,5.0
Udon,Yes,6.425841165244662,Graduate School,39.0,Urban,Divorced,M,-0.35422129015537507,70069.45886853752,5.0
Mahasarakam,Yes,5.303973357601086,High School,39.0,Urban,Single,F,0.034592740867483845,63996.979228961485,5.0
Mahasarakam,No,5.4434139867038285,Graduate School,25.0,Rural,Divorced,M,-0.4249193877096644,60113.973450251935,3.0
Mahasarakam,No,7.626735041808703,High School,43.0,Suburban,Married,M,-0.28328626701051396,80938.58706035404,5.0
Udon,Yes,3.5928375998408275,Graduate School,39.0,Suburban,,M,0.6872945951645341,66208.33885417128,5.0
Khon Kaen,No,3.4980564524996165,Graduate School,30.0,Rural,Divorced,M,0.7415232295358082,40274.268360539,5.0
Khon Kaen,No,4.739736119375025,High School,21.0,Rural,Divorced,M,-0.01789910703799888,66624.25998285084,4.0
Mahasarakam,Yes,3.4761921708222667,High School,43.0,Rural,Divorced,F,0.6605791120330478,29816.463192519914,6.0
Mahasarakam,Yes,7.157309357149268,College,37.0,Suburban,Divorced,F,-0.32238756450482375,37120.460050330046,6.0
Khon Kaen,Yes,5.051575786482128,High School,36.0,Urban,Single,M,0.41622538436965606,64342.76898583981,5.0
Mahasarakam,No,6.723421067198175,Graduate School,25.0,Rural,Married,F,-0.47420050889916976,46951.534465127996,
Mahasarakam,Yes,2.9852830652047215,College,40.0,Urban,Single,F,0.8750681655305459,39281.866487756524,4.0
Khon Kaen,No,4.192117410131215,High School,26.0,Urban,Married,M,0.1898642611337159,78569.0639833791,4.0
Khon Kaen,Yes,6.709144026764918,College,42.0,Urban,Single,M,-0.44787074393684134,54933.52838282204,6.0
Udon,Yes,7.726219289112841,High School,39.0,Suburban,Divorced,F,-0.7172857567492106,44690.12378834446,5.0
Khon Kaen,No,5.864492521530408,High School,28.0,Suburban,Divorced,M,-0.5424402386703624,43984.91295923544,5.0
Khon Kaen,No,6.684592009117801,College,45.0,Rural,Married,F,0.4494877713956652,56482.052513258925,5.0
Mahasarakam,Yes,5.149962877867943,High School,42.0,Rural,Single,F,0.5653054592214157,81984.68547232372,4.0
Mahasarakam,No,4.114744154070543,Graduate School,29.0,Suburban,Divorced,F,0.08908857168966056,60775.89757667607,5.0
Mahasarakam,Yes,5.39294282598673,Graduate School,32.0,Urban,Single,M,0.04742137455116141,53445.056974936895,6.0
Khon Kaen,Yes,3.356408363076401,Graduate School,,Urban,Divorced,F,0.32769170095447786,56945.55626959362,5.0
Mahasarakam,No,4.833930779267776,High School,28.0,Rural,Married,F,-0.23081439298191125,61873.20042048971,4.0
Khon Kaen,No,6.79016216356517,High School,39.0,Rural,Married,F,0.6005224101933179,58647.23867642773,6.0
Khon Kaen,,4.427748163758003,College,40.0,Urban,Single,M,0.12517801974417664,51938.0105562849,5.0
Udon,Yes,5.284399384983096,High School,34.0,Urban,Single,F,0.3936581268939855,60803.773056430386,5.0
Mahasarakam,Yes,7.072401709231392,College,43.0,Urban,Single,F,-0.8208512425961447,51118.430954072144,7.0
Mahasarakam,Yes,6.196463335216885,,47.0,Urban,Single,F,-0.24505750824464967,67417.80453100013,5.0
Khon Kaen,Yes,6.372466902086907,High School,38.0,Urban,Divorced,F,-0.2519482464425089,52905.03807512419,6.0
,No,7.223474816176687,Graduate School,51.0,Rural,Married,M,0.05372987899267767,59494.969150112316,4.0
Khon Kaen,Yes,,High School,39.0,Suburban,Single,M,0.2379310770108517,72967.08165203073,5.0
Khon Kaen,Yes,6.424303870361176,High School,34.0,Urban,Married,M,0.015210016163383105,44276.91761565375,7.0
Udon,Yes,4.165771644719949,Graduate School,37.0,Rural,Married,M,0.38049101388411954,54067.85539050681,4.0
Khon Kaen,Yes,4.925942647993558,College,37.0,Rural,Married,M,0.887048224393173,61890.560674517794,6.0
Khon Kaen,No,5.070142446635946,High School,32.0,Suburban,Single,M,0.4427400726418135,,6.0
Udon,Yes,5.916611838687277,Graduate School,31.0,Urban,Single,M,0.1059298301128217,59789.0310675023,4.0
Khon Kaen,No,4.45620322998157,Graduate School,23.0,Rural,Married,M,-0.5886207248940247,59595.948824906736,6.0
Khon Kaen,Yes,5.4639691560727375,College,33.0,Urban,Single,M,0.41209079373578794,63117.22640868382,6.0
Mahasarakam,No,4.101007634893966,College,23.0,Rural,Married,M,0.1742923393488069,35733.540064347995,5.0
Khon Kaen,No,3.6842884937589995,College,27.0,Rural,Married,F,-0.1760747736775262,66091.0842512653,6.0
Udon,Yes,5.740845397701743,,36.0,Urban,Single,M,-0.41199735777654395,60202.60775396894,5.0
Khon Kaen,Yes,6.113342569355666,High School,38.0,Suburban,Divorced,M,0.2383355973936373,42465.33844968265,5.0
Udon,Yes,,College,36.0,Urban,Single,F,0.4247988541388461,34199.5071788027,6.0
Khon Kaen,Yes,4.821807811756321,Graduate School,35.0,Suburban,Divorced,F,0.34930275431914715,60416.470056024424,7.0
Khon Kaen,Yes,5.673682544312642,Graduate School,35.0,Suburban,Married,F,-0.2569483777169471,28894.896856602234,6.0
Mahasarakam,Yes,4.181131374210795,High School,35.0,Suburban,Divorced,F,0.4265607728985181,36941.56101210433,4.0
Khon Kaen,Yes,4.109923116927965,College,34.0,Suburban,Divorced,M,0.15550774108087123,59272.321910463594,7.0
Mahasarakam,No,5.832200876038785,High School,35.0,Rural,Married,F,0.5459372146102045,58029.30079777454,2.0
Mahasarakam,No,4.43080418569554,College,22.0,Suburban,Married,M,-0.2883084558008284,33917.923378361476,7.0
Mahasarakam,Yes,8.08661189958107,High School,35.0,Suburban,Divorced,F,-0.6075505505117121,44366.61910667388,4.0
Khon Kaen,Yes,5.2259050741111475,High School,33.0,Urban,Single,F,-0.3834634963950734,71825.01453797483,4.0
,Yes,5.34999154946565,College,30.0,Suburban,Single,F,0.019925610793512183,60594.560925054655,5.0
Mahasarakam,Yes,4.381506166188987,Graduate School,37.0,Urban,Divorced,M,0.44519514675564154,47889.819360515765,6.0
Mahasarakam,No,5.910982159977829,High School,34.0,Rural,Married,F,-0.03359928707393031,41259.86120503883,4.0
Udon,No,6.804747199741783,College,25.0,Suburban,Single,M,-0.5411751050547233,56231.59765590519,5.0
Udon,Yes,4.294141082743469,College,35.0,Rural,Divorced,M,,58717.37425779917,4.0
Mahasarakam,Yes,4.319018028968872,Graduate School,34.0,Urban,Married,F,-0.05672932739751335,55425.03047361396,5.0
Khon Kaen,Yes,6.939931644158683,Graduate School,39.0,Urban,Divorced,M,-0.25680633289413746,49195.36740597367,4.0
Udon,No,6.117658354466079,Graduate School,37.0,Suburban,Married,M,-0.14818281856214388,,7.0
Mahasarakam,Yes,7.317420420484086,Graduate School,35.0,Suburban,Divorced,F,-0.26010084860596516,56383.409959644494,4.0
Udon,Yes,4.248317148394583,Graduate School,40.0,Suburban,Divorced,M,0.5759497506403591,53407.30261221999,5.0
Khon Kaen,No,6.756293623576493,College,33.0,Rural,Divorced,M,-0.7451208108837135,44404.86321119279,5.0
Udon,Yes,6.830951848815102,High School,27.0,Urban,Married,F,-0.48635369858311694,60175.55060787217,3.0
Khon Kaen,No,4.133397155400373,High School,32.0,Suburban,Married,M,0.379606862166478,71637.72227930173,
Khon Kaen,Yes,4.38667966640871,High School,35.0,Urban,Divorced,,0.5263789027026115,63476.11963896874,8.0
Khon Kaen,Yes,6.301084296779804,High School,32.0,Suburban,Single,F,-0.12710112766613085,41841.774839009944,8.0
Udon,No,6.500104332516949,High School,36.0,Rural,Married,F,0.7039293356267682,49218.879610972406,4.0
Khon Kaen,No,7.621718048771289,Graduate School,45.0,Rural,Married,M,0.03484058259596881,52328.97620558581,
Khon Kaen,,6.240595078297337,College,31.0,Rural,Married,F,0.10682246198082246,64670.73842450928,6.0
Udon,No,3.0807247845940444,College,25.0,Rural,Divorced,F,-0.5865416607935532,58499.43692406266,4.0
Khon Kaen,Yes,5.484534394482053,High School,40.0,Urban,Single,F,0.03209051351827505,66081.44971893275,7.0
Udon,No,7.6384545518290015,High School,35.0,Suburban,Divorced,M,-0.10210604646175002,48776.05740190231,6.0
Udon,Yes,6.529823800682975,High School,40.0,Suburban,Single,M,-0.3722206900808353,62129.80737726406,6.0
Udon,No,2.638341438190932,College,15.0,Rural,Divorced,M,0.10508444240601339,48835.659334857344,6.0
Udon,No,6.272380260727328,High School,27.0,Suburban,,F,-0.26835185719192456,51398.71777367309,4.0
Udon,Yes,5.200312969040268,College,36.0,Urban,Single,M,0.3602977260459709,38314.72270302663,4.0
Mahasarakam,Yes,4.6730437967402,High School,35.0,Urban,Single,F,-0.17165542777631154,57009.57729744743,5.0
Khon Kaen,Yes,6.296129305937008,High School,29.0,Urban,Single,M,-0.3092675457028263,60207.55747464073,6.0
,Yes,4.514763109827241,Graduate School,38.0,Urban,Divorced,M,0.6630270093944507,49488.882944296274,6.0
Udon,No,5.7687987423273,Graduate School,29.0,Urban,Married,F,-0.14443445487877773,37200.471540622515,6.0
Udon,Yes,3.478011388766671,Graduate School,29.0,Urban,Divorced,,0.47257355059013273,68862.58083402649,5.0
Khon Kaen,No,5.071866648061437,High School,22.0,Suburban,Divorced,F,0.07785243552821319,66536.06536981686,5.0
Mahasarakam,Yes,3.5605971019622404,College,29.0,Urban,Married,,0.5848419282702928,64249.311360687294,5.0
Udon,No,3.6571664437071267,High School,,Suburban,Single,M,0.21213844976423807,33153.04265424635,6.0
Khon Kaen,Yes,5.356988605754228,College,33.0,Rural,Divorced,M,-0.05053403264544437,22610.72108655451,3.0
Udon,No,3.9507932383090343,High School,22.0,Rural,Single,M,,41867.3126728543,7.0
Udon,No,5.94140267846159,High School,30.0,Rural,Married,F,-0.045831051233539394,43361.63370738962,5.0
