City,Online Activity,Years after high school graduation,Education Level,Brand Loyalty,Annual Income,Location Code,Gender,Years subscribed,Marital Status,Renew
Khon Kaen,4.535345766475062,21.0,College,0.5386443413096138,56788.55807992089,Rural,F,4.0,Single,Yes
Khon Kaen,4.001893650917201,18.0,Graduate School,0.16973558105869896,52561.19838507283,Urban,F,4.0,Divorced,Yes
Khon Kaen,5.56585276502494,16.0,College,0.9386786054680281,,Suburban,M,3.0,Single,
Udon,8.242236522317631,39.0,High School,0.9989546619568261,50870.820495393105,Urban,F,1.0,Single,Yes
Mahasarakam,5.91386311004195,28.0,High School,0.49614311791520727,53511.79377958525,Rural,,4.0,Divorced,Yes
Udon,5.7245100000657025,19.0,High School,0.39177762535350025,44035.44341866182,Rural,F,5.0,Married,Yes
Khon Kaen,6.399225246421739,28.0,College,-0.24163819879503923,67338.41486641152,Rural,F,4.0,Married,No
Mahasarakam,4.8516466877341315,21.0,College,0.7275974893234158,57626.32827734565,Suburban,F,4.0,Single,Yes
Khon Kaen,4.9845319924309095,44.0,College,0.01355139672980224,79771.9199249802,Rural,M,5.0,Single,No
Udon,6.388673912940716,47.0,Graduate School,-0.1512667841882921,58162.99522680566,Rural,F,4.0,Married,No
Khon Kaen,6.959397984531861,31.0,College,-0.4412264674676978,94247.13782560045,Rural,M,3.0,Married,
Khon Kaen,6.630796307960318,28.0,College,-0.09017334952053074,61428.63234854075,Rural,M,6.0,Single,No
Mahasarakam,4.925683087835248,30.0,High School,-0.6696032621354876,59738.654209285625,Rural,M,4.0,Divorced,No
Udon,2.4285478531097917,19.0,High School,0.4358475166746876,57785.35640418035,Rural,M,4.0,Single,Yes
Khon Kaen,4.439628041849998,19.0,High School,0.5332121373933145,55109.42297021456,Suburban,F,3.0,Married,Yes
Mahasarakam,3.4877199200304045,36.0,College,-0.35498674091755034,57318.125871986485,Urban,M,6.0,Married,No
Udon,3.82911808062926,,,0.22092197583422785,50799.909668154614,Suburban,M,5.0,Divorced,Yes
Udon,3.584246726195783,17.0,High School,0.3640546981967136,68744.88073938413,Urban,F,3.0,Single,Yes
Mahasarakam,4.1187531091509255,26.0,,0.9322364708495627,73553.6385637726,Urban,F,2.0,Divorced,Yes
Udon,5.440094956331054,37.0,College,,41556.37137839529,Suburban,F,4.0,Divorced,Yes
Mahasarakam,5.1364057293033945,40.0,,0.5622358952720066,59522.21827759018,Suburban,M,,Divorced,Yes
Khon Kaen,8.52826552725331,42.0,High School,-1.014070656279117,78984.55555155783,Rural,M,3.0,Married,No
Khon Kaen,5.901981488991369,27.0,High School,0.5636832306284718,83251.03911997224,Urban,F,0.0,Divorced,Yes
Khon Kaen,3.2076077482795373,31.0,Graduate School,0.28810804500180237,57786.06096254588,Urban,F,6.0,Single,Yes
Mahasarakam,3.8891557884281176,34.0,Graduate School,0.48851105865584366,61233.1037555643,Suburban,M,4.0,Single,Yes
Khon Kaen,6.431429748009418,10.0,Graduate School,-0.15942691936714637,76172.8666744915,Urban,,4.0,Married,No
Mahasarakam,4.781090380805958,27.0,High School,-0.18724906849649003,58492.141586418504,,M,5.0,Divorced,No
Khon Kaen,5.309351284909342,33.0,College,1.0960427082190698,67320.76640729142,Suburban,F,2.0,Divorced,Yes
Khon Kaen,4.8969361674325995,33.0,College,0.6262202365262295,45647.51935980951,Suburban,F,5.0,Divorced,Yes
Khon Kaen,5.022201505769938,42.0,College,1.1732650531552766,60056.81513890435,Rural,M,2.0,Divorced,Yes
Mahasarakam,5.091000875554752,18.0,Graduate School,0.5113113430541671,61093.1970758807,Urban,F,2.0,Divorced,Yes
Udon,5.37713288760866,35.0,High School,0.15751651243546066,59163.04836901408,Suburban,F,5.0,Married,No
Udon,4.572180012231495,25.0,Graduate School,0.5498476086535651,52300.85032635892,Urban,F,3.0,Divorced,Yes
Khon Kaen,6.332154955780872,28.0,High School,0.7028143455323526,40397.94603858405,Rural,M,3.0,Divorced,Yes
Udon,3.8693777132853886,45.0,College,-0.7569426264599177,59033.50577434527,Rural,F,4.0,Married,No
Mahasarakam,5.061100729077515,38.0,High School,0.4652783884124594,39965.069784839,Rural,M,7.0,Divorced,No
,3.3246265390555516,27.0,Graduate School,0.4319163242339068,68591.65812093935,Urban,M,4.0,Divorced,Yes
Khon Kaen,4.007139678798447,46.0,College,0.3648191902664712,54404.15541479033,Suburban,F,3.0,Married,Yes
,2.603394593654604,29.0,High School,0.4182897814471396,30083.57368210235,Rural,M,8.0,Single,No
Khon Kaen,5.068223818358463,38.0,High School,0.8859424118675577,77443.49923767676,Urban,F,1.0,Married,Yes
Udon,4.909723360391064,43.0,Graduate School,-0.05722972820114125,58120.530846609334,Urban,F,6.0,Married,Yes
Mahasarakam,6.238548001306831,31.0,High School,0.8872651693778142,54978.23665315916,Suburban,M,2.0,Married,Yes
Udon,4.577584453418775,29.0,College,0.4604933808056005,48268.80221663443,Urban,M,5.0,Single,Yes
Udon,6.35112706407095,29.0,College,0.27621245901023317,41906.7305816277,Urban,F,5.0,Divorced,Yes
Mahasarakam,7.975579442992169,26.0,Graduate School,0.4253825287621874,45044.686649590054,Urban,F,2.0,Married,Yes
Mahasarakam,4.627307418089922,41.0,Graduate School,,73419.21025485205,Suburban,M,1.0,Single,Yes
Khon Kaen,3.5417142424241663,27.0,Graduate School,0.22669718385105708,35546.38697596585,Rural,F,7.0,Single,No
Udon,6.639534895887236,39.0,High School,0.8157691751202605,59128.33631189247,Rural,F,2.0,Divorced,Yes
Khon Kaen,3.2869195070978905,35.0,College,0.4606507420382276,50056.58679170055,Urban,M,6.0,Single,Yes
Khon Kaen,5.897166628387848,,Graduate School,0.05914792897846924,59142.83838957441,Urban,M,4.0,Divorced,Yes
Mahasarakam,6.030670440993106,48.0,High School,0.4145315737980614,42398.83566802413,Urban,M,4.0,Married,Yes
Khon Kaen,4.987538755093099,33.0,College,0.4886361547297443,47653.646133804774,Urban,F,3.0,Divorced,Yes
Khon Kaen,4.658713956158935,41.0,High School,-0.09208625789323494,47996.69120052157,Urban,M,5.0,Divorced,Yes
Mahasarakam,4.571734114962005,22.0,College,0.3259965816634611,52342.11710650004,Urban,F,5.0,Divorced,Yes
Mahasarakam,3.6943440492166983,38.0,College,-0.40469944971329797,58455.03538337023,Suburban,M,5.0,Married,No
Mahasarakam,5.38300095421664,25.0,College,-0.0634498358092922,29995.28817548505,Suburban,F,7.0,Divorced,No
Khon Kaen,1.9640547443823912,24.0,Graduate School,0.24004055356944629,63268.89954059349,Suburban,M,3.0,Single,Yes
Khon Kaen,6.2662371171890445,20.0,College,0.746051651424662,56037.988124208925,Urban,M,2.0,Single,Yes
Khon Kaen,5.261047134260407,33.0,High School,0.24174168132989857,39211.08634377833,Urban,F,5.0,Divorced,Yes
Khon Kaen,3.9947786110351453,,High School,0.3768394551886428,59946.45267109515,Urban,M,4.0,Single,Yes
Mahasarakam,6.0719867682251,33.0,High School,0.24066909108552678,,Suburban,M,3.0,Married,No
Udon,5.903285841288988,27.0,High School,0.5006321993175495,52289.41926195241,Rural,M,3.0,Single,Yes
Mahasarakam,5.166106249801535,38.0,College,0.28977759022767685,47618.40687581739,Suburban,M,7.0,Single,No
Udon,5.107700673116585,35.0,College,0.7662909218955704,63915.00820006995,Urban,F,0.0,Divorced,Yes
Khon Kaen,4.632751636113341,43.0,Graduate School,-0.27103040439907844,50984.560006442465,Urban,M,7.0,Single,Yes
,4.17237050036636,30.0,Graduate School,0.19552045327006543,47163.8783755623,Urban,F,5.0,Divorced,Yes
Khon Kaen,5.114176200881404,29.0,Graduate School,-0.023870448456812077,56210.31966687602,Urban,F,6.0,Married,No
Khon Kaen,4.012523653917939,17.0,College,0.39018280836263125,65791.23535151799,Rural,M,5.0,Single,No
Khon Kaen,,26.0,Graduate School,0.06317222881515061,47285.80214856879,,F,5.0,Married,No
Khon Kaen,6.505952054243594,36.0,College,0.35781404567399255,64330.60421790099,Rural,M,5.0,Divorced,No
Mahasarakam,8.31459721587629,27.0,,0.8450105042054511,65619.0847291513,Urban,M,2.0,Divorced,Yes
Mahasarakam,4.143691900757975,39.0,Graduate School,0.824766197658777,70496.26201121841,Urban,M,2.0,Divorced,Yes
Udon,3.2318085896052984,31.0,High School,-0.026487758327852384,62705.658350621175,Suburban,M,5.0,Single,Yes
Mahasarakam,5.936987187942527,32.0,,0.25352389162992583,44189.476269455685,Suburban,F,,Married,Yes
Udon,3.383883893485435,41.0,High School,0.04959659687187454,42095.29557586239,Urban,F,7.0,Single,Yes
Mahasarakam,3.265105791750368,15.0,College,0.4031790418394058,60612.855837604875,Urban,M,4.0,Married,Yes
Udon,6.6182918692413075,19.0,High School,0.24747700474321926,50729.69575167819,Suburban,M,3.0,Single,Yes
Mahasarakam,5.721170107306618,31.0,Graduate School,0.8919420871493493,62879.05768019125,Urban,F,1.0,Divorced,Yes
Udon,5.255727568431986,27.0,College,0.6424614964586615,54897.97355403564,Urban,F,3.0,Divorced,Yes
Khon Kaen,5.514469523772258,24.0,College,0.231780615595809,47582.06798346486,Urban,M,5.0,Single,Yes
Mahasarakam,2.276246072307471,23.0,High School,0.5499818054001389,52999.13055324239,Urban,F,4.0,Single,Yes
Mahasarakam,4.949914293814163,20.0,High School,0.4196133444995459,43640.7154467478,Suburban,F,4.0,Divorced,Yes
Udon,5.088998168755136,48.0,College,0.4268938345923824,43191.418248510134,Urban,F,5.0,Single,Yes
Udon,3.8113091392864824,40.0,Graduate School,0.451870422820699,54832.91334893556,Urban,M,5.0,Single,Yes
Khon Kaen,3.6882448260638836,20.0,College,0.348160078301318,72452.6114813236,Suburban,M,2.0,Single,Yes
Udon,2.3688771999485647,29.0,Graduate School,0.3908759334376256,48015.56815639978,Urban,F,6.0,Divorced,Yes
Udon,7.17121405676769,43.0,High School,0.19708850443962161,45183.16219901779,Urban,M,4.0,Single,Yes
Mahasarakam,5.06524851260071,31.0,College,-0.2752118738004007,,Suburban,F,5.0,Married,No
Khon Kaen,5.713800168763693,25.0,Graduate School,0.4509923197167681,64771.55659910401,Rural,F,3.0,,Yes
Khon Kaen,3.907882738539657,23.0,High School,0.46119804930041464,55271.649042448116,Urban,F,5.0,Married,Yes
Udon,6.320741414313822,42.0,Graduate School,0.2662937095378084,64744.708317667115,Suburban,M,3.0,Single,Yes
Udon,8.23967232628773,40.0,Graduate School,0.7711598129956236,53466.657395926755,Suburban,F,1.0,Divorced,Yes
Mahasarakam,4.720588231928769,34.0,Graduate School,-0.15658474934075983,65744.7440997538,Rural,F,6.0,Single,No
Khon Kaen,7.950924782495034,25.0,College,0.030242417834910496,61938.96970653512,Rural,F,4.0,Single,No
Mahasarakam,5.399871398127201,39.0,High School,,,Rural,M,4.0,Married,No
Mahasarakam,4.838436412490189,13.0,College,0.7557157511915298,53281.74745378816,Suburban,F,7.0,Divorced,No
Udon,3.8941657636461757,34.0,Graduate School,-0.12292064921304069,34597.144117796255,Rural,M,6.0,Divorced,No
Udon,5.761524559758174,20.0,High School,0.22145934811166945,46195.005236559984,Urban,F,8.0,Married,No
Khon Kaen,3.887946019225782,51.0,Graduate School,,60229.54995247113,Urban,M,4.0,Single,Yes
Mahasarakam,5.7514493903821915,30.0,High School,0.5028563433861125,59493.80718113275,Urban,F,2.0,Single,Yes
Udon,4.564611564893648,23.0,High School,0.9657423627178878,49045.406621840266,Rural,F,7.0,Married,No
Udon,5.202455357744082,23.0,College,0.33575204582093826,46037.7840417298,Rural,F,5.0,Single,Yes
Khon Kaen,7.568197140890868,47.0,High School,-0.014497661214083746,55530.285377297194,Rural,F,4.0,Married,No
Mahasarakam,4.313533514151307,37.0,High School,0.44679713321767534,45203.58637404283,Rural,F,6.0,Single,No
Udon,4.140864130044952,35.0,College,-0.2722757732234313,57601.72670257968,Rural,F,5.0,Married,No
Mahasarakam,6.014030958488877,42.0,Graduate School,0.4959181990629499,54177.00528102636,Urban,F,4.0,Single,Yes
Khon Kaen,3.3799076211209815,29.0,High School,0.6308797482701325,65234.23620544605,Urban,M,4.0,Single,Yes
Udon,3.8123978817861364,28.0,High School,0.7289772812990142,50692.78544535775,Suburban,F,5.0,Divorced,Yes
Mahasarakam,4.653237325374459,32.0,High School,0.1574635696818334,39344.11012341473,Rural,M,6.0,Divorced,No
Udon,3.9650131741960006,38.0,Graduate School,0.5591592307841553,41370.97936038807,Rural,M,7.0,Married,No
Khon Kaen,3.095738262579161,33.0,High School,0.12100098867010964,67783.94435097903,Urban,F,7.0,Divorced,Yes
Khon Kaen,5.665992232238944,31.0,Graduate School,0.04849431129491277,67999.20310891067,Urban,F,3.0,Single,No
Udon,6.121111454443891,35.0,Graduate School,0.16704902176188813,51060.337596390695,Rural,F,4.0,Divorced,Yes
Mahasarakam,4.734327285781161,21.0,High School,0.7173414976542156,54694.459025484,Suburban,F,5.0,Divorced,Yes
Udon,3.8712389140372405,44.0,Graduate School,0.3646261997854106,49759.51340339895,Urban,F,6.0,Married,No
Khon Kaen,6.710663338625613,26.0,College,-0.006453381009509623,68252.33495996878,Suburban,F,4.0,Single,No
Khon Kaen,6.440839172697375,21.0,College,-0.040376053747653406,52002.19506604412,Urban,F,4.0,Divorced,Yes
Mahasarakam,6.431878269534193,37.0,College,0.5200494436794847,54162.862619903244,Rural,M,6.0,Married,No
Udon,5.95464805630171,41.0,High School,0.34604685061599216,65324.438270529165,Rural,M,5.0,Married,No
Udon,4.880744267989681,25.0,High School,0.6213419761739274,58889.127914619676,Urban,M,4.0,Single,Yes
Khon Kaen,5.291093780350812,21.0,High School,0.4345320422484715,71766.85827968613,Urban,F,2.0,Married,Yes
Mahasarakam,4.301186782626841,42.0,College,,63734.48213058119,Urban,F,4.0,Divorced,Yes
Khon Kaen,4.595313260774564,35.0,Graduate School,0.32465582743877763,58597.99609471718,Urban,F,5.0,Married,No
Udon,4.218633295552927,18.0,High School,0.2721676848137601,52943.33590585811,Urban,M,6.0,Single,Yes
Khon Kaen,4.469338048910075,28.0,College,0.31157383145644,35412.23229231641,Suburban,M,6.0,,No
Mahasarakam,4.333393354995442,30.0,High School,0.9876465372217225,62385.096403549,Suburban,F,3.0,Divorced,Yes
Udon,4.342467264731234,21.0,High School,0.46380363154093707,56470.470337966595,Suburban,F,3.0,Divorced,Yes
Mahasarakam,6.538614180511608,37.0,Graduate School,-0.1424760268861736,42647.867659193886,Suburban,M,5.0,Divorced,Yes
Mahasarakam,6.592588656790703,41.0,High School,0.46962579821905637,,Suburban,F,4.0,Divorced,
Khon Kaen,3.190045756615955,54.0,Graduate School,0.20037374845423733,48136.753635583416,Suburban,F,5.0,Divorced,Yes
Udon,4.911576517735947,27.0,College,0.456620967000286,40604.40339671924,Urban,M,6.0,Divorced,Yes
Khon Kaen,4.8090472711777785,22.0,Graduate School,0.36030945296487404,48766.62913778775,Rural,F,4.0,Single,Yes
Mahasarakam,4.455390676596585,35.0,Graduate School,-0.6594237924067016,45670.59196306305,Rural,F,6.0,Married,No
Khon Kaen,4.624641363910789,32.0,High School,0.029188191903488342,55201.91009091554,Urban,F,5.0,Married,No
Mahasarakam,5.986630589943978,56.0,College,0.27701062565649315,54219.89087438394,Urban,M,5.0,Single,Yes
Mahasarakam,4.557205845721501,35.0,Graduate School,0.5355837733487605,51234.88451670906,Urban,M,3.0,Single,Yes
Khon Kaen,4.566018283413983,23.0,Graduate School,0.1373037424652039,59232.39757383113,Rural,F,5.0,Married,No
Khon Kaen,6.050495421456804,23.0,Graduate School,0.7863497951309301,41505.565023033676,Rural,F,8.0,Married,No
Khon Kaen,6.583940650306353,35.0,Graduate School,1.0476864655189118,65427.19907267122,Urban,M,2.0,Divorced,Yes
Mahasarakam,6.23317723634637,30.0,Graduate School,-0.0873288903871351,67048.3809237066,Suburban,M,4.0,Married,No
Khon Kaen,8.121917497476494,22.0,High School,0.33485594780680095,62622.17980684735,Rural,F,5.0,Single,No
Udon,2.494652555133396,40.0,College,,58922.70317938845,Suburban,F,6.0,Divorced,Yes
Mahasarakam,4.530176989177522,16.0,Graduate School,0.21887176944055045,66195.78191686848,Rural,F,5.0,Married,No
Mahasarakam,6.128210741701388,18.0,Graduate School,-0.5450290288924619,53465.101916562,Urban,F,3.0,Single,No
Mahasarakam,4.109948389237542,27.0,College,0.11521059610199286,55388.17896760135,Urban,M,5.0,Divorced,Yes
Udon,6.252681726000294,42.0,High School,0.3521223430634617,53299.77747849547,Urban,M,3.0,Single,Yes
Khon Kaen,3.285732204622729,28.0,Graduate School,0.6568950110082505,58054.66947511857,Urban,F,3.0,Single,Yes
Khon Kaen,5.233246332986843,41.0,Graduate School,-0.513690003606232,53265.18860454914,Rural,M,6.0,Single,No
Khon Kaen,4.556417207231556,31.0,Graduate School,-0.5159114545010715,45774.49695973899,Rural,M,6.0,Single,No
Khon Kaen,6.924377104933885,26.0,High School,0.6674463942238806,51595.52741599023,Suburban,M,2.0,Single,Yes
Udon,5.266923942429299,35.0,Graduate School,0.7248313111507011,74631.18794395593,Suburban,F,1.0,,Yes
Khon Kaen,6.557808483979112,43.0,College,-0.14113798620617607,66405.72666337766,Rural,M,5.0,Married,No
Khon Kaen,5.996640970163613,42.0,College,0.7076154918495652,48614.83621940909,Suburban,M,8.0,Divorced,No
Udon,3.9803932568786258,30.0,High School,0.02688055691427363,45416.33750095854,Urban,F,6.0,Married,Yes
Udon,4.871209342603648,39.0,College,0.6113330963956145,56225.11122986242,Urban,M,4.0,Married,Yes
Mahasarakam,3.6288203682186166,28.0,College,-0.683975427332243,60583.7801642156,Rural,F,5.0,Married,No
Udon,4.64615204512078,36.0,Graduate School,0.19987537865324095,51976.10246566705,Rural,F,5.0,Divorced,Yes
Mahasarakam,6.03375652425065,36.0,Graduate School,-0.3590697485177692,71272.53019434835,Rural,F,4.0,Single,No
Mahasarakam,4.47648745204636,35.0,College,0.018693392771529316,54753.1478371035,Urban,M,6.0,Divorced,Yes
Mahasarakam,7.391868760594596,20.0,Graduate School,0.26424066448119726,,Rural,M,3.0,Divorced,No
Mahasarakam,4.669050304078042,34.0,College,-0.04138576098311286,60859.1941189092,Suburban,M,5.0,Single,No
Mahasarakam,4.8525636113715045,35.0,Graduate School,0.010082154443648073,48199.5606981812,Suburban,F,5.0,Single,No
Mahasarakam,5.236772457062516,31.0,High School,0.24665584171800106,59063.230425116046,Urban,F,5.0,Single,Yes
Khon Kaen,5.387351628618779,41.0,College,1.1310793921514006,67650.26501390214,Urban,M,1.0,Divorced,Yes
Udon,7.389115127591283,29.0,Graduate School,-0.5013109113178374,84579.42125822042,Suburban,M,2.0,Single,No
Khon Kaen,4.405984059543915,27.0,Graduate School,0.3102446234844674,46668.52742161721,Urban,M,5.0,Divorced,Yes
Mahasarakam,2.4078227889928785,41.0,College,-0.7083866242866786,59384.334168413094,Rural,F,3.0,Divorced,No
Khon Kaen,7.873003099042757,41.0,College,0.8004955188044032,46395.1843730355,Urban,M,2.0,Married,Yes
Khon Kaen,5.211807919229878,23.0,College,0.08849494498075769,64634.99146010741,,M,5.0,Married,No
Udon,5.575789987900356,38.0,Graduate School,-0.590245848998442,61995.34482659786,Rural,F,6.0,Married,No
Mahasarakam,4.133162314852546,35.0,High School,0.05707417554453867,50168.06915174621,Rural,F,6.0,Married,No
Mahasarakam,6.279558120087842,25.0,College,0.6392081611992317,56298.75108645759,Rural,F,5.0,Single,No
Mahasarakam,6.1847273806596075,26.0,Graduate School,0.6200406395301628,44303.319785454565,Suburban,F,3.0,Divorced,Yes
Udon,4.684089850417929,45.0,College,0.3936050058388986,69268.7377659086,Urban,F,1.0,Divorced,Yes
Khon Kaen,8.620824507996637,29.0,Graduate School,0.5145702308187314,62387.123989406726,Suburban,F,1.0,Single,Yes
Udon,3.9462129234502417,44.0,High School,-0.4886898080552238,50500.451707424756,,F,6.0,Married,No
Udon,4.3489310306100375,30.0,Graduate School,0.17154451137232146,61492.24594813656,Urban,F,4.0,Divorced,Yes
Udon,5.614658981210722,28.0,Graduate School,0.5895474457998133,48231.916976646215,Suburban,F,6.0,Married,No
Mahasarakam,6.262475641088233,34.0,Graduate School,0.1837305964600224,36016.90232159033,Urban,M,6.0,Single,Yes
Khon Kaen,7.20093268420162,14.0,Graduate School,0.5003060939685148,50278.44024640282,Suburban,F,3.0,Divorced,Yes
Khon Kaen,5.107217941639988,32.0,College,0.12978907050217875,56904.862444330494,Rural,M,6.0,Single,No
Mahasarakam,3.4032267917541663,40.0,High School,0.42198574978283315,53969.214153258414,Urban,F,4.0,Married,Yes
Udon,5.751760765477345,39.0,Graduate School,0.41070876225326075,61072.10671587748,Urban,F,6.0,Married,Yes
Mahasarakam,4.925624367937337,35.0,College,0.19167751464400493,56798.918368568586,,M,4.0,Divorced,Yes
Mahasarakam,3.741181135409441,36.0,College,-0.35626044522787703,45805.00668400803,Suburban,M,6.0,Divorced,Yes
Mahasarakam,3.983214268364526,10.0,Graduate School,0.49279035246087294,59035.471210568474,Urban,M,4.0,Single,Yes
Khon Kaen,6.204049070550918,31.0,College,0.10586749936183923,63364.90276727033,Suburban,M,6.0,Married,No
Udon,3.729577797534738,41.0,College,-0.2530068151191815,51869.240035601775,Suburban,F,6.0,Married,Yes
Mahasarakam,1.9248050764119045,37.0,Graduate School,-0.20666926515422557,53253.338578135896,Urban,F,6.0,Divorced,Yes
Khon Kaen,5.810429316594023,38.0,College,-0.4906056784861187,75728.31679066163,Suburban,M,4.0,Married,No
Udon,4.74716377492905,26.0,College,0.7925035543264107,60959.50750694029,Suburban,M,4.0,Married,No
Khon Kaen,5.193696814793709,34.0,,0.11675058360749606,62406.46475879107,Suburban,M,4.0,Married,Yes
Mahasarakam,2.870913406590489,29.0,Graduate School,,34280.56556150506,Rural,M,8.0,Divorced,No
Khon Kaen,6.454851351073262,27.0,High School,0.18655675209120706,53014.45318911415,Rural,M,7.0,Single,No
Khon Kaen,4.765714018960903,15.0,Graduate School,-0.3891179158642639,49217.603340078655,Rural,M,5.0,Single,No
Khon Kaen,5.532270826548141,21.0,College,0.13664528331683484,47575.77767524821,Urban,M,7.0,Divorced,Yes
Khon Kaen,4.279009606538444,40.0,High School,0.13226959955891984,56017.33902383021,Suburban,F,5.0,Divorced,Yes
Khon Kaen,3.244649204932837,42.0,Graduate School,-0.26181754434132365,50420.35526618885,Urban,M,7.0,Divorced,Yes
,2.0564382813976754,32.0,High School,0.39072948446554623,43327.56549638711,Suburban,F,8.0,Married,No
Udon,6.166088812358632,38.0,College,0.3594764252914964,59365.42768525156,Rural,F,2.0,Divorced,Yes
Udon,6.415503213294144,33.0,Graduate School,0.9730251249406158,46979.267684636114,Urban,M,4.0,Divorced,Yes
Udon,3.7305277393121914,28.0,College,0.15036493223186564,52684.54520093713,Rural,F,6.0,Single,No
Mahasarakam,5.5477795336260565,46.0,College,0.047796492424271364,46901.44675439164,Suburban,F,6.0,Single,Yes
Khon Kaen,6.2872783120345535,37.0,College,0.3330749825262581,42761.418233587494,Urban,M,4.0,Divorced,Yes
Udon,4.6912661553970025,36.0,Graduate School,0.4690097342036138,42469.88231145449,Suburban,M,4.0,Divorced,Yes
Mahasarakam,4.210111399750254,35.0,Graduate School,0.18767476343034792,64933.44467592529,Rural,M,5.0,Single,No
Mahasarakam,4.41906572030367,33.0,Graduate School,0.02745640767415697,61429.48869348241,Suburban,F,3.0,Single,Yes
Mahasarakam,2.8196871296491266,,College,1.4687756893519395,52474.47991496192,Suburban,M,7.0,Divorced,No
Khon Kaen,3.942392767385395,30.0,High School,0.41247254457630333,58252.26264350701,Urban,M,2.0,Married,Yes
Mahasarakam,6.0965043699590105,34.0,College,0.46975021944423834,44835.565321155555,Urban,M,4.0,Married,Yes
Khon Kaen,,23.0,College,0.732078575583539,,Rural,M,6.0,Married,No
Udon,7.0395347728011615,29.0,Graduate School,0.1837061604557855,58438.558944806195,Rural,M,5.0,Married,No
Khon Kaen,,35.0,College,0.6758603824764154,57349.504295349034,Urban,F,4.0,Single,Yes
Khon Kaen,7.027531371597917,40.0,High School,0.9341944407818407,53507.024071811225,Suburban,M,1.0,Single,Yes
Udon,5.957520670404339,9.0,High School,0.3742573601989373,46983.7373491012,Urban,F,4.0,Single,Yes
Udon,5.0653709659745045,34.0,Graduate School,0.42122800801101545,65652.54333985511,Urban,M,4.0,Single,Yes
Mahasarakam,6.902411028700069,39.0,High School,0.5656196208050613,59183.69967434816,Rural,M,6.0,Married,No
Udon,5.297639455204436,30.0,College,0.4023832462536482,50757.73778824536,Urban,M,5.0,Divorced,Yes
Khon Kaen,5.1643862331340955,,College,0.9273013309026799,62008.899344664685,Rural,F,6.0,Married,No
Mahasarakam,5.323938926455938,26.0,Graduate School,-0.5040271735351735,62853.555495547276,Urban,F,5.0,Divorced,Yes
Mahasarakam,5.723988090779147,33.0,Graduate School,0.46743996603316673,70324.45478367108,Urban,F,3.0,Single,Yes
Mahasarakam,5.640903523887266,28.0,College,,50667.92059273113,Urban,M,2.0,Divorced,Yes
Udon,3.966181408700283,24.0,College,-0.7699710787094962,61359.25195730383,Rural,F,4.0,Married,No
Mahasarakam,5.399758620540909,40.0,College,0.3013462318392773,59725.8400484132,Urban,M,2.0,Divorced,Yes
Udon,6.869064871567874,42.0,College,0.7034834364664212,53335.60686953542,Suburban,F,3.0,Married,
Udon,5.954673617151296,47.0,Graduate School,-0.06854005261852536,63144.69232754099,Suburban,F,6.0,Divorced,No
Udon,1.7878096168078077,38.0,College,0.5410974601288095,44626.4687789289,,M,7.0,Married,No
Mahasarakam,5.03490653383963,44.0,Graduate School,0.8693140713179589,56424.11465433603,Urban,F,3.0,Divorced,Yes
Udon,3.833967612829514,46.0,High School,-0.1424663830092026,54230.54307867373,Rural,M,4.0,Single,No
Udon,2.356662527813298,21.0,High School,-0.29243261506092166,69491.940271746,Urban,M,3.0,,
Mahasarakam,4.673007864042865,40.0,College,0.43265787070061656,49990.7056291482,Suburban,F,3.0,Single,Yes
Udon,5.279336596860107,31.0,High School,0.37107610867408286,67349.71766498826,Urban,F,4.0,Single,Yes
Mahasarakam,4.287988165159496,29.0,College,0.34271160581286664,48597.99985829958,Urban,F,4.0,Divorced,Yes
Mahasarakam,7.711113334389479,47.0,High School,-0.264834976683725,53872.615715151194,Suburban,M,4.0,Married,No
Udon,6.4068356163085625,28.0,Graduate School,0.008669697176409363,71754.40289448721,Rural,F,4.0,Married,
Mahasarakam,5.6121226303915765,35.0,Graduate School,0.38677015991303304,34110.12669686193,Suburban,F,3.0,Single,Yes
Udon,3.8018977959911395,21.0,College,0.8493613350445837,59287.288846721254,Urban,M,2.0,Divorced,Yes
Khon Kaen,6.452044290368059,17.0,High School,1.0455486656967024,62600.61234217857,Rural,F,1.0,Married,Yes
Mahasarakam,4.931821128316699,32.0,College,0.6598147221540338,63306.24346555402,Suburban,F,5.0,Divorced,Yes
Mahasarakam,3.289160760239563,21.0,Graduate School,0.2310096059439219,64505.63432584848,Urban,M,,Married,Yes
Khon Kaen,6.501657845372128,16.0,High School,0.5558865939384039,49817.91953970904,Urban,F,3.0,Divorced,Yes
Mahasarakam,5.082874251143727,40.0,High School,,60110.19733272668,,M,5.0,Single,Yes
Mahasarakam,7.584344949085609,33.0,College,-0.2895320167227684,89532.03650590443,Rural,M,3.0,Single,No
Khon Kaen,5.563457523927572,40.0,High School,0.6010939038763441,76176.92788047566,Suburban,M,2.0,Divorced,Yes
Udon,6.207077862427308,36.0,College,0.3458909657148095,57911.205548871476,Urban,F,2.0,Single,Yes
Udon,6.088081669943296,40.0,College,0.43806940729021066,48402.60013960501,Urban,F,4.0,Divorced,Yes
Khon Kaen,6.743815648622409,23.0,Graduate School,-0.2872598826749886,76482.34193244777,Suburban,M,4.0,Married,No
Khon Kaen,3.812021131018154,38.0,College,-0.18600761627537254,,Urban,F,6.0,Single,Yes
