Marital Status,City,Active online hours,Gender,Years subscribed,Brand Loyalty,Location Code,Years after high school graduation,Education Level,Renew,Monthly Income
Married,Mahasarakam,3.126545934691609,Male,5.0,0.480988374659103,,24.0,Graduate School,No,2639.71692795864
Divorced,Mahasarakam,6.059411775064134,,6.0,0.49599693639515086,Suburban,28.0,Graduate School,Yes,7044.979977867879
Married,Mahasarakam,3.848809152789526,Female,5.0,-0.30076397823403245,Suburban,34.0,High School,Yes,6693.8575511402905
Divorced,Khon Kaen,3.7104035826788047,Female,3.0,,Rural,27.0,High School,No,4092.2727917282336
Single,Khon Kaen,7.036620592618202,Male,6.0,0.49139949175950454,Urban,26.0,College,Yes,6654.847308377554
Married,Mahasarakam,7.108307794266325,Female,,0.08174184951371427,Suburban,37.0,High School,No,4870.2818418594525
Single,Mahasarakam,5.8734384644923585,Female,3.0,0.22048974014040806,Urban,34.0,Graduate School,No,4167.134020123441
Married,Udon,6.362211826815843,Female,1.0,-0.12934783128048125,Urban,56.0,College,Yes,4456.956408347721
Married,Udon,5.435465880664297,Female,4.0,0.13339061730531487,Suburban,31.0,Graduate School,Yes,5871.486308389411
Married,Udon,6.916136741829879,Female,5.0,0.5906105919024071,Rural,29.0,Graduate School,No,5539.092663260862
Divorced,Udon,4.605521016353213,Female,5.0,-0.145068404312565,Urban,40.0,High School,Yes,5582.083740191918
Divorced,Mahasarakam,4.852716244876181,Male,3.0,-0.7469486198858906,Suburban,45.0,College,Yes,5205.688612769035
Married,Khon Kaen,5.665881930164483,Male,4.0,0.6880307291241329,Rural,33.0,Graduate School,No,1250.0
Single,Khon Kaen,5.391426309221801,Female,6.0,0.36239567805291173,Urban,19.0,High School,,6932.996161988498
Divorced,Udon,7.5417057522515,Male,4.0,0.24890632515355776,Suburban,,High School,Yes,5559.698868443304
Divorced,Khon Kaen,5.596885705111178,Male,3.0,-0.16504374402353872,Urban,50.0,College,Yes,5247.93174246467
Married,Mahasarakam,,Male,5.0,-0.3568786212532595,Rural,39.0,College,No,5092.986307821577
Single,Mahasarakam,6.20015023145186,Female,4.0,1.1355786258311191,Rural,28.0,Graduate School,No,3256.5746668068587
Married,Mahasarakam,1.8560942480217753,Male,2.0,-0.2716342849770583,Suburban,34.0,College,No,3814.2546533850573
Divorced,Mahasarakam,6.759176344893891,Male,3.0,-0.4044671953722825,Urban,51.0,College,Yes,4607.6496511714995
Divorced,Mahasarakam,7.213881829042344,Male,4.0,0.14952077360022273,Urban,40.0,College,Yes,5856.694189362632
Divorced,Udon,4.287392309022543,Male,6.0,-0.5427693409134778,Suburban,24.0,College,Yes,6677.774585429211
Single,Mahasarakam,4.506439054898499,Female,5.0,-0.5118937890044764,Urban,30.0,High School,Yes,
Divorced,Mahasarakam,3.6322084856039085,Male,8.0,0.1524884256272053,Urban,8.0,High School,Yes,7290.567958138668
Divorced,Mahasarakam,4.4777728917855475,Female,3.0,0.24122921588194904,Urban,50.0,College,Yes,5412.125361818238
Divorced,Khon Kaen,7.150620139587878,Male,4.0,-0.2568164039159105,Urban,40.0,High School,Yes,6241.0306846145295
Married,Mahasarakam,5.4479578960587975,Female,,0.5938410638400791,Suburban,35.0,College,No,5410.142857440138
Married,Udon,6.779205722374564,Male,4.0,-0.0773402669336111,Rural,33.0,High School,No,5608.283447646699
Single,Udon,2.452273200999305,Male,7.0,-0.6954124367373061,Suburban,34.0,Graduate School,Yes,7211.929401602194
Divorced,Udon,4.617106659747851,Male,5.0,0.8693990240904366,Urban,33.0,Graduate School,Yes,6206.3119519140655
Single,Udon,3.794324502548231,Male,4.0,-0.12059953714903893,Urban,33.0,Graduate School,Yes,5977.895218460034
Single,Khon Kaen,5.117353529012061,Male,6.0,0.30540998985165757,Suburban,28.0,Graduate School,Yes,6332.540165252098
Single,Udon,5.883839214011167,Male,5.0,0.2929425817581248,Suburban,35.0,Graduate School,Yes,6014.300695874054
Divorced,Khon Kaen,2.8291739598089944,Female,4.0,0.5423614184160329,Urban,33.0,College,Yes,5553.152062753274
Divorced,Khon Kaen,4.970822343710783,Male,6.0,0.5110738704599973,Rural,36.0,High School,No,3251.637796436445
Married,Khon Kaen,6.629273665871352,Male,0.0,-1.3616205921058862,Rural,32.0,College,No,6559.535886990179
Married,Mahasarakam,4.390287157991533,Male,3.0,-0.11442009263071821,Suburban,30.0,Graduate School,No,2838.1292822611445
Single,Khon Kaen,2.283473451531836,Female,3.0,-0.4893331323245727,Urban,40.0,College,Yes,5992.591090814302
Married,Khon Kaen,5.082032412722841,Female,2.0,0.24449863952163292,Rural,39.0,Graduate School,No,5687.476338668344
,Mahasarakam,8.033741141885514,Female,4.0,0.280871675455854,Suburban,35.0,High School,No,6107.200197040714
Divorced,,2.759993930163235,Female,6.0,-0.18912752319087703,,26.0,High School,Yes,6822.807038113129
Divorced,Mahasarakam,5.43601066695044,Male,6.0,0.5258610893708271,Urban,41.0,College,Yes,5504.9184219525505
Married,Mahasarakam,4.654026126185868,Male,5.0,-0.09934996208910452,Urban,12.0,High School,Yes,6515.023076168
,Udon,3.330561774089285,Female,5.0,-0.1638776715163675,Urban,37.0,Graduate School,Yes,5573.382443753497
Single,Udon,5.113195863340293,Female,2.0,-0.5747400404003024,Suburban,34.0,Graduate School,No,6235.02623983878
Married,Mahasarakam,6.980742250280373,Female,4.0,0.21402994567430433,Rural,20.0,Graduate School,No,4014.692005938685
Married,Udon,6.142954311674476,Male,3.0,-0.09463880505677938,Suburban,26.0,College,No,5215.45115043605
Divorced,Mahasarakam,5.849396423150213,Male,5.0,0.6674917572436152,Urban,27.0,High School,Yes,5348.526305510405
Divorced,Khon Kaen,3.141384319812031,Male,,-0.28109389574944404,Suburban,47.0,College,Yes,5931.351709122081
Divorced,Khon Kaen,5.985189024967703,Female,5.0,0.5885863086470006,Urban,27.0,Graduate School,Yes,6313.915592143828
,Udon,7.624467782165685,Female,2.0,0.13272827544324464,Urban,41.0,Graduate School,,5400.857248700709
,Udon,2.855543974421802,Male,3.0,-0.35675358847805666,Urban,39.0,College,Yes,5394.701676734032
Divorced,Khon Kaen,4.636286009466309,Male,,0.24656651299908822,Rural,18.0,Graduate School,Yes,7681.170094287991
Married,Khon Kaen,2.347205947947295,Male,4.0,0.2823958405165635,Rural,29.0,Graduate School,No,5538.194447750758
Married,Udon,3.1940874872654677,Male,5.0,0.5134291680483114,Urban,27.0,College,Yes,5744.87765065062
Divorced,Udon,6.887180081681004,Female,,0.17652471645211246,Urban,41.0,High School,Yes,5882.804895151781
Divorced,Udon,7.106590819011828,Male,6.0,0.024609968540141858,Urban,24.0,High School,Yes,6964.303668368319
Single,Mahasarakam,7.091067142122514,Female,4.0,-0.6071440379241491,Urban,29.0,High School,Yes,5360.792605788416
Married,Udon,6.720330525376582,Female,4.0,-0.16884722141564468,Suburban,40.0,College,No,
Single,Udon,8.351322740618382,Female,5.0,-1.2774769334208682,Urban,46.0,Graduate School,Yes,5775.054210842483
Divorced,Udon,7.0857773776272746,Male,4.0,0.39062839830622287,Urban,39.0,Graduate School,Yes,5432.164904026296
Married,Udon,6.649813520041642,Female,1.0,-0.5751822747282779,Rural,29.0,Graduate School,,4737.106686303274
Single,Mahasarakam,6.148747851611591,Female,2.0,0.1156780923498956,Rural,36.0,High School,No,4645.377021284075
Married,Khon Kaen,5.973663319816631,Male,2.0,0.5415611621191714,Rural,24.0,Graduate School,No,5630.536288212172
Divorced,Udon,6.520946564262,Female,6.0,-1.0790303431807373,Urban,26.0,High School,Yes,6472.5407854605955
Married,Udon,5.728663822198216,Male,4.0,-0.06710430693285019,Urban,41.0,High School,Yes,5770.830187427234
Single,Udon,3.8285493241863255,Female,7.0,0.21988848362934652,Urban,27.0,Graduate School,Yes,6005.70299543335
Divorced,Mahasarakam,7.7040579988944,Female,3.0,-0.028745855857542968,Suburban,26.0,Graduate School,No,3657.481553837474
Single,Udon,6.550856832828655,Male,3.0,0.2454968722532535,Urban,33.0,Graduate School,Yes,5081.228320109211
Married,Mahasarakam,5.474794905128979,Male,3.0,-0.9478766392989646,Rural,34.0,College,No,6333.595733839463
Single,Udon,4.922374948945688,Female,6.0,0.2827140424435636,Urban,28.0,College,Yes,6136.288945892211
Divorced,Udon,6.4276741331235545,Male,7.0,0.28699957057940834,Suburban,20.0,College,Yes,6774.978606855141
Single,Mahasarakam,,Male,5.0,-0.22045316024508804,Urban,38.0,Graduate School,,5925.500093264479
Married,Udon,3.169347059966876,Male,7.0,-0.05125450850453477,Rural,33.0,College,No,3703.8297277749193
Married,Khon Kaen,5.218338647236998,Female,4.0,0.32597013567064814,Rural,32.0,Graduate School,No,4604.704029415758
Married,Udon,6.870729151494837,Female,4.0,0.08625367345807165,Urban,37.0,Graduate School,Yes,5504.330225809471
Single,Mahasarakam,4.303297022774908,Female,6.0,-0.40347066688327243,Urban,21.0,Graduate School,Yes,6835.829004445201
Single,Mahasarakam,5.574110851675641,Male,1.0,-0.22028724580953585,Rural,39.0,College,,5756.102430113235
Married,Khon Kaen,6.535467074988707,Female,5.0,0.16879893960586842,Suburban,37.0,College,No,3236.5645519167547
Divorced,Mahasarakam,3.7924642354737097,Female,6.0,0.24940584815454941,Urban,26.0,High School,Yes,6015.57883160975
Divorced,Khon Kaen,7.695141470421991,Female,2.0,0.8436531595928071,Suburban,45.0,College,,5011.3843553878705
Married,Udon,5.985791622146547,Female,7.0,-0.41502567486924674,Rural,27.0,College,No,2232.628553567963
Married,Udon,4.987247283767327,Male,4.0,0.1833418558812896,Urban,36.0,High School,Yes,5859.652118728336
Divorced,Khon Kaen,5.057194573042425,Male,4.0,0.17114195260981702,Urban,20.0,High School,Yes,5864.248347918208
Divorced,Udon,5.285978497726324,Female,5.0,0.4215838975950379,Urban,39.0,High School,,5882.358747229455
Married,Udon,5.742012274254209,Female,2.0,0.07076730984106229,Rural,27.0,Graduate School,No,4053.80870228211
Married,Mahasarakam,4.659923384298904,Female,4.0,-0.49528964528826547,Suburban,35.0,High School,Yes,5762.642775341682
Divorced,Mahasarakam,4.605324033462562,Female,5.0,0.20015047812062783,Suburban,35.0,High School,Yes,6275.132489718797
Married,Udon,7.414082787509412,Male,3.0,-0.2676068495793083,Rural,,High School,No,6601.454002776515
Divorced,Mahasarakam,5.951352901509924,Female,6.0,-0.17832230054706164,Suburban,34.0,High School,Yes,5360.717999220195
Single,Mahasarakam,7.368541265213425,Female,5.0,-0.26505145065382046,Rural,50.0,College,,5610.310548777177
Married,Mahasarakam,5.081348916578606,Female,4.0,0.3331551635672056,Urban,36.0,High School,Yes,5761.735723056445
Divorced,Udon,3.301507318363288,Female,4.0,0.45227011624508273,Urban,39.0,College,Yes,6348.9479735696
Divorced,Mahasarakam,3.273086356335017,Female,1.0,-0.20850856068207166,Rural,30.0,Graduate School,No,6447.0596736839625
Married,Udon,6.238146226663684,Male,,0.35121118413370406,Rural,32.0,College,No,5681.703632538367
Single,Udon,3.7834004962069234,Female,6.0,-0.4746476966467059,Urban,31.0,College,No,2410.4699505873336
Divorced,Khon Kaen,7.069997523730107,Female,5.0,-0.20821217186824134,Urban,45.0,Graduate School,Yes,5039.313654194882
Divorced,Khon Kaen,4.767950640383136,Male,4.0,-0.2796568723845515,Rural,35.0,College,No,4022.784401166883
Single,Udon,6.48844014074936,Male,5.0,0.5819060252609738,Suburban,39.0,High School,No,4841.569342190225
Single,Udon,6.466803154452618,Male,5.0,0.05118100932075333,Suburban,21.0,College,Yes,6296.991735716824
Divorced,Udon,2.593961352574108,Female,4.0,0.5804547324400355,Suburban,32.0,College,Yes,5045.734694609412
Married,Khon Kaen,7.434588628782715,Female,3.0,0.4366522456996484,Suburban,29.0,College,Yes,6431.136670388581
,Mahasarakam,3.5363070371409906,Male,4.0,0.028272253711437614,Rural,38.0,High School,No,4253.519913513177
Married,Mahasarakam,4.986848433143411,Male,5.0,0.2702163951519694,Rural,29.0,Graduate School,No,4132.851706302796
Single,Udon,5.557345568649392,Male,5.0,-1.0288725258402982,,30.0,College,Yes,6804.39384387752
Married,Khon Kaen,6.8152720502535065,Male,4.0,-1.102012329228759,Suburban,26.0,Graduate School,No,4421.6953850531445
Married,Khon Kaen,7.182279661083012,Male,4.0,-1.0984322122148462,Suburban,44.0,Graduate School,Yes,5440.784513418998
Divorced,Mahasarakam,5.4942924918732485,Male,6.0,0.38825443811723337,Suburban,31.0,Graduate School,Yes,6304.491733127518
Divorced,Udon,5.2370936179970515,Male,3.0,0.05563055415893042,Rural,32.0,High School,No,4940.753451664124
Single,Udon,5.649305371069248,Female,6.0,0.13321246523258987,Urban,23.0,College,Yes,6116.925848274904
Married,Khon Kaen,,Male,3.0,-1.096443402544643,Urban,28.0,College,No,5022.796409352527
Married,Udon,8.58973714782644,Male,1.0,0.3582187700781583,Suburban,31.0,Graduate School,No,5358.926715968611
Single,Khon Kaen,6.328618297304958,Female,4.0,-0.08178876167983003,Suburban,35.0,Graduate School,Yes,5712.468181151522
Divorced,Khon Kaen,5.9212512107539474,Female,1.0,0.40869848003573134,Urban,53.0,Graduate School,Yes,4074.4101762806927
Divorced,Udon,,Female,5.0,-0.38221496981505,Rural,39.0,College,No,5280.663834331014
Married,Mahasarakam,6.744148157602034,Female,6.0,-0.2347748179585692,Rural,47.0,Graduate School,No,5079.800590908654
Single,Udon,6.732869138819962,Female,3.0,-0.1693404016101315,Urban,40.0,College,Yes,4995.439579159902
Single,Khon Kaen,2.837615879127738,Female,4.0,0.3546083052791222,Urban,32.0,Graduate School,Yes,5454.945876500218
Married,Khon Kaen,5.61818579783211,Male,4.0,0.30754048912148496,Suburban,28.0,College,No,5284.105320155832
Divorced,Khon Kaen,4.901035738189522,Female,5.0,-0.16344391343336803,Urban,25.0,Graduate School,Yes,5998.71185954227
Single,Udon,5.533103493375788,Female,5.0,0.14541463848706998,Suburban,,Graduate School,Yes,6358.90267111212
Divorced,Khon Kaen,5.2264397290496625,Female,6.0,0.008462886288564585,Suburban,31.0,High School,,6350.431470718492
Married,Khon Kaen,2.4710587166785287,Female,2.0,0.25062983012276274,Urban,31.0,College,No,3655.480619043859
Divorced,Khon Kaen,7.813014819812102,Male,3.0,-0.5554519540060411,Suburban,38.0,College,Yes,5607.814091179212
Married,Mahasarakam,5.289269171033331,Female,2.0,-0.28279464131415044,Urban,36.0,High School,No,5167.487925353466
Married,Udon,6.803326557009385,Female,3.0,-0.1314988331208719,Rural,27.0,High School,No,3792.69442808134
Single,Udon,6.207596896359259,Female,4.0,-0.14142978974265347,Urban,30.0,,Yes,5644.428737115276
Married,Khon Kaen,4.570298657390584,Female,4.0,-0.6504836406347819,Rural,28.0,Graduate School,No,2371.241752463981
Divorced,Udon,6.879132066204627,Male,2.0,1.0526146067073647,Suburban,33.0,College,No,5438.184850917988
Single,Mahasarakam,8.502707714365977,Male,4.0,-0.16359585555474143,Suburban,35.0,College,No,5819.0129437062515
Married,Mahasarakam,5.786809331409219,Female,1.0,0.6998314821333327,Urban,49.0,High School,Yes,4579.507477925905
Married,Mahasarakam,5.465489216970893,Male,5.0,-0.7450443722038742,Suburban,32.0,,Yes,5234.2372789570445
Married,Udon,6.045584275869121,Female,6.0,-0.42250477015071713,Urban,28.0,High School,Yes,5979.264914282173
Single,Khon Kaen,2.837743262521032,Male,4.0,0.16032489374175427,Suburban,28.0,High School,Yes,6557.848954411618
Married,Udon,3.618547545616433,Male,4.0,0.34062869142490515,Suburban,38.0,Graduate School,No,5469.888473050304
Married,Khon Kaen,6.139310160808786,Female,0.0,0.5217020975944153,Rural,36.0,High School,No,5826.434737617872
Married,Mahasarakam,7.185540610008138,Male,3.0,0.01214868407016061,Suburban,37.0,High School,,4110.028179643027
Divorced,Khon Kaen,4.131687847804535,Male,3.0,-0.5378251651285385,Urban,46.0,High School,Yes,5676.829177595275
Divorced,Udon,4.659730270482676,Male,4.0,-0.40673025469303054,Urban,37.0,High School,Yes,5443.4751995197485
Married,Khon Kaen,2.8022760730127882,Female,5.0,0.5609485698291871,Urban,36.0,College,Yes,5180.458468124253
Married,Udon,1.5606701288263585,Male,1.0,-0.5449463731644297,Rural,24.0,High School,No,5940.418817589587
Single,Khon Kaen,3.7754531644426494,Female,5.0,0.5081396137852682,Suburban,20.0,Graduate School,Yes,6333.611863651552
Single,Udon,4.293543845737271,Female,,0.17713250476818934,Urban,41.0,Graduate School,Yes,5869.732918095777
Married,Mahasarakam,5.672809655143902,Male,3.0,0.01948621594207401,Suburban,38.0,Graduate School,No,4647.552593055059
Divorced,Mahasarakam,7.344334253306662,Female,3.0,-0.5335745166837871,Urban,46.0,High School,Yes,4015.855124139055
Divorced,Khon Kaen,5.511195257378522,Male,4.0,-0.017431913904778357,Rural,32.0,College,Yes,6291.829859465769
Single,Mahasarakam,6.340875508188379,Female,2.0,-0.7139493107784168,Rural,32.0,High School,No,5033.375678405164
Divorced,Khon Kaen,5.948215061267057,Female,4.0,0.2905509898762423,Rural,33.0,College,No,4726.2320783280875
Married,Udon,7.273601709892169,Male,3.0,-0.1316491085558957,,32.0,College,No,5301.191366353964
Single,Khon Kaen,7.248074246627839,Female,6.0,-0.21109221265494774,Urban,22.0,Graduate School,Yes,6877.093902646173
Divorced,Udon,4.42604790448911,Female,5.0,0.7900885302126199,Urban,33.0,Graduate School,Yes,6320.503358258154
Single,Khon Kaen,6.250173060544565,Male,4.0,,Urban,30.0,High School,Yes,5958.555841552092
Single,Khon Kaen,4.881897692490512,Female,3.0,-0.13199719651959646,Urban,42.0,Graduate School,Yes,5419.11660515203
Divorced,Mahasarakam,4.29821663862846,Male,7.0,1.0230956584215998,Suburban,25.0,Graduate School,Yes,5812.997409821606
Divorced,Khon Kaen,4.322465568804645,Male,7.0,-0.04255336769979496,Suburban,21.0,High School,Yes,6786.402822242411
Married,Udon,4.445388498670988,Male,1.0,-0.23302467060046753,Rural,27.0,High School,No,4307.429479336271
Married,Mahasarakam,4.946181711865195,Female,6.0,-1.185820712453781,Suburban,,Graduate School,Yes,
Single,Udon,6.755161369632654,Male,2.0,0.8597770087665768,,55.0,Graduate School,Yes,4559.687636467622
Married,Mahasarakam,7.844203747557485,Female,4.0,-1.4325995724520266,Suburban,32.0,High School,No,5158.857864194635
Single,Khon Kaen,5.753908265552634,Female,6.0,0.15158480873282618,Suburban,23.0,Graduate School,Yes,
Single,Udon,5.752935133930431,Male,5.0,-0.49436062815674314,Urban,26.0,High School,Yes,5578.390552519437
Divorced,Mahasarakam,3.912578373263953,Male,5.0,0.692601448849426,Urban,23.0,College,Yes,
Single,Khon Kaen,2.8389917920578944,Male,4.0,0.07275056819251843,Urban,46.0,College,Yes,5331.791472810231
Married,Udon,5.4793350428558245,Male,3.0,-0.07694429264298065,Rural,39.0,Graduate School,No,4212.6013301968105
Single,Khon Kaen,6.757749293728258,Female,6.0,0.30090119893418743,Urban,25.0,Graduate School,Yes,6634.35602483818
Divorced,Mahasarakam,4.776913599677716,Female,3.0,-0.17415498359048578,Urban,46.0,College,Yes,5259.564700240894
Single,Udon,5.736152289103787,Female,4.0,0.625101673153463,Rural,41.0,College,Yes,5874.230957696239
Divorced,Khon Kaen,6.978659526643739,Female,2.0,0.8396341122238495,Suburban,46.0,High School,Yes,5753.113417518936
Married,Udon,7.7334199669277055,Male,5.0,0.27079859970786657,Rural,39.0,College,No,5097.939683439332
Married,Khon Kaen,6.106214751160169,Male,4.0,0.4747195834259701,Rural,52.0,High School,No,4684.939261074134
Divorced,Udon,4.472210972759251,Female,2.0,0.0005775273578217995,Suburban,46.0,High School,Yes,4521.634893401927
Single,Udon,6.163769422045889,Female,4.0,-0.6155162544471484,Urban,,College,Yes,5862.254275794943
Divorced,Khon Kaen,7.432864523398169,Male,2.0,0.49772805990131386,Urban,50.0,Graduate School,Yes,4779.30947559912
Single,Mahasarakam,6.919595797321329,Male,4.0,0.9398441913416666,Rural,52.0,College,Yes,5168.185490344617
Divorced,Khon Kaen,4.765616044033321,Female,7.0,-0.030533543459846057,Rural,23.0,Graduate School,Yes,7177.012648731157
Single,Udon,5.0284106564583535,Male,5.0,0.4629003398435314,Rural,42.0,Graduate School,No,5413.72172937384
Divorced,Khon Kaen,7.964044654673705,Female,6.0,0.029254983153290004,Urban,28.0,Graduate School,Yes,7093.744190589967
Single,Khon Kaen,3.2299156245374347,Female,3.0,-0.35123886041641245,Urban,40.0,Graduate School,Yes,5135.4709393159255
Divorced,Mahasarakam,6.5844424138188975,Female,4.0,0.9857703443530625,Rural,44.0,Graduate School,Yes,6180.862714493202
Single,Khon Kaen,6.442645996700111,Female,6.0,0.20507169101721145,Suburban,16.0,Graduate School,Yes,6859.387298029307
Divorced,Khon Kaen,6.193902131010927,,3.0,-0.19650933837957923,Urban,45.0,High School,Yes,6101.671641989447
Married,Mahasarakam,5.447443467395605,,5.0,-0.44920000750730193,Rural,33.0,Graduate School,No,5283.7791286011525
Divorced,Udon,3.92814203422395,Female,4.0,-0.7272028047172975,Urban,32.0,High School,Yes,5919.626522850794
Single,Mahasarakam,5.517976734682997,Female,5.0,0.5053091837353242,Suburban,,Graduate School,No,4920.6862453363265
Single,Khon Kaen,6.6971038222105985,Male,4.0,-0.31060221668322174,Suburban,33.0,High School,Yes,5972.0184758444575
Divorced,Khon Kaen,3.0003299812319972,Male,5.0,0.01147780446902634,,42.0,High School,No,4521.757105128046
Divorced,Khon Kaen,5.006818981013,Male,6.0,-0.6472803783652725,Urban,27.0,Graduate School,Yes,6294.990923513916
Married,Khon Kaen,5.695877388390703,Female,2.0,0.27410210667901336,Suburban,28.0,College,No,5933.844592539246
Single,Mahasarakam,4.778543164698107,Male,,0.9324475448594791,Urban,30.0,High School,Yes,5915.97724080564
Single,Mahasarakam,7.17094195064385,Male,6.0,0.29463663308067717,Suburban,22.0,High School,,5759.000527328464
Married,Khon Kaen,7.403033130081793,Male,,-0.42468771675138867,Rural,41.0,High School,No,5590.228686733459
Divorced,Mahasarakam,2.3873338716190022,Male,5.0,0.5083411010550644,Suburban,45.0,High School,Yes,6341.624732008684
Divorced,Udon,1.9715822817810258,Female,4.0,0.2402547579589813,Rural,37.0,College,No,6029.690810060663
Single,Udon,1.876876147950624,Female,5.0,0.08095185596114987,Suburban,36.0,College,Yes,5974.0582937611825
Divorced,Khon Kaen,7.31265360242201,Male,3.0,,Suburban,24.0,Graduate School,No,4681.782340464206
Divorced,Mahasarakam,4.700747927911911,Male,4.0,0.21871760029379275,Rural,34.0,College,No,4396.229486746946
Single,Mahasarakam,2.190518449119169,Male,6.0,0.9580888683960066,,40.0,Graduate School,Yes,5665.978957066334
Single,Mahasarakam,6.6211792054466745,Male,4.0,0.15943830252522603,Urban,31.0,College,No,6303.499620819666
Divorced,Udon,4.846719091522056,Female,5.0,-0.006362292055751699,Rural,37.0,College,No,5844.498001759093
Single,Mahasarakam,5.9532259661033855,Female,4.0,-0.8926435530117397,Suburban,44.0,College,Yes,5362.112692532991
Divorced,Udon,3.29514010718591,Male,5.0,0.00042441145363030126,Urban,21.0,Graduate School,Yes,6210.701812167641
Divorced,Mahasarakam,5.785332202100185,Male,,,Suburban,42.0,Graduate School,Yes,5969.682972640242
Married,Udon,3.6704615224312325,Female,5.0,-0.16214446292698897,Rural,35.0,High School,No,3378.96692454158
Married,,6.113740138232157,Male,5.0,0.19360319830276063,Urban,26.0,High School,No,5428.169307664113
Single,Khon Kaen,3.552294539947301,Female,3.0,-0.9148972932798798,Suburban,47.0,College,Yes,5237.72044167509
Single,Mahasarakam,4.521772242147901,Male,4.0,0.3510536224689787,Urban,35.0,College,Yes,5743.5944611704135
Divorced,Mahasarakam,3.014743391173845,Female,4.0,-0.6521316160469068,Urban,24.0,High School,Yes,6969.922567783599
Married,Udon,4.173786194470563,Male,3.0,-0.2501550401309899,Suburban,33.0,Graduate School,No,4181.209276840282
Single,Mahasarakam,9.193954362354381,Male,3.0,-0.8172620272457909,Rural,30.0,High School,No,4952.611140194285
Single,Khon Kaen,3.5768788634782593,Male,4.0,-0.9652316583236789,Urban,33.0,Graduate School,Yes,6472.61533596556
Divorced,Khon Kaen,7.23015566955747,Female,5.0,-0.8601077874762948,Rural,30.0,Graduate School,Yes,6012.744288216276
Divorced,Udon,8.507574191888029,Female,3.0,0.12731489231632437,Urban,45.0,High School,Yes,5782.066142746034
Divorced,Udon,5.04002716963665,Male,8.0,0.5071376362779293,Rural,19.0,College,Yes,6444.338484808762
Divorced,Udon,5.404586291350207,Female,3.0,0.4106751389372559,Urban,38.0,College,Yes,6211.731564323626
Married,Udon,4.751046196859556,Female,3.0,0.4333117026092058,Rural,,College,No,8327.022583225493
Divorced,Udon,5.572678253481341,Female,6.0,0.2883644587043634,Suburban,32.0,Graduate School,Yes,5856.276575461747
Divorced,Khon Kaen,7.177307914698895,Male,4.0,0.34367474149390015,Suburban,23.0,Graduate School,Yes,6074.399184520659
Single,Udon,7.073610006415017,Male,5.0,-0.1499502667508044,Suburban,37.0,Graduate School,Yes,6004.35580053318
Single,Khon Kaen,5.255577820840378,Female,3.0,0.46672900174305976,Urban,29.0,High School,No,4015.7064682150685
Single,Udon,4.4711440417501365,Female,4.0,-0.5037985828721345,Rural,31.0,College,No,3361.4695943921583
Single,Udon,3.85056500305624,Female,7.0,0.5322807542941024,Suburban,26.0,College,Yes,
Married,Udon,2.9561928470046377,Female,1.0,-0.40257994427232247,Suburban,33.0,College,No,4495.151169869991
Divorced,Khon Kaen,4.681937099461308,Female,6.0,0.6938514519583382,Urban,22.0,College,Yes,
Divorced,Udon,6.385773660009919,Male,6.0,0.09451075354915163,Urban,16.0,Graduate School,Yes,6354.386870063045
Divorced,Mahasarakam,7.794527202504401,Male,1.0,0.6030227568957438,Rural,37.0,College,No,6872.9605197104565
Married,Mahasarakam,3.7723196343564984,Female,4.0,0.59221232777993,Urban,50.0,High School,Yes,5243.10107846692
Single,Mahasarakam,4.005177925198337,Male,5.0,0.3345093712916005,Suburban,36.0,College,Yes,6125.38578924266
Divorced,Mahasarakam,5.65719237394594,Male,4.0,-0.17411800901292265,Suburban,40.0,College,No,5390.651727961793
,Udon,4.959495937962627,Male,3.0,0.27026034045968794,Urban,29.0,Graduate School,No,6059.157868790664
Divorced,Udon,6.393317388313447,Male,5.0,0.8158171298754685,Urban,31.0,College,Yes,6321.367863257596
Divorced,Mahasarakam,3.8882969310447444,Male,4.0,-0.4853039283400549,Urban,26.0,Graduate School,Yes,6358.395967670904
Single,Mahasarakam,5.0510048239407785,Male,7.0,0.4250397764279575,Suburban,15.0,High School,Yes,7129.190439616104
Married,Khon Kaen,3.93098673094633,Female,4.0,-0.7323634956990567,Rural,34.0,High School,No,4525.62528581969
Single,Khon Kaen,5.109406614330621,Male,7.0,-0.3066452941689028,Suburban,28.0,High School,Yes,6625.019257879683
Single,Udon,5.7413039995044794,Female,5.0,-0.0008485802490123514,Suburban,23.0,High School,Yes,5869.623058544507
Married,Udon,6.241308632824776,Male,7.0,-0.16256392758471314,Urban,31.0,High School,Yes,6732.460347311953
Single,Udon,4.787800526827541,Female,5.0,-0.09021856515088264,Suburban,32.0,College,Yes,6020.569414010544
Divorced,Mahasarakam,4.1716067170351305,Female,4.0,,Rural,26.0,Graduate School,Yes,5613.301666051001
Married,Mahasarakam,4.913698909938331,Male,1.0,-0.05625076489898472,Urban,34.0,Graduate School,No,5337.054975887615
Single,Khon Kaen,4.812312713043468,Female,3.0,0.06687498662029626,Suburban,29.0,High School,Yes,6237.6294703839
Divorced,Mahasarakam,6.719745877681466,Female,5.0,-0.19546682522773934,Suburban,,Graduate School,Yes,6418.235777073379
Married,Khon Kaen,5.447389709072037,Female,3.0,-0.43374404778237935,Rural,27.0,College,No,5128.345458525223
Divorced,Khon Kaen,3.728827720454415,Female,5.0,0.33839847244180965,Urban,41.0,Graduate School,Yes,5631.422742646531
