ID,age,balance,housing,loan,contact,duration,campaign,previous,poutcome,deposit
9122,39,1234,no,no,telephone,64,4,0,unknown,no
9123,32,901,yes,no,unknown,102,3,0,unknown,no
9124,49,247,no,yes,cellular,283,1,0,unknown,no
9125,32,180,yes,no,cellular,804,1,0,unknown,no
9126,,274,no,yes,cellular,313,2,0,unknown,no
9127,42,92,no,no,,86,2,0,unknown,no
9128,52,813,no,yes,cellular,113,2,0,unknown,no
9129,31,1170,yes,no,,120,2,0,unknown,no
9130,52,-183,yes,no,unknown,145,1,0,unknown,no
9131,38,0,no,no,cellular,77,18,0,unknown,no
9132,53,136,yes,no,unknown,99,1,0,unknown,no
9133,40,103,yes,no,unknown,135,2,0,unknown,no
9134,31,23,no,no,cellular,322,7,0,unknown,no
9135,53,2242,no,no,cellular,154,14,0,unknown,no
9136,,137,no,no,unknown,252,3,0,unknown,no
9137,49,1047,no,no,cellular,133,4,0,unknown,no
9138,34,5731,yes,no,cellular,101,3,0,unknown,no
9139,,2707,no,no,telephone,57,4,0,unknown,no
9140,41,-329,no,no,telephone,13,8,9,other,no
9141,55,158,yes,no,unknown,176,18,0,unknown,no
9142,29,219,yes,no,cellular,76,2,1,failure,no
9143,47,2775,no,no,,262,1,0,unknown,no
9144,37,461,yes,no,unknown,272,2,0,unknown,no
9145,38,145,yes,no,unknown,109,2,0,unknown,no
9146,29,309,yes,no,unknown,214,1,0,unknown,no
9147,41,733,yes,no,cellular,69,1,7,failure,no
9148,53,8417,yes,no,unknown,435,1,0,unknown,no
9149,,1400,no,no,unknown,20,7,0,unknown,no
9150,56,72,yes,yes,cellular,263,1,4,failure,no
9151,34,0,yes,no,unknown,759,1,0,unknown,no
9152,28,9710,no,no,cellular,786,2,0,unknown,no
9153,41,1377,yes,no,cellular,111,4,2,other,no
9154,,881,no,no,cellular,79,5,0,unknown,no
9155,51,0,yes,no,unknown,173,2,0,unknown,no
9156,33,285,no,yes,unknown,267,1,0,unknown,no
9157,34,550,yes,no,cellular,90,3,1,failure,no
9158,26,285,yes,no,cellular,265,2,2,failure,no
9159,31,-360,yes,no,unknown,93,2,0,unknown,no
9160,39,0,no,no,cellular,108,7,0,unknown,no
9161,50,72,no,no,cellular,171,13,0,unknown,no
9162,33,930,no,yes,cellular,149,2,0,unknown,no
9163,44,717,no,no,cellular,150,2,0,unknown,no
9164,38,67,no,no,,74,1,2,failure,no
9165,33,6227,yes,no,unknown,76,2,0,unknown,no
9166,32,5252,yes,no,unknown,1162,2,0,unknown,no
9167,33,561,no,no,cellular,104,1,0,unknown,no
9168,55,1393,yes,yes,telephone,55,5,0,unknown,no
9169,27,-330,yes,yes,cellular,88,1,2,failure,no
9170,39,3261,yes,no,unknown,150,17,0,unknown,no
9171,21,361,no,no,telephone,329,1,1,other,no
9172,57,807,yes,no,unknown,211,2,0,unknown,no
9173,,2305,no,no,cellular,82,2,0,unknown,no
9174,45,-11,yes,no,cellular,247,1,0,unknown,no
9175,46,2223,no,no,unknown,67,3,0,unknown,no
9176,47,29,no,yes,,150,8,0,unknown,no
9177,44,1308,no,yes,unknown,161,1,0,unknown,no
9178,43,1337,yes,yes,cellular,632,2,0,unknown,no
9179,44,17361,no,no,unknown,476,1,0,unknown,no
9180,52,6,no,no,,82,2,0,unknown,no
9181,33,370,yes,no,cellular,145,4,0,unknown,no
9182,27,8,yes,yes,cellular,398,1,2,failure,no
9183,43,666,no,no,cellular,160,3,0,unknown,no
9184,29,0,yes,no,unknown,121,1,0,unknown,no
9185,43,1336,yes,yes,cellular,82,2,1,failure,no
9186,34,17672,no,no,cellular,548,1,0,unknown,no
9187,30,35,no,no,,185,4,0,unknown,no
9188,56,705,no,no,cellular,164,2,0,unknown,no
9189,46,2087,no,no,cellular,111,1,4,other,no
9190,42,4466,no,no,cellular,158,2,0,unknown,no
9191,51,844,yes,no,unknown,184,3,0,unknown,no
9192,,321,yes,no,cellular,738,2,0,unknown,no
9193,41,2781,yes,no,cellular,95,2,0,unknown,no
9194,,34,no,yes,cellular,139,1,0,unknown,no
9195,36,29,yes,yes,cellular,345,1,0,unknown,no
9196,47,2443,no,no,unknown,422,1,0,unknown,no
9197,37,3975,yes,no,cellular,163,2,0,unknown,no
9198,33,256,yes,no,cellular,76,1,0,unknown,no
9199,,696,yes,no,unknown,310,3,0,unknown,no
9200,34,63,no,no,cellular,83,1,2,failure,no
9201,54,316,yes,no,cellular,240,1,0,unknown,no
9202,39,-119,no,no,unknown,135,6,0,unknown,no
9203,58,6570,no,no,cellular,106,3,0,unknown,no
9204,36,418,yes,yes,cellular,132,2,0,unknown,no
9205,46,0,yes,no,cellular,247,2,0,unknown,no
9206,31,8784,yes,no,unknown,63,2,0,unknown,no
9207,,1970,no,no,,284,3,0,unknown,no
9208,,204,yes,yes,unknown,421,1,0,unknown,no
9209,40,643,yes,no,cellular,74,2,1,failure,no
9210,47,304,yes,no,unknown,185,1,0,unknown,no
9211,26,1177,no,no,cellular,116,1,0,unknown,no
9212,29,544,yes,no,,360,1,0,unknown,no
9213,38,-498,no,no,cellular,85,6,0,unknown,no
9214,57,0,yes,no,cellular,16,9,3,other,no
9215,47,209,no,no,cellular,77,6,0,unknown,no
9216,56,665,yes,no,unknown,109,2,0,unknown,no
9217,37,310,no,no,cellular,76,1,0,unknown,no
9218,66,2149,yes,no,cellular,151,6,4,other,no
9219,49,13818,no,no,cellular,201,1,2,failure,no
9220,31,526,no,no,cellular,130,13,0,unknown,no
9221,30,-218,yes,no,cellular,13,15,0,unknown,no
9222,,419,yes,yes,unknown,96,4,0,unknown,no
9223,55,517,yes,yes,cellular,47,3,4,failure,no
9224,33,61,no,no,cellular,286,4,0,unknown,no
9225,33,0,yes,yes,cellular,83,2,0,unknown,no
9226,43,514,yes,yes,cellular,34,2,0,unknown,no
9227,32,365,yes,no,cellular,210,3,0,unknown,no
9228,42,480,yes,no,unknown,288,12,0,unknown,no
9229,53,717,no,no,cellular,594,2,0,unknown,no
9230,42,24780,no,no,,184,2,0,unknown,no
9231,37,1396,yes,no,cellular,199,2,0,unknown,no
9232,,414,yes,no,unknown,215,1,0,unknown,no
9233,57,3100,no,yes,cellular,165,2,0,unknown,no
9234,33,0,no,yes,cellular,214,5,0,unknown,no
9235,57,1218,yes,no,cellular,317,6,0,unknown,no
9236,30,789,yes,no,,356,1,0,unknown,no
9237,31,859,yes,yes,cellular,182,3,0,unknown,no
9238,33,0,no,no,cellular,296,8,0,unknown,no
9239,33,3868,yes,no,unknown,445,1,0,unknown,no
9240,53,232,yes,no,telephone,32,1,0,unknown,no
9241,38,1686,yes,no,unknown,9,28,0,unknown,no
9242,60,29184,no,no,,94,2,0,unknown,no
9243,36,144,no,no,cellular,87,1,2,failure,no
9244,27,194,yes,no,unknown,326,1,0,unknown,no
9245,32,7641,yes,yes,cellular,39,10,0,unknown,no
9246,45,351,yes,no,unknown,66,1,0,unknown,no
9247,28,150,yes,no,unknown,491,1,0,unknown,no
9248,57,1532,no,no,telephone,286,3,0,unknown,no
9249,37,1549,yes,no,unknown,161,7,0,unknown,no
9250,47,1057,no,no,,488,2,0,unknown,no
9251,35,839,yes,no,unknown,50,3,0,unknown,no
9252,32,880,yes,yes,unknown,112,1,0,unknown,no
9253,41,4464,yes,no,telephone,1425,2,0,unknown,no
9254,35,6,yes,no,cellular,47,1,0,unknown,no
9255,,0,no,yes,cellular,65,26,0,unknown,no
9256,47,694,yes,no,cellular,1001,4,0,unknown,no
9257,36,153,yes,no,cellular,263,1,2,failure,no
9258,46,110,yes,yes,cellular,243,5,0,unknown,no
9259,30,640,no,no,cellular,124,4,2,failure,no
9260,,3060,yes,no,cellular,113,1,2,failure,no
9261,47,2836,no,yes,,10,2,0,unknown,no
9262,49,1127,yes,yes,cellular,162,2,1,failure,no
9263,55,11,no,no,cellular,588,2,0,unknown,no
9264,56,982,yes,yes,cellular,135,2,0,unknown,no
9265,28,222,yes,no,unknown,101,23,0,unknown,no
9266,34,627,yes,no,unknown,283,2,0,unknown,no
9267,55,5010,no,no,cellular,530,1,0,unknown,no
9268,27,468,no,no,cellular,270,2,0,unknown,no
9269,38,155,yes,no,unknown,25,26,0,unknown,no
9270,43,2478,yes,no,cellular,347,1,1,failure,no
9271,55,668,no,no,cellular,25,6,0,unknown,no
9272,30,35,yes,no,cellular,366,2,0,unknown,no
9273,48,3304,no,no,unknown,409,3,0,unknown,no
9274,30,0,yes,no,,30,1,0,unknown,no
9275,58,237,no,no,telephone,200,3,0,unknown,no
9276,39,0,no,no,telephone,28,1,0,unknown,no
9277,35,-54,yes,no,,70,2,0,unknown,no
9278,41,0,no,no,unknown,85,2,0,unknown,no
9279,32,240,yes,yes,,86,3,0,unknown,no
9280,48,759,yes,no,,84,5,0,unknown,no
9281,76,992,no,no,cellular,139,2,0,unknown,no
9282,43,1379,yes,no,unknown,383,3,0,unknown,no
9283,46,8564,no,no,cellular,397,2,1,failure,no
9284,59,0,no,no,cellular,213,4,0,unknown,no
9285,29,119,yes,no,unknown,136,2,0,unknown,no
9286,31,450,no,yes,cellular,111,2,4,failure,no
9287,36,746,yes,no,,581,3,0,unknown,no
9288,46,2032,no,no,,424,2,0,unknown,no
9289,37,636,no,yes,unknown,338,2,0,unknown,no
9290,,-938,yes,no,cellular,134,1,2,failure,no
9291,31,2007,yes,no,unknown,253,1,0,unknown,no
9292,39,33,no,no,cellular,593,4,0,unknown,no
9293,39,2887,yes,no,unknown,42,2,0,unknown,no
9294,39,1444,no,no,cellular,100,1,8,success,no
9295,,42,yes,no,telephone,386,2,0,unknown,no
9296,54,522,no,yes,cellular,81,3,0,unknown,no
9297,32,0,no,no,cellular,435,2,0,unknown,no
9298,37,3884,yes,no,cellular,28,5,0,unknown,no
9299,36,472,yes,no,unknown,1017,1,0,unknown,no
9300,60,2060,no,no,,454,1,3,other,no
9301,25,628,no,no,cellular,266,1,0,unknown,no
9302,50,398,no,no,telephone,1567,5,0,unknown,no
9303,59,417,yes,no,cellular,476,2,0,unknown,no
9304,58,610,yes,no,telephone,246,2,0,unknown,no
9305,49,2585,no,no,unknown,64,1,0,unknown,no
9306,47,321,yes,yes,unknown,111,1,0,unknown,no
9307,38,0,yes,no,cellular,960,2,0,unknown,no
9308,32,4,no,no,cellular,181,1,0,unknown,no
9309,40,29,no,no,telephone,118,2,0,unknown,no
9310,50,892,yes,yes,unknown,234,1,0,unknown,no
9311,35,0,no,yes,cellular,370,4,0,unknown,no
9312,47,1387,yes,no,cellular,158,1,1,failure,no
9313,27,454,no,yes,cellular,331,2,0,unknown,no
9314,48,71,no,no,cellular,97,3,0,unknown,no
9315,40,-35,yes,no,cellular,194,3,0,unknown,no
9316,35,2251,no,no,cellular,151,8,0,unknown,no
9317,39,2460,no,no,cellular,194,3,0,unknown,no
9318,34,34,no,no,cellular,379,1,0,unknown,no
9319,36,1281,no,no,telephone,119,2,0,unknown,no
9320,56,3021,no,no,unknown,419,2,0,unknown,no
9321,,141,no,no,cellular,166,2,0,unknown,no
9322,51,500,no,no,cellular,471,1,0,unknown,no
9323,41,1459,no,no,unknown,82,1,0,unknown,no
9324,35,-244,yes,yes,cellular,118,1,0,unknown,no
9325,,1356,yes,no,cellular,371,2,4,failure,no
9326,25,-289,yes,no,,56,2,0,unknown,no
9327,34,1396,yes,no,cellular,630,1,0,unknown,no
9328,29,9,no,yes,cellular,202,2,0,unknown,no
9329,33,70,yes,no,cellular,333,3,0,unknown,no
9330,43,877,yes,no,cellular,135,1,0,unknown,no
9331,47,113,yes,no,unknown,276,1,0,unknown,no
9332,35,368,yes,no,unknown,218,3,0,unknown,no
9333,49,89,yes,no,cellular,351,1,0,unknown,no
9334,41,450,yes,no,,374,2,0,unknown,no
9335,49,463,yes,no,telephone,541,2,0,unknown,no
9336,44,1397,no,no,cellular,326,1,0,unknown,no
9337,32,310,yes,no,unknown,144,1,0,unknown,no
9338,27,270,yes,no,unknown,470,2,0,unknown,no
9339,53,65,no,no,cellular,99,1,2,failure,no
9340,55,865,yes,no,cellular,105,1,2,failure,no
9341,60,7,no,yes,cellular,87,5,0,unknown,no
9342,27,145,yes,no,cellular,121,4,3,failure,no
9343,,327,no,yes,cellular,145,2,0,unknown,no
9344,,429,yes,no,cellular,110,1,1,failure,no
9345,31,1167,yes,yes,cellular,279,1,0,unknown,no
9346,30,2995,yes,no,cellular,329,1,0,unknown,no
9347,32,974,yes,no,unknown,228,1,0,unknown,no
9348,56,784,no,yes,cellular,149,2,0,unknown,no
9349,57,316,no,no,cellular,935,2,0,unknown,no
9350,57,0,yes,no,,67,1,0,unknown,no
9351,39,211,no,no,telephone,53,2,0,unknown,no
9352,37,342,yes,no,cellular,340,2,1,failure,no
9353,32,628,no,no,cellular,280,1,0,unknown,no
9354,41,0,yes,no,cellular,625,2,0,unknown,no
9355,49,769,yes,no,,257,1,0,unknown,no
9356,36,2278,yes,no,unknown,152,2,0,unknown,no
9357,,1351,yes,no,telephone,392,3,0,unknown,no
9358,58,49,yes,no,,75,2,0,unknown,no
9359,33,1082,yes,yes,cellular,351,1,0,unknown,no
9360,31,5691,yes,no,cellular,357,1,0,unknown,no
9361,46,916,yes,no,cellular,472,2,0,unknown,no
9362,42,325,yes,no,unknown,97,4,0,unknown,no
9363,46,0,yes,yes,cellular,239,2,2,failure,no
9364,47,2475,yes,no,cellular,1476,4,0,unknown,no
9365,,3717,no,no,,235,1,0,unknown,no
9366,53,288,no,no,unknown,69,1,0,unknown,no
9367,,1130,yes,no,cellular,236,5,0,unknown,no
9368,39,2715,yes,no,unknown,201,3,0,unknown,no
9369,57,23,yes,no,telephone,25,8,0,unknown,no
9370,29,0,no,no,cellular,437,2,0,unknown,no
9371,32,-84,yes,no,,426,1,0,unknown,no
9372,,290,yes,no,,369,1,0,unknown,no
9373,34,36,no,no,telephone,55,1,0,unknown,no
9374,35,-488,yes,no,unknown,97,4,0,unknown,no
9375,55,-473,yes,no,unknown,233,1,0,unknown,no
9376,,1272,yes,no,cellular,117,1,1,failure,no
9377,32,0,no,no,cellular,162,4,0,unknown,no
9378,50,-6,yes,no,unknown,92,2,0,unknown,no
9379,56,510,yes,no,cellular,288,1,0,unknown,no
9380,36,818,yes,yes,cellular,96,4,0,unknown,no
9381,49,543,yes,no,unknown,213,3,0,unknown,no
9382,,7867,yes,yes,unknown,306,3,0,unknown,no
9383,32,1212,yes,no,unknown,463,2,0,unknown,no
9384,35,533,no,no,cellular,221,12,0,unknown,no
9385,48,291,yes,no,telephone,350,2,0,unknown,no
9386,40,573,yes,no,cellular,329,1,0,unknown,no
9387,55,1279,yes,no,cellular,446,3,8,other,no
9388,50,280,yes,no,unknown,61,23,0,unknown,no
9389,55,574,yes,no,cellular,243,2,0,unknown,no
9390,26,658,no,yes,telephone,34,4,0,unknown,no
9391,34,2019,yes,yes,unknown,102,1,0,unknown,no
9392,45,22815,no,no,cellular,653,8,0,unknown,no
9393,44,887,yes,no,cellular,519,1,2,failure,no
9394,34,303,yes,no,cellular,50,1,2,failure,no
9395,39,326,yes,no,unknown,115,1,0,unknown,no
9396,,453,yes,no,unknown,384,2,0,unknown,no
9397,27,0,no,yes,cellular,46,1,0,unknown,no
9398,41,4063,yes,no,cellular,14,5,2,failure,no
9399,45,2403,no,no,,207,1,0,unknown,no
9400,28,123,yes,no,cellular,115,1,3,failure,no
9401,39,270,yes,no,unknown,116,1,0,unknown,no
9402,31,424,no,no,cellular,106,1,2,failure,no
9403,31,1230,yes,no,unknown,290,4,0,unknown,no
9404,31,387,yes,no,cellular,228,2,1,failure,no
9405,35,744,yes,no,cellular,1096,1,0,unknown,no
9406,32,696,no,yes,cellular,101,4,4,failure,no
9407,49,4594,no,no,cellular,157,3,0,unknown,no
9408,42,1002,no,no,unknown,109,3,0,unknown,no
9409,31,-173,yes,no,unknown,396,2,0,unknown,no
9410,35,1239,yes,no,cellular,60,2,1,failure,no
9411,31,354,no,yes,cellular,186,2,0,unknown,no
9412,45,375,no,yes,unknown,10,1,6,failure,no
9413,24,3,yes,no,,311,1,0,unknown,no
9414,49,6116,yes,no,cellular,43,1,0,unknown,no
9415,36,4515,yes,no,unknown,408,2,0,unknown,no
9416,28,727,yes,no,unknown,144,4,0,unknown,no
9417,54,3846,yes,yes,,216,2,0,unknown,no
9418,27,1128,yes,no,unknown,88,4,0,unknown,no
9419,,1173,no,yes,cellular,93,1,0,unknown,no
9420,40,27,no,no,cellular,165,6,0,unknown,no
9421,32,328,yes,yes,unknown,271,1,0,unknown,no
9422,41,0,yes,no,,595,2,0,unknown,no
9423,38,-87,yes,no,,531,1,0,unknown,no
9424,35,2830,no,no,unknown,22,12,0,unknown,no
9425,31,4,no,no,unknown,199,4,0,unknown,no
9426,47,0,no,no,unknown,563,2,0,unknown,no
9427,,80,no,no,cellular,202,1,0,unknown,no
9428,29,2768,yes,no,unknown,121,4,0,unknown,no
9429,33,5,yes,no,unknown,12,1,0,unknown,no
9430,89,553,no,no,telephone,2027,5,0,unknown,no
9431,54,-102,yes,no,cellular,164,7,0,unknown,no
9432,72,2079,no,no,,100,1,3,other,no
9433,29,1,yes,no,unknown,215,1,0,unknown,no
9434,41,598,yes,no,cellular,69,3,11,failure,no
9435,39,34,yes,no,cellular,377,3,0,unknown,no
9436,41,-19,yes,no,unknown,201,1,0,unknown,no
9437,31,292,yes,yes,unknown,30,18,0,unknown,no
9438,32,144,yes,no,unknown,260,11,0,unknown,no
9439,52,1113,no,yes,cellular,83,1,0,unknown,no
9440,41,121,yes,no,cellular,456,1,1,failure,no
9441,45,904,yes,yes,,14,9,0,unknown,no
9442,29,-498,yes,no,,99,3,14,failure,no
9443,32,0,yes,no,unknown,138,1,0,unknown,no
9444,35,67,no,no,unknown,60,6,0,unknown,no
9445,54,3967,no,yes,cellular,90,3,0,unknown,no
9446,41,305,yes,no,cellular,174,2,0,unknown,no
9447,,260,yes,no,,175,2,0,unknown,no
9448,59,258,yes,no,,33,1,1,success,no
9449,58,0,no,no,cellular,506,1,0,unknown,no
9450,32,72,no,no,cellular,88,9,0,unknown,no
9451,56,145,yes,no,telephone,124,2,2,other,no
9452,50,2564,yes,no,cellular,124,4,8,failure,no
9453,45,7811,no,no,unknown,143,2,0,unknown,no
9454,59,5744,no,no,unknown,632,1,0,unknown,no
9455,47,673,yes,yes,unknown,118,4,0,unknown,no
9456,,602,no,no,cellular,101,2,0,unknown,no
9457,40,9374,yes,no,cellular,7,8,1,failure,no
9458,37,5016,no,no,cellular,119,1,0,unknown,no
9459,,508,yes,yes,unknown,262,5,0,unknown,no
9460,36,156,yes,no,cellular,219,2,0,unknown,no
9461,33,0,yes,no,cellular,310,1,0,unknown,no
9462,32,12,no,no,cellular,321,1,0,unknown,no
9463,53,7984,yes,no,cellular,151,1,0,unknown,no
9464,33,255,yes,yes,cellular,588,2,2,failure,no
9465,36,211,yes,no,unknown,146,2,0,unknown,no
9466,43,1854,no,no,,131,2,1,success,no
9467,45,-497,yes,yes,cellular,217,1,1,failure,no
9468,52,431,no,no,cellular,73,17,0,unknown,no
9469,48,-314,yes,no,,7,5,0,unknown,no
9470,40,552,no,no,cellular,761,8,0,unknown,no
9471,31,465,yes,no,cellular,259,3,0,unknown,no
9472,,544,yes,no,unknown,257,2,0,unknown,no
9473,54,-636,yes,no,unknown,324,3,0,unknown,no
9474,,7780,no,no,telephone,364,1,1,other,no
9475,55,274,no,no,cellular,7,5,0,unknown,no
9476,33,1148,no,no,cellular,299,1,0,unknown,no
9477,,67,no,yes,unknown,156,3,0,unknown,no
9478,59,914,no,no,cellular,192,1,0,unknown,no
9479,40,1293,yes,no,cellular,128,3,0,unknown,no
9480,45,111,yes,no,cellular,173,1,0,unknown,no
9481,,937,no,no,cellular,90,1,2,failure,no
9482,,605,yes,no,unknown,200,1,0,unknown,no
9483,58,1457,yes,no,cellular,144,4,0,unknown,no
9484,38,1617,yes,no,cellular,691,1,0,unknown,no
9485,57,29207,yes,no,,232,2,0,unknown,no
9486,31,812,yes,no,cellular,245,1,0,unknown,no
9487,,324,no,no,cellular,875,1,4,success,no
9488,26,1327,no,no,cellular,171,4,0,unknown,no
9489,30,482,no,no,cellular,86,1,0,unknown,no
9490,49,134,yes,yes,unknown,265,2,0,unknown,no
9491,36,347,no,no,cellular,167,2,0,unknown,no
9492,37,1824,yes,no,cellular,112,2,2,other,no
9493,55,410,no,yes,cellular,221,2,0,unknown,no
9494,36,-38,yes,no,,784,1,0,unknown,no
9495,31,581,yes,no,cellular,845,1,6,failure,no
9496,30,3100,yes,no,,154,4,0,unknown,no
9497,36,0,yes,yes,,201,4,0,unknown,no
9498,50,1138,no,no,cellular,219,10,0,unknown,no
9499,53,0,no,no,cellular,209,5,0,unknown,no
9500,,304,yes,yes,,323,1,0,unknown,no
9501,31,313,yes,no,cellular,114,2,0,unknown,no
9502,49,1898,no,no,,159,1,0,unknown,no
9503,35,142,yes,no,cellular,315,2,4,failure,no
9504,45,4696,no,no,unknown,99,1,0,unknown,no
9505,30,135,no,no,cellular,112,2,0,unknown,no
9506,47,574,yes,no,cellular,137,5,0,unknown,no
9507,37,1322,yes,no,cellular,14,8,1,other,no
9508,35,703,no,no,cellular,169,1,0,unknown,no
9509,41,0,no,no,cellular,91,2,0,unknown,no
9510,35,1,yes,no,cellular,173,8,0,unknown,no
9511,60,55,no,no,,207,1,0,unknown,no
9512,58,786,yes,no,unknown,165,3,0,unknown,no
9513,28,22,yes,no,,59,3,0,unknown,no
9514,57,890,no,no,cellular,343,4,0,unknown,no
9515,35,451,yes,no,cellular,220,6,0,unknown,no
9516,54,59,yes,no,cellular,268,1,0,unknown,no
9517,31,15,no,no,cellular,119,2,0,unknown,no
9518,32,15341,no,no,unknown,738,3,0,unknown,no
9519,56,-273,no,no,,119,2,0,unknown,no
9520,35,28,no,yes,cellular,259,1,0,unknown,no
9521,33,58,no,no,,144,2,0,unknown,no
9522,50,103,yes,no,,109,4,6,failure,no
9523,46,244,yes,no,unknown,244,1,0,unknown,no
9524,35,0,no,no,unknown,115,4,0,unknown,no
9525,49,880,yes,yes,cellular,22,3,0,unknown,no
9526,56,-141,no,no,cellular,101,4,0,unknown,no
9527,33,447,yes,no,unknown,180,2,0,unknown,no
9528,37,62,no,no,cellular,404,2,0,unknown,no
9529,30,148,no,no,cellular,206,1,0,unknown,no
9530,,79,yes,no,cellular,219,3,0,unknown,no
9531,29,9,yes,no,cellular,262,3,0,unknown,no
9532,32,578,no,yes,cellular,29,2,0,unknown,no
9533,29,-382,yes,no,cellular,35,2,0,unknown,no
9534,50,888,no,yes,telephone,160,3,0,unknown,no
9535,58,382,no,no,cellular,460,2,0,unknown,no
9536,30,1390,no,no,cellular,552,4,0,unknown,no
9537,52,-104,no,yes,cellular,124,1,0,unknown,no
9538,39,22,yes,no,unknown,493,1,0,unknown,no
9539,,-36,yes,no,cellular,190,1,1,failure,no
9540,,130,no,no,cellular,547,3,0,unknown,no
9541,38,77,no,no,,441,4,0,unknown,no
9542,30,1031,no,no,unknown,7,1,0,unknown,no
9543,52,92,no,yes,cellular,469,7,0,unknown,no
9544,40,1063,yes,yes,cellular,264,2,0,unknown,no
9545,37,0,yes,yes,cellular,101,3,0,unknown,no
9546,30,282,yes,yes,unknown,148,2,0,unknown,no
9547,51,1394,yes,no,cellular,115,1,0,unknown,no
9548,27,16,no,no,unknown,193,1,0,unknown,no
9549,35,975,yes,no,cellular,102,1,0,unknown,no
9550,47,12276,no,no,unknown,77,5,0,unknown,no
9551,29,313,yes,no,cellular,172,2,3,other,no
9552,52,1648,yes,no,cellular,172,3,0,unknown,no
9553,43,6,no,no,cellular,58,1,1,failure,no
9554,31,1127,yes,no,telephone,43,1,1,failure,no
9555,54,1070,no,no,cellular,373,4,0,unknown,no
9556,59,1040,no,no,cellular,123,2,0,unknown,no
9557,51,50,yes,yes,unknown,121,1,0,unknown,no
9558,,62,yes,no,telephone,45,1,0,unknown,no
9559,,-755,yes,yes,unknown,312,1,0,unknown,no
9560,46,4707,yes,no,unknown,93,8,0,unknown,no
9561,30,925,no,no,,240,1,0,unknown,no
9562,42,0,yes,no,cellular,73,5,0,unknown,no
9563,39,867,yes,no,unknown,481,1,0,unknown,no
9564,31,-201,yes,no,cellular,81,4,0,unknown,no
9565,35,120,yes,no,unknown,245,2,0,unknown,no
9566,,61,no,yes,unknown,21,1,0,unknown,no
9567,42,0,yes,no,unknown,471,2,0,unknown,no
9568,57,687,yes,yes,telephone,107,3,0,unknown,no
9569,38,38,no,no,cellular,105,2,0,unknown,no
9570,29,2806,no,no,cellular,294,1,5,other,no
9571,46,-27,yes,no,cellular,289,1,0,unknown,no
9572,48,2498,no,no,cellular,98,2,0,unknown,no
9573,33,390,no,no,cellular,460,2,0,unknown,no
9574,59,-423,yes,yes,cellular,84,1,0,unknown,no
9575,23,1587,yes,yes,cellular,502,2,0,unknown,no
9576,37,288,yes,no,cellular,159,6,0,unknown,no
9577,40,822,yes,yes,cellular,155,2,3,failure,no
9578,44,-222,yes,no,unknown,112,3,0,unknown,no
9579,37,197,yes,no,unknown,251,3,0,unknown,no
9580,28,159,yes,no,telephone,345,2,0,unknown,no
9581,39,681,yes,no,unknown,170,1,0,unknown,no
9582,57,0,no,yes,cellular,125,2,0,unknown,no
9583,38,495,yes,no,unknown,297,1,0,unknown,no
9584,60,414,no,no,cellular,147,1,0,unknown,no
9585,38,151,yes,no,cellular,50,1,0,unknown,no
9586,26,2572,yes,no,cellular,620,1,0,unknown,no
9587,32,320,yes,no,unknown,198,2,0,unknown,no
9588,35,304,yes,no,cellular,274,2,0,unknown,no
9589,30,1299,no,no,cellular,515,2,0,unknown,no
9590,37,740,yes,no,cellular,434,3,2,failure,no
9591,36,537,no,yes,,206,6,0,unknown,no
9592,34,1581,yes,yes,unknown,52,11,0,unknown,no
9593,28,708,yes,no,,339,5,0,unknown,no
9594,37,178,yes,yes,unknown,72,1,0,unknown,no
9595,31,671,yes,no,unknown,193,3,0,unknown,no
9596,34,3,yes,no,telephone,26,1,0,unknown,no
9597,28,981,yes,no,cellular,225,1,0,unknown,no
9598,38,1042,yes,no,cellular,419,2,0,unknown,no
9599,80,1021,no,no,telephone,37,1,0,unknown,no
9600,59,1035,yes,yes,cellular,223,1,0,unknown,no
9601,,1114,yes,no,cellular,1195,2,1,other,no
9602,29,98,no,no,cellular,170,2,0,unknown,no
9603,39,24,yes,no,,79,4,0,unknown,no
9604,,486,no,no,cellular,335,3,0,unknown,no
9605,41,727,yes,no,cellular,246,1,0,unknown,no
9606,48,-205,yes,yes,cellular,112,1,0,unknown,no
9607,,895,yes,no,cellular,820,3,0,unknown,no
9608,,319,no,no,,124,3,0,unknown,no
9609,36,206,yes,no,unknown,183,1,0,unknown,no
9610,31,-414,yes,no,cellular,1369,3,0,unknown,no
9611,35,-1489,yes,yes,unknown,177,1,0,unknown,no
9612,30,0,no,no,cellular,74,1,0,unknown,no
9613,26,249,yes,no,cellular,235,3,5,failure,no
9614,32,927,no,no,cellular,282,1,0,unknown,no
9615,,515,yes,no,cellular,182,1,0,unknown,no
9616,48,1060,yes,no,cellular,87,2,3,failure,no
9617,,308,no,no,cellular,266,5,0,unknown,no
9618,34,808,yes,yes,cellular,20,3,0,unknown,no
9619,27,431,yes,no,unknown,286,2,0,unknown,no
9620,,396,yes,no,unknown,104,1,0,unknown,no
9621,35,-89,yes,no,,75,1,1,failure,no
9622,40,-253,yes,no,cellular,177,1,0,unknown,no
9623,39,0,yes,no,,793,2,0,unknown,no
9624,19,60,no,no,cellular,253,1,0,unknown,no
9625,,695,yes,no,,270,1,10,failure,no
9626,25,1141,yes,no,cellular,718,1,1,failure,no
9627,38,791,yes,no,unknown,89,2,0,unknown,no
9628,62,1381,no,no,,1020,1,0,unknown,no
