Sex,Education Level,Renew,Online Activity,Marital Status,Monthly Income,Months with Company,Brand Loyalty,Location Code,City,Years after high school graduation
Female,High School,Yes,6.920165019052974,Single,3472.3913740121093,35.0,-0.07192122864596961,Suburban,,46.0
Female,College,Yes,5.171295143694991,Single,3906.3465151259375,47.0,-0.3367481869712595,Urban,London,34.0
Male,High School,No,4.771399217389835,Married,4050.9344810774237,96.0,-0.21704898863126143,Rural,Manchester,39.0
Male,College,No,5.323510670001353,Divorced,5033.765799137032,76.0,-0.662982667881876,Suburban,Manchester,33.0
Female,Graduate School,No,4.181309981745812,Married,5496.361831797645,11.0,1.3570607368583898,Rural,London,39.0
Female,Graduate School,Yes,6.689831214232035,Single,6271.091992281457,68.0,-0.14547516444676709,Urban,London,31.0
Female,Graduate School,No,4.6324585736712915,Divorced,3435.5849091257287,45.0,0.5931261196667037,Rural,Manchester,38.0
Female,High School,No,3.8269441119527534,Married,4538.234946360234,59.0,1.167818966366694,Suburban,Manchester,38.0
Female,High School,No,4.389897417851685,Single,4086.001860373132,72.0,-0.08056863685922469,Suburban,Manchester,35.0
Male,College,Yes,6.221965077234793,Divorced,5009.6678208893045,74.0,-0.7655171138594806,Urban,Manchester,30.0
Male,Graduate School,Yes,5.371733700117979,Divorced,4028.213811018718,25.0,0.11149900011478053,Suburban,London,44.0
Female,Graduate School,No,2.4300584872140574,Divorced,6393.497013714061,44.0,0.6326252824714061,Suburban,New Castle,41.0
Female,College,Yes,4.846739208758976,Married,4941.09145306357,,0.37633432977991677,Urban,London,29.0
Female,High School,Yes,6.484357894697401,Single,3594.649775936608,21.0,0.25117301510507456,Rural,New Castle,41.0
Male,High School,No,2.7441611765681486,Married,7008.206267080124,98.0,-0.6560846896584933,Urban,New Castle,34.0
Male,High School,Yes,6.907868967226163,Divorced,4150.84234264468,55.0,-0.3226411012899871,Urban,London,26.0
Female,Graduate School,,4.210750159771091,Single,5668.339104494748,48.0,-0.6101128643647847,Rural,New Castle,33.0
Male,High School,Yes,5.7264897514507345,Divorced,5997.065072144123,68.0,-0.07073405023268234,Suburban,London,27.0
Male,High School,No,4.089305169649064,Married,3436.8930119336046,72.0,0.03408495569920261,Suburban,Manchester,28.0
Female,College,No,5.056485701835328,Married,5895.333944220156,78.0,-1.2514457109276376,Urban,London,22.0
Male,College,Yes,5.635176970893076,Single,4630.957180405834,40.0,,Urban,Manchester,52.0
Female,College,No,4.606504466969522,Divorced,,17.0,0.7506640968475702,Suburban,Manchester,
Female,,,5.233507984404186,Married,4582.670831665272,64.0,-0.6958607008353123,Rural,New Castle,25.0
Female,High School,Yes,5.806518317091032,Divorced,3160.539616057488,19.0,0.01673840905002677,Suburban,New Castle,24.0
Male,High School,Yes,6.381224420478677,Divorced,3948.4038398494304,66.0,-0.5481358433344922,Suburban,New Castle,23.0
Male,Graduate School,No,4.877508402260569,Single,4231.651246789982,64.0,-0.11760811532674281,Rural,Manchester,34.0
Male,Graduate School,Yes,7.870061025804337,Single,6607.1938750162335,57.0,0.4401510737467562,Suburban,New Castle,24.0
Female,,Yes,2.9787754171034635,Single,4718.943520264581,46.0,-0.42390975949765686,Urban,New Castle,38.0
Male,High School,Yes,5.065212121276811,Married,5209.246866932279,66.0,-0.5714301232478298,Urban,New Castle,
Female,Graduate School,Yes,7.789877863050952,Divorced,,39.0,0.13455323522248752,Urban,New Castle,19.0
Female,Graduate School,Yes,6.645110191795714,Married,6156.637379555476,39.0,0.4783686335594859,Suburban,,44.0
Male,College,Yes,8.51060832456133,Single,4500.694257982743,25.0,0.3332198984715028,Suburban,London,32.0
Female,Graduate School,Yes,4.058962845894857,Divorced,5493.0044084703495,56.0,-0.2129341782973071,Rural,London,26.0
Male,High School,Yes,8.26249069635323,Divorced,6480.574150240596,49.0,0.5747487953346353,Suburban,Manchester,29.0
Male,College,Yes,7.935125901497207,Single,5049.852527862622,39.0,0.3330864429334486,Suburban,Manchester,39.0
Male,College,Yes,7.231247586831545,Single,4379.229152196812,49.0,-0.1729536277483764,Urban,London,45.0
Male,Graduate School,No,5.0981707305477055,Married,3143.5100120745255,59.0,0.28645921083349557,Rural,London,21.0
Male,High School,Yes,5.145369224460739,Divorced,3545.760902598016,29.0,-0.05137328588861484,Suburban,Manchester,24.0
Female,Graduate School,Yes,7.916465165521107,Married,5487.912113394473,60.0,-0.21641601000036922,Urban,Manchester,35.0
Female,College,No,3.8236204936612834,Married,4273.925818129237,56.0,0.09947903121493307,Rural,London,37.0
Male,High School,No,5.058619500656664,,5022.724308332021,74.0,-0.5110331810219351,Rural,Manchester,37.0
Male,College,Yes,6.084978687379922,Divorced,5959.543469348556,49.0,0.11006439870727364,Urban,London,34.0
Female,College,No,4.7428073689206585,,5329.992290953007,51.0,0.5654491042073213,Rural,Manchester,38.0
Male,Graduate School,No,3.938715407104311,Single,4810.555706012398,54.0,0.1154037061016176,Suburban,London,34.0
Female,Graduate School,No,5.0570051095912625,Married,4051.293417409314,59.0,-0.3451520216398345,Suburban,New Castle,21.0
Male,College,Yes,6.190757326371997,Single,4583.476785463316,35.0,0.17071364892282653,Urban,New Castle,34.0
Male,Graduate School,Yes,6.280304237872104,Divorced,5905.67442963008,42.0,0.4050348263708101,Suburban,London,52.0
Male,College,Yes,6.386961766759631,Divorced,3107.127196698262,23.0,-0.022718887072500915,Urban,London,38.0
Female,High School,Yes,7.521529483625177,Divorced,5851.106725249877,57.0,0.09264852038211085,Suburban,London,29.0
Female,College,Yes,7.550315820585108,Divorced,4429.86945639736,1.0,0.8299434009678781,Urban,Manchester,35.0
Male,College,Yes,6.823642256127103,Divorced,4182.651113047963,56.0,-0.435959231338237,Urban,Manchester,37.0
Male,High School,No,3.8742430123386273,Divorced,5900.794664795181,71.0,-0.16659212852249228,Urban,New Castle,15.0
Male,High School,Yes,6.626285342753172,,6207.315779042263,41.0,0.3646739793302911,Urban,New Castle,36.0
Male,Graduate School,Yes,7.7138206023099,Single,4018.702743518416,43.0,-0.22932964376201848,Urban,,38.0
Male,High School,Yes,7.036013091359315,Married,4092.494608193235,30.0,0.2630278253066446,Suburban,Manchester,37.0
Male,College,No,5.793667878132166,Single,3618.4551457735047,43.0,0.42877601824822564,Urban,New Castle,39.0
Male,College,No,2.9590939101773106,Married,,57.0,0.6992191788243016,Rural,London,38.0
Male,Graduate School,Yes,6.8604536050189155,Single,6905.780696663507,43.0,0.7187182286535279,Urban,New Castle,25.0
Male,Graduate School,No,3.099935452870444,Married,6459.2643795938275,66.0,-0.23212596809890124,Rural,Manchester,31.0
Male,Graduate School,Yes,7.527870285249504,Divorced,8333.333333333334,41.0,1.0643497695141724,Urban,London,37.0
Female,High School,No,3.560992881368316,Married,3071.3568779469856,36.0,-0.6080050501194086,Rural,London,12.0
Female,College,No,3.7413448066012687,Single,5690.898018056696,46.0,0.5754566179479765,Rural,New Castle,38.0
Female,Graduate School,No,3.991953217287697,Divorced,5247.128162718094,83.0,0.015102214443847628,Urban,New Castle,29.0
Female,High School,No,4.340431619537562,Single,4298.909901864774,46.0,0.08137640846177718,Rural,New Castle,34.0
Female,High School,Yes,7.152541793761296,Single,5807.8046643859725,63.0,-0.18814569437452064,Urban,London,35.0
Male,College,Yes,5.738909184602698,Divorced,4346.585721023617,43.0,-0.10070888349867822,Rural,New Castle,31.0
Male,High School,No,,Single,4871.702103950789,61.0,0.2160218736788806,Rural,Manchester,42.0
Female,High School,No,2.9894916811519723,Single,6166.643620068406,44.0,0.6738676909468034,Urban,London,27.0
Male,College,No,3.8193279597484873,Married,4760.923246893192,69.0,-0.7691425144940807,Rural,Manchester,51.0
Male,College,Yes,7.124930008781119,Divorced,4632.415522814589,21.0,0.5709526212696574,Urban,Manchester,20.0
Male,Graduate School,Yes,5.460065787632568,Divorced,6107.468541085076,45.0,0.38031509170283295,Urban,Manchester,15.0
Female,High School,Yes,4.959943012446342,Divorced,4216.117211909798,27.0,,Suburban,New Castle,33.0
Male,College,No,3.8966006484731937,Single,3755.0993377915684,79.0,-0.6759700691911761,Urban,New Castle,35.0
Male,College,Yes,7.636973132763837,Divorced,5961.791192873474,40.0,0.7118896202432087,Urban,London,35.0
Female,Graduate School,No,4.7186031277179925,Married,3747.88544599042,69.0,-0.3492032629199412,Suburban,London,48.0
Male,College,No,5.869487481611948,Divorced,4946.770889547861,100.0,0.46788245477993695,Suburban,Manchester,27.0
Male,Graduate School,Yes,7.643753845075464,Divorced,5158.143930593558,41.0,0.46252756707271625,Urban,Manchester,37.0
Female,College,Yes,3.640953172576716,Divorced,4013.2900416265334,58.0,-0.8505141695154632,Urban,New Castle,36.0
Male,High School,No,5.652088931605456,Married,2835.5805974509713,108.0,-0.7464990550674325,Rural,Manchester,34.0
Male,High School,Yes,5.397771639754631,Single,3535.1385616700754,5.0,0.4295012401367584,Suburban,London,24.0
Male,College,No,2.518121042625661,Single,6268.419808119579,57.0,0.28451494211527656,Rural,London,32.0
Female,High School,Yes,6.688002725985525,Married,4554.896042152795,13.0,0.5674136390876031,Suburban,New Castle,27.0
Male,High School,No,2.6052459320970427,Divorced,5833.074413798921,59.0,-0.15877388137114085,Rural,New Castle,39.0
Male,College,Yes,8.848405778050994,Divorced,7973.1118542340755,84.0,0.09895141428935594,Urban,New Castle,33.0
Female,High School,Yes,6.469133278717785,Divorced,6094.02990751628,70.0,-0.21096722419606315,Urban,Manchester,27.0
Female,Graduate School,Yes,8.173392348155701,Single,5314.649383043068,45.0,0.24391033326958728,Urban,New Castle,25.0
Female,High School,Yes,4.642002137713435,Single,1250.0,23.0,-0.7132176857661148,Suburban,London,31.0
Male,High School,Yes,6.1629882193593835,Single,4795.796219438185,33.0,0.18891368911924877,Urban,New Castle,21.0
Female,High School,Yes,5.9089069253808795,Divorced,5588.366012745304,64.0,-0.26473005324836707,Rural,Manchester,
Male,College,Yes,6.6452946387264715,Divorced,,35.0,0.3266178491160995,Suburban,London,32.0
Male,Graduate School,No,4.797335210933547,Married,4826.340833229722,56.0,-0.08945155960724524,Suburban,Manchester,32.0
Female,High School,Yes,4.569697226750561,Single,6946.642121135678,44.0,0.4014509409581348,Urban,Manchester,29.0
Female,High School,No,4.208299111733344,Married,5720.929369696536,42.0,0.19931880790707807,Rural,New Castle,37.0
Female,College,No,4.221019518525809,Divorced,6329.522502825075,51.0,0.3393678830565582,Rural,New Castle,35.0
Male,,No,4.073993984574525,Married,4707.581438360783,73.0,0.9080349816083491,Rural,London,41.0
Female,High School,Yes,8.219376169010122,Single,6628.254608244835,65.0,0.09462378378246172,Urban,Manchester,44.0
Male,High School,No,3.046949663557727,Divorced,4519.379218722825,,0.33571561902720415,Rural,Manchester,41.0
Male,High School,No,4.0294200093219965,Married,,49.0,-0.4657887075715639,Rural,New Castle,38.0
Male,College,No,5.123956388562794,Married,3900.0614887136944,67.0,-0.7556646013635243,Suburban,Manchester,26.0
Male,High School,No,4.1135248421498645,Married,5485.3085430861565,58.0,0.14542710238934198,Rural,London,36.0
Female,College,No,5.128471315246726,Divorced,5272.207437839315,45.0,0.17832468653060712,Rural,London,35.0
Male,Graduate School,Yes,5.734098388306264,Divorced,3751.56706966435,30.0,-0.022128140935972762,Urban,New Castle,30.0
Male,High School,Yes,7.486307738721353,Divorced,5279.768478167305,42.0,0.42203460845680774,Rural,Manchester,16.0
Male,College,No,3.4650951045149374,Married,6741.273588791727,63.0,0.40641670325201273,Suburban,New Castle,48.0
Female,College,Yes,5.25658367838833,,5400.756271903218,55.0,-0.20446618038883577,Suburban,New Castle,38.0
Female,College,Yes,6.182212904943314,Single,4874.897783923145,50.0,0.09102887104613688,Urban,New Castle,49.0
,College,Yes,6.279890205442203,Divorced,7581.385272400822,85.0,-0.005131086830417436,Urban,New Castle,31.0
Male,College,No,5.953632313306292,Divorced,4729.553570117685,66.0,0.07751850127526877,Suburban,Manchester,29.0
Male,High School,Yes,5.747038396765407,Divorced,4834.306746740517,60.0,-0.3285095526626213,,Manchester,29.0
Male,High School,Yes,5.944086848508162,Single,4165.005913708284,49.0,-0.6000851457186425,Rural,London,24.0
Female,Graduate School,Yes,5.471236740596066,Single,4688.181344505148,32.0,0.07130337700924327,Urban,,24.0
Male,College,Yes,6.113079615244579,Divorced,5193.424313333228,54.0,-0.1084304259696862,Rural,London,36.0
Male,College,Yes,6.9104274573776,Divorced,5647.174415311096,52.0,0.08657695857114461,Suburban,London,43.0
Male,College,No,3.040545063165924,Married,6215.954388443992,56.0,0.5505611303590731,Suburban,Manchester,37.0
Male,Graduate School,No,,Married,6041.248365801165,68.0,-0.18512855482671403,Suburban,London,39.0
Female,High School,Yes,3.80598405119262,Divorced,4005.0965040989686,13.0,0.1427093366446956,Urban,London,24.0
Female,High School,Yes,4.786686125854479,Single,4545.795531193351,43.0,-0.23514597663173323,Urban,London,38.0
Male,College,Yes,6.996529091576168,Single,7027.8351068311285,47.0,0.5813705168763492,Rural,New Castle,51.0
,High School,Yes,6.174405304505155,Divorced,6798.115834872836,64.0,0.1563479217062288,Urban,New Castle,35.0
Male,High School,No,3.3995019780369184,Single,5518.734659604844,46.0,-0.3346134633272147,Rural,Manchester,47.0
Male,High School,Yes,7.11822429705443,Single,3093.7078765977,35.0,-0.4132947891219417,Urban,London,24.0
Female,High School,No,3.943164520710476,Married,4880.118436384895,87.0,-0.3814209758522942,Suburban,Manchester,26.0
Male,High School,Yes,7.072879371397106,Divorced,3962.1749387222153,17.0,0.19778924944674742,Suburban,New Castle,25.0
Female,High School,No,3.933642103229035,Single,,60.0,-0.10319462905260275,Suburban,London,29.0
Male,High School,No,5.898615809965047,Married,4303.435414429517,80.0,-0.4151723640192243,Rural,New Castle,32.0
Male,High School,Yes,8.445374939997366,Single,7917.638399468281,48.0,1.0112478744932978,Suburban,Manchester,38.0
Female,College,Yes,5.505788536483951,Single,4647.971559233997,37.0,-0.08914882053437238,Urban,London,40.0
Male,Graduate School,Yes,6.804436645058141,Single,3709.4244804113546,9.0,0.34063053194962356,Urban,London,34.0
Female,College,No,4.6422266429393435,Married,5557.399932362805,55.0,-0.18008290058436938,Rural,London,44.0
,Graduate School,,4.951604257190013,Single,4528.572506702962,95.0,-0.8116975052543681,Rural,London,23.0
Male,Graduate School,Yes,5.4224524705594925,Single,5779.102164882768,60.0,-0.27843522318814057,Rural,Manchester,40.0
Female,Graduate School,No,5.281458249868467,Married,4294.302460415172,76.0,-0.29404063758864785,,Manchester,27.0
Male,High School,Yes,6.695366748428983,Single,5067.129551298553,22.0,0.757791712939551,Urban,London,42.0
Male,College,No,5.233639379857934,Divorced,3075.591506754079,37.0,0.704091616090299,Rural,Manchester,23.0
Male,High School,Yes,5.642157909369358,Single,6153.593695274399,36.0,0.34623637808516694,Urban,Manchester,42.0
Female,Graduate School,Yes,6.920973943626734,Divorced,2847.7773411245485,58.0,-1.042171732639253,Rural,Manchester,19.0
Male,College,Yes,5.446479059715539,Divorced,5044.43081505421,24.0,0.4360836367771256,Suburban,New Castle,21.0
Male,College,No,3.787395966296006,Married,5124.998216146014,11.0,0.5380857576812841,Rural,Manchester,32.0
Female,Graduate School,Yes,6.572481865694741,Single,5249.078018314016,50.0,0.004796304691812969,Suburban,London,20.0
Female,High School,No,4.282479984513698,Married,3426.833265416455,83.0,0.16469476209802486,Rural,New Castle,22.0
Female,College,No,5.984159839111685,Single,4196.667954313466,46.0,-0.03080522949459663,Urban,New Castle,38.0
Male,Graduate School,No,4.023346943922058,Married,3986.8984091080706,84.0,-1.0761172647792598,Rural,New Castle,33.0
Male,College,Yes,5.65465615463854,Divorced,4741.676582834683,48.0,-0.2362032740808371,Urban,Manchester,26.0
Male,College,No,,Single,5493.179991924077,52.0,-0.4822553193967146,Rural,Manchester,33.0
Male,College,Yes,8.128780872820919,Single,6303.153535889324,68.0,-0.024938527495244944,Rural,Manchester,47.0
Female,High School,Yes,8.31496847322845,Divorced,3632.0982213546613,53.0,-0.5885968038906569,Urban,Manchester,36.0
Female,Graduate School,Yes,5.052670384430198,Married,4427.797137851332,61.0,-0.25335858504873154,Urban,New Castle,42.0
Male,College,No,5.329537204869168,Single,3998.34835929129,51.0,0.19877977749328862,Rural,New Castle,43.0
Female,Graduate School,Yes,6.7698426191909125,Single,3213.786909810783,12.0,0.15349063510257005,Suburban,New Castle,35.0
Male,Graduate School,Yes,6.91662194366848,Divorced,5103.872722613372,47.0,-0.012766246336480158,Rural,Manchester,51.0
Male,Graduate School,Yes,7.741470701779107,Single,4746.863611718776,44.0,-0.11480849417488481,Suburban,London,27.0
Female,College,Yes,4.295031381367879,Single,5888.870415970957,60.0,-0.1745747111837132,Urban,London,37.0
Female,College,No,4.985863391520317,Married,4168.186691062718,42.0,0.5994611564658229,Rural,London,54.0
Male,High School,Yes,6.713824101345742,Single,6092.6432534149535,43.0,0.5499680656598898,Urban,London,35.0
Male,Graduate School,Yes,6.172003320162847,Divorced,4724.888868674448,50.0,-0.09554018135534652,Suburban,New Castle,30.0
Female,College,No,3.580239328340606,Married,4581.1826921738075,47.0,0.6178350604839928,Rural,New Castle,28.0
Female,Graduate School,Yes,6.760856534400212,Married,6268.010314311148,87.0,-0.4926416243141466,Rural,New Castle,20.0
Male,College,Yes,5.508724131932581,Single,4702.650343944193,57.0,-0.45420193124534414,Suburban,New Castle,27.0
Female,College,,6.539696597888723,Divorced,6703.841971373511,43.0,0.7405892827678288,Urban,London,35.0
Female,College,Yes,6.208736807610872,Single,5353.9850401481,58.0,-0.06280727577471715,Urban,New Castle,35.0
Female,High School,Yes,6.8586210534066545,Divorced,5342.476661619889,30.0,0.611352112743386,Suburban,Manchester,25.0
Male,High School,No,5.138275834161359,Married,4134.454129304004,62.0,0.35034012358600175,Rural,Manchester,37.0
Female,College,Yes,4.413736262833839,Married,3017.423973509837,41.0,-0.6236476153292085,Urban,New Castle,40.0
Male,College,Yes,6.345500609063628,Divorced,5770.653955134134,49.0,0.1535529921922979,,New Castle,13.0
Female,Graduate School,Yes,5.091652738563442,Single,7093.602503306864,64.0,0.013427470450471823,Suburban,New Castle,42.0
Male,High School,Yes,5.256023292278867,Single,4898.681783649685,75.0,-0.4084455597991712,Suburban,London,41.0
Male,College,Yes,4.401283085093393,Single,3304.4176046432462,51.0,-0.7607117502586301,Urban,Manchester,34.0
Male,Graduate School,Yes,5.312968005699034,Divorced,4253.74447009402,38.0,-0.12893137368043478,Urban,Manchester,19.0
Male,College,No,4.932493125317623,Married,4692.418062849401,67.0,-0.34365530046498904,Urban,London,36.0
Male,College,Yes,4.2181523972014325,Divorced,4198.101089612825,43.0,-0.328104427853187,Urban,New Castle,36.0
Male,Graduate School,Yes,6.330958753874519,Divorced,2849.0445879588056,8.0,0.1876233142354098,Urban,New Castle,32.0
Female,College,Yes,6.632975541080265,Married,4060.767183628798,49.0,-0.2945146762904351,Urban,Manchester,32.0
Female,College,Yes,6.082155409427581,Divorced,5744.358243741231,50.0,,Urban,Manchester,19.0
Female,,No,4.214165960674128,Married,3683.680442860005,39.0,0.7604595597550402,Rural,Manchester,23.0
Female,College,Yes,6.1555436527129554,Divorced,5628.438543380143,50.0,0.15283501501775215,Suburban,London,31.0
Male,College,Yes,6.338662921740895,Single,3706.3072496949208,41.0,-0.35509250973014406,Urban,New Castle,20.0
Female,High School,Yes,6.0996919990092,Divorced,6097.750893952834,51.0,0.39465262747657703,Urban,Manchester,33.0
Female,High School,No,4.221132816627472,Single,4588.246922331508,49.0,0.37682924823145136,Rural,London,32.0
Male,College,No,4.100251159379397,Divorced,4984.867337015381,50.0,,Suburban,New Castle,42.0
Male,High School,Yes,5.157014996617109,Single,2879.358081826064,59.0,-1.0814987474758746,Urban,London,35.0
Female,High School,Yes,6.9249188905629495,Single,5024.095528262322,42.0,0.13425450379302262,Urban,New Castle,32.0
Female,High School,Yes,6.620909104618186,Married,5634.232975335122,67.0,-0.2925613884101854,Suburban,New Castle,38.0
Male,High School,Yes,6.2191508626245895,Single,5529.940871561302,46.0,0.16278604033513017,Suburban,New Castle,30.0
Male,College,No,4.647084747834884,Married,5235.873495877764,,0.5877433292185489,Suburban,London,37.0
Female,College,Yes,5.791845898934419,Single,4244.282569080186,47.0,-0.3071158296282936,Urban,London,34.0
Female,Graduate School,Yes,4.834394952928541,Single,4063.815478931131,61.0,-0.763633981253654,Urban,London,44.0
Female,High School,Yes,4.44615564877178,Divorced,3965.4171969489857,47.0,-0.3150440024934844,Urban,Manchester,19.0
Male,Graduate School,No,4.536602923844842,Single,5081.883375392954,76.0,-0.5105910803185273,,New Castle,39.0
Male,Graduate School,Yes,6.8451706927364695,Divorced,2867.9520913000224,35.0,-0.5212526350491667,Urban,London,14.0
Female,College,Yes,6.621502701532271,Divorced,3938.4868474792374,14.0,0.3641693505274931,Urban,Manchester,22.0
Female,,No,5.140791217136536,Married,4058.700040748543,77.0,-0.029069622014044616,Suburban,New Castle,13.0
Female,Graduate School,Yes,6.59459607019789,Single,5011.988991371073,48.0,0.030162640161120247,Suburban,Manchester,24.0
Male,Graduate School,Yes,7.0619670877270435,Divorced,2831.618932850669,24.0,-0.08859755206963708,Suburban,London,37.0
Male,College,No,5.766102683978124,Single,4698.560266358473,51.0,0.4086125038323337,Rural,New Castle,43.0
Male,High School,No,4.068732386837231,Divorced,4737.914173456528,50.0,0.29951735336574997,Rural,New Castle,17.0
Female,College,Yes,6.867002371832159,Married,4753.939432378757,21.0,0.538784294002429,Suburban,New Castle,30.0
Male,Graduate School,Yes,8.617320421818448,Single,5655.563912772734,55.0,0.367323834560354,Rural,London,35.0
Male,College,Yes,6.721259545778647,Divorced,6719.52923634461,57.0,0.1648367632869746,Urban,Manchester,32.0
Male,High School,No,5.223111216531916,Married,3618.606603616416,63.0,-0.02005897952059771,Rural,London,44.0
Female,High School,No,4.3645256324734225,Divorced,5415.657629444963,62.0,-0.48533013855785906,Urban,New Castle,21.0
Female,Graduate School,Yes,6.309671622359093,Single,6888.724646249909,56.0,0.3279056295791659,Urban,Manchester,26.0
Male,College,No,3.128863503334912,Married,6404.488603218015,63.0,-0.2387661885738275,Suburban,New Castle,22.0
Female,High School,Yes,4.0376391716476805,Single,2166.185807054254,21.0,-0.42262583570314755,Suburban,New Castle,44.0
Male,Graduate School,Yes,3.3817000737863268,,5172.832344136498,80.0,-0.8502265148928018,Suburban,Manchester,37.0
Male,College,Yes,5.632665917974974,Married,2669.50747304,13.0,-0.06322034231727672,Urban,Manchester,32.0
Male,Graduate School,Yes,6.920223920042018,Divorced,6420.563856509188,48.0,0.20207715248091346,Urban,New Castle,42.0
Female,College,No,4.312134766860102,Married,5319.533001949249,62.0,0.35075122094993627,Rural,Manchester,39.0
Female,College,Yes,4.639555389024475,Single,3346.0507450166724,31.0,-0.35675815652445764,Suburban,Manchester,34.0
Female,College,No,5.292993373498178,Divorced,4406.262606973593,45.0,0.8868545050346621,Suburban,London,44.0
Female,Graduate School,No,,Divorced,5169.442499811751,58.0,0.020763100827537878,Rural,London,35.0
Male,Graduate School,Yes,7.772920467596513,Single,4937.154615009466,24.0,0.5836483899032209,Suburban,Manchester,29.0
Female,Graduate School,Yes,7.544623001449565,Divorced,4578.053129441823,54.0,-0.16584250691028024,Suburban,London,36.0
Male,Graduate School,No,1.0,Married,5831.929813032899,44.0,-0.12448278880459553,Urban,New Castle,17.0
Female,High School,Yes,5.897711984909625,Single,5722.600661611814,43.0,-0.08932689019898356,Suburban,New Castle,31.0
Male,High School,No,3.102876230867469,Single,5210.3608806359625,37.0,0.7488894546320712,Rural,New Castle,52.0
Female,High School,Yes,8.29698723670672,Single,5419.10110372276,59.0,-0.10641260234845022,Urban,New Castle,31.0
Male,High School,Yes,7.736584808102458,Married,6655.174025603164,49.0,0.5597706865043386,Urban,Manchester,40.0
Female,College,No,4.594153108415316,Divorced,5544.05677495895,43.0,0.3071902991781128,Suburban,New Castle,44.0
Female,High School,Yes,7.046535745738936,Single,6046.4848870087935,50.0,0.20927771474416645,,Manchester,30.0
Female,Graduate School,Yes,8.17191596869189,Divorced,5585.483288848447,65.0,0.07162397342345583,Rural,Manchester,27.0
,College,Yes,6.079711292774668,Single,3413.914132751286,39.0,-0.42064811515159883,Urban,London,27.0
Female,Graduate School,No,4.111650633891264,Married,,55.0,0.1883361516637609,Suburban,Manchester,46.0
Female,College,No,2.2897776519791435,Divorced,6233.594470370419,87.0,-0.1851196587324571,Rural,New Castle,44.0
Female,High School,No,3.6422828851677806,Married,6004.1747058966275,52.0,-0.4766871436834362,Rural,London,36.0
Female,High School,Yes,6.163498599020489,Divorced,6069.053168518496,43.0,0.35599830026109214,Urban,New Castle,35.0
,High School,Yes,5.298408294253361,Divorced,4214.824973691977,49.0,-0.5333933804568338,Urban,London,45.0
Male,College,No,4.0721630181944235,Married,4268.628560777033,73.0,-0.3336361536331365,Rural,London,35.0
Female,Graduate School,Yes,6.982082927060207,Divorced,5703.368604556759,66.0,-0.17304804626814518,Urban,London,28.0
Male,College,Yes,4.4195095473572765,Divorced,2552.65975009311,9.0,-0.025835955315227366,Suburban,London,25.0
Male,College,Yes,5.002222879266531,Divorced,3541.2999556682444,36.0,-0.11913002169949068,Suburban,London,51.0
Female,Graduate School,Yes,9.187813942044773,Single,4416.515377388,28.0,0.5756942720295052,Urban,New Castle,27.0
Female,Graduate School,No,6.384055426630457,Single,5451.405466188835,74.0,-0.26271984396205667,Rural,London,31.0
Male,Graduate School,Yes,6.008309322429363,Divorced,3509.5872694083996,28.0,-0.052872337174728556,Urban,New Castle,33.0
Female,Graduate School,Yes,5.500020960874822,Divorced,4282.166810700567,23.0,0.2588549018606162,Urban,New Castle,28.0
Male,High School,No,5.059924350513229,Married,4616.244268854258,62.0,0.04707020293873365,Rural,London,33.0
Female,High School,,7.54157654893193,Single,5614.808982603159,53.0,0.018028936608631946,Suburban,Manchester,37.0
Male,High School,Yes,5.623594753373301,Divorced,5268.684719682717,18.0,0.6728730442137967,Urban,London,33.0
Male,College,Yes,7.518128880643787,Single,7364.850446451399,45.0,0.7732403360639698,Urban,Manchester,32.0
Male,College,Yes,7.471689503080624,Divorced,5755.518365755929,52.0,0.23890998529776986,Suburban,New Castle,34.0
Male,College,Yes,6.873604486548283,Divorced,,26.0,0.7402795406357204,Suburban,New Castle,23.0
Female,High School,Yes,5.99676186973547,Divorced,4027.913367949272,44.0,-0.35348042678333175,Rural,Manchester,27.0
Male,Graduate School,No,4.227112460498541,Married,4209.787262264368,31.0,0.7822474960229366,,Manchester,41.0
Male,Graduate School,Yes,7.466735807660003,Divorced,5856.459255660902,52.0,0.19385850948415678,Urban,London,15.0
Female,High School,No,5.530131901585779,Divorced,2466.6894705153272,99.0,-0.7549373445134651,Suburban,London,55.0
Male,Graduate School,Yes,7.03763975526476,Married,4608.200138112307,54.0,-0.3753466552953443,Suburban,London,37.0
Male,High School,No,4.381053192280316,Divorced,4255.03216469625,48.0,-0.04467399431942923,Rural,Manchester,29.0
Female,College,No,5.939072251144502,Divorced,3376.1996362482887,77.0,-0.6014898369362514,Rural,New Castle,40.0
Male,High School,No,5.585779944136535,Single,4245.7015405745115,60.0,0.4377664090347593,Rural,Manchester,35.0
Female,Graduate School,Yes,6.816326116545843,Married,4711.955030278259,56.0,-0.15460256565817465,Urban,Manchester,14.0
Female,High School,Yes,5.389133052859728,Divorced,5908.7387280629955,42.0,0.5174596444374437,Urban,London,38.0
Female,,Yes,5.8409342862154245,Divorced,4797.849161800803,53.0,,Urban,,40.0
Female,College,No,4.586743468477179,Married,5749.234460302055,57.0,-0.04802028884960863,Rural,New Castle,38.0
Female,Graduate School,No,5.322555065687786,Divorced,3239.161585286027,74.0,0.05758818897198931,Suburban,Manchester,37.0
Male,High School,Yes,5.201674414281269,Married,4405.690194266248,36.0,-0.04027008212871505,Urban,Manchester,47.0
