Marital Status,Education Level,Brand Loyalty,Online Activity,Years after high school graduation,Sex,Renew,Annual Income,Location Code,Years with Company,City
Divorced,Graduate School,-0.1523668722707857,6.102862116744756,26.0,Female,Yes,51738.485573886326,Urban,6.0,Manchester
Married,Graduate School,-0.10343287269514392,4.885722550756995,36.0,Female,No,54738.60833733535,Suburban,6.0,London
Single,High School,0.1519602109333371,4.4112092667019125,14.0,Female,Yes,46434.617735516345,Urban,6.0,Manchester
Married,Graduate School,-0.03087613772078933,6.036616834979398,38.0,Male,No,54430.45845645477,Rural,5.0,Manchester
Single,High School,0.5732066096731185,7.2075067270828885,29.0,Male,Yes,38178.17548871984,Urban,6.0,London
Married,Graduate School,0.5342514712073313,8.29851223353234,41.0,Male,No,87362.81692169484,Rural,7.0,London
Single,Graduate School,-0.048090389359473934,6.610925817570504,29.0,Female,Yes,58217.8981288062,Urban,7.0,New Castle
Divorced,College,0.5384057329850297,4.92675352690591,14.0,Female,Yes,61047.45129911839,Urban,5.0,New Castle
Married,College,0.2560137349121654,5.84737913995991,35.0,Male,No,59779.5234909888,Rural,7.0,London
Divorced,High School,-0.746519547110101,6.3014786483310985,24.0,Male,Yes,37450.47537851086,Urban,4.0,New Castle
Divorced,College,0.009401311741800374,6.605852179319816,25.0,Male,Yes,41944.53036094416,Urban,5.0,London
Married,High School,-0.12222715799910328,6.020100482924322,40.0,Female,No,62872.297933768765,Suburban,5.0,Manchester
Divorced,High School,-0.1497923325610898,5.303589557597173,21.0,Female,Yes,38667.90908889357,Urban,5.0,New Castle
Divorced,College,0.9480239591322787,3.1017894787585973,31.0,Female,No,47736.26867857693,Suburban,5.0,London
Divorced,Graduate School,-0.06262905138903818,6.577162727584285,27.0,Female,Yes,64204.217171026794,Urban,6.0,London
Single,Graduate School,0.08740917773391377,2.865445654302293,31.0,Male,No,82182.44666861459,Rural,7.0,London
Divorced,High School,-0.20978072188016395,3.8255260902224264,40.0,Female,No,71871.67898576266,Rural,6.0,London
Married,High School,-0.3238765270799761,6.301123813332764,19.0,Female,Yes,70383.68238099881,Urban,5.0,London
Married,College,0.10909767695098221,5.479225543904099,17.0,Male,No,50569.540497709415,Rural,8.0,New Castle
Divorced,College,0.787522523884168,8.139098656424569,36.0,Male,Yes,46354.45508834621,Urban,8.0,London
Divorced,College,0.20608919489270852,7.372810970799552,20.0,Female,No,62466.07749276469,Rural,4.0,London
Married,College,-0.11765609665371621,4.990945797540401,30.0,Male,Yes,62922.46438995447,Suburban,3.0,New Castle
Married,Graduate School,0.8253684224045357,6.635055692298269,35.0,Female,No,69066.99334368372,Urban,4.0,Manchester
Divorced,Graduate School,1.1203719889440313,3.5373816599853267,12.0,Female,Yes,61572.10260703695,,3.0,London
Married,Graduate School,0.6951402409387242,4.571601369012195,24.0,Male,No,47480.82964849085,Suburban,,New Castle
Married,High School,-0.08383630217494364,5.680885935709835,19.0,Male,Yes,70042.25925670513,Urban,4.0,Manchester
Divorced,High School,0.41423607267276313,5.99490866141528,27.0,Female,Yes,49007.200458442945,Urban,5.0,New Castle
Married,High School,0.023624127057757273,4.9848345936393,43.0,Female,No,53970.65994457549,Rural,7.0,New Castle
Married,Graduate School,0.37511002083258077,,44.0,Female,No,54536.46392643247,Rural,3.0,New Castle
Single,Graduate School,0.2174394469552594,5.60372103679601,29.0,Male,Yes,53627.588640394,Urban,3.0,New Castle
Single,Graduate School,0.2977903524470827,5.482465574378362,29.0,Female,Yes,68046.18156869162,Urban,4.0,Manchester
Divorced,College,-0.0773178287404167,6.829165421814043,30.0,Female,Yes,64190.91307847297,Suburban,6.0,New Castle
Married,High School,-0.4661966658350395,5.446454713349976,30.0,Female,Yes,57876.818288894625,Urban,7.0,
Single,College,-0.578908484660938,6.168997514873769,22.0,Female,Yes,54747.28673320113,Urban,3.0,New Castle
Divorced,Graduate School,0.29586970553365793,6.290854021468909,29.0,Female,No,,,7.0,Manchester
Single,High School,1.0030655757709825,6.309556017616581,28.0,Male,Yes,48240.501915775014,Rural,4.0,New Castle
Single,High School,0.5204316773999653,8.882678377454969,21.0,Male,No,37888.86949242871,Urban,7.0,
Divorced,College,0.8000403374554819,2.8529127311580873,24.0,Male,Yes,83630.57337174311,Urban,1.0,Manchester
Married,College,-0.1378999728457157,9.446840934514892,27.0,Male,No,56380.07094717746,Rural,6.0,New Castle
Single,College,-0.7504361307444486,5.3646176980975,32.0,Female,No,61237.86869090735,Rural,4.0,London
Married,High School,0.3836763278589172,6.224825710701167,35.0,Female,Yes,69738.15786316746,Suburban,5.0,London
Divorced,High School,-0.026380787787409904,3.9485511296434614,10.0,Male,Yes,59884.32141149707,Suburban,5.0,New Castle
Divorced,College,0.4461430685879608,3.2789131996297867,22.0,Female,Yes,86920.64569275969,Suburban,6.0,London
Married,College,0.0011106790121511723,3.483498182102707,47.0,Female,No,68028.40873606507,Rural,,Manchester
Divorced,,1.139175617215269,4.538127381205296,24.0,Male,Yes,70971.09431985744,Urban,7.0,London
Divorced,High School,-1.078038054625719,3.6814501714007637,22.0,Female,Yes,94804.05538798186,Suburban,5.0,Manchester
Divorced,Graduate School,0.09327151678368228,6.150425175337699,30.0,Male,Yes,51993.04514227586,Suburban,6.0,Manchester
Single,High School,-0.04554611977140155,4.501198367449304,17.0,Male,Yes,,Rural,5.0,London
Married,High School,-0.3203142963220788,7.971953342786083,27.0,Female,Yes,54036.08041205461,Urban,5.0,London
Single,Graduate School,-1.188070468294651,8.663660861591666,26.0,Male,No,56045.4798366973,Rural,,Manchester
Single,Graduate School,-0.23107350568564294,5.9320886605053955,32.0,Male,Yes,60424.5745990371,Rural,5.0,London
Single,High School,-0.7274025270132122,,41.0,Female,No,,Rural,3.0,New Castle
Divorced,High School,,4.908865752259769,21.0,Male,No,33149.1994051086,Rural,6.0,London
Single,High School,-0.5391467546291437,9.099047345145,35.0,Male,Yes,51645.924865797046,Rural,4.0,New Castle
Married,College,-0.23968875119720978,5.478249598468013,39.0,Female,No,44553.15139500743,Rural,4.0,Manchester
Divorced,,-0.18346726740872565,4.580400425203345,8.0,Female,Yes,75743.59279121242,Urban,7.0,New Castle
Divorced,Graduate School,,3.869902218284368,19.0,Male,Yes,46589.64448782451,Suburban,5.0,New Castle
Divorced,High School,-0.23021553598892774,,23.0,Male,Yes,45593.893593938206,Urban,5.0,New Castle
Divorced,College,-0.22226457285008228,5.207707727719723,40.0,Female,No,60174.1159125881,Rural,6.0,New Castle
Divorced,High School,-0.18594650094460324,6.6754457428568195,34.0,Male,Yes,40167.1988603518,Suburban,9.0,Manchester
Divorced,Graduate School,0.5441928978921499,4.720385421607344,,Male,Yes,72662.22912357046,Suburban,4.0,Manchester
Divorced,High School,0.14210247445807278,6.3801440524292765,35.0,Male,No,56564.037895573725,Rural,5.0,New Castle
Single,High School,0.47429065487261557,7.27689260702142,34.0,Male,Yes,54800.86181090598,Urban,3.0,New Castle
Single,High School,0.24472660752101913,4.509168369003232,19.0,Female,Yes,60289.75336443319,Urban,4.0,London
Divorced,Graduate School,0.4940389258238219,7.41656348507559,32.0,Female,Yes,33270.780167851626,Suburban,7.0,London
Married,Graduate School,-0.43142537663901903,5.719722806676228,49.0,Male,No,73587.11022418374,Rural,2.0,New Castle
Married,High School,-0.03054742564674527,6.231665844730063,33.0,Male,No,49044.841378302954,Rural,5.0,New Castle
Married,High School,0.10317623222597694,6.119306522241065,39.0,Male,No,48815.950456198334,Rural,4.0,New Castle
Married,High School,-0.5111981073107005,5.256163726506939,32.0,Male,No,43274.6259037759,Suburban,6.0,New Castle
Single,College,0.10487818127839625,4.427101338502484,31.0,Male,No,58321.20521961972,Rural,4.0,Manchester
Single,Graduate School,0.7270522242101813,4.581924955288494,25.0,Female,Yes,35505.208881512255,Urban,5.0,Manchester
Married,High School,0.9856226100881021,8.075397161510935,21.0,Male,Yes,63005.59123253155,Suburban,5.0,New Castle
Married,High School,0.8268051978551808,4.979134200091358,34.0,Female,,48265.44120053238,Suburban,6.0,Manchester
Married,College,-0.6032548003614492,8.296927328749398,31.0,Male,No,60017.72293068587,Rural,6.0,New Castle
Divorced,Graduate School,0.28843224549069413,5.171827781682658,18.0,Male,Yes,73161.46467523678,Urban,6.0,Manchester
Divorced,College,-0.004885005820492103,7.526766316063723,23.0,Male,,38554.03032536124,Rural,3.0,Manchester
Married,Graduate School,0.3136247506395924,4.50561308858763,34.0,Male,No,68412.65583036523,Suburban,4.0,Manchester
Single,Graduate School,-0.23486508221318048,4.672294528461825,20.0,Female,Yes,39248.94352686751,Suburban,5.0,London
Married,Graduate School,-0.35156974552349884,4.783494164299978,34.0,Female,No,67440.74065998947,Urban,5.0,New Castle
Married,College,-1.0701103617405412,3.587131096125626,41.0,Female,No,42321.209635109735,Rural,3.0,Manchester
Married,High School,0.2623113551797126,6.952111509003263,23.0,Female,,51268.377839354434,Rural,5.0,Manchester
Divorced,High School,1.1597255096411376,4.733503523327636,20.0,Male,Yes,72418.25256407108,Suburban,1.0,London
Divorced,High School,-0.7236338451654722,,32.0,Male,No,52685.37134983954,Urban,6.0,New Castle
Single,College,0.5874345796669446,7.371499759459732,23.0,Female,Yes,55951.2993153242,Urban,5.0,New Castle
Married,College,0.8177495972562872,5.09971028632248,38.0,Male,No,26992.242616701536,Suburban,2.0,London
Single,Graduate School,-0.1779884667427169,5.758972647434263,14.0,Female,Yes,57157.565277476155,Rural,3.0,Manchester
Single,College,0.12305078845394335,6.187129768043533,19.0,Female,Yes,53796.32118209858,Urban,7.0,New Castle
Single,Graduate School,1.209854576428429,5.2348426057870965,23.0,Female,Yes,78001.29573580148,Urban,3.0,New Castle
Married,High School,-0.08144107840697343,6.275986349607137,32.0,Male,No,77450.1632795023,Suburban,4.0,Manchester
Divorced,College,-0.525180004075803,6.34599515532591,33.0,Female,Yes,52918.20720945533,Urban,4.0,New Castle
Married,Graduate School,0.35915799219506694,2.968663858679045,31.0,Male,No,53633.695736721755,Rural,7.0,Manchester
Divorced,High School,-0.32500179776245586,5.055592522945669,22.0,Female,Yes,69208.5257200143,Suburban,5.0,London
Married,College,0.07536460608268646,3.268573485414317,17.0,Male,No,64231.05817531846,Rural,2.0,Manchester
Single,High School,-0.5410982553922297,3.480856575892251,19.0,Female,Yes,76664.9353475957,Urban,7.0,Manchester
Single,Graduate School,0.37482646456579605,4.5063318887967565,24.0,Female,Yes,39680.84323996624,Suburban,7.0,New Castle
Divorced,College,-0.3284524887158899,3.6008504729430006,18.0,Female,Yes,48201.67858285781,Urban,8.0,Manchester
Divorced,College,0.4743136254228392,4.92404200543942,28.0,Male,Yes,62636.54215762003,Urban,2.0,London
Married,High School,0.1596130885993742,5.9174573394799355,36.0,Female,Yes,38437.280082230995,Urban,5.0,Manchester
Married,College,0.16348823947070856,4.919589386747967,33.0,Female,No,51624.59461641889,Rural,6.0,New Castle
Divorced,College,0.45403688652835744,5.825491929126572,30.0,Female,Yes,62070.36866331273,Suburban,5.0,Manchester
Divorced,College,-0.4508758289374163,4.730951354777642,19.0,Male,Yes,62361.91749390923,Urban,5.0,
Single,High School,-0.3172804799790599,8.869070762486174,30.0,Male,Yes,20688.77358452008,Urban,3.0,Manchester
Married,High School,1.0538580369688142,4.772683442670525,36.0,Male,No,61289.0656112651,Rural,5.0,Manchester
Single,College,0.0932442173732319,3.504938002762355,40.0,Male,No,50428.27236111177,Rural,7.0,Manchester
Married,High School,0.26374185269221984,6.523913124015202,35.0,Male,No,50681.61881087396,Suburban,6.0,London
Married,Graduate School,0.6402080288303598,6.317453690454099,22.0,Male,Yes,24189.76150523698,Urban,5.0,Manchester
Married,College,0.3082802435242028,3.516064618314128,45.0,Female,No,50709.05802123714,Suburban,5.0,London
Single,High School,0.8629038013624301,6.1218519240748375,38.0,Male,No,49437.92829339512,Rural,6.0,London
Divorced,Graduate School,0.9420580264007505,7.205532967089516,20.0,Male,Yes,59403.58737887663,Rural,6.0,London
Divorced,Graduate School,0.7663638215831712,8.509681200212803,32.0,Male,Yes,57378.20193526585,Urban,5.0,Manchester
Divorced,College,0.06841809877059835,4.693237702591936,14.0,Female,Yes,42934.34545536844,Suburban,2.0,New Castle
Divorced,Graduate School,-0.06026466442046555,4.786740288751812,12.0,Female,Yes,56684.44920414785,Urban,4.0,New Castle
Divorced,High School,-0.09536921534382373,3.958551485339224,38.0,Female,No,63482.85364279257,Rural,5.0,New Castle
Divorced,High School,-0.12001286860510102,6.09143341789059,26.0,Female,Yes,70375.9297481232,Suburban,2.0,London
Single,College,-0.23372484529746718,3.396613223318223,25.0,Male,Yes,47876.73933510254,Suburban,4.0,London
Divorced,College,0.12769276348896555,4.080139953541765,17.0,Male,Yes,77603.1649560113,Urban,5.0,New Castle
Single,High School,-0.9142849560558044,6.550156580301152,22.0,Male,Yes,61974.13097960347,Suburban,7.0,London
Married,College,0.620469813539215,4.307020723266305,44.0,Female,No,49964.7067389101,Rural,3.0,London
Single,Graduate School,-0.43492060916559805,6.161951578737813,21.0,Female,Yes,53286.77551394583,Suburban,6.0,London
Divorced,Graduate School,-0.48457647659486236,6.140643081996096,26.0,Male,Yes,52650.98865690537,Urban,2.0,
Divorced,College,-0.2461197186166662,5.2034054048100105,25.0,Male,Yes,47426.139571646614,Urban,4.0,New Castle
Divorced,Graduate School,0.21647535583745334,5.438105206963226,30.0,Female,No,56376.52274717421,Rural,3.0,Manchester
Married,College,0.2603338033129585,5.63895894689255,40.0,Female,No,60538.08157503389,Suburban,6.0,Manchester
Married,College,-0.16762998213913438,3.6872542527129166,45.0,Male,No,52603.660270428256,Rural,5.0,New Castle
Married,Graduate School,0.3084934215771241,7.379884399824635,26.0,Male,No,58697.31520218973,Suburban,5.0,London
Divorced,High School,0.057404089537793274,3.0308619588819403,37.0,Male,No,78793.32284808434,Suburban,7.0,Manchester
Divorced,High School,0.2543978573408761,5.755230228463822,25.0,Female,Yes,58248.850024750725,Urban,4.0,London
Single,College,0.19972576325309002,7.803890382839191,32.0,Female,Yes,61104.75270530647,Rural,6.0,London
Divorced,College,-0.010340249929365455,6.15115930964496,25.0,Female,Yes,59423.66637539248,Rural,3.0,Manchester
Single,High School,-0.5914282461899276,6.9492710696690185,28.0,Male,No,57938.11720101911,Rural,6.0,London
Married,High School,0.3062559871575043,6.749561898751156,32.0,Female,Yes,77374.72906060706,Suburban,5.0,Manchester
Divorced,Graduate School,0.8944808363496348,6.327695416944056,30.0,Male,Yes,59607.10235141022,Rural,5.0,London
Single,High School,-0.33027038852757984,5.557499708915911,46.0,Male,No,62070.6747724345,Rural,5.0,London
Single,College,-0.15292848552226124,4.004453329032048,16.0,Male,Yes,41628.27890926324,Suburban,6.0,Manchester
Single,Graduate School,0.4677778445566411,4.471991663155722,27.0,Male,Yes,59836.860871903795,Urban,4.0,London
Divorced,College,0.16138557976017673,4.867760154447942,24.0,Male,Yes,42719.4055300692,Suburban,5.0,New Castle
Married,Graduate School,0.3859303657610684,5.700851627048236,25.0,Male,No,62494.89933993851,Rural,6.0,New Castle
Married,Graduate School,0.6917633679926186,5.344792037292027,26.0,Female,No,51046.486751324686,Rural,4.0,New Castle
Divorced,High School,0.27068508926116375,6.665162380167003,30.0,Female,Yes,40176.838706689,Suburban,6.0,London
Divorced,High School,-0.625445692829244,5.65415693324264,21.0,Female,Yes,62380.227285716865,Rural,6.0,Manchester
Single,Graduate School,-0.003788675067720834,4.178151205209986,38.0,Male,No,49250.06293266888,Rural,4.0,New Castle
Divorced,College,0.49058552463457644,6.233815474157717,27.0,Female,Yes,47615.79083123617,Urban,2.0,New Castle
Divorced,High School,-0.6458509687581097,5.380568123320152,45.0,Female,No,44365.774900397,Suburban,5.0,New Castle
Single,College,1.3517956821768558,3.5369016439070515,18.0,Female,Yes,66381.4220894046,Urban,5.0,Manchester
Single,High School,0.11701806062829692,6.349339231107283,29.0,Female,Yes,55134.34900823769,Urban,5.0,London
Married,High School,-0.5796576884105697,4.782113358821318,61.0,Male,No,46573.73168497522,Suburban,7.0,New Castle
Single,College,0.04214183583471063,6.694015632180889,22.0,Male,Yes,43329.869761369664,Suburban,4.0,London
Single,Graduate School,-0.6853095074048142,7.139551938596873,19.0,Female,Yes,26851.704513856952,Suburban,2.0,London
Married,Graduate School,1.055944335961814,6.527978607786546,33.0,Female,Yes,33529.94572551361,Urban,5.0,Manchester
Married,College,-0.5846834066950856,5.025988349325692,27.0,Male,Yes,62104.73539596165,Rural,4.0,Manchester
Divorced,Graduate School,0.4837789615350955,4.981310009143586,19.0,Male,Yes,42933.45911971011,Urban,3.0,London
Married,College,-0.5638807989403791,5.448437863935922,34.0,Female,Yes,61953.294605784875,Urban,3.0,London
Single,,0.10838462491296015,4.5276007378651455,36.0,Male,Yes,73279.20886799635,Suburban,5.0,Manchester
Married,Graduate School,0.6963454310250872,4.793197520145507,38.0,Female,No,60640.14207656794,Suburban,4.0,London
Divorced,Graduate School,0.3725929085875453,6.220076251671703,21.0,Female,Yes,56696.012946369214,Urban,3.0,New Castle
Single,Graduate School,-0.2204592259295538,6.487784057856099,28.0,Female,Yes,60463.53498254147,Urban,5.0,Manchester
Married,College,0.48349780927607683,7.373393454237325,18.0,Male,No,51284.149388832215,Rural,5.0,London
Divorced,High School,0.3943322880445972,5.1488955570450665,39.0,Male,No,58355.95073195542,Suburban,5.0,London
Single,Graduate School,-0.43115758088135187,2.988292534400519,11.0,Male,Yes,37200.53694102325,Rural,3.0,London
Single,Graduate School,-0.303244530317363,4.37327242530842,28.0,Male,Yes,50199.10224193328,Suburban,6.0,Manchester
Married,Graduate School,-0.2710053999889739,7.939620041778215,32.0,Female,No,53488.50184165788,Suburban,5.0,London
Single,Graduate School,-0.2727647288120751,6.619009346718336,31.0,Female,Yes,54302.77458128022,Urban,5.0,New Castle
Divorced,High School,-0.2270527424319026,4.648326523212025,18.0,Male,Yes,42726.00363134494,Urban,3.0,London
Divorced,College,-0.30524998275973175,,20.0,Female,No,56310.97137651437,Rural,5.0,Manchester
Single,Graduate School,0.5567336980168507,3.9309762041465595,19.0,Male,Yes,34620.38843826878,Urban,5.0,Manchester
Married,High School,0.14924722702107046,6.468812306645578,28.0,Female,No,58452.221424858355,Rural,8.0,Manchester
Single,College,0.6377769001678898,6.332130885587882,20.0,Female,Yes,64493.5848695239,Suburban,7.0,Manchester
Single,High School,-1.0862190730947845,5.931437660368586,32.0,Male,Yes,57658.34013221678,Urban,6.0,Manchester
Divorced,College,-0.40498537117208844,7.086169227425229,29.0,Male,Yes,62896.217249067435,Urban,4.0,New Castle
Married,Graduate School,0.5943399377198691,5.589496878559764,26.0,Female,No,,Suburban,6.0,New Castle
Divorced,High School,0.6172011850839126,2.42439186022282,33.0,Male,No,58439.92919442814,Rural,4.0,New Castle
Married,High School,0.969412671638843,3.734333151626241,47.0,Female,No,47620.30158163947,Rural,4.0,Manchester
Single,High School,-0.8384343744494429,5.376522115782115,23.0,Female,No,43296.251871425375,Suburban,7.0,London
Single,College,-0.028798005229550408,5.337862695072939,28.0,Female,Yes,57234.899710879814,Urban,3.0,New Castle
Married,High School,-0.5027798183769201,4.250449143454198,37.0,Female,No,57622.669448376684,Urban,4.0,London
Married,High School,0.8287543613088832,3.2893396995615864,42.0,Male,No,60334.72951671605,Suburban,6.0,Manchester
Divorced,Graduate School,0.8958619328227434,4.137805214110278,14.0,Male,Yes,49089.72585077984,Rural,,New Castle
Single,Graduate School,0.7155818767189489,5.620307513692596,28.0,Female,No,40556.27050096075,Rural,5.0,New Castle
Single,Graduate School,0.7452847703851274,2.279953272344503,7.0,Male,Yes,48018.6109253445,Suburban,8.0,London
Divorced,College,0.060502595602915266,5.546104663967176,31.0,Male,Yes,69408.22890696736,Urban,2.0,Manchester
Divorced,High School,-0.3706097041586376,,24.0,Female,Yes,65936.54135433775,Suburban,6.0,Manchester
Divorced,Graduate School,0.41507253580776654,4.548051389969668,19.0,Female,Yes,51118.2686602362,,2.0,New Castle
Divorced,College,-0.09013384023984469,5.285247250400418,19.0,Male,Yes,60781.325010179666,Urban,5.0,Manchester
Married,College,0.1396496428374936,7.307204478820731,28.0,Female,No,67039.67707771144,Rural,4.0,New Castle
Single,High School,0.39542198000818857,5.218959290040592,21.0,Female,Yes,71671.3276614241,Urban,4.0,London
Single,Graduate School,-0.132878001568143,5.764150923530599,20.0,Female,Yes,60056.03821971644,Urban,3.0,Manchester
Married,Graduate School,-0.42667322746874353,8.172370671844993,34.0,Male,No,57908.68279802489,Rural,6.0,New Castle
Single,College,0.08377505595083255,7.020107088822865,,Female,Yes,49028.552081994705,Suburban,3.0,London
Divorced,Graduate School,0.2761560299746638,7.241704986058171,25.0,Male,Yes,57533.12770242295,Urban,4.0,London
Divorced,Graduate School,0.25695019452841683,2.972774358894487,14.0,Male,Yes,37843.4816404839,Urban,4.0,London
Divorced,College,-0.22505947052666203,5.954297924414326,23.0,Male,Yes,43195.96834309833,Urban,6.0,New Castle
Single,High School,0.13141812959114216,1.9285629257202688,19.0,Male,Yes,36518.69835538769,Urban,5.0,Manchester
Divorced,High School,-0.13437925566995432,5.228616261099959,29.0,Female,Yes,61206.208775295905,Suburban,1.0,London
Divorced,College,0.5993843347298617,6.230071072120273,30.0,Female,Yes,45837.907399964955,Urban,6.0,London
Single,High School,-0.9208425904703196,4.484330975707772,33.0,Female,No,44497.29450156333,Rural,3.0,
Divorced,High School,1.1977941821694067,6.633473070842625,27.0,Male,Yes,26278.199505727345,Urban,3.0,Manchester
Married,,1.060532362659358,7.40895894711103,19.0,Female,No,62275.12499257692,Suburban,5.0,London
Married,College,0.7178472377119217,6.2895623204456355,26.0,Female,No,53781.21766661744,Rural,5.0,London
Divorced,Graduate School,-0.2586612153576658,4.942238529009985,18.0,Male,Yes,41587.276772399455,Urban,9.0,Manchester
Single,High School,0.06774724152972744,7.061728887547693,37.0,Male,Yes,51799.020045239566,Urban,6.0,London
Divorced,,-0.06270633495822883,6.297495598780518,32.0,Male,Yes,47450.58820761518,Rural,5.0,Manchester
Divorced,Graduate School,0.07745744519372867,6.559835414183228,26.0,Female,Yes,49639.46102960751,Suburban,4.0,Manchester
Divorced,Graduate School,-0.28780955597285013,5.749563213553344,31.0,Female,Yes,35809.39455341657,Suburban,7.0,London
Single,High School,-0.26270401457016057,5.070028995721393,25.0,Female,Yes,45047.62813037429,Urban,5.0,London
Single,High School,0.5486251389683787,6.186856665386623,22.0,Male,Yes,68511.10875189162,Suburban,2.0,New Castle
,College,0.07861015933000261,5.966535465590519,26.0,Female,Yes,69709.43458048668,Urban,6.0,New Castle
Married,High School,-0.03575759433722582,5.195022125021172,33.0,Female,No,61623.962525287556,Suburban,4.0,New Castle
Divorced,High School,-1.0042671374713397,5.329432712681576,34.0,Male,No,,Suburban,3.0,Manchester
Married,College,0.8130602695616633,4.7988443786375115,22.0,Male,Yes,56981.15983224107,Suburban,9.0,New Castle
Married,High School,-0.22065086158500158,7.748948276167346,40.0,Female,No,55555.45556444042,Rural,4.0,New Castle
Married,College,0.14054395137499143,4.637658102179681,34.0,Male,No,56335.11669963825,Suburban,7.0,London
Divorced,College,-1.3602330341054087,6.207849347255083,34.0,Female,Yes,40954.69210773697,Suburban,4.0,Manchester
Divorced,Graduate School,-0.3102458992236176,5.3126445034441705,44.0,Female,No,62453.04800494049,Rural,7.0,London
Married,High School,0.32012984125116445,5.136658217912714,39.0,Male,No,65959.9421808787,Rural,,London
Married,High School,-0.1896218002588086,4.007292738557233,29.0,Female,Yes,60411.479836781495,Urban,7.0,
Single,High School,0.6019351972248886,6.590478973302732,23.0,Female,Yes,69796.80833903895,Urban,9.0,Manchester
Divorced,College,0.6262326229474054,4.254624687011649,19.0,Male,Yes,60327.28461451444,Suburban,7.0,London
Married,Graduate School,1.0353098920482626,4.393854009278536,45.0,Female,No,51644.838534249815,Rural,5.0,Manchester
Single,High School,-0.20300055799742311,6.380133821047517,27.0,Female,Yes,70197.95749932186,Rural,6.0,London
Divorced,Graduate School,0.3722821273123305,5.9164328578363445,24.0,Male,Yes,56448.89847604763,Rural,3.0,London
Married,High School,-0.08950761855547351,6.858146487326593,39.0,Male,No,51480.33377813982,Suburban,6.0,London
Single,Graduate School,-0.4263435168304083,4.02772373272083,40.0,Female,No,63808.99649790278,Rural,5.0,London
Married,Graduate School,0.36590728716697346,8.062414107132074,32.0,Female,Yes,56752.253521326944,Urban,6.0,New Castle
Married,College,-0.24151442940596107,5.427175991121816,15.0,Male,Yes,72652.01848930035,Suburban,5.0,London
,College,-0.5388951192206695,4.77159713019992,21.0,Female,Yes,75727.40784244232,Urban,6.0,Manchester
Divorced,Graduate School,-0.7220330355509909,6.268098850272356,36.0,Male,Yes,63003.522651242616,Suburban,6.0,London
Divorced,College,-0.5876146841675877,2.3459228341153224,35.0,Male,No,47277.2283781941,Suburban,6.0,New Castle
Divorced,Graduate School,-0.4441731113905325,5.531312832308435,29.0,Female,Yes,42340.210249382086,Urban,4.0,Manchester
Single,College,0.7915796011353815,1.6107692046037485,16.0,Male,Yes,49372.65673322916,Urban,3.0,Manchester
Married,High School,-0.331621957818959,3.989252689900723,25.0,Female,No,39780.86528089415,Rural,2.0,London
Married,Graduate School,0.13706137303567428,8.19405735140587,27.0,Male,No,45835.57321202109,Rural,6.0,New Castle
Single,High School,-0.20645146605456732,5.276489927776193,14.0,Female,Yes,32383.798778245902,Suburban,6.0,New Castle
Single,High School,-0.03889161094608272,6.033563036855925,27.0,Female,Yes,40925.440062940266,Urban,4.0,London
Divorced,High School,0.6505814579063793,5.526692306558203,19.0,Male,Yes,71370.42230477289,Urban,,London
Single,High School,0.11300581742588287,5.035761804129347,44.0,Male,No,61208.005562930855,Rural,4.0,New Castle
Divorced,Graduate School,0.557891952584933,3.265464609302057,,Female,No,71430.00861275365,Rural,5.0,New Castle
Married,High School,0.1970597631998434,7.374645955067207,31.0,Female,,60176.97536132312,Rural,2.0,London
Married,College,0.8915363563831301,3.9087969433857093,34.0,Female,No,52626.95612412322,Rural,8.0,Manchester
Married,Graduate School,0.382561140183249,4.796617993219105,29.0,Female,No,63729.12809892753,Rural,5.0,New Castle
Married,College,0.13641715273934346,2.7592966298839077,43.0,Female,No,64760.28195850417,Rural,5.0,New Castle
Married,College,0.5885435793946147,4.129798792554183,44.0,Female,No,47879.029318370805,Suburban,6.0,Manchester
Single,College,-0.6491105436825702,6.283323609348961,24.0,Female,Yes,54153.385870650156,Urban,6.0,Manchester
Married,Graduate School,0.4010452788435406,4.610979953720733,26.0,Female,No,68363.88673958219,Rural,5.0,London
Single,High School,-0.33159930101956103,6.215795528980413,27.0,Female,No,73961.69339195335,Rural,5.0,Manchester
Married,College,0.1666351639578733,3.837864239468982,33.0,Female,No,61199.07916619332,Suburban,4.0,New Castle
Married,High School,-0.23577544366637176,8.31266261665097,21.0,Female,No,61108.453323297086,Rural,4.0,London
Divorced,High School,-0.08539393306936377,6.970216017258418,19.0,Male,Yes,50950.24873959761,Urban,4.0,Manchester
Divorced,College,,4.494465239506783,25.0,Male,No,52009.97676593773,Rural,2.0,Manchester
Single,Graduate School,0.11822236536625819,6.120830885661808,25.0,Male,No,57726.997833844565,Rural,7.0,Manchester
Married,Graduate School,0.8911128866758722,7.753796567804802,33.0,,No,57108.66133947685,Rural,4.0,London
Married,High School,-0.14373287499303575,,38.0,Male,No,44560.01073320882,Rural,5.0,Manchester
,Graduate School,1.0909526836062524,5.214022625403873,32.0,Female,Yes,77961.4550382593,Urban,7.0,Manchester
Single,High School,-0.36793537291100553,7.3997074219415016,32.0,Male,No,58680.582958433115,Urban,5.0,Manchester
Divorced,High School,0.14780627870528532,2.958261528682951,46.0,Female,No,74017.51717679646,Suburban,5.0,New Castle
Single,College,-0.4867031323299814,5.865403687725912,23.0,Female,Yes,49442.95821317845,Suburban,4.0,London
