Renew,Years subscribed,City,Sex,Marital Status,Education Level,Active online hours,Location Code,Years after high school graduation,Brand Loyalty,Monthly Income
Yes,5.0,Khon Kaen,Male,Divorced,Graduate School,5.469740948618922,Urban,37.0,-0.3933789054866954,4627.318432024724
Yes,3.0,Udon,Male,Divorced,College,4.734849946408431,Rural,39.0,-0.23014678644880443,6296.219689372912
Yes,5.0,Khon Kaen,Female,Single,Graduate School,5.136720592436507,Rural,35.0,0.13380831750612732,4239.267311540398
Yes,7.0,Khon Kaen,Female,Divorced,Graduate School,4.844346857231626,Urban,39.0,0.1835941574275195,4764.1549919263325
Yes,4.0,Udon,Male,Married,Graduate School,5.376392025803236,Urban,20.0,0.42902835566714825,6320.3189113790595
Yes,4.0,Mahasarakam,Male,Married,Graduate School,1.0492857647411276,Suburban,22.0,-0.28399345056262976,3353.924676298906
Yes,4.0,Mahasarakam,Female,Single,High School,2.8305856011604664,Suburban,53.0,0.04469656257434651,6308.44011361495
Yes,5.0,Khon Kaen,Female,Single,High School,7.457876766756489,Suburban,36.0,-0.04493966534957278,4477.732528908054
Yes,8.0,Khon Kaen,Female,Divorced,College,5.5325409520172,Urban,37.0,-0.01796212101715497,4932.5326211087195
Yes,4.0,Khon Kaen,Female,Married,Graduate School,4.555215664848891,Urban,34.0,0.3782674747507436,4223.83878743569
No,4.0,Mahasarakam,Female,Married,High School,1.670982866271976,Suburban,49.0,,5575.411793993255
No,3.0,Khon Kaen,Male,Married,Graduate School,5.2212726952380315,Suburban,32.0,0.15885364737084662,4876.561821064727
Yes,7.0,Khon Kaen,Female,Single,High School,4.359680054326581,,45.0,0.03602474349173221,4850.226149685874
No,4.0,Udon,Male,Married,,2.3342769238187784,Rural,41.0,-1.5,7060.536606320144
Yes,5.0,Mahasarakam,Female,Divorced,High School,4.192629878096525,Urban,31.0,-0.3371191453064284,4284.127877344419
No,4.0,Mahasarakam,Male,Married,Graduate School,3.159024234238257,Suburban,28.0,-0.31595471563401917,5671.350474970253
Yes,4.0,Udon,Male,Divorced,College,4.214983253560094,Urban,27.0,-0.09252771468926707,4348.628148505317
No,2.0,Khon Kaen,Female,Married,Graduate School,4.914180572395699,Rural,47.0,-0.4925986185778716,4950.742397038815
Yes,4.0,Khon Kaen,Male,Divorced,High School,4.682706946068622,Urban,41.0,-0.23135922958402222,5886.158546294942
Yes,5.0,Khon Kaen,Female,Single,High School,5.604517488871444,Urban,12.0,0.009551009573613684,3248.5156069848745
Yes,4.0,Mahasarakam,,Divorced,Graduate School,6.750089882218884,Urban,33.0,0.17307737116146565,5579.97967644802
Yes,3.0,Mahasarakam,Female,Divorced,Graduate School,8.84637768580535,Urban,26.0,0.5370723768687103,5387.614454173363
No,2.0,Udon,Female,Married,College,3.383419786954577,Rural,33.0,-0.19639046226124557,5413.185812312188
No,6.0,Udon,Male,Divorced,Graduate School,4.8690832842019445,Rural,51.0,0.9431308642326548,3579.2617030251477
Yes,5.0,Udon,Female,Divorced,College,5.862951796600671,Suburban,19.0,0.3607121369752154,5665.869546711241
Yes,5.0,Udon,Female,Divorced,Graduate School,5.890394269143907,Urban,26.0,0.5580454020483187,5023.06962969384
Yes,5.0,Udon,Female,Single,Graduate School,4.516373887018948,Suburban,33.0,0.28749874194550507,5009.1742812724015
Yes,7.0,Khon Kaen,Male,Single,Graduate School,6.2106474666146845,Urban,26.0,-0.14998588945257912,5446.785489008018
No,4.0,Khon Kaen,Male,Married,College,2.8680158692296898,Rural,24.0,-0.07478216457404138,5842.309405984674
Yes,4.0,Khon Kaen,Female,Divorced,,5.184372171014426,Suburban,11.0,0.1851007868600429,5419.1450814713735
Yes,6.0,Mahasarakam,Female,Divorced,College,4.484640483785358,Urban,37.0,-0.06274400190649873,5740.35467501745
Yes,7.0,Udon,Female,Divorced,High School,1.0,Suburban,42.0,-0.06694824691322512,3101.404917307491
Yes,3.0,Khon Kaen,Male,Single,Graduate School,3.8656592321954815,Urban,32.0,0.07333823395438005,3550.428567400949
Yes,6.0,Khon Kaen,Male,Divorced,College,3.3965916505409894,Rural,27.0,0.019969043564855515,3265.1692267961116
Yes,6.0,Udon,Male,Divorced,High School,4.095546143008669,Suburban,43.0,0.19094309372350443,4642.001591337327
Yes,5.0,Khon Kaen,Male,Divorced,High School,5.8053406573908575,Urban,33.0,-0.19288851496004814,4060.6514277010892
Yes,4.0,Mahasarakam,Female,Divorced,College,3.994847108901336,Urban,35.0,-0.10051049189038726,4506.813904402615
Yes,4.0,Khon Kaen,Female,Divorced,Graduate School,6.424720581209578,Urban,31.0,0.21219566879226837,5858.9723396035
No,3.0,Udon,Male,Married,College,5.303312370919391,Rural,16.0,0.42101542319040697,3459.4434524439457
No,5.0,Khon Kaen,Female,Married,College,4.061778808539697,Rural,9.0,-0.27245038698932594,3763.4641032214436
No,4.0,Khon Kaen,Male,Married,High School,4.133415115478727,Suburban,37.0,-0.10679647026761321,4714.435068596123
No,1.0,Udon,Female,Single,High School,3.2786189196997197,Rural,28.0,0.225082202813422,6430.901460275795
Yes,3.0,Khon Kaen,Female,Divorced,College,3.2268483149141653,Urban,37.0,0.01332068490468935,4835.137472343604
Yes,3.0,Udon,Male,Divorced,College,7.478034338042232,Urban,,0.11363047944695864,4594.01491916578
Yes,4.0,,Male,Single,Graduate School,4.882493716492705,Urban,30.0,0.17840872696571303,3747.673273925104
Yes,6.0,Mahasarakam,Female,Divorced,College,6.4255514207825986,Suburban,22.0,0.18843118703089973,4750.714241132176
No,5.0,Mahasarakam,Male,Married,High School,,Rural,19.0,1.1092180701713725,4008.965444680523
Yes,6.0,Mahasarakam,Male,Divorced,College,4.52368704355586,Urban,41.0,-0.1839100534956102,3892.3495255003577
No,3.0,Udon,Female,Married,High School,3.053220557845851,Rural,33.0,-0.013439478866999671,4138.933005719831
Yes,6.0,Khon Kaen,Female,Divorced,High School,2.9878289051565536,Urban,,-0.08776835778286826,4035.8962766577956
No,5.0,Udon,Female,Single,Graduate School,4.487343276491724,Rural,52.0,-0.7231325446821752,4994.641388556762
Yes,5.0,Udon,Male,Married,High School,3.5963567409311152,Rural,22.0,-0.10189688050302895,4432.78968002219
Yes,5.0,Udon,Female,Married,,2.4485761685635006,Suburban,27.0,0.08164352139147252,4462.139779286847
No,7.0,Khon Kaen,Male,Single,Graduate School,4.744939445828852,Rural,27.0,-0.08220210066887411,4503.676698718955
No,4.0,Mahasarakam,Female,Married,High School,2.9336544599067027,Rural,25.0,0.5778661268528357,4367.109312457889
Yes,4.0,Khon Kaen,Female,Divorced,Graduate School,3.160105829303002,Suburban,22.0,-0.412658068050454,5696.857311702934
Yes,4.0,Udon,Male,Single,Graduate School,6.325747519472225,Urban,28.0,-0.1024222853213045,4631.371104345447
Yes,4.0,Udon,Female,Divorced,Graduate School,5.79166815316005,Suburban,21.0,0.05173970500872829,4407.327462402251
Yes,4.0,Mahasarakam,Male,Divorced,High School,7.25500557533168,Urban,43.0,-0.10931836245121976,6431.721798461565
No,2.0,Khon Kaen,Female,Single,High School,3.6204274688877427,Urban,36.0,0.40892093666428087,4654.930846151966
Yes,5.0,Khon Kaen,Female,Single,High School,5.242421020081522,Urban,28.0,0.21835479130580204,4497.996477752781
Yes,5.0,Udon,Male,Married,College,4.359064522300157,Rural,36.0,0.21009051218034008,6169.308086152787
Yes,3.0,Mahasarakam,Female,Divorced,College,4.836054577868439,Suburban,27.0,-0.07314891504062154,5928.00005171284
Yes,3.0,Khon Kaen,Male,Divorced,College,7.6393993558869,Urban,34.0,0.41942283259597146,7484.914649957773
Yes,3.0,Khon Kaen,Female,Divorced,College,4.1990434577860185,Rural,30.0,-0.08346153915044541,3383.443120738875
Yes,4.0,Khon Kaen,Female,Divorced,College,4.463823857848473,Suburban,40.0,0.2663930280354694,4207.211042483117
Yes,3.0,Udon,Male,Divorced,High School,3.5024999059037283,Urban,27.0,0.027198453921343624,4493.754545668293
No,,Khon Kaen,,Married,High School,4.500405097591281,Rural,41.0,-0.39365582783323505,5204.300767329391
No,5.0,Khon Kaen,Male,Divorced,College,4.791734232031182,Rural,31.0,0.27245238210078554,4113.770456414933
Yes,6.0,Khon Kaen,Female,Married,Graduate School,4.515095048337495,Urban,29.0,-0.11309935814278149,3813.880910440495
No,7.0,Udon,Female,Married,Graduate School,4.776786633709687,Rural,2.0,0.6235790984417331,4725.923204479503
Yes,3.0,Khon Kaen,Female,Divorced,Graduate School,7.0018935381114575,Suburban,41.0,0.23158249199501524,4787.099507947621
Yes,4.0,Mahasarakam,Male,Divorced,College,5.215602121316877,Suburban,22.0,-0.09140225062530957,4840.411272037573
No,3.0,Udon,Female,Married,College,4.76357118275003,Rural,42.0,0.7631381745126001,4488.806902157783
Yes,4.0,Khon Kaen,Male,Divorced,High School,4.829096119559155,Rural,46.0,0.3626664594990252,7031.544455304169
No,1.0,Khon Kaen,,Married,High School,4.741035078627658,Rural,35.0,0.5440616686524258,5153.180215446738
Yes,3.0,Mahasarakam,Male,Single,High School,4.048881012223996,Urban,43.0,0.06982465042665281,6479.4439807078625
Yes,2.0,Udon,Male,Divorced,College,4.760861477291023,Urban,51.0,-0.15946675632310675,
Yes,6.0,Udon,Female,Divorced,High School,4.129107291519764,Urban,30.0,-0.017162556713730598,3156.79854330254
Yes,2.0,Mahasarakam,,Married,College,5.346294507332208,Urban,40.0,0.257896126533069,4590.941563270972
Yes,5.0,Khon Kaen,Female,Single,,5.850172609808023,Urban,43.0,0.3944071095418704,5705.080206707172
No,3.0,Mahasarakam,Male,Married,Graduate School,3.5434215316692326,Rural,28.0,0.6291007524832022,5165.275833622699
No,6.0,Udon,Male,Married,High School,3.7765720565922023,Rural,35.0,0.4399514792203585,6003.926067468069
Yes,5.0,Khon Kaen,Female,Divorced,College,3.6677907492990833,Rural,18.0,-0.18855989195779288,3730.9323617095697
Yes,6.0,Mahasarakam,Female,Single,High School,3.871671210966208,Urban,25.0,-0.04212251057327268,3748.168915294402
Yes,7.0,Khon Kaen,Male,Single,Graduate School,6.134581088742221,Urban,23.0,0.34842271058947105,5299.420791778616
,5.0,Mahasarakam,Male,Married,,2.899923038413455,Suburban,26.0,-0.17867290363712474,2831.546462273082
Yes,5.0,Khon Kaen,Female,Single,Graduate School,7.143395031576041,Urban,28.0,0.1431517681190036,4518.566115606271
No,6.0,Khon Kaen,Female,Single,College,4.738584853182818,Urban,50.0,0.38047283006781374,3385.7358285175096
No,6.0,Khon Kaen,Male,Married,High School,4.251701777569886,Rural,25.0,-0.6930058743740956,4511.416329494449
Yes,2.0,Udon,Male,Single,Graduate School,3.4505777762402703,Suburban,50.0,-0.3345378468534487,3970.253325063102
Yes,6.0,Mahasarakam,Female,Married,College,7.919153671962678,,30.0,0.17237586332084592,5302.813047820164
No,3.0,Mahasarakam,Male,Married,High School,4.012919058563771,Rural,28.0,0.06224176994071373,7367.055253589131
Yes,4.0,Udon,Male,Married,Graduate School,3.5981731461760704,Urban,34.0,-0.40106557786605374,4315.193511589742
No,2.0,Mahasarakam,Male,Single,Graduate School,4.302358389525306,Urban,,0.18449088871982616,4064.3280476754608
No,5.0,Khon Kaen,Male,Married,College,2.9263962889639226,Suburban,31.0,-0.5805095896642012,6154.204825567995
Yes,4.0,Khon Kaen,Male,Divorced,High School,6.486897001953173,Urban,27.0,-0.19358840683967965,4825.403563446399
Yes,5.0,Mahasarakam,,Divorced,High School,4.451692869299555,Urban,30.0,0.1197271123090754,6260.339638288012
Yes,3.0,Udon,Male,Divorced,Graduate School,6.477263334113203,Urban,31.0,0.0628016544555926,3024.7465950593414
Yes,4.0,Khon Kaen,Male,Divorced,Graduate School,3.1176043189163467,Urban,28.0,-0.14640341036340543,4048.3838452558934
Yes,6.0,Udon,Female,,College,3.2472534843016643,Urban,33.0,-0.16288830813530258,4475.14718270821
Yes,6.0,Khon Kaen,Female,Married,Graduate School,4.398259427908963,Urban,26.0,0.0750686974717995,6003.808751103718
Yes,8.0,Mahasarakam,Female,Married,Graduate School,3.8412124476937493,Urban,36.0,0.011575474860187035,5416.518909077961
No,4.0,Khon Kaen,Male,Married,College,2.7142725055739536,Urban,38.0,-0.5064188007066592,5296.9035881964855
No,4.0,Udon,,Married,High School,3.420887500806489,Rural,52.0,-0.12461716723923742,3675.9741726588713
No,6.0,Mahasarakam,Female,Married,Graduate School,2.558866918532347,Suburban,38.0,0.4465835208735244,5850.638919012028
Yes,5.0,Mahasarakam,Male,Divorced,Graduate School,3.8576754429335187,Urban,29.0,-0.025244581704589986,4834.211003106459
Yes,2.0,Khon Kaen,Female,Single,,5.211464954266368,Urban,32.0,0.33719994053539837,4766.373575574176
No,5.0,Khon Kaen,Female,Single,High School,4.658306269064648,Urban,23.0,0.022442623849005333,3652.820379613812
No,6.0,Khon Kaen,Male,Married,High School,3.6489526651148076,Rural,18.0,0.13367281748182747,6032.572226895634
Yes,3.0,Mahasarakam,Female,Divorced,High School,7.926824650040135,Urban,34.0,0.2552126655045523,5963.298675404263
No,5.0,Mahasarakam,Female,Divorced,College,4.2478060857608,Suburban,32.0,0.06593332233182203,3913.1983941412986
Yes,5.0,Mahasarakam,Female,Divorced,Graduate School,4.912118107601712,Suburban,36.0,0.43644307345944855,5047.307659477232
No,5.0,Khon Kaen,Female,Married,College,5.3586776164159575,Rural,41.0,0.46338661971037254,3104.4956610739246
No,4.0,,Female,Married,High School,,Urban,30.0,-0.002154800394258305,6342.848816349571
No,7.0,Mahasarakam,Female,Married,College,4.524335398056802,Suburban,32.0,-0.1606557525132208,4966.700205483696
No,4.0,Khon Kaen,Male,Married,High School,3.3262293079224516,Urban,26.0,-0.11050899399194372,4615.707806604633
Yes,5.0,Mahasarakam,Male,Divorced,Graduate School,3.9363509757503006,Urban,26.0,0.08265614196914961,5334.115302223182
No,5.0,Mahasarakam,,Married,Graduate School,4.277582835031151,Urban,14.0,-0.04390022950834099,4506.105659352787
Yes,5.0,Mahasarakam,Male,Divorced,Graduate School,3.3699999405033787,Suburban,35.0,0.013066447362291733,3578.1398634282923
No,4.0,Udon,Male,Divorced,Graduate School,4.188657955655106,Suburban,22.0,0.36331742322814675,4010.3288000640478
No,5.0,Udon,Male,Married,Graduate School,2.002968403420811,Rural,25.0,-0.15654584512564315,4341.2095967555615
Yes,5.0,Mahasarakam,Male,Married,College,5.633817866616219,Urban,29.0,0.34493502875729876,6329.853792994217
No,2.0,Mahasarakam,Male,Married,High School,5.667234379561373,Rural,28.0,0.19173229960034616,5489.998644036844
Yes,4.0,Khon Kaen,Male,Divorced,College,6.380159540737831,Rural,34.0,-0.12920516181113434,5808.454200156978
Yes,5.0,Udon,Female,,High School,4.549354772453254,Urban,29.0,-0.2078582935357302,2361.8718940766903
No,5.0,Khon Kaen,Male,Divorced,High School,3.9617501694486164,Rural,30.0,-0.3020808883137662,6423.301481482231
No,6.0,Udon,Female,Single,Graduate School,4.364311915468228,Suburban,44.0,0.003296038993492234,5513.064643093769
No,3.0,Mahasarakam,Male,Married,Graduate School,3.2258728048828007,Rural,32.0,-0.027063213511323014,4661.404014812306
Yes,4.0,Udon,Male,Married,High School,6.76761134195184,Urban,20.0,0.25660324655528555,5315.325671506605
No,4.0,Udon,Female,Divorced,Graduate School,3.3663942012828523,Rural,27.0,,4788.45778350343
No,4.0,Udon,Male,Single,Graduate School,3.7276536003148273,Rural,30.0,0.05358374399668092,5775.339136002729
Yes,6.0,Udon,Male,Married,Graduate School,3.164137469337229,Rural,36.0,-0.2880928243213741,4068.646546572253
Yes,5.0,Mahasarakam,Female,Single,High School,6.675967480427773,Suburban,27.0,-0.07147664076234499,4302.168604361125
Yes,7.0,Mahasarakam,Male,Married,Graduate School,7.269413254719565,Rural,44.0,0.13705545178610257,5584.083485709794
Yes,8.0,Udon,Male,Single,,6.646207568916058,Urban,25.0,0.2731946020858959,4142.538079924457
No,4.0,Khon Kaen,Female,Married,High School,3.6908906477488532,Rural,23.0,0.11285885633396897,5153.86927883688
No,7.0,Mahasarakam,Male,Single,College,5.322143043837948,Urban,24.0,0.04471317443703324,4410.138088589697
No,3.0,Khon Kaen,Female,Married,Graduate School,2.9521158360134105,Rural,33.0,0.0968929447503416,4259.78439004975
No,5.0,Khon Kaen,Male,Married,College,3.760739858654845,Suburban,31.0,-0.042470757991667496,4335.873482867593
No,5.0,Mahasarakam,Female,Married,Graduate School,2.8042863584669613,Rural,37.0,-1.0612878804369927,4063.4763261792023
No,7.0,Udon,,Single,Graduate School,2.6988359820013184,Rural,20.0,0.26064229690674284,6125.28949114536
Yes,2.0,Khon Kaen,Male,Married,Graduate School,8.429450687862953,Urban,33.0,0.41746850261474644,5683.2083779373625
No,2.0,Mahasarakam,Male,Divorced,High School,5.215975574286562,Rural,48.0,0.6426584167029714,5434.737135849949
Yes,4.0,Mahasarakam,Male,Divorced,College,3.605462460713458,Urban,41.0,-0.27156014566313263,5192.142191512525
Yes,5.0,Udon,Male,Divorced,Graduate School,4.678803716891934,Suburban,15.0,-0.26678237641214925,4653.00396501207
Yes,5.0,Udon,Male,Single,Graduate School,6.713084018724861,Suburban,27.0,0.30614179000813624,3534.080332222447
No,6.0,Khon Kaen,Male,Married,High School,2.8287256879449343,Rural,15.0,-0.14043800564556036,4459.0327551667215
No,5.0,Udon,Male,Divorced,High School,2.27232372746742,Suburban,37.0,0.20948418557378673,2822.71147200651
Yes,5.0,,Male,Divorced,Graduate School,3.2991459606373397,Urban,55.0,-0.08559187658876026,4248.535288017523
No,5.0,Khon Kaen,Female,Divorced,High School,2.7594633314491066,Rural,32.0,-0.275582155673262,5097.732564644058
No,4.0,Mahasarakam,Male,Married,High School,3.8402579854896994,Suburban,31.0,-0.3251109549948262,4382.864760691574
No,6.0,Mahasarakam,Female,Married,College,3.435216763694462,Rural,20.0,0.11506106309422726,4751.905319625975
No,5.0,Khon Kaen,Male,Married,High School,3.3640001639903274,Rural,20.0,0.4237189161351014,4266.723154901411
Yes,6.0,Udon,Male,Married,College,4.51181423608358,Suburban,36.0,0.10343798329932474,5650.118836713464
No,3.0,Udon,Male,Divorced,Graduate School,3.984017274146951,Rural,20.0,0.34720511174014423,3903.516671303265
No,4.0,Khon Kaen,Female,Married,College,5.115824215556094,Rural,34.0,0.17704070449701848,3802.882984225267
Yes,6.0,Udon,Male,Single,High School,5.404576772670559,Suburban,32.0,-0.271146756742336,4061.8561085331844
No,4.0,Khon Kaen,Male,Divorced,High School,3.4993045651264563,Suburban,31.0,0.2585238776534284,4590.866594527613
Yes,4.0,Mahasarakam,Male,Single,High School,4.9871841820089475,Suburban,13.0,0.05694005322169665,4980.628742659315
Yes,5.0,Udon,Male,Single,College,6.914068549241923,Rural,39.0,0.018230177227877703,5723.94563727625
Yes,5.0,Mahasarakam,Male,Single,College,5.182514114097078,Suburban,34.0,0.16686923183193647,4041.6544164728984
Yes,7.0,Mahasarakam,Female,Single,College,5.883602711345407,Suburban,27.0,-0.13882205238926645,4166.808126718826
Yes,1.0,Khon Kaen,Male,Divorced,Graduate School,6.254670730520515,Urban,38.0,-0.0928916807650215,3714.396005665966
Yes,4.0,Udon,Female,Divorced,High School,6.496766794417395,Suburban,39.0,0.19749818778856287,3808.8027658816573
No,3.0,Mahasarakam,Female,Married,Graduate School,2.8232210417963284,Suburban,36.0,0.9360662822221815,4956.901216536866
No,7.0,Udon,Male,Single,Graduate School,4.413225450917492,Suburban,41.0,0.9379506989503901,
Yes,5.0,Mahasarakam,Female,Divorced,High School,6.2413827461227545,Urban,40.0,0.5531710303305419,6064.673729266782
No,5.0,Udon,Male,Married,College,2.7590287582651363,Suburban,32.0,-0.43807319173936116,6960.640865400037
Yes,3.0,Khon Kaen,Male,Divorced,High School,4.771536724331676,Suburban,43.0,0.12139801957495366,4729.100210783897
Yes,4.0,Mahasarakam,Female,Divorced,High School,6.714210453264261,Urban,16.0,-0.011871454471108711,5014.53951663475
No,4.0,Mahasarakam,Female,Married,College,5.209136736386978,Suburban,49.0,0.44990447954776613,4205.147793906408
Yes,5.0,Udon,Male,Married,College,4.096454942758509,Urban,24.0,0.30149445815784826,
Yes,6.0,Mahasarakam,Female,Married,High School,7.5267055639684886,Urban,27.0,0.20985424631721789,6105.181791414327
Yes,3.0,Khon Kaen,Female,Single,Graduate School,5.125451653305966,Urban,37.0,0.12718748918950823,5884.894679512239
Yes,4.0,Udon,Male,Divorced,Graduate School,4.812027653948239,Urban,24.0,-0.005282634392393293,3800.434901365867
Yes,3.0,Udon,Female,Single,High School,7.3439481552438775,Suburban,20.0,0.37574084459396584,6842.0733660655505
No,6.0,Khon Kaen,Female,Married,High School,4.665177568300966,Rural,18.0,0.38357646374703536,4119.704544489916
No,3.0,Khon Kaen,Male,Single,College,4.758752244423242,Rural,25.0,0.18387384492234304,5615.484109086293
No,5.0,Khon Kaen,Male,Married,Graduate School,6.564066879686395,Rural,19.0,0.9965707044783325,4325.544405233089
Yes,6.0,Khon Kaen,Male,Divorced,High School,6.736353273856393,Urban,40.0,0.03690606787167083,4357.196718607385
No,3.0,Mahasarakam,Female,Married,Graduate School,4.044767851820331,Urban,44.0,-0.1356137268814928,5029.475003545569
Yes,,Mahasarakam,Female,Divorced,Graduate School,6.208225474038528,Suburban,37.0,-0.06531841027978413,5729.401373936053
Yes,7.0,Udon,Female,Married,College,3.9001337498679156,Suburban,46.0,-0.1696204120480304,2820.065732612624
Yes,4.0,Udon,Female,Single,Graduate School,6.850511620355675,Suburban,,0.19529083480581771,5180.599093545026
Yes,6.0,Khon Kaen,Female,Divorced,College,3.092547238440911,Urban,56.0,-0.12111325898768709,3770.557995149886
Yes,,Udon,Male,Divorced,Graduate School,6.0106316023493,Suburban,23.0,0.3220755705024535,4371.260221476971
Yes,7.0,Udon,Female,Single,College,7.091003199520744,Urban,28.0,0.1143896336384122,4198.047269716124
Yes,5.0,Udon,Male,Divorced,Graduate School,5.7594422237893745,Urban,40.0,0.25054142415959024,6751.066536493812
Yes,4.0,Mahasarakam,Male,Divorced,Graduate School,5.4602609205836545,Rural,42.0,0.14892151069989013,5256.48979872415
No,5.0,Udon,Male,Married,High School,2.606112782126363,Rural,26.0,0.8488323377526727,4406.18132520269
Yes,4.0,Mahasarakam,Male,Married,High School,3.323716633017752,Suburban,40.0,-0.018022190113340608,4612.5789565862415
Yes,4.0,Khon Kaen,Female,Single,College,3.746967494855989,Suburban,22.0,0.08702360470834702,3404.4734253393153
Yes,4.0,Khon Kaen,Female,Single,Graduate School,6.066422896337372,Urban,30.0,0.3224349316339544,5270.995896430369
Yes,6.0,Khon Kaen,Male,Divorced,High School,7.581025855639222,Suburban,35.0,0.35488247919840543,5176.072708719413
Yes,7.0,Mahasarakam,Female,Divorced,Graduate School,2.3483306404132693,Urban,19.0,-0.16447348681125948,2337.465435301521
Yes,4.0,Mahasarakam,Female,Married,Graduate School,7.40808018566719,Urban,32.0,0.10822225735941432,4950.4671663894205
Yes,4.0,Khon Kaen,Male,Divorced,Graduate School,4.9656830376285885,Urban,48.0,0.3270630084501186,4193.392797690016
Yes,6.0,Khon Kaen,Female,Single,College,4.736808037845144,Urban,43.0,0.13098812529053733,5263.847236805385
Yes,5.0,Udon,Male,Single,Graduate School,3.936598514756578,Rural,35.0,-0.02898276411800063,
Yes,4.0,Khon Kaen,Female,Single,College,5.42698679283012,Urban,34.0,0.09288691210151961,6552.308035802457
No,,Mahasarakam,Female,Married,Graduate School,3.5189865351652907,Suburban,32.0,-0.4497414208380601,7461.574431316409
No,4.0,Khon Kaen,Male,Married,High School,3.3427332091466955,Rural,41.0,0.6101082941145946,4970.609163898092
No,,Mahasarakam,Female,Married,College,3.3007552214698554,Suburban,29.0,0.74082914392706,3714.9832710965234
Yes,4.0,Udon,Female,Single,College,5.706374497891378,Urban,25.0,0.45510809229395266,4600.015846806713
No,6.0,Mahasarakam,Male,Married,College,2.473575044980312,Rural,42.0,0.1591347651838399,4256.043567335153
Yes,4.0,Khon Kaen,Male,Single,High School,6.064686129152621,Suburban,23.0,,4590.245303891965
No,3.0,Mahasarakam,Male,Married,High School,4.379012998561416,Rural,37.0,-0.4889006604524074,4540.415504885276
No,4.0,Udon,Male,Married,College,4.403591852284614,Rural,28.0,0.27093020195840156,3977.511738597166
No,5.0,Mahasarakam,Male,Married,High School,4.635438775620845,Rural,28.0,-0.038254702100089355,3547.774849006015
No,6.0,Udon,Male,Married,,2.277417305328784,Rural,46.0,0.7318932996361065,4734.56866932649
No,5.0,Udon,Male,Divorced,College,2.186353021198669,Rural,30.0,0.6095585337223256,4871.788649125159
Yes,5.0,Mahasarakam,Female,Married,,3.6942944720123094,Urban,26.0,-0.15535451324096639,3771.069786814774
No,5.0,Mahasarakam,Male,Married,College,2.918969008187597,Suburban,38.0,0.18958592854711837,4491.30719940701
Yes,6.0,Khon Kaen,Female,Single,Graduate School,5.263321316477286,Urban,,0.47622425905320076,5668.012763495051
Yes,5.0,Mahasarakam,Female,Married,High School,8.23965933748189,Urban,41.0,0.539592068698637,6149.691353420014
Yes,4.0,Khon Kaen,Male,Single,Graduate School,9.105928383909358,Urban,41.0,0.1865876469035629,6657.025894740497
No,6.0,Khon Kaen,Male,Divorced,High School,4.7805085752689305,Suburban,35.0,1.3290549135838143,5352.881342470036
No,5.0,Udon,Male,Single,College,3.576516167084127,Rural,14.0,-0.2253912808496963,3080.257634728806
No,3.0,Udon,Female,Married,College,3.075225745049787,Suburban,46.0,0.29730815505232777,4232.618309713267
Yes,6.0,Udon,Female,Divorced,Graduate School,5.47453053914992,Urban,,-0.22971763772534726,4271.60508558702
Yes,6.0,Udon,Male,Divorced,Graduate School,3.8499641027437783,Urban,18.0,-0.23249180390814372,4484.948846069932
No,4.0,Khon Kaen,Male,Married,Graduate School,4.030251367093753,Suburban,33.0,0.6596304457589026,5474.861981260867
,3.0,Mahasarakam,Male,Divorced,High School,6.082255985969788,Urban,44.0,-0.021256388301159806,5938.030200747511
No,4.0,Mahasarakam,Male,Married,Graduate School,2.9399104518549044,Suburban,32.0,0.6193930050876311,5337.459891759268
Yes,5.0,Khon Kaen,Male,Single,Graduate School,3.7655567188392145,Urban,18.0,-0.19791529446785247,3857.063656586128
Yes,4.0,Udon,Female,Divorced,High School,6.410849023800065,Rural,10.0,0.35034683695382673,6200.459624843304
No,4.0,Mahasarakam,Male,Divorced,College,4.480325720394225,Urban,20.0,0.6387776878972788,4318.019233949246
Yes,3.0,Udon,Male,,College,5.251274724237937,Suburban,23.0,-0.007565871527358464,6415.691642636504
No,2.0,Udon,Female,Divorced,High School,5.093852898994722,Rural,45.0,-0.5040682547378612,5229.9645577091105
No,4.0,Khon Kaen,Female,Married,College,4.909362726145434,Rural,28.0,0.3208728122056348,5374.824222012983
Yes,4.0,Udon,Female,Single,Graduate School,4.437749794134852,Rural,45.0,,4122.390688115342
Yes,4.0,Mahasarakam,Female,Married,Graduate School,6.128749058704542,Urban,37.0,0.1390641118412464,5335.846934939535
No,5.0,Mahasarakam,Female,Married,College,3.029511694051599,Rural,26.0,-0.3986679932427273,6124.508151906198
Yes,5.0,Mahasarakam,Male,Divorced,College,3.2632804013564076,Urban,25.0,-0.06124879030017599,5398.526714695295
No,2.0,Khon Kaen,Male,Married,Graduate School,4.330013665813349,Rural,28.0,0.0506811696613354,3963.08790368665
No,4.0,Mahasarakam,Female,Single,Graduate School,3.9710723828587704,Suburban,46.0,-0.031316072286590835,5366.509764035873
Yes,5.0,Udon,Male,Divorced,Graduate School,4.460085513193328,Suburban,29.0,0.285620250404348,5400.085629794525
No,5.0,Khon Kaen,Female,Divorced,Graduate School,2.7480220389320564,Suburban,28.0,0.7264041438904035,3442.9765824342912
Yes,3.0,Mahasarakam,Male,Single,Graduate School,4.04466601826856,Urban,49.0,0.5064914300005203,4067.5280187908097
