Marital Status,Active online hours,Brand Loyalty,Sex,City,Age,Renew,Location Code,Annual Income,Years subscribed,Education Level
Single,4.246163787501695,-0.8458146664333603,Male,Kyoto,40.0,Yes,Urban,64933.448444082904,4.0,Graduate School
Married,4.700846138516365,0.14030850024155528,,Tokyo,57.0,,Suburban,37411.54849716146,7.0,College
Divorced,6.633083399203038,-0.5605286183652363,Male,Tokyo,38.0,Yes,Suburban,33051.589970557485,6.0,Graduate School
Divorced,4.2763418602562115,-0.1554537019650294,Female,Tokyo,40.0,Yes,Rural,70482.9284521067,3.0,High School
Divorced,5.654324635914883,-0.3611670461490127,Female,Osaka,36.0,Yes,Suburban,70235.611957901,6.0,High School
Single,,-0.06777695329932049,Male,Osaka,42.0,Yes,Urban,43098.7283529126,5.0,High School
Married,5.155569093199247,0.41593674853807483,Male,Tokyo,53.0,No,Urban,56852.8824026843,5.0,College
Divorced,8.32038428204896,0.3344389801887727,Male,Tokyo,55.0,Yes,Urban,63834.639962746674,7.0,College
Single,6.899139430636973,-0.5280320966143137,Female,Kyoto,49.0,Yes,Suburban,37049.29591556064,5.0,College
,5.4654646498328825,-1.3888101125952939,Male,Tokyo,42.0,No,Rural,55037.15392583778,3.0,High School
Divorced,8.334209228153757,0.3977706370353863,Female,Kyoto,58.0,Yes,Urban,63371.77854374209,6.0,College
Married,5.848145078045406,-0.8727693890554348,Male,Osaka,49.0,No,Rural,58247.86543460008,5.0,College
Single,,-0.23403387659857866,Female,Tokyo,37.0,Yes,Suburban,45792.18255186838,4.0,High School
Divorced,6.415871598964596,-0.2818428858783082,Female,Tokyo,54.0,Yes,Rural,58323.19541608033,4.0,College
Single,4.321606795237642,-0.13875775415325192,Male,Kyoto,45.0,Yes,Rural,59107.05420327487,4.0,High School
Married,5.967193727588798,0.31085360999758804,Female,Kyoto,40.0,No,Rural,56988.87630351825,4.0,Graduate School
Single,5.63452416030215,-0.18707945901937145,Male,Kyoto,41.0,Yes,Urban,67853.29477655119,5.0,High School
Single,5.530488793709003,-0.5553952617029776,Female,Osaka,38.0,Yes,Urban,72670.54191944073,5.0,College
Single,5.89394046151251,-0.3276043517732476,Female,Kyoto,36.0,No,Suburban,62664.32731877868,3.0,Graduate School
Married,6.501455221405642,-0.5299192408630321,Female,Kyoto,39.0,No,Suburban,38547.60380953147,4.0,College
Single,6.451698878227778,-0.314548380160241,Male,Osaka,44.0,No,Rural,50047.42954293759,6.0,College
Divorced,5.286472824893699,-0.0937141356280129,Female,Osaka,46.0,Yes,Urban,54489.06369736973,4.0,High School
Married,5.976753164387848,-0.3121768808288527,Female,Kyoto,62.0,No,Urban,69316.06159103068,6.0,College
Single,7.074273462172321,0.26079168988653856,Female,Tokyo,51.0,Yes,Urban,50600.66982955706,5.0,College
Married,5.331174746684916,-0.5880830874746112,Female,Tokyo,22.0,Yes,Urban,,5.0,Graduate School
Married,6.1745451371647935,-0.047624578728713285,Male,Kyoto,49.0,No,Rural,47946.02326069968,5.0,College
Divorced,4.892530940622352,-0.429266413847155,Male,Osaka,35.0,Yes,Suburban,42611.49921849485,4.0,High School
Divorced,4.777716268059947,0.11787891458242761,Male,Kyoto,43.0,Yes,Suburban,55048.19166949436,4.0,Graduate School
Married,6.454910564975118,-0.2158571583649339,Male,Osaka,64.0,No,Rural,49697.473755126324,7.0,College
Single,4.6874766709908995,-0.39490633902482286,Female,Tokyo,39.0,Yes,Suburban,50255.58440985093,4.0,Graduate School
Single,5.540838997786402,-0.2997448704687562,Male,Osaka,69.0,No,Rural,36852.87737844443,7.0,College
Single,5.0999955408657565,-0.07916300204759585,Male,Osaka,48.0,No,Suburban,55304.158533042166,4.0,Graduate School
Divorced,4.910675103389508,0.1490886740904518,Female,Tokyo,74.0,No,Suburban,49961.13623707621,7.0,College
Single,6.245132027191415,-0.020213720321189232,Female,Kyoto,42.0,Yes,Urban,81281.73884160156,5.0,High School
Married,6.303952970028967,-0.5982410824746025,Female,Osaka,50.0,No,Suburban,43502.52322189727,3.0,High School
Single,4.632594926630721,0.026797211122925213,Male,Kyoto,43.0,Yes,Urban,41843.81063192745,3.0,College
Divorced,5.833460993210446,-0.737914108403535,Female,Tokyo,52.0,No,Rural,53806.52755215063,5.0,High School
Divorced,4.740671780364479,0.04990609976305116,Male,Tokyo,45.0,Yes,Suburban,59848.90062835865,4.0,High School
Married,5.751159001117087,,Male,Osaka,39.0,Yes,Urban,63714.81131742797,5.0,High School
Divorced,5.654099555988107,-0.15624910520707258,Female,Osaka,38.0,Yes,Suburban,29208.336803223225,5.0,College
Single,5.6579115120763435,-0.40157676548829324,Female,Osaka,41.0,Yes,Urban,48564.83498919465,5.0,
Divorced,7.654070715240545,-0.6592463584676902,Male,Kyoto,33.0,Yes,Urban,44785.06960442623,7.0,High School
Divorced,6.8545545572214746,-0.5349688801299266,Female,Kyoto,43.0,Yes,,58176.54667108481,7.0,Graduate School
Single,5.756170220843556,0.11166769961818934,Male,Tokyo,45.0,Yes,Urban,46909.71803021034,4.0,College
Divorced,6.00219772355348,-0.5751280590338883,Female,Tokyo,38.0,Yes,Urban,51365.0978370389,6.0,Graduate School
Divorced,6.689067454908044,0.08706363363930592,Male,Osaka,49.0,Yes,Urban,44833.94126610944,5.0,College
Married,6.706204545405433,-0.6479604887174897,Female,Kyoto,29.0,No,Rural,36504.96717081894,1.0,College
Divorced,5.132507964521423,0.02536700357903221,Female,Osaka,67.0,No,Rural,51193.98360401016,7.0,Graduate School
Divorced,5.879246113756036,,Female,Osaka,,No,Urban,80087.50342146537,5.0,College
Single,4.1494716103905995,-0.24275680103380326,Female,Kyoto,47.0,Yes,Suburban,60043.07824166943,3.0,College
Married,6.403310256127657,-0.09728948525600967,Male,Kyoto,50.0,No,Rural,39812.9845776741,6.0,High School
Single,5.201204405517824,-0.8799192179027155,Female,Kyoto,30.0,Yes,Urban,52263.65860460834,5.0,High School
Married,6.839784531918754,-0.3895093545649631,Male,Tokyo,54.0,No,Rural,69302.91844619681,5.0,High School
Married,5.816443733063708,0.19553582542004022,Female,Tokyo,54.0,Yes,Suburban,61977.25112364291,4.0,High School
Single,6.139351701325929,-0.12375016789618087,Male,Tokyo,37.0,Yes,Suburban,72880.58624794199,6.0,Graduate School
Divorced,5.792000407362115,0.057201704932757114,Female,Osaka,47.0,Yes,Suburban,87191.89195945916,4.0,High School
Single,5.939895574866542,-0.5542631699197692,Female,,56.0,No,Suburban,70613.39062664688,6.0,Graduate School
Divorced,4.2073459566047,-0.6480315776494501,Male,Osaka,24.0,Yes,Suburban,41175.7569916715,5.0,College
Single,6.92792263963533,-0.8383172930580309,Male,Osaka,40.0,Yes,Urban,49353.68008194718,6.0,High School
Married,6.025308141700409,-0.32320426342229136,Male,Kyoto,34.0,No,Urban,65158.47178990774,4.0,Graduate School
Divorced,5.6140017911838935,-0.6221589481366616,Male,Tokyo,41.0,Yes,Urban,87192.85273911725,5.0,High School
Married,7.523295147091739,0.10979537964967578,Male,Tokyo,53.0,Yes,Urban,57234.847808412924,7.0,High School
Divorced,,0.4190044814623177,Male,Tokyo,43.0,Yes,Urban,45368.37029204002,2.0,High School
Single,4.854655523844697,-0.5019773016419463,Male,Kyoto,33.0,Yes,Urban,59814.427958461805,4.0,Graduate School
Single,7.681263406767641,-0.6549390853566763,Female,Tokyo,49.0,Yes,Urban,63428.732992080055,,Graduate School
Married,6.9868026633322255,-0.3364568868771381,Male,Tokyo,44.0,No,Suburban,69167.09975936379,5.0,High School
Married,6.4475232904394275,-0.44572729798884936,Male,Tokyo,47.0,No,Suburban,38875.483427983636,4.0,High School
Married,6.874930701215785,-0.2898012803812423,Female,Tokyo,44.0,No,Rural,57586.98718353188,3.0,Graduate School
Divorced,4.069336460677066,-0.5245719916722089,Female,Kyoto,38.0,Yes,Urban,59965.34764700947,3.0,High School
Single,5.944039300333389,-0.05988509911638168,Female,Kyoto,59.0,No,Rural,63531.57736436742,6.0,Graduate School
Divorced,7.383868213353476,-0.014709797920423207,Female,Osaka,53.0,Yes,Suburban,53871.35898332903,6.0,Graduate School
Single,,0.24951870002875742,Male,Tokyo,36.0,Yes,Urban,50904.80557494827,4.0,Graduate School
Divorced,5.243385598539856,-0.12376558775837715,Male,Osaka,39.0,Yes,Urban,79452.6510050596,5.0,Graduate School
Married,5.466062401093992,0.5033220937167139,Male,Osaka,63.0,No,Rural,58085.083127382,6.0,College
Married,5.935484349731732,-0.20893763758890904,Male,Tokyo,,No,Suburban,28693.372760711205,4.0,Graduate School
Divorced,5.996093039904202,0.6862992906005249,Male,Tokyo,50.0,Yes,Urban,49833.833888750545,5.0,High School
Divorced,7.3548142392571965,-0.3337495365079973,Male,Osaka,43.0,Yes,Urban,37657.81997831694,6.0,College
Married,5.357694077707424,-0.031521061119214266,Female,Osaka,49.0,No,Urban,57046.09225316183,4.0,High School
Single,8.732991415470709,0.17174562907250623,Male,Kyoto,49.0,Yes,Suburban,48847.30564820058,9.0,College
Divorced,6.71715314269425,-0.05823035351469774,Female,Tokyo,63.0,No,Rural,62526.478519344586,7.0,High School
Married,5.407107767857573,-0.28809113381493734,Female,Kyoto,40.0,Yes,Urban,66882.71147676643,5.0,Graduate School
Single,4.389538718438817,-0.12184641101275068,Female,Osaka,42.0,Yes,Rural,52985.90978143367,4.0,Graduate School
Married,5.419123069345841,-0.9724336588212541,Female,Osaka,41.0,No,Rural,55985.30254528881,3.0,College
Married,4.72327633224789,-0.03100890123556116,Female,Osaka,33.0,Yes,Urban,44531.63707986026,4.0,High School
Divorced,6.004621351106308,0.07144355364866051,Male,Osaka,53.0,No,Suburban,58335.469958115646,5.0,High School
Married,6.364236217913276,0.3181200146378972,Female,Kyoto,49.0,Yes,Urban,63195.02577121862,5.0,College
Divorced,4.833100607334739,-0.44566487885439204,Male,,36.0,Yes,Suburban,53516.42429638989,5.0,Graduate School
Divorced,6.244296167544707,0.16831405364121987,Female,Tokyo,43.0,Yes,Urban,65206.163683590705,6.0,High School
Married,6.456057509622031,-0.33842061770749576,Male,Osaka,41.0,Yes,Urban,78934.91961691677,5.0,High School
Divorced,6.303581448781132,0.2506619409280084,Male,Tokyo,49.0,Yes,Urban,,5.0,Graduate School
Divorced,6.234808429279648,-0.5061045697435175,Female,Tokyo,35.0,Yes,Urban,53282.78381844358,6.0,High School
Divorced,6.0646080425734485,-0.09453601461560501,Female,Tokyo,48.0,Yes,Urban,55470.61783965136,,Graduate School
Divorced,6.7612311991843805,-0.2781644193184564,Male,Osaka,43.0,Yes,Urban,61816.596002166276,6.0,College
Single,5.884618570168449,-0.3259940860882385,Male,Osaka,74.0,No,Urban,53366.956547780144,5.0,High School
Single,6.553995951514091,-0.6289228182629025,Female,Tokyo,47.0,Yes,Urban,72165.93371459306,7.0,High School
Divorced,4.9887218617402365,-0.05127289260005724,Female,Kyoto,38.0,,Suburban,60993.73936872261,3.0,High School
Divorced,3.249687643529143,-0.05382905525672588,Female,Kyoto,32.0,Yes,Urban,45263.81453347947,4.0,
Divorced,5.242832269989436,-1.0943742569556425,Male,Osaka,34.0,Yes,Urban,31928.66544374177,5.0,College
Married,6.769031123541175,-0.4224844907175799,Female,Tokyo,51.0,No,Rural,51081.91963592864,5.0,College
Divorced,5.2779157585138865,-0.6779471623414371,Male,Osaka,34.0,Yes,Urban,64279.67002502745,4.0,Graduate School
Divorced,6.367396174668864,-0.9432266734068575,Male,Osaka,58.0,No,Rural,51299.98569670906,7.0,High School
Single,5.873146114791333,,Male,Kyoto,40.0,Yes,Urban,59618.4395385723,5.0,High School
Divorced,6.584041971622574,0.302253964195376,Female,Tokyo,56.0,Yes,Urban,51374.20998731682,4.0,College
Married,,-0.36833098523117713,Male,Kyoto,43.0,Yes,Urban,51010.76802458641,3.0,Graduate School
Divorced,8.043239789423293,-0.5704234026074692,Male,Kyoto,52.0,Yes,Urban,55692.450196100974,7.0,College
Married,5.612757347841667,-0.10998785016647933,Male,Tokyo,54.0,No,Urban,63336.71753554804,6.0,High School
Divorced,6.320822243343613,-0.8596602581092039,Female,Kyoto,35.0,Yes,Rural,40669.43014280407,6.0,
Single,6.061986369589526,0.010090174360990356,Female,Kyoto,50.0,Yes,Suburban,78118.11605267925,5.0,High School
Single,6.372231738518787,0.07608709831768323,Female,Osaka,40.0,Yes,Urban,84166.43501617189,6.0,Graduate School
Married,5.850938766930383,-0.40437900850468633,Female,Osaka,46.0,No,Rural,41219.39553200378,6.0,College
Married,6.331204721285961,-1.5,Male,Osaka,45.0,No,Suburban,69025.35841987478,4.0,College
Married,6.509999963503348,-0.639129419252627,Female,Osaka,51.0,No,Urban,71024.87449597931,5.0,High School
Married,5.535351317642489,0.03201066548960163,Male,Kyoto,25.0,No,Rural,55136.71606056027,3.0,High School
Single,6.228734993408171,0.3981567564245252,Female,Kyoto,65.0,,Suburban,66366.68158038612,5.0,Graduate School
Single,6.65262922758743,-0.12102889678527973,Male,Osaka,46.0,No,Rural,43299.18119264814,4.0,Graduate School
Single,3.799013957763308,-0.21020470317217205,Male,Kyoto,34.0,Yes,Urban,43791.08643478933,3.0,College
Married,5.854780529950188,-0.2791435861263928,Male,Kyoto,50.0,No,Rural,42101.702750629025,4.0,Graduate School
Single,4.654952329083593,-0.22580034700044999,Male,Osaka,72.0,No,Urban,52768.53997299657,7.0,Graduate School
Divorced,7.014183778460222,-0.418462251112766,Female,Osaka,45.0,Yes,Rural,64320.08119095361,5.0,High School
Single,4.933608119782186,-0.26307151114998895,Female,Tokyo,38.0,Yes,Urban,75994.31841190922,5.0,High School
Single,5.897918672293013,-0.6380089328722323,Male,,39.0,Yes,Urban,37994.11376132218,6.0,High School
Married,5.594230399888562,-0.06881102279690693,Female,Osaka,61.0,No,Rural,55367.303294959034,7.0,College
Divorced,6.488889885494261,-0.3340055126071113,Female,Osaka,51.0,No,Rural,50073.94027367876,5.0,High School
Married,5.5264832423469175,-0.5031050801949695,Male,Osaka,33.0,Yes,Urban,47793.75609176693,5.0,Graduate School
Married,5.784433076198316,-0.28057173978913275,Female,Kyoto,43.0,No,Rural,50355.250500853595,5.0,College
Divorced,5.965138813165305,-0.5441340895234775,Male,Kyoto,52.0,Yes,Urban,53487.13095940021,5.0,Graduate School
Married,,0.05703434976952104,Female,Tokyo,72.0,No,Suburban,47275.51850976327,7.0,High School
Single,3.8982972041995425,-0.4450305765264625,Female,Osaka,46.0,Yes,Urban,39985.53645165972,2.0,College
Divorced,5.637638121024585,-0.3611476112038662,Male,Tokyo,36.0,Yes,Suburban,53479.72106215429,6.0,Graduate School
Married,5.022427592295262,-0.33574144403600015,Female,Osaka,46.0,No,Urban,56950.43490961685,3.0,Graduate School
Single,7.659691599114057,0.011953004171626924,Female,Kyoto,47.0,Yes,Suburban,38146.025955012854,7.0,College
Divorced,6.4813674129204255,0.041835994616636674,Male,Tokyo,45.0,No,Urban,53512.59113063142,6.0,High School
Married,5.357250520932725,0.24133276022596784,Male,Kyoto,57.0,No,Rural,50395.74260346405,5.0,High School
Divorced,5.2475708058530905,0.178683135458239,Male,,41.0,Yes,Suburban,37023.29071597065,5.0,College
Single,4.792091795931728,-0.08151353103701997,Male,Tokyo,47.0,Yes,Urban,52428.30082053458,4.0,High School
Divorced,4.590154632978005,-0.11041136577170557,Female,Tokyo,46.0,Yes,Suburban,54925.92763682072,,Graduate School
Single,6.4738031245378105,-0.13834894234822337,Male,Osaka,47.0,No,Suburban,44271.15403297878,6.0,Graduate School
Divorced,7.65480782759691,-0.34140246419879944,Male,Tokyo,,Yes,Suburban,49371.80748466228,6.0,Graduate School
Single,6.217307439280885,-1.0820518389782494,Male,Tokyo,51.0,No,Suburban,37772.54639262016,6.0,College
Single,4.740635154516805,-0.2554969398758197,Female,Tokyo,39.0,Yes,Urban,52837.79880463218,4.0,College
Single,4.439494754078872,-0.3129335738715713,Female,Kyoto,30.0,Yes,Urban,60703.71851832981,4.0,High School
Single,6.819082127170361,0.2137090749889099,Male,Tokyo,59.0,Yes,Urban,45863.23364429127,5.0,Graduate School
Divorced,5.876536027800091,0.05133991610400068,Female,Osaka,44.0,Yes,Suburban,52240.10699855303,5.0,College
Divorced,6.378114483768658,-0.08054037153202576,Male,Kyoto,38.0,Yes,Urban,50925.92333388227,6.0,College
Married,4.9580337526966245,0.5071228122311663,Male,Tokyo,71.0,No,Urban,,6.0,College
Divorced,7.220998151154055,-0.3129543866623553,Male,Osaka,48.0,Yes,Suburban,55470.360221261144,6.0,College
Single,6.825610887612634,-0.09435264422412787,Female,Osaka,44.0,No,Rural,71438.94459935703,4.0,Graduate School
Married,5.733338797061364,-0.41139138405432296,Male,Osaka,64.0,No,Suburban,49924.29664827817,4.0,High School
Divorced,6.758534060474594,-0.8276297843885728,Female,Osaka,36.0,Yes,Urban,56085.2052156861,5.0,College
Divorced,5.807372222274436,-0.153355895553403,Male,Tokyo,47.0,No,Rural,68796.45916813392,3.0,High School
Divorced,8.270231013771422,0.12345255470776861,Male,Kyoto,58.0,Yes,Urban,48319.7990478142,6.0,High School
Married,5.619512953208982,-0.07733138786709443,Female,Osaka,39.0,No,Rural,27527.22516390433,4.0,College
Married,5.457919242174269,0.22078769581341284,Male,Osaka,46.0,No,Rural,62787.396814056054,5.0,College
Single,4.707140184123927,-0.6471893880777371,Female,Osaka,51.0,No,Rural,85718.66703596163,4.0,Graduate School
Divorced,5.285459701310469,-0.6439715509367229,Female,Osaka,38.0,No,Urban,60004.09415822836,5.0,College
Single,3.798479087670355,-0.6193144397051997,Male,Osaka,35.0,Yes,Urban,49521.51993489657,3.0,Graduate School
Married,5.810862021892904,-0.06856535632038757,Female,Kyoto,71.0,No,Suburban,57124.27961511634,6.0,College
Married,5.9273249477878505,0.5635292114895066,Female,Kyoto,51.0,No,Rural,63532.49906454392,5.0,College
Married,6.5646433214118325,-0.3330280877819658,Female,Tokyo,64.0,No,Rural,24442.62008764889,6.0,High School
Divorced,3.8820613912318156,-0.33276452955769387,Female,Osaka,49.0,Yes,Urban,52477.13280570949,2.0,High School
Divorced,6.146375878329163,-0.4222981498989152,Female,Tokyo,35.0,,Suburban,60938.99863547505,6.0,College
Married,5.174970414227381,0.7509520802819606,Male,Osaka,63.0,No,Rural,48275.347753541486,6.0,College
Single,5.453622973870636,-0.7631218979660177,Male,Kyoto,60.0,No,Suburban,42588.33278325349,5.0,Graduate School
Divorced,5.912607631934172,-0.42260666666783153,Male,Kyoto,48.0,No,Rural,58580.83665383909,5.0,Graduate School
Divorced,4.977774959538217,-0.20577029514402279,Male,Tokyo,36.0,Yes,Urban,64444.334898853296,5.0,College
Married,6.891404185489032,0.13165188522201643,Female,Kyoto,,No,Rural,47232.6886891506,4.0,High School
Divorced,8.985227820958306,0.06101514861449964,Male,Osaka,47.0,Yes,Urban,50021.67438290646,9.0,High School
Single,6.6448062120895495,-0.3473897570381758,Female,Osaka,50.0,Yes,Urban,54290.87681159622,6.0,College
Divorced,5.009237100516919,-0.2186165220780334,Female,Tokyo,52.0,No,Rural,38294.19635539646,4.0,College
Divorced,7.312974302920539,0.5460457547998773,Male,Kyoto,58.0,Yes,Rural,63191.6788798013,6.0,High School
Divorced,3.440698266697255,,Female,Tokyo,34.0,Yes,Suburban,52596.678337871264,3.0,High School
Single,6.303332650555422,0.007551257388367816,Female,Osaka,47.0,No,Rural,,,Graduate School
Divorced,7.742882562930589,0.2112524745142591,Male,Kyoto,49.0,Yes,Urban,43730.69056680183,7.0,High School
Divorced,5.738487000244272,-0.6316128149760852,Female,,34.0,Yes,Urban,62883.513181755894,6.0,High School
Married,,-0.695253557895454,Female,Osaka,39.0,Yes,Suburban,62238.02515992721,5.0,College
Married,5.700203769796245,0.2889747679309951,Female,Tokyo,61.0,No,Urban,54929.004374078606,7.0,College
Married,4.8144768312012935,-1.0004291579280404,Male,Tokyo,46.0,No,Rural,62479.66242715784,4.0,Graduate School
Divorced,,,Female,Osaka,54.0,Yes,Urban,62282.16980959809,4.0,Graduate School
Divorced,3.4661929393222533,-0.29761292815743434,Female,Kyoto,44.0,Yes,Urban,61658.45077306073,3.0,Graduate School
Married,6.498202384241624,-0.23512261933936024,Male,Tokyo,47.0,Yes,Urban,63300.471083531535,6.0,High School
Divorced,8.16921466485988,-0.647354563721863,Female,Tokyo,45.0,Yes,Urban,72562.77501920368,8.0,College
Married,6.866697340461386,-0.8256773676409837,Male,Kyoto,43.0,No,Suburban,60958.789370908526,4.0,Graduate School
Single,5.892685433032482,-0.41482820801258846,Male,Kyoto,50.0,No,Rural,41010.724060554836,5.0,High School
Single,5.440800353518282,,Male,Kyoto,35.0,Yes,Urban,59535.79692092202,5.0,High School
Single,4.546985648171427,-0.3508346276931784,,Tokyo,54.0,No,Rural,21419.54346904641,4.0,College
Married,6.191653887644189,-0.15403933848615048,Male,Tokyo,45.0,No,Rural,47924.73654372357,5.0,High School
Married,5.651497021808464,0.4755073519999292,Female,Kyoto,,No,Suburban,45131.99399961943,4.0,High School
Divorced,5.527236571009346,-0.07703857667572633,Female,Tokyo,62.0,No,Rural,50197.521221944044,6.0,Graduate School
Divorced,3.685453776196045,-0.9312600110559672,Female,Kyoto,34.0,Yes,Urban,58871.621584392284,3.0,High School
Divorced,6.511486153084491,-0.3004415240079049,Female,Tokyo,50.0,Yes,Suburban,46675.168064497564,6.0,Graduate School
Single,3.9431603952338206,-0.31776535961624547,Male,Tokyo,30.0,Yes,Suburban,56374.45849033302,4.0,College
Married,5.450038558446028,0.500287512745505,Female,Osaka,46.0,No,Suburban,51322.943243170965,3.0,College
Divorced,7.401681207508709,-0.48964913508668434,Female,Osaka,,Yes,Rural,42511.522557291304,6.0,High School
Divorced,4.816681463921912,0.15559158921468597,Male,Osaka,49.0,Yes,Suburban,59234.42132971215,4.0,Graduate School
Married,6.440836300598951,0.012124623654379163,Male,Kyoto,64.0,No,Rural,67590.4268235187,6.0,College
Single,5.552616788612125,-0.01912190315759077,Male,Osaka,48.0,No,Suburban,49892.7565039924,5.0,College
Single,5.298010326443591,0.32306287842430015,Female,Osaka,49.0,No,Urban,76595.65868807022,5.0,High School
Single,4.4694629304835,-0.7652024818365504,Female,Kyoto,34.0,Yes,Urban,59246.57275847839,4.0,Graduate School
Divorced,3.092510868311884,0.25923741732592964,Male,Tokyo,41.0,Yes,Rural,46322.01720588789,2.0,College
Married,6.003078822574268,0.010846453401525902,Female,Tokyo,50.0,No,Rural,53460.41104553731,,High School
Single,3.9831245218555598,-0.4853846296464917,Male,Tokyo,30.0,Yes,Suburban,48150.272054485475,5.0,High School
Single,5.636600443857454,-0.327610040251484,Male,Tokyo,42.0,Yes,Suburban,67561.08318398392,5.0,Graduate School
Divorced,5.622114062257544,0.14436238041858818,Female,Kyoto,35.0,Yes,Suburban,60698.86052665491,6.0,High School
Single,6.6706507982713585,0.07466661060058732,Male,Kyoto,52.0,Yes,Urban,31253.83466488165,5.0,Graduate School
Single,4.439009324872785,-1.0612137294724477,Male,Osaka,33.0,Yes,Urban,62563.71272647063,4.0,Graduate School
Single,6.899882710025475,-0.35817461652434796,Female,Osaka,41.0,Yes,Suburban,48669.69298849992,6.0,College
Single,5.431672872959752,-0.323490992224312,Male,Osaka,40.0,Yes,Suburban,42567.448175603,5.0,College
Divorced,3.8279961830579925,0.3662473498153094,Female,Kyoto,47.0,Yes,Suburban,48141.229662680744,3.0,High School
Single,5.446806513757728,0.1630888784308162,Female,Osaka,51.0,Yes,Suburban,59231.19587689388,4.0,High School
Single,6.245828197067079,-0.4139346528316441,Female,Kyoto,53.0,No,Suburban,47387.60129013739,5.0,College
Single,5.798016246073913,-0.5693394980243454,Male,Kyoto,51.0,No,Rural,58095.721845922715,5.0,Graduate School
Single,6.1006919276883655,-1.157180035039851,Male,Kyoto,50.0,No,Urban,78063.73018200517,5.0,College
Divorced,4.806816701718231,0.038286693351858636,Male,Kyoto,33.0,Yes,Urban,59762.37399112115,5.0,High School
Divorced,4.505454926595008,-0.9219206779497442,Male,Osaka,26.0,Yes,Suburban,48868.66906743085,4.0,Graduate School
Single,6.011817169931253,0.2923948188984693,Female,Osaka,53.0,No,Rural,54828.25223418932,5.0,College
Married,6.200780039973476,-0.9199683857416171,Female,Osaka,57.0,No,Urban,59808.100624177256,6.0,Graduate School
Married,6.250621030691257,-0.1648231855572957,Male,Osaka,33.0,,Urban,63944.18920017978,2.0,Graduate School
Single,4.262858155036843,0.04178265961538652,Female,Tokyo,46.0,Yes,Urban,48840.177851607186,3.0,College
Divorced,7.542293425109426,-0.18990520205556383,Male,Kyoto,44.0,Yes,Suburban,67834.60209671504,6.0,High School
Married,5.397305472938793,-0.4672525627628679,Female,Tokyo,32.0,Yes,Urban,53565.17952832413,5.0,College
Married,5.744274647165469,,Male,Tokyo,56.0,No,Rural,80450.41693940747,6.0,Graduate School
Married,4.647632598307306,-1.2441940069975188,Female,Tokyo,35.0,Yes,Urban,65258.47710352042,5.0,Graduate School
Married,6.897763269571917,0.11352936234276656,Female,Kyoto,54.0,Yes,Suburban,59439.00745813184,5.0,College
Divorced,4.575937654275082,0.10538743473046497,Female,Osaka,44.0,Yes,Suburban,58862.695723058736,3.0,Graduate School
Divorced,6.84010782443584,0.23261102930147726,Male,Kyoto,54.0,Yes,Suburban,38502.83764116479,6.0,High School
Single,6.5160583208282965,-0.7574079675761286,Female,Osaka,,No,Rural,76101.30558212305,6.0,High School
Single,5.790730168281594,-0.23811559105148,Female,Osaka,56.0,Yes,Urban,73472.57332508021,4.0,High School
Divorced,5.699997653798004,-0.8900734589709072,Male,Tokyo,30.0,Yes,Suburban,41215.285839391356,5.0,High School
Married,6.110430027127395,0.257349522682763,Female,Tokyo,43.0,No,Suburban,57828.29522257536,5.0,
Single,7.139575624222739,-0.29861131655821893,Male,Tokyo,50.0,,Suburban,59447.54033079329,6.0,High School
Divorced,6.180184869688243,-0.7005284212021863,Male,Kyoto,40.0,Yes,Urban,53023.99740258437,5.0,College
Single,4.464262574898688,-0.039864674871649186,Male,Kyoto,54.0,No,Rural,51856.01571365441,5.0,College
Divorced,6.23962374113296,0.18358425894115304,Female,Osaka,53.0,Yes,Urban,69845.78398304612,5.0,Graduate School
Married,7.131066469131856,-0.40027642455134094,Male,Osaka,55.0,No,Rural,47643.10659977523,7.0,High School
Single,6.367225619602687,0.28802448940752223,Male,Osaka,53.0,Yes,Urban,62158.42096608919,5.0,College
Divorced,6.345851235669144,,Female,Kyoto,61.0,No,Suburban,65044.33685387571,6.0,Graduate School
Married,5.265439153552086,0.22271524311646063,Male,Kyoto,39.0,No,Suburban,41189.6975272305,3.0,High School
Married,5.684524387583934,0.2128077214883286,Female,Tokyo,72.0,No,Rural,53717.32151412829,5.0,Graduate School
Married,6.398823571734078,-0.9101196978017909,Female,Kyoto,39.0,No,Rural,63953.260774110204,2.0,College
Divorced,5.861511238468817,-0.23918502823917198,Male,Kyoto,55.0,Yes,Suburban,53752.009883844155,3.0,High School
Single,5.778625287094526,0.2887326465891348,Male,Tokyo,53.0,No,Suburban,69001.67485152365,4.0,College
Married,6.899162670950509,-0.03396246359257321,Male,Tokyo,41.0,Yes,Urban,61794.272336350674,7.0,Graduate School
Married,4.918879120720475,0.6672786651074593,Male,Tokyo,59.0,No,Suburban,58466.90646329409,8.0,High School
Single,5.921627079688039,-0.5349169137889004,Female,Tokyo,35.0,No,Rural,47496.64402636377,4.0,High School
Divorced,7.018866029770887,-0.37012784212187694,Male,Tokyo,47.0,Yes,Suburban,65435.465024332276,6.0,College
Divorced,5.412697908064724,-0.27336582003869436,Male,Kyoto,39.0,Yes,Urban,74236.15155870395,5.0,Graduate School
Divorced,5.487376154492645,-0.052616269934885385,Female,Tokyo,44.0,Yes,Urban,45294.98069193082,4.0,High School
Married,6.225092190588826,-0.21546525984662096,Female,Tokyo,36.0,No,Rural,27156.997229230612,,Graduate School
