Education Level,Sex,Hours Online,Years with Company,Marital Status,Location Code,City,Monthly Income,Years after high school graduation,Brand Loyalty,Renew
High School,M,5.654176554384512,4.0,Divorced,Urban,New Castle,5517.459031007928,28.0,0.035127586265215845,Yes
College,M,2.633876852014533,6.0,Single,Urban,New Castle,7009.6977192709855,31.0,0.970978216544394,Yes
Graduate School,M,4.556676381168343,3.0,Single,Suburban,Manchester,5902.154356300899,33.0,0.4971519379849982,Yes
College,F,3.3802481519424075,8.0,Divorced,Suburban,London,7224.355953811368,46.0,0.05450452399335471,Yes
High School,M,4.89507515848834,6.0,Divorced,Urban,Manchester,6095.1015092487,24.0,-0.18111966226873438,Yes
High School,F,5.599439412334316,4.0,Divorced,Urban,Manchester,5925.227811255191,35.0,-0.4590833477536126,Yes
Graduate School,M,2.7640098482286515,3.0,Divorced,Rural,Manchester,7420.777674855244,22.0,0.6633202160280448,Yes
High School,F,4.675768967317687,7.0,Married,Suburban,New Castle,5076.9428659505265,35.0,-0.16469508915886136,Yes
High School,F,3.2761860122641595,6.0,Divorced,Rural,Manchester,5973.310335782406,38.0,0.2555978125431911,No
Graduate School,F,6.301229162046984,,Divorced,Urban,Manchester,4662.791521343873,34.0,0.37607205949951605,Yes
High School,M,6.914690058030633,3.0,Married,Rural,London,2070.4295137739473,41.0,0.48432698879010444,No
Graduate School,M,6.154055865304776,5.0,Single,Urban,New Castle,5555.957535900896,31.0,-0.7797129059821563,Yes
College,F,4.03233530948666,7.0,Divorced,Urban,New Castle,5690.468978643568,33.0,0.018860638309197514,Yes
High School,F,4.44069838579675,4.0,Single,Suburban,Manchester,5290.772403716854,40.0,-0.0055793997541756235,No
College,M,6.231788460341132,3.0,Married,Urban,,1998.417333679501,40.0,1.307538867269777,No
College,F,6.9990031857320005,1.0,Divorced,Urban,London,4810.435354712297,58.0,0.4604897176221975,Yes
College,F,5.439066760700808,4.0,Single,Urban,New Castle,5257.346250878473,39.0,,No
College,M,5.158174089938041,7.0,Married,Rural,Manchester,4087.0793671410947,31.0,0.013923189343260131,No
Graduate School,M,5.184843493377674,5.0,Married,Rural,London,3079.9080370906213,39.0,0.1493751421189986,No
College,F,4.1483530294623865,5.0,Single,Suburban,New Castle,5964.881143329409,33.0,0.23396409288077918,Yes
High School,F,7.521094128767596,5.0,Married,Rural,London,4452.079835315544,42.0,-0.05193692754761456,No
College,F,4.87949504708209,3.0,Married,Suburban,New Castle,5379.9344539994245,41.0,0.18742821398815407,No
Graduate School,M,5.694679008810494,7.0,Single,Urban,New Castle,,40.0,0.9032907586743061,Yes
Graduate School,F,4.382491964647796,3.0,Married,Urban,London,5270.739365112662,29.0,-0.49016882391147176,Yes
Graduate School,F,6.6586780828266345,6.0,Divorced,Suburban,London,5038.512300984804,45.0,-0.28920315920571715,Yes
College,M,6.01768203633092,4.0,Single,Urban,New Castle,4544.4521396570435,30.0,-0.8409775620295828,Yes
,F,7.382650237972518,4.0,Single,Suburban,Manchester,4781.817882097092,49.0,0.08025007766851568,Yes
High School,F,5.128914421584093,8.0,Married,Suburban,Manchester,5182.424802140137,37.0,-0.5172690728980824,No
College,M,5.297490000217537,3.0,Single,Rural,Manchester,4484.3185602181975,32.0,0.7413225673469244,No
College,M,7.756646259433934,5.0,Divorced,Urban,London,3527.776220864356,,0.15525247824902805,Yes
Graduate School,F,5.960238979776548,5.0,Divorced,,London,4311.946216217508,36.0,-0.12052233233838669,Yes
Graduate School,M,4.6433743755489125,5.0,Divorced,Urban,London,5917.312330539666,22.0,-0.33958015810882225,Yes
College,M,7.788506856897505,3.0,Married,Suburban,London,4462.038274765334,46.0,-0.2148338848548545,No
High School,F,5.377694564230851,2.0,Married,Rural,Manchester,4298.4219609889105,38.0,0.6109313860924014,No
Graduate School,M,4.163911431133774,7.0,Divorced,Suburban,London,6288.599558434273,30.0,-0.19152872239353114,Yes
Graduate School,F,4.118567146904391,5.0,Married,Suburban,Manchester,6209.144603279837,28.0,-0.03523246562229013,Yes
Graduate School,M,4.97132928404422,5.0,Single,Urban,London,5902.059674722116,21.0,0.8503997903947956,Yes
Graduate School,F,3.765973768696645,6.0,Married,Urban,Manchester,4470.429000481958,31.0,0.2917210747386405,No
High School,M,5.229143219768083,5.0,Divorced,Rural,New Castle,5644.316183176726,37.0,0.10165451289658997,Yes
Graduate School,F,5.826669830058241,5.0,Single,Urban,Manchester,5797.381564042968,36.0,0.13098981589247413,No
High School,F,6.34541445176745,3.0,Single,Suburban,London,6128.859407086646,27.0,-0.18363907741953078,Yes
High School,M,3.221631191256974,5.0,Divorced,Urban,London,6906.667638563032,7.0,-0.2998255248963264,Yes
College,M,2.5310142155845425,4.0,Divorced,Urban,New Castle,7810.870498608396,32.0,,Yes
Graduate School,F,4.835388333644401,5.0,Divorced,Urban,London,5563.926166393366,28.0,-0.7514129384655028,Yes
College,M,3.686788611789706,4.0,Married,Suburban,Manchester,,25.0,0.3899948154267549,Yes
High School,F,3.7022090357337043,4.0,Married,Rural,Manchester,,39.0,0.22267463609919613,No
College,F,4.413272083229304,6.0,Single,Urban,Manchester,6152.34917700473,37.0,-0.33877124267306225,Yes
College,F,6.513481161523047,6.0,Divorced,Suburban,New Castle,5014.500491701253,35.0,-0.7019400852002261,Yes
Graduate School,M,4.532584963188686,3.0,Divorced,Rural,Manchester,3973.1270924726605,38.0,0.2523071454642337,No
High School,F,6.141554272161871,7.0,Married,Suburban,New Castle,3948.266056945712,35.0,0.7260594619609909,No
High School,F,3.1483824782172514,6.0,Married,Urban,Manchester,5523.698399759219,23.0,0.07566297143402113,No
High School,F,5.015458048658676,4.0,Single,Suburban,London,5294.116072330683,34.0,0.9577836091557894,No
Graduate School,M,5.238447857234748,3.0,Single,Suburban,London,6211.965415716861,31.0,1.0448573757735633,Yes
High School,M,4.75185142234608,3.0,Divorced,Suburban,Manchester,5736.008692344939,32.0,-0.43711080354703513,Yes
High School,F,5.925148724141974,4.0,Single,Urban,New Castle,5606.278498245251,32.0,0.18424995314912956,Yes
College,M,6.293148109555281,6.0,Single,Rural,Manchester,2780.7814396423464,38.0,-0.4918018875262916,No
Graduate School,F,5.346556507731561,4.0,Single,Rural,Manchester,4529.880965747374,32.0,-0.4457090386672875,No
College,F,2.622267996286918,4.0,Divorced,Rural,London,5811.583883782454,33.0,-0.647318810832984,No
College,F,6.92972267251188,2.0,Divorced,Urban,London,5514.894227166041,28.0,0.8649699110444556,Yes
High School,,6.988467552853473,4.0,Divorced,Rural,Manchester,5134.089351935554,37.0,-0.6827186632522692,Yes
College,M,5.134941394561883,,Single,Suburban,London,5854.52031375248,26.0,-0.03322064657606165,Yes
High School,F,5.104908456240097,6.0,Single,,Manchester,5565.678278814692,32.0,-0.1888371926579967,Yes
Graduate School,M,6.641661804483887,3.0,Married,Suburban,Manchester,3923.465274945919,40.0,0.2640949710670853,No
Graduate School,F,5.585242586712434,4.0,Divorced,Urban,New Castle,5855.998846657436,37.0,-0.04995687938036383,Yes
High School,F,5.781755249526269,3.0,Single,Rural,Manchester,6113.25787890816,16.0,-0.20719319147619464,Yes
College,F,4.3721583916206646,6.0,Divorced,Suburban,Manchester,6948.8029057870635,33.0,0.21081145999411838,Yes
College,F,5.714123003291171,7.0,Married,Rural,Manchester,6775.232577263137,37.0,0.5731017159590952,No
High School,F,3.9485327014188236,5.0,Divorced,Urban,London,6652.170638430075,,0.20195490638210878,Yes
Graduate School,F,7.578552037768393,4.0,Single,Urban,London,4942.263060992184,44.0,0.0807749408946725,Yes
Graduate School,M,4.333883819101828,7.0,Single,Rural,New Castle,5161.403358539736,23.0,0.746653989078249,No
High School,M,5.942249958115982,2.0,Single,Suburban,New Castle,5724.333212381927,40.0,,Yes
College,F,6.272794632642454,4.0,Divorced,Urban,New Castle,5587.402987138814,38.0,0.06644447805278007,Yes
High School,M,6.150118447238765,5.0,Divorced,Rural,London,5398.935805353587,44.0,0.3700889687017739,No
College,M,3.5390212582789844,6.0,Divorced,Rural,New Castle,5871.924381166377,25.0,0.1686568838287822,Yes
Graduate School,M,,6.0,Married,Rural,Manchester,3436.8729417456047,43.0,-0.24481905333108894,No
College,M,6.702182513714582,3.0,Divorced,Suburban,London,4727.8484951902,34.0,,Yes
College,F,6.0424174166753275,5.0,Single,Urban,Manchester,5132.305214006319,40.0,0.26575723433881626,Yes
College,F,4.0698077444608565,3.0,Divorced,Suburban,London,4156.257449736887,37.0,0.11754731046159514,No
College,F,4.791889757281471,3.0,,Rural,New Castle,4694.621699055702,33.0,-0.08047460689171992,No
College,M,6.1821649023566,3.0,Single,Urban,New Castle,5366.747598615553,36.0,0.531768689034051,Yes
High School,,6.639941066942373,4.0,Divorced,Suburban,New Castle,4204.3046909424675,48.0,0.07236252244877024,Yes
College,M,6.130589008723832,4.0,Single,Suburban,London,4836.276923275608,35.0,-0.22568894884649532,Yes
College,M,6.843791743463799,5.0,Married,Suburban,New Castle,6360.418644995857,40.0,-0.0058400533831321905,Yes
High School,F,5.140519652486933,5.0,,Suburban,Manchester,5999.85113557706,25.0,0.09278896882098052,Yes
Graduate School,M,3.093440506177949,5.0,Divorced,Suburban,London,6388.8380513966595,37.0,0.3283997824255115,No
Graduate School,M,5.742268013543691,2.0,Single,Suburban,London,5620.837363928511,45.0,0.34463881613965935,No
College,M,4.12543063678682,5.0,Divorced,Suburban,New Castle,6768.325718398249,38.0,0.14007186048496112,Yes
College,F,4.780481393207577,6.0,Divorced,Suburban,Manchester,5690.443398057434,32.0,0.6021994486920986,Yes
College,F,6.020820906197398,4.0,Single,Urban,Manchester,4796.286374360893,37.0,0.25825819889789237,Yes
College,F,4.497855554095626,7.0,Married,Rural,Manchester,6274.97133124229,33.0,-0.30834701927936564,No
Graduate School,M,7.778205676909959,4.0,Married,Urban,New Castle,4045.479841557719,35.0,0.7357600568065403,Yes
College,F,5.903936371932785,6.0,Single,Rural,Manchester,4608.864823593562,48.0,0.33928858029145836,Yes
Graduate School,F,5.349100613437566,7.0,Single,Rural,New Castle,4506.746578327375,,0.46337983375740777,Yes
Graduate School,M,5.2929111373563895,5.0,Divorced,Urban,Manchester,5553.178575712951,32.0,-0.4147836877106399,Yes
College,F,3.9425222559117703,3.0,Married,Urban,Manchester,6849.441091135672,20.0,0.6151630079160669,Yes
College,F,4.5469080783892935,6.0,Married,Rural,New Castle,4315.233826583781,35.0,-0.2979050318707521,No
High School,M,6.730725257305517,3.0,Single,Suburban,Manchester,4662.658365250991,28.0,0.07935184645465243,Yes
Graduate School,M,5.699513370310176,4.0,Divorced,Suburban,London,5855.490911367924,30.0,-0.7564368430164295,Yes
College,M,4.346453975268789,5.0,Single,Rural,Manchester,5716.859072131015,40.0,0.6002863447076932,No
High School,M,4.205574373030121,6.0,Single,Urban,New Castle,5169.665537636129,29.0,-0.5126422578887863,Yes
Graduate School,M,4.327195110984772,3.0,Married,Urban,London,6499.858894355522,27.0,-0.12062448209953472,Yes
College,M,4.215610890577587,5.0,Married,Suburban,New Castle,5952.378817214691,24.0,0.66661082366971,Yes
High School,F,5.032131520398584,4.0,Married,Rural,London,2972.304482767482,36.0,0.007135781496921817,No
College,F,8.459628520934345,4.0,Single,Suburban,London,4347.61853867583,47.0,0.491447632802981,Yes
High School,M,4.803195574881139,7.0,Married,Rural,New Castle,3318.821724954845,27.0,0.1951358515056875,No
High School,F,5.295146361681531,6.0,Single,Rural,London,5960.463752513626,32.0,-0.15753161498813753,No
Graduate School,F,5.176856803999166,5.0,Divorced,Urban,New Castle,5819.712092420967,39.0,0.22156260308781214,Yes
College,M,4.759290108394765,4.0,Married,Rural,London,1250.0000000000005,29.0,-0.5617930946505127,No
Graduate School,F,5.0641747263875,4.0,Single,Rural,New Castle,5229.328653272893,42.0,-0.2936032713423652,No
Graduate School,F,3.134437979439574,4.0,Divorced,Suburban,Manchester,6892.449155138204,26.0,0.7878912940918649,Yes
,F,5.256966696544186,5.0,Single,Rural,London,4020.3611260419734,37.0,0.13879597746613004,No
College,M,8.18599207921147,3.0,Divorced,Urban,London,4471.137130940529,44.0,0.1403298518410597,Yes
High School,M,4.6502796513145475,1.0,Married,Rural,Manchester,2482.6092532723187,44.0,-0.3569009632530324,
Graduate School,F,6.222255248747962,4.0,Divorced,Suburban,London,5012.3714512595025,35.0,-0.012479049207379259,Yes
College,F,3.5750982420303976,3.0,Married,Rural,London,4489.780682955676,27.0,0.5792111539892214,No
Graduate School,M,6.0202689521257815,5.0,Single,Rural,New Castle,4348.5049453346655,33.0,0.3138454956198077,No
College,M,5.548923558805594,4.0,Single,Suburban,New Castle,6429.49342360362,39.0,0.6146101644744691,Yes
,F,4.335262267938299,5.0,Divorced,Urban,London,6365.301116528912,30.0,-0.007787681943057637,Yes
College,M,5.127298867017081,7.0,Married,Suburban,New Castle,4170.0211127298635,28.0,-0.4824312886530565,No
College,F,4.143711867178771,5.0,Married,Rural,Manchester,4259.635629599041,42.0,0.06395298660150565,No
High School,M,4.354991429178637,8.0,Single,Urban,Manchester,5615.19406707282,20.0,-0.43539964770181583,Yes
College,F,4.729156969556976,5.0,Divorced,Urban,New Castle,6592.047455688206,27.0,0.7450571371098897,Yes
High School,F,5.120127280525219,,Divorced,Urban,New Castle,5335.024591501656,19.0,-0.061200738296154716,Yes
,M,4.543701754276134,4.0,Single,Rural,London,3529.472970511887,30.0,0.5804765682966414,No
Graduate School,F,6.11354583818386,2.0,Married,Suburban,London,3695.1647387280523,43.0,-0.2884692400171267,No
College,F,3.505874909443519,1.0,Married,Rural,London,4401.292898950789,39.0,0.14157750769489796,No
College,M,5.412969335299806,2.0,Married,Urban,New Castle,5595.2850437426205,36.0,-0.698731648661411,No
Graduate School,M,6.966320593229674,4.0,Married,Rural,London,5035.6777366038605,52.0,0.7972160623822918,No
College,M,5.987141970946024,2.0,Single,Suburban,New Castle,5362.8565280918965,29.0,0.005442647359678421,Yes
Graduate School,M,5.029406025389187,5.0,Married,Rural,London,4589.495029809392,38.0,-0.6815795075829348,No
College,M,6.470171343811772,3.0,Married,Urban,London,4807.893971578541,28.0,0.37476221190700443,Yes
High School,M,5.045197665256583,5.0,Divorced,Urban,New Castle,5177.380664819124,23.0,-0.4357883832872722,Yes
College,M,3.253035463654325,5.0,Married,Suburban,London,5747.465087730614,33.0,-0.8372472392236636,No
High School,,7.06935047349994,3.0,Married,Suburban,London,5146.122777942282,38.0,0.4168750110351172,Yes
High School,F,4.5946761822624085,7.0,Divorced,,London,5712.510238622508,37.0,-0.50692084760104,Yes
High School,F,7.29085099730516,7.0,Married,Rural,New Castle,4634.719213109021,40.0,0.7963109414019595,No
College,M,6.650755188330356,3.0,Divorced,Urban,New Castle,4997.550907177665,30.0,0.29825326630055715,Yes
Graduate School,F,2.835218640520767,7.0,Divorced,Urban,New Castle,6905.235998652808,28.0,0.4047867670511946,Yes
High School,F,6.3840878436624475,1.0,Single,Suburban,Manchester,5539.315967844114,41.0,0.6342932602964945,Yes
College,M,7.970344464693861,3.0,Single,Suburban,Manchester,4943.397473027579,36.0,-0.6254871093441204,Yes
Graduate School,M,4.286009408525427,5.0,Single,Suburban,London,5084.232947172704,21.0,0.5963583395209325,Yes
High School,F,5.7317832479467095,6.0,Married,Suburban,London,3435.9364291731717,38.0,0.09807109090889048,No
Graduate School,M,3.1151002306275837,5.0,Divorced,Rural,Manchester,7212.523781054861,18.0,0.1860709415481428,Yes
High School,F,3.299888073350899,6.0,Divorced,Urban,New Castle,5408.286981126073,17.0,0.2657663794924501,Yes
College,F,5.026403983595867,4.0,Married,Rural,New Castle,4883.261861832748,40.0,0.2376152524927019,No
College,M,4.04806094809386,7.0,Divorced,Rural,Manchester,6892.024707891028,29.0,-0.5714716335667429,No
High School,F,6.069181315159907,4.0,Divorced,Urban,Manchester,4618.819504870136,38.0,-0.043939755836719885,No
Graduate School,F,5.8129018460618065,4.0,Married,Urban,,6389.2150254954795,43.0,-0.1006106385746264,Yes
College,F,4.384744113940473,4.0,Married,Urban,London,5378.467024020884,,0.36737843104896833,Yes
Graduate School,M,5.245735673199254,4.0,Divorced,Rural,Manchester,4154.822638524465,40.0,-0.5561652444651219,No
College,M,7.194959206105362,4.0,Divorced,Suburban,Manchester,5022.006522232624,51.0,-0.48240138699436885,Yes
Graduate School,M,5.043982567404853,6.0,Single,Urban,New Castle,5043.397535670493,35.0,0.21687564682056173,Yes
College,F,7.093779685402978,4.0,Single,Urban,Manchester,4694.406913352735,41.0,0.24181680624293955,Yes
Graduate School,M,,2.0,Married,Urban,New Castle,4081.4546776665566,40.0,0.12383326179806142,No
Graduate School,M,5.479387419768756,5.0,Married,Rural,London,3010.540780583093,40.0,0.365822505279648,No
College,M,7.545617092725138,4.0,Married,Urban,Manchester,4865.087437848514,40.0,-0.4217146610471433,Yes
,F,7.337336719357609,1.0,Divorced,Urban,Manchester,4675.30495913941,22.0,0.07884194830483515,Yes
High School,F,6.550230010981259,3.0,Divorced,Urban,London,4987.525768182534,33.0,0.5663688371018827,Yes
College,F,6.013712521848227,6.0,Divorced,Urban,London,4698.113971405506,37.0,-0.13498365051848876,Yes
High School,M,6.535481742000137,3.0,Divorced,Urban,New Castle,5815.966753333772,34.0,-0.8782721185181753,Yes
High School,M,6.383765743684541,4.0,Married,Urban,Manchester,3718.0450061788515,36.0,0.3686600780729524,No
College,M,6.531452840859555,5.0,Divorced,Suburban,London,4667.397713715936,34.0,-0.14500610038838868,Yes
High School,F,4.100183628554815,7.0,Divorced,Rural,New Castle,5110.536844567499,35.0,0.14196997349794732,No
High School,M,7.1490822926811255,3.0,Single,Urban,,5304.234941247647,41.0,0.2185516871481903,Yes
College,M,3.1497369848967334,7.0,Single,Urban,Manchester,6915.353189813461,20.0,-0.060645956246864835,Yes
Graduate School,,3.9538998927083098,4.0,Divorced,Rural,New Castle,6550.208035824611,37.0,0.39524678434163235,No
High School,F,6.554694510986369,5.0,Single,Rural,London,4753.611793549372,35.0,0.6001238911149447,No
College,F,6.254744784298349,3.0,Single,Suburban,New Castle,5159.42547222965,30.0,-0.2958217470687757,Yes
High School,M,3.40305334321923,7.0,Divorced,Rural,New Castle,6772.129695451327,37.0,0.6106746644419339,No
College,M,5.221264044353486,3.0,Divorced,Urban,Manchester,5426.37296201364,34.0,0.2942992590058099,Yes
Graduate School,F,6.646779823770742,2.0,Divorced,Urban,Manchester,4063.3198864102174,31.0,0.8430721602260443,Yes
High School,F,4.665371535162174,1.0,Married,Rural,London,3712.848943059372,45.0,-0.5412721086423494,No
College,F,5.427486434152103,6.0,Divorced,Urban,New Castle,4893.581591613673,40.0,0.13708305859279402,Yes
Graduate School,M,7.658239238677836,5.0,Single,Rural,Manchester,3899.9090521261905,45.0,0.6097461638294496,Yes
Graduate School,M,5.50773414570867,5.0,Single,Suburban,London,3337.551284128899,32.0,0.38408047840007137,No
High School,M,6.7817351523269656,2.0,Divorced,Urban,New Castle,5170.486537979075,40.0,0.9024378115678579,Yes
Graduate School,F,4.212125736735389,3.0,Single,Suburban,New Castle,4094.497938702545,36.0,-0.38158799425304984,No
High School,F,6.851689051517127,3.0,Single,Urban,London,4537.225071893017,37.0,0.8608194885636716,Yes
Graduate School,F,6.854100002774271,6.0,Single,Suburban,Manchester,5116.701572871153,40.0,0.6581276123814118,No
Graduate School,F,5.853424340597211,6.0,Single,Urban,Manchester,4655.589139145259,41.0,0.1606045833983918,Yes
High School,M,7.4334486148746794,4.0,Single,,Manchester,4441.8330616653975,41.0,-0.17503497585388067,No
College,M,5.73533076957837,3.0,Divorced,Urban,New Castle,5567.76963934541,36.0,0.08600449814048407,Yes
Graduate School,M,5.284318684737077,4.0,Married,Suburban,New Castle,3906.1681525069835,35.0,0.4046120836709391,No
Graduate School,M,7.221839873818074,3.0,Married,Urban,New Castle,4235.860404859741,40.0,-0.5635988020895829,Yes
High School,F,6.534456047061938,4.0,Divorced,Suburban,Manchester,4250.119150921694,40.0,0.5237362320500607,No
College,F,7.295451804074815,9.0,Married,Suburban,London,4518.980151917953,30.0,-0.0969844580085358,No
Graduate School,F,7.397689610587741,4.0,Divorced,Rural,New Castle,2380.162691964703,35.0,0.18956986459085162,No
High School,F,5.504707847186751,5.0,Divorced,Urban,New Castle,5347.65359504809,34.0,0.3715829881906873,Yes
Graduate School,M,6.3173739665477475,4.0,Single,Suburban,New Castle,3212.9350379911957,41.0,-0.11464990307220227,No
Graduate School,F,5.714790738580601,3.0,Divorced,Urban,Manchester,5835.5392925220285,26.0,-0.5328527008847455,Yes
High School,M,3.797473245403429,5.0,Single,Suburban,Manchester,,27.0,0.1552975219652759,No
High School,M,5.323694454816534,,Divorced,Urban,London,6011.4163211915875,36.0,-0.43985285540839614,Yes
College,F,4.1657322001977635,6.0,Divorced,Rural,London,6422.402658943956,28.0,0.4681086581155191,Yes
Graduate School,M,4.7533381332173,5.0,Married,Suburban,Manchester,5359.731328403657,40.0,0.4993390430989348,
Graduate School,F,6.507367199406757,5.0,Divorced,Urban,Manchester,3499.8443902527215,40.0,0.012414842327421904,Yes
College,M,4.748790406841998,4.0,Divorced,Rural,London,3093.7053124857025,41.0,0.2005865645238814,No
College,F,5.617575803704836,5.0,Divorced,Suburban,New Castle,3621.600810713801,42.0,0.6720167741011563,No
Graduate School,M,5.910151561210693,5.0,Single,Suburban,London,3208.5306233971537,33.0,-0.37841958906693834,No
High School,F,4.7084222851895685,5.0,Married,Rural,London,3596.5644675792228,35.0,-0.37380122472695015,No
Graduate School,M,2.753357888921003,6.0,Married,Suburban,London,8333.333333333336,34.0,-0.675110161007913,No
,M,4.453236106580498,5.0,Single,Rural,London,4680.047751643348,26.0,0.6042326554409394,No
High School,M,4.191872738596115,5.0,Married,Rural,London,3786.6650436861664,32.0,-0.12626494909748753,No
College,F,4.750026552157129,5.0,Divorced,Suburban,London,5896.154033447931,22.0,1.1834559583777602,Yes
Graduate School,F,7.4724894229483425,3.0,Single,Urban,London,4095.2942542445076,39.0,-0.2506436373690892,Yes
Graduate School,F,4.448590047741945,5.0,Divorced,Suburban,London,6963.669438058154,27.0,0.23860280435605713,Yes
High School,M,5.922413678890282,3.0,Single,Urban,London,4512.00318717264,27.0,-0.49279728409548107,Yes
College,F,3.9927068973481767,6.0,Divorced,Rural,Manchester,5552.222829036295,32.0,0.3982320512657204,Yes
Graduate School,M,5.790126133157488,3.0,Divorced,Urban,Manchester,5331.32984155547,31.0,0.24397412716922218,Yes
High School,M,6.474826199387902,2.0,Single,Suburban,Manchester,2889.838716096718,35.0,-0.5390344395001405,No
College,F,5.402382598590256,6.0,Married,Suburban,London,4683.08052347324,35.0,0.2153457367619553,No
College,M,5.31359118244972,3.0,Single,Suburban,London,3213.6436178473377,40.0,0.8465249761504858,No
Graduate School,F,5.588028001694793,4.0,Divorced,Urban,New Castle,4424.255576822503,35.0,0.05593898763027712,Yes
Graduate School,M,5.14450071420113,3.0,Divorced,Urban,Manchester,6115.4542727285225,41.0,0.26364418971475356,Yes
Graduate School,M,4.466833451537674,4.0,Divorced,Urban,Manchester,5927.526860854429,32.0,0.4050576884217146,Yes
High School,F,2.987597595934747,3.0,Married,Rural,Manchester,5190.770203151171,35.0,0.9117286586071778,No
High School,F,5.5354436066101345,6.0,Married,Rural,London,4882.21696006229,37.0,-0.09483226325873473,No
High School,F,3.5780264675673945,4.0,Single,Rural,Manchester,6640.29597042043,25.0,1.3842461709068496,Yes
Graduate School,F,3.6370650794627344,4.0,Divorced,Suburban,Manchester,6617.704365306168,20.0,-0.17080118802614014,Yes
High School,F,6.398123826258492,2.0,Divorced,Suburban,Manchester,3944.871939683023,44.0,0.42177132333054196,No
College,F,2.6870156288582328,5.0,Married,Suburban,,7481.163896967442,34.0,-0.5093223966985087,No
College,F,6.39164499087873,7.0,,Suburban,Manchester,4748.281910481649,34.0,0.3117511370273981,No
High School,M,7.065707354163983,2.0,Single,Urban,London,3870.1260417867707,38.0,0.8234749348569071,Yes
High School,F,3.833176431554016,4.0,Divorced,Urban,Manchester,6381.037662826623,26.0,-0.33184978686943045,Yes
College,F,3.382225376841425,5.0,Married,Urban,Manchester,6614.695613536198,27.0,-0.144787187195123,Yes
Graduate School,F,6.919898887877267,4.0,Divorced,Suburban,London,3349.7961732652566,33.0,-0.07277735876628896,Yes
High School,M,5.343881640094961,,Single,Urban,Manchester,7601.548399863699,30.0,0.3032829774091937,Yes
High School,,5.700302986900079,6.0,Single,Rural,London,4653.441889721368,35.0,0.16539347545647065,No
High School,F,4.854672367252495,2.0,Single,Suburban,London,6251.6920647073075,26.0,0.6334281914940317,Yes
College,M,4.689113390203161,1.0,Married,Urban,New Castle,5110.251521454185,41.0,-0.2260998400138215,No
High School,F,4.263535650411025,0.0,Divorced,Suburban,New Castle,4936.867639004772,40.0,0.4321536520376168,No
High School,F,5.870108160834906,5.0,Married,Rural,New Castle,3628.3982516599604,36.0,0.6111188775448474,No
College,M,4.822327884812031,5.0,Divorced,Suburban,London,5366.336726202669,35.0,0.33025494747076706,No
High School,F,4.550105052841472,7.0,Divorced,Urban,New Castle,5869.780553479034,32.0,-0.15280511651674425,Yes
High School,,4.958242459090237,7.0,Divorced,Suburban,Manchester,5997.473859596863,30.0,-0.1646070948683652,Yes
Graduate School,M,7.427573925108919,4.0,Divorced,Urban,London,4779.6952562015595,25.0,-0.407215606935779,Yes
Graduate School,M,5.10559935879517,5.0,Single,Rural,London,4061.907655067532,39.0,-0.18049578935696692,No
Graduate School,M,4.710448213398399,4.0,Single,Urban,New Castle,6245.925486573206,36.0,0.06934745973529992,Yes
College,F,10.0,3.0,Divorced,Suburban,Manchester,3425.066445617759,46.0,-0.267367985806709,Yes
High School,M,3.7870089297086302,2.0,Divorced,,New Castle,3164.4371660790293,37.0,-0.7480124690099882,No
College,F,3.9899330967701006,7.0,Single,Suburban,Manchester,5268.242139186983,25.0,0.18441236684969192,Yes
College,M,6.764413765016908,6.0,Married,Urban,Manchester,4536.718203211052,36.0,-0.3161493427931258,Yes
College,M,8.09728183439222,5.0,Married,Rural,London,2908.985765791384,47.0,0.9094886461311634,No
College,F,4.428085225272032,8.0,Married,Rural,Manchester,5612.867724821546,27.0,0.19307848103043052,No
Graduate School,M,7.066899002353346,1.0,Married,Suburban,Manchester,5629.6072948929595,41.0,0.373346053370412,Yes
College,M,5.157635887934717,6.0,Divorced,Suburban,Manchester,5284.708962799965,26.0,-0.23615082040659546,Yes
Graduate School,F,5.915979074276599,3.0,Married,Rural,London,3705.783167962964,41.0,0.16214981614171792,No
High School,M,7.203650620408192,3.0,Single,Urban,London,,45.0,0.47811101075247114,Yes
High School,M,5.1423049156089835,4.0,Single,Urban,Manchester,5046.414525410316,32.0,0.6244433985314322,Yes
College,F,7.925521204450346,3.0,Single,Suburban,London,4091.0379438746704,45.0,-0.3852054178294002,No
Graduate School,M,,5.0,Single,Suburban,London,4973.572125630959,35.0,-0.4712374346885314,Yes
High School,F,5.555807815022921,5.0,Divorced,Urban,London,5884.273080897909,36.0,-0.7926392840215511,Yes
High School,F,4.7337879386699,4.0,Divorced,Suburban,Manchester,5889.667570088749,24.0,0.019491567022541338,Yes
College,M,4.966140142764521,4.0,Divorced,Urban,London,5986.443842420331,47.0,0.9339149479462425,Yes
High School,F,5.5183199759861745,5.0,Married,Rural,London,5172.429440698547,39.0,-0.8527180480127263,No
Graduate School,M,4.965990773402442,5.0,Divorced,Urban,London,5182.7885616049425,36.0,0.030950036876278175,Yes
College,F,4.255731796053784,5.0,Married,Urban,New Castle,5196.467712639622,40.0,0.4032342653092408,No
College,F,3.5330546007974273,4.0,Married,Urban,Manchester,6882.84094411395,26.0,0.5517461618758666,Yes
College,M,5.140423192456938,3.0,Single,Rural,London,5645.808612107956,39.0,0.19071648628874593,Yes
College,M,2.705687040033411,4.0,Single,Suburban,New Castle,7444.359207791819,29.0,-0.3854008750451778,Yes
