Location Code,Renew,Age,Online Activity,Education Level,City,Brand Loyalty,Monthly Income,Sex,Months with Company,Marital Status
Suburban,No,58.0,5.641533964938548,High School,Manchester,-0.0068484388167512344,5119.342797822789,Male,70.0,Single
Rural,No,51.0,7.028059975582825,Graduate School,New Castle,-0.08809719678980116,3884.3210180805445,Female,67.0,Divorced
Urban,Yes,41.0,6.512661320833124,College,Manchester,-0.0415831105411949,4343.0305540136105,Male,62.0,Single
Suburban,No,45.0,3.4221024662438975,Graduate School,New Castle,0.3929940145948042,3347.0081503581587,,63.0,Divorced
Suburban,Yes,35.0,4.624154911079536,Graduate School,New Castle,-0.3145241182469713,5501.798338119736,Female,62.0,Single
Urban,Yes,44.0,6.354445404975375,College,New Castle,-0.5878121545141959,3544.855890318927,Male,80.0,Single
Suburban,,50.0,4.402629519805831,High School,New Castle,-0.3998210341913596,5015.189998787951,Male,65.0,Married
Suburban,No,51.0,4.270424050166583,College,New Castle,-0.16301713629358905,2449.3472613227177,Male,73.0,Married
Rural,No,62.0,4.095662208025125,Graduate School,Manchester,0.6888127690712353,6392.009140565411,Female,66.0,Married
Urban,Yes,38.0,5.326727012558342,Graduate School,New Castle,-0.4533857063951783,4950.6402875788135,Male,58.0,Married
Rural,Yes,46.0,5.075613581201839,Graduate School,New Castle,-0.05595798637701399,3733.8992660572367,Male,80.0,Divorced
Rural,Yes,57.0,5.267891433023353,High School,New Castle,0.22652415378467128,4276.220823392095,Female,82.0,Divorced
Urban,No,71.0,4.5301626540243864,High School,Manchester,-0.3082470498487883,4998.428839330889,Male,96.0,Married
Suburban,Yes,49.0,5.503660137238276,College,New Castle,-0.35486962154117185,4686.185934791131,Female,61.0,Divorced
Suburban,Yes,43.0,7.130904528384064,College,Manchester,-0.07338550765396823,4962.120396932562,Female,65.0,Married
Rural,No,39.0,5.422673095331837,College,New Castle,0.0016702621657443406,5658.064098666186,Male,51.0,Single
Suburban,No,56.0,7.369628636825144,Graduate School,New Castle,-0.1573102639271725,3099.9690419003828,Male,71.0,Married
Suburban,Yes,60.0,4.556746419954158,Graduate School,Manchester,0.13895778582800816,4819.9737102576255,Female,53.0,Divorced
Rural,Yes,37.0,4.9682745079991655,Graduate School,,0.3468673105016771,1732.8726657680672,Female,73.0,Divorced
,,48.0,4.932749847967666,High School,New Castle,0.3075514963213034,5048.636674380928,Male,52.0,Married
Urban,Yes,61.0,5.1808418883897716,High School,Manchester,0.21825377227361953,4979.563471522559,Female,69.0,Single
,No,42.0,4.788132716059104,High School,London,-0.5748018012791747,3237.9114770912993,Male,64.0,Divorced
Rural,No,56.0,5.600540047385945,College,London,-0.4561809785896014,6041.677306952937,Male,82.0,Married
Urban,No,61.0,5.599627982844653,Graduate School,London,-0.3435284327798578,6323.343271386358,Female,74.0,Divorced
Rural,No,56.0,7.561002402587838,Graduate School,London,-1.0217915011443308,4483.259389916244,Female,82.0,Married
Urban,Yes,53.0,5.0171835215161975,High School,New Castle,-0.4866633319678487,5533.486708090757,Male,46.0,Single
Urban,Yes,52.0,5.81256750068912,High School,New Castle,-0.9437171405668714,5753.262978675957,Female,48.0,Single
Suburban,Yes,42.0,4.968010900934244,High School,London,-0.4980663261180043,4928.194530271994,Female,79.0,Divorced
Rural,No,41.0,4.636670518725343,College,,-0.4327572746838468,3420.0449085109767,Male,67.0,Divorced
Urban,Yes,54.0,5.031236145660948,College,Manchester,-0.1531540922466888,4669.859749534902,Female,63.0,Divorced
Rural,No,46.0,4.603298762449927,Graduate School,London,-0.5497692521888218,4878.012736722195,Female,71.0,Single
Rural,No,58.0,8.091434850824982,Graduate School,London,-0.16793397029131413,4209.746113217503,Female,68.0,Divorced
Urban,Yes,33.0,5.211300579306166,College,Manchester,-0.32932368911582877,2490.3834823029097,Female,65.0,Single
Rural,No,54.0,2.529578290238086,College,London,0.33063723747521523,6375.639460180894,Female,72.0,Married
Rural,No,50.0,6.179002667929191,Graduate School,New Castle,-0.6318356883185181,3590.9589951674297,Female,70.0,Single
Urban,Yes,60.0,5.783317737991891,College,New Castle,0.7123161260384028,3075.965004622043,Male,74.0,Married
Urban,Yes,52.0,5.91455785891118,Graduate School,London,0.6026429998413342,6336.081623265927,Female,85.0,Married
Urban,Yes,55.0,3.7187064562068572,College,New Castle,-0.26672062628766796,5511.538808468746,Male,85.0,Married
Suburban,Yes,35.0,3.9826729872974056,College,Manchester,-0.6727597745635803,2737.157958626667,Male,86.0,Single
Suburban,Yes,50.0,3.5600051256336998,Graduate School,New Castle,0.09290625259826896,1842.9678567423093,,71.0,Single
Urban,Yes,38.0,5.422118915961147,College,Manchester,-1.1313624232361437,5112.338210981683,Male,51.0,Divorced
Rural,No,53.0,2.99021941990728,College,New Castle,-0.4982537839858058,5216.398547959287,Female,77.0,Married
Urban,Yes,52.0,4.164318041747693,Graduate School,,0.15463747501192154,4507.146288164243,Male,44.0,Single
Urban,Yes,48.0,5.373665136020795,Graduate School,Manchester,-0.010659141605327382,5374.918335189208,Male,70.0,Single
Urban,Yes,54.0,6.678809942894795,High School,London,-0.20041131237040327,3424.798150905974,Male,66.0,Divorced
Suburban,No,42.0,3.5323835926077827,High School,London,1.0056235157324074,4070.0618067039063,Female,51.0,Single
Urban,Yes,38.0,5.64432587263802,Graduate School,Manchester,0.2671432741695521,3282.8223850696095,Female,96.0,Married
Suburban,No,47.0,6.525597269311741,High School,Manchester,,4708.990557437714,Female,68.0,Single
Urban,Yes,55.0,6.72942989617877,Graduate School,New Castle,-0.22509189049512623,1831.8275663251256,Male,44.0,Divorced
Urban,Yes,64.0,4.09739456424386,Graduate School,Manchester,0.3013284086913971,5255.736482163779,Female,60.0,Married
Rural,Yes,48.0,6.391211907598668,High School,London,0.07958275630366013,6286.872788977627,Female,65.0,Divorced
Rural,Yes,49.0,6.806804050682774,High School,London,0.18933370013739187,4439.0928768046515,Female,102.0,Single
Rural,No,35.0,8.591895102995178,College,London,0.713225677831981,5109.805981820236,Male,44.0,Married
Rural,Yes,57.0,7.693510654461949,Graduate School,New Castle,0.14559663780741233,,,105.0,Divorced
Urban,Yes,54.0,4.532948568303171,College,London,0.5552467028257074,4717.508072670855,Male,68.0,
Rural,Yes,49.0,2.4478444666196872,High School,Manchester,-0.5963177136468678,4242.31572844286,Male,66.0,Divorced
Urban,Yes,65.0,4.966932234959228,College,Manchester,0.6985101467959551,4408.081750209239,Male,88.0,Single
Urban,Yes,51.0,5.333988575231876,College,London,-0.044125642825907974,4531.637897491659,Female,44.0,Divorced
Urban,Yes,42.0,3.4842913546238545,College,Manchester,0.3181680640718184,4749.731072408452,Female,61.0,Divorced
Rural,No,41.0,4.348375766476108,College,Manchester,-0.21637306457744346,3117.965463386241,Male,61.0,Single
Urban,Yes,52.0,6.589420144655086,High School,New Castle,-0.2870123006384217,5079.177583123297,Male,72.0,Single
Urban,Yes,53.0,4.008378159362845,College,New Castle,-0.027416955750126037,4496.474970321906,Female,34.0,Single
Urban,Yes,47.0,6.564448680185152,College,Manchester,-0.2687792730315424,6858.034960832936,Female,60.0,Single
Suburban,Yes,53.0,4.4494089933844485,College,Manchester,-0.2875956958394499,3448.871414710912,Male,71.0,Single
Urban,Yes,50.0,5.707805600516153,Graduate School,London,-0.5554428653840278,4546.204745595636,Male,56.0,Single
Suburban,No,41.0,6.341322144072126,Graduate School,London,-0.36991996575084707,4738.808278439701,Male,53.0,Married
Urban,Yes,61.0,5.414770863037468,Graduate School,Manchester,0.04534552516498441,4645.360854014441,Male,40.0,Divorced
Rural,No,41.0,4.642775343920099,Graduate School,Manchester,-0.8261945182081577,4994.3417133766825,Male,62.0,Married
Urban,Yes,49.0,3.868164085269661,High School,Manchester,0.020436874288125573,4829.314900756972,Female,48.0,Divorced
Suburban,Yes,53.0,7.409120930574906,Graduate School,London,-0.12092658784937918,3541.87687327618,Female,50.0,Divorced
Suburban,No,58.0,4.2148797444078685,Graduate School,New Castle,0.7063216270326549,5466.495994066577,Female,60.0,Married
Urban,Yes,43.0,5.967367553072937,Graduate School,London,0.40052757136536754,3742.9765754636574,Female,58.0,Divorced
Suburban,Yes,34.0,6.9527887184175805,High School,Manchester,-0.6414600915192891,2676.4811824823882,,61.0,Divorced
Urban,Yes,44.0,6.457722634262191,High School,New Castle,0.0655000779097476,5500.142504323626,Female,35.0,Divorced
Suburban,Yes,34.0,7.221874926769099,Graduate School,London,-0.337286305677311,3907.720640988423,Female,82.0,Divorced
Rural,No,38.0,4.92621470176249,,Manchester,0.07682161058341114,6595.245312394285,Male,58.0,Single
Urban,Yes,60.0,4.726002860758904,Graduate School,Manchester,0.4341520807440117,5733.625632694731,Male,49.0,Married
Suburban,No,55.0,5.688396180275839,College,Manchester,-0.673824436573623,5027.432336700445,Male,71.0,Married
Urban,Yes,65.0,3.6468314201178575,College,Manchester,-0.21335641825408513,4344.139373595416,Male,78.0,Single
Rural,No,47.0,6.4345857606459385,College,Manchester,-0.33550219851507146,,Female,47.0,Married
Suburban,No,41.0,7.652610514824474,High School,London,0.16068764425666654,5549.660031212775,Female,60.0,Married
Suburban,Yes,57.0,4.712196216101286,High School,Manchester,-0.39963162386053985,3798.1119964632867,Male,41.0,Divorced
Urban,Yes,52.0,4.079883981025481,High School,Manchester,0.15894859531610378,5564.301464180856,Female,73.0,Single
Suburban,No,39.0,5.676076605458019,College,London,-0.6705787318830032,3740.544787244559,Male,62.0,Single
Urban,Yes,44.0,6.233034562200639,College,Manchester,-0.015006783392866874,4909.238175312094,Male,89.0,Divorced
Urban,Yes,48.0,3.045981598640539,College,Manchester,0.36747124879489745,5114.186314551058,Female,55.0,Divorced
Urban,Yes,47.0,3.9404924592983113,College,London,,3336.0705900826956,Male,71.0,Divorced
Urban,Yes,42.0,5.869188145591376,College,Manchester,0.2557458609596167,5459.96490238013,Female,88.0,Single
Urban,Yes,41.0,6.634402121496041,Graduate School,London,0.29972908719338,8333.333333333332,Female,71.0,Single
Rural,No,34.0,6.212162074860093,High School,New Castle,-0.7555309363227989,5791.475423871407,Male,47.0,Married
Suburban,Yes,56.0,3.8479035370137007,College,New Castle,-0.4062315180252115,6120.442391992428,Male,48.0,Single
Rural,No,47.0,5.67210637879008,Graduate School,New Castle,-0.6339448195051853,6470.1086786053265,Male,61.0,Divorced
Urban,Yes,45.0,4.769312427344289,High School,New Castle,-0.3220396491139553,4118.846772054785,Male,57.0,Divorced
Urban,Yes,42.0,5.715688353226125,Graduate School,London,-0.4497540176235022,5328.081481446485,,51.0,Single
Suburban,Yes,57.0,6.9933020503720655,College,,0.1795849021860268,5125.074875847474,Male,71.0,Divorced
Rural,No,31.0,5.827542646211593,College,Manchester,-0.48627302576234255,5099.978286958215,Male,49.0,Married
Rural,No,59.0,3.8040619526235444,Graduate School,New Castle,0.1303700598701148,3625.967144968309,Female,65.0,Divorced
Suburban,No,59.0,6.370851361252006,Graduate School,London,0.0036743121937385936,6731.335524546546,Female,73.0,Married
Urban,No,50.0,2.2352852201010904,Graduate School,New Castle,0.009230706484570972,2538.804435258771,Female,61.0,Married
Suburban,Yes,47.0,3.6787549735239695,High School,London,,,Male,58.0,Single
Urban,No,42.0,4.826351731552487,Graduate School,London,0.003440047662879142,3167.870730009062,Male,55.0,Married
Urban,Yes,45.0,6.500035571258745,College,London,0.07423065097293391,4893.789772166454,Female,71.0,Married
Urban,Yes,33.0,3.0164079811421476,High School,London,-0.3591984379579133,5473.296606648094,Male,44.0,Single
Rural,No,56.0,6.906795697846373,College,London,0.02123360919497258,2808.473184091734,Female,71.0,Single
Rural,No,39.0,6.645299369405272,Graduate School,Manchester,-0.045819724172610654,5535.6222399171065,Female,56.0,Divorced
Suburban,No,38.0,6.200560195738584,High School,London,0.6054395516182274,5098.624799236042,Male,,Single
Rural,No,51.0,3.377243076388052,Graduate School,New Castle,-0.6770037596741308,4834.292573626538,Female,60.0,Married
Urban,Yes,54.0,7.0593156830013095,Graduate School,Manchester,0.20399463947274588,4078.302623899976,Female,89.0,Single
Urban,Yes,44.0,6.130074264501458,College,Manchester,-0.28633772945367914,4518.137774039134,Male,68.0,Single
Suburban,No,55.0,5.14844253327912,College,London,-0.5103177571299908,3745.4554407311866,Male,55.0,Divorced
Rural,No,37.0,6.534446971300388,High School,New Castle,-0.4900685899540106,,Male,,
Urban,Yes,44.0,5.952594834462146,High School,Manchester,-0.4562141838958791,3643.5185758707357,Male,58.0,Single
Rural,No,55.0,4.348074747499725,College,New Castle,-0.21650491516346798,3898.9339323380736,Female,66.0,Married
Urban,Yes,45.0,5.477473852864194,Graduate School,London,-0.22959967080592314,5520.467328912215,Female,70.0,Married
Rural,No,32.0,6.022031133617966,High School,Manchester,-0.09286183302278347,2282.740490455218,Male,45.0,Single
Urban,Yes,39.0,6.546736163840701,High School,New Castle,0.19889889583120657,6497.867783101514,Female,98.0,Divorced
Urban,Yes,43.0,6.69722793018946,College,New Castle,-0.22179469608711666,4113.911478524384,Male,74.0,Single
Urban,Yes,42.0,5.629588435181773,Graduate School,New Castle,-0.5012913747328496,3208.185845056314,Female,51.0,Divorced
Rural,No,43.0,4.470837178907065,High School,New Castle,-0.3572653898973512,3002.655504622634,Male,75.0,Divorced
Suburban,Yes,45.0,6.198061427558119,Graduate School,Manchester,-0.5575234407645141,6042.645291965655,Female,62.0,Married
Urban,Yes,47.0,7.204567651991628,Graduate School,London,-0.10534157431106267,6234.561450576579,Male,45.0,Divorced
Suburban,Yes,46.0,4.235093273296597,High School,London,0.04021256075279189,5862.589434461058,Male,68.0,Married
Urban,Yes,50.0,8.309162470480471,High School,London,0.5722609990806156,3837.117744870855,Female,100.0,Divorced
Urban,Yes,43.0,5.197327587977651,Graduate School,New Castle,-0.32736330764421856,3665.7191496960245,Male,63.0,Divorced
Suburban,No,53.0,5.800326073387989,Graduate School,Manchester,0.10688925180542419,5608.902938764338,Male,59.0,Married
Suburban,Yes,61.0,6.657431000565708,High School,New Castle,-0.01075027221954239,3848.3501525513525,Male,60.0,Divorced
Suburban,Yes,50.0,6.416960947867637,Graduate School,Manchester,0.2803318544180168,6199.346310085686,Male,80.0,Single
Suburban,No,57.0,5.465494436181405,Graduate School,Manchester,-0.31861167201858887,7226.200961374301,Male,78.0,Divorced
Suburban,Yes,49.0,4.7295362302020445,High School,Manchester,0.18740402073114126,5644.420446007232,Female,62.0,Single
Rural,Yes,45.0,5.095885936608458,College,New Castle,-0.08450878263937353,3811.4782538881996,Female,42.0,Divorced
Suburban,Yes,48.0,5.823486033843626,Graduate School,London,0.2304996303715814,4792.46072491909,Male,66.0,Single
Urban,Yes,48.0,,Graduate School,New Castle,0.09200109774640619,4707.735759826491,Female,71.0,Divorced
Rural,No,59.0,4.147131233670555,College,New Castle,-0.6887778447915252,5530.503596353283,Male,76.0,Married
Rural,No,63.0,3.016759006899779,Graduate School,New Castle,0.8431926052115495,5543.064259092634,Male,63.0,Single
Urban,No,46.0,5.073564235462386,Graduate School,New Castle,-0.24087257106508914,4023.7820480800183,Male,,Married
Urban,Yes,46.0,3.564966771367158,College,London,-0.22367577754328555,4042.6598994549913,Female,44.0,Divorced
Urban,Yes,48.0,5.434282216477636,High School,Manchester,-0.29531757072325976,3324.208345531662,Female,33.0,Single
Suburban,No,56.0,5.308999105755677,Graduate School,New Castle,0.07196740668605967,6282.652941895251,Male,73.0,Single
Urban,Yes,53.0,6.7198125227862935,Graduate School,London,0.04056117066959508,2663.9954629720287,Male,37.0,Divorced
Rural,No,32.0,5.9037923260542735,High School,London,-0.028990997056320522,4794.863086193143,Female,62.0,Married
Suburban,Yes,66.0,5.602824020012332,Graduate School,Manchester,0.2890985431515599,6101.495719230713,Male,65.0,Single
Rural,Yes,47.0,6.574653442822263,High School,Manchester,0.30267307769809393,4147.465678820228,Female,64.0,Single
Urban,Yes,56.0,5.733560439551916,,Manchester,-0.21936619055310685,4746.293642597566,Female,48.0,Single
Suburban,No,48.0,4.989715369338358,High School,New Castle,-0.7253351239442745,4285.175497301011,Female,74.0,Married
Urban,Yes,54.0,5.928673062729003,High School,London,-0.11333510994066232,,Male,56.0,Divorced
Urban,Yes,49.0,4.6483928219279385,College,New Castle,0.3065740534917951,5429.523461521714,Female,79.0,Divorced
Rural,No,50.0,4.9048071282821235,Graduate School,Manchester,-0.20873548285518764,4188.792230306449,Female,59.0,Divorced
Rural,No,57.0,3.839270279292924,Graduate School,New Castle,-0.4159696820238867,4598.710036834224,Female,77.0,Married
Suburban,No,33.0,3.887588807680956,High School,London,-0.6967275338897637,3539.8603031344014,Female,56.0,Married
Suburban,Yes,48.0,7.8283656861446165,College,London,-0.3273676900836461,2888.8682501388057,Male,102.0,Divorced
Rural,No,52.0,5.890848177527431,Graduate School,New Castle,-0.3189230392724659,3645.7224030792086,Male,56.0,Single
Urban,Yes,37.0,2.6030731889847107,College,London,-0.8780758852712658,3339.173809040876,Male,9.0,Divorced
Suburban,No,67.0,3.628607563515512,High School,Manchester,0.6406893396412999,4653.900252880348,Female,70.0,Married
Suburban,Yes,46.0,5.136982698137755,Graduate School,New Castle,-0.08084335782511093,4268.371724957395,Female,87.0,Divorced
Rural,No,57.0,4.329740565033718,High School,London,-0.1672594490147986,4730.5499106450425,Male,67.0,Married
Rural,Yes,62.0,4.901590173047329,High School,Manchester,0.2148561078929767,4781.985544792306,Female,66.0,Single
Urban,Yes,52.0,7.291081145907722,High School,Manchester,-0.4489717879540862,3347.0661207619914,Male,,Single
Urban,Yes,49.0,4.905976101194991,College,Manchester,-0.0798529140084257,4014.505929012597,Male,87.0,Single
Rural,No,53.0,4.674459374585918,High School,Manchester,0.3170863981892672,2431.803105040534,Female,57.0,Married
Rural,No,56.0,6.854013104472543,College,Manchester,0.07514998503651171,3909.1172327769746,Female,69.0,Married
Urban,Yes,58.0,5.008643415059634,College,New Castle,-0.008534101707167063,4357.0414087114395,Male,48.0,Divorced
Suburban,Yes,49.0,4.774157208720294,College,New Castle,0.0032182649778855765,4105.323200318984,Female,54.0,Divorced
Suburban,,57.0,3.269560086639734,High School,London,0.12583493867712825,4850.149988289364,Female,,Married
Urban,Yes,46.0,4.322299121183136,Graduate School,New Castle,-0.3681788754818332,4263.003932377196,Female,62.0,Divorced
Rural,No,56.0,4.252565642844709,Graduate School,London,0.8473923982237141,2178.9529367720247,Female,56.0,Married
Urban,Yes,47.0,5.623722630505291,High School,New Castle,-0.16576217291790846,4676.888702426774,Male,48.0,Divorced
Urban,Yes,53.0,2.37067783664511,High School,London,-0.6786457754321813,5258.066643806964,Male,61.0,Divorced
Rural,Yes,49.0,3.343083131087506,College,Manchester,-0.26168674672847325,5203.935646249719,Male,40.0,Married
Urban,Yes,49.0,4.006360161196602,College,New Castle,-0.13343492672401358,2884.621430991766,Female,66.0,Single
Urban,Yes,50.0,5.228206617341877,High School,Manchester,0.2989008785789531,4669.300809217204,Male,76.0,Married
Rural,No,52.0,5.714888494571727,College,New Castle,-0.11942964617900428,5394.189020624222,Male,65.0,Divorced
Rural,No,60.0,4.141888135678013,Graduate School,Manchester,-0.3559334605619516,3979.86275236877,Female,82.0,Single
Rural,Yes,48.0,5.659462668664145,College,Manchester,-0.4358568808126597,6453.029893815144,Male,64.0,Single
Suburban,Yes,43.0,5.891419970683418,College,New Castle,-0.39496019324292897,5611.709440338868,Male,67.0,Married
Rural,No,55.0,5.727082002373816,College,London,-0.5706403798136936,6136.264332811976,Female,77.0,Single
Urban,Yes,45.0,6.098730493139715,Graduate School,New Castle,-0.06480166379307081,4186.202238606578,Female,40.0,Single
Rural,No,51.0,5.924823817849524,High School,New Castle,-0.5931452719742192,4945.6095652222375,Female,71.0,Divorced
,Yes,49.0,7.267132488249386,Graduate School,New Castle,-0.6454499568378049,7090.967273568291,Male,66.0,Divorced
Urban,Yes,43.0,3.8015049667274443,High School,Manchester,-0.44442790830998924,5780.171133292846,Male,34.0,
Rural,No,40.0,4.740859544074522,Graduate School,London,0.32414889636323563,7915.3793758274005,Female,56.0,Married
Rural,,45.0,7.089894328553336,Graduate School,New Castle,-0.1877902480423702,3408.705444991463,Female,57.0,Divorced
Rural,No,49.0,7.306663313963496,Graduate School,New Castle,0.056225505397055786,3530.027219346338,Male,66.0,Married
,No,53.0,4.373222570889599,High School,London,-0.025731204309407063,4423.873654942097,Female,62.0,Married
Rural,No,52.0,3.4428037455270064,High School,Manchester,-0.6448938879120072,5288.186218105897,Female,80.0,Married
Rural,No,47.0,4.706375113353409,College,Manchester,-0.16624659807729994,6151.910307889898,Female,68.0,Divorced
Rural,No,39.0,5.2029783940960765,College,New Castle,,5195.449815437091,Female,54.0,Married
Urban,Yes,61.0,5.109175676418014,Graduate School,London,-0.21892965318285823,4802.243251677756,Female,23.0,
Urban,Yes,43.0,7.106151230059076,Graduate School,,-0.034936225125833664,,Female,109.0,Single
Rural,No,59.0,6.5489844439051526,High School,Manchester,0.7547112482185117,5365.693888959384,Female,59.0,Divorced
Urban,Yes,58.0,3.7466963530229656,Graduate School,Manchester,0.44973707900841975,5144.260571994021,Male,109.0,Married
Urban,Yes,51.0,7.403546840626358,High School,London,,4575.544190576079,Female,55.0,Single
Urban,No,44.0,6.283639345301742,High School,Manchester,0.1654423408824976,5794.28199814371,Male,46.0,Married
Urban,Yes,43.0,7.385366259121984,College,New Castle,0.22909739887802938,5427.611691543471,Male,80.0,Married
Suburban,Yes,47.0,8.15087799566188,High School,Manchester,-0.13628099663500906,4603.382976550331,Female,81.0,Divorced
Urban,Yes,42.0,4.150393731293339,High School,New Castle,-0.2426429895930589,3055.793873611853,Female,81.0,Divorced
Rural,No,51.0,3.5992712651631757,Graduate School,Manchester,-0.45525119169440864,3553.717669509907,Male,83.0,Divorced
Rural,No,37.0,6.706574781334078,High School,Manchester,0.7616515921669285,5820.347780204838,Female,48.0,Married
Suburban,No,60.0,7.376808396524223,College,Manchester,-0.051105950272689604,5187.541758592044,Male,68.0,Divorced
Urban,Yes,55.0,6.432908771715095,College,New Castle,-0.3224704043425622,4183.878317866707,Male,47.0,Divorced
Suburban,No,48.0,5.045336221149194,Graduate School,London,0.2332192010987001,4196.017527544541,Female,63.0,Married
Urban,Yes,43.0,6.104158779120384,Graduate School,Manchester,-0.4210186564970777,4477.849976500285,Male,84.0,
Urban,Yes,60.0,5.035007000621286,College,New Castle,0.11274212578798937,3089.139152626266,Male,57.0,Divorced
Urban,Yes,49.0,3.7750012462463975,High School,New Castle,-0.3504697744830348,3334.8037236032337,Female,61.0,Single
Rural,No,49.0,5.555257168698062,Graduate School,,-0.5740680251557604,6108.070223399726,Female,72.0,Married
Suburban,Yes,70.0,5.105972949100441,High School,New Castle,0.2801759858116234,6399.218015264107,Male,45.0,Divorced
Rural,Yes,49.0,4.584812030891692,College,London,0.38976585017133114,5225.467909012985,Male,68.0,Divorced
Suburban,Yes,54.0,6.014949876497733,High School,London,0.6059749600959413,1727.769517100397,Female,91.0,Divorced
Rural,No,49.0,6.73337586187623,College,Manchester,0.7412452586381477,7399.1537119477125,Female,51.0,Married
Urban,Yes,50.0,6.2977771164201295,College,London,-0.03776209149091897,4584.24235667811,Female,45.0,Single
,No,50.0,4.867807906383786,College,Manchester,0.6380238523637011,4171.716527417487,Female,60.0,Single
Suburban,Yes,59.0,5.698286151051323,Graduate School,Manchester,0.16638668453628186,3415.572625349491,Female,81.0,Single
Rural,No,58.0,4.903313842367314,College,London,-0.2535889567993329,6639.568966625694,Male,71.0,Divorced
Urban,Yes,36.0,5.4497060478258215,High School,London,-0.6251361851557544,4239.923431569004,Female,74.0,Single
Suburban,No,42.0,5.36145111854077,Graduate School,Manchester,-0.1683046985014329,4104.32030946701,Female,56.0,Married
Rural,No,41.0,4.455290883086258,High School,Manchester,0.32142960315169977,6238.427737492406,Male,54.0,Married
Urban,Yes,53.0,6.325488799242604,College,London,-0.3571882896952966,3752.049876098244,Male,47.0,Divorced
Rural,Yes,47.0,6.271389642260564,College,London,-0.09777738486769993,1717.8008660590567,Male,60.0,Married
Urban,Yes,59.0,5.894847989071139,High School,Manchester,0.5662624786206902,3898.8946152501467,Female,76.0,Divorced
Urban,Yes,43.0,5.26557019272643,Graduate School,Manchester,-0.22338238168377356,2786.318316888103,Male,67.0,Married
,No,63.0,5.9993374502838295,College,Manchester,0.5057277740740914,4781.3337822868325,Male,61.0,Married
Rural,No,50.0,5.487623250314102,High School,New Castle,-0.42908196794230014,4890.403216361501,Female,68.0,Married
Suburban,No,42.0,5.030474185819289,Graduate School,Manchester,0.14536641002082828,5259.744613705998,Female,60.0,Married
Rural,No,47.0,6.259547239564152,High School,New Castle,-0.5730966425913839,4162.88218498358,Male,75.0,Married
Rural,No,,6.822577216870233,Graduate School,New Castle,-0.058232228200937514,4454.887242288319,Male,61.0,Married
Rural,Yes,58.0,5.418641215188666,Graduate School,New Castle,0.11794606336974245,5322.5190299330625,Female,80.0,Single
Urban,No,47.0,5.919351124227672,High School,Manchester,-0.7629689869154141,,Female,53.0,Divorced
Suburban,Yes,59.0,6.529858666621516,Graduate School,London,0.4914126538880107,5115.28012507051,Female,111.0,Divorced
Suburban,Yes,54.0,4.4453391908620485,College,New Castle,0.2691927289879945,4546.333931168056,Female,44.0,Married
Rural,Yes,50.0,5.480994996869696,High School,Manchester,-0.38829237736002636,3993.512739810133,Male,36.0,Divorced
Urban,Yes,62.0,3.289087724319013,Graduate School,Manchester,0.45083179644204463,4881.540486913555,Female,47.0,Divorced
Rural,No,51.0,6.597253436871977,High School,New Castle,0.5084947352853803,5346.780389177318,Female,52.0,Divorced
Urban,Yes,56.0,6.231126923797456,High School,New Castle,0.09725178078804347,4895.317129320797,Female,58.0,Single
Rural,No,46.0,5.416664060814079,High School,London,-0.12910632054920412,6199.852505581884,Male,70.0,Married
Suburban,No,52.0,5.45691853736952,College,London,0.4121028551817323,5284.883452870018,Male,67.0,Married
Rural,No,39.0,7.059680126518048,College,Manchester,-0.8544635673271092,5774.549628274712,Male,77.0,Married
Urban,Yes,46.0,8.047250553996562,,Manchester,-0.28593667874323014,3276.429810136692,Female,59.0,Divorced
,Yes,45.0,4.809254230949922,College,London,-0.26456364486571915,6548.926859028603,Female,81.0,Divorced
Suburban,Yes,54.0,6.3197500932168476,High School,London,0.009462619593052779,2971.402205828679,Female,32.0,Divorced
Rural,No,60.0,5.505022491807118,Graduate School,Manchester,0.24077095224881095,4577.8313831974165,Female,65.0,Married
Urban,Yes,42.0,3.787969277286472,High School,Manchester,-0.04716814138660075,3696.3041995883764,Male,50.0,Single
Urban,Yes,45.0,5.91964121143195,College,London,-0.04581243415249958,4174.6835361533185,Male,45.0,Divorced
Urban,Yes,42.0,6.395267552638782,High School,London,-0.6402871024370037,6153.736904540392,Female,28.0,Divorced
Rural,No,38.0,2.6936270774123745,High School,Manchester,-0.1093789980733881,6578.98814861493,Male,54.0,Married
Suburban,No,49.0,6.495926841751021,College,Manchester,-0.9289321135039847,2559.519480022706,Female,65.0,Married
Rural,Yes,45.0,6.563841178241401,High School,London,-0.5856609831820874,5330.101318370109,Female,75.0,Divorced
Rural,No,29.0,5.697035779067519,Graduate School,London,0.1689338266441867,4563.917152784783,Male,46.0,Divorced
Urban,Yes,38.0,6.683220604436385,High School,Manchester,-0.38729444633652194,5607.035986619795,Female,70.0,Divorced
Suburban,Yes,52.0,6.016132845305829,High School,New Castle,-0.3113445576852292,5878.422344465954,Male,85.0,
Rural,No,58.0,6.197829598887909,Graduate School,Manchester,0.1487250808378769,5725.018878909927,Male,70.0,Married
Rural,No,55.0,2.7422686263546474,College,Manchester,-0.25962796334286353,4399.530228063682,Female,,Divorced
Urban,Yes,52.0,3.831079369211023,High School,London,,3584.9460339288976,Female,62.0,Single
Urban,Yes,51.0,5.7467480276775715,College,London,0.09324491766207682,4416.1415542737695,Female,48.0,Divorced
