Years after high school graduation,Renew,Active online hours,Monthly Income,Marital Status,Location Code,Brand Loyalty,Education Level,City,Years with Company,Gender
22.0,No,6.262405661166277,4368.257536327865,Single,Rural,0.09247540981103633,High School,New Castle,3.0,F
42.0,Yes,3.6909388516660155,4562.994078259058,Divorced,Suburban,0.33637509315180086,High School,New Castle,7.0,
26.0,Yes,6.589331104914823,4049.8217650461283,Divorced,Suburban,-0.8073659022287364,High School,Manchester,2.0,F
33.0,Yes,6.10624479778149,6209.311488631158,Divorced,Rural,-0.06456443715339927,College,Manchester,4.0,M
27.0,Yes,3.422008314388465,5573.922684357502,Single,Urban,-0.17876447432894466,Graduate School,London,6.0,F
42.0,No,5.764365140487321,4874.694693322457,Divorced,Rural,0.4467548903153448,High School,Manchester,6.0,F
34.0,Yes,4.893696524832917,6722.620383222662,Married,Suburban,0.04311153338219938,College,Manchester,4.0,M
35.0,Yes,3.7209057379693666,5608.047188391213,Divorced,Urban,0.20562990344447457,Graduate School,Manchester,4.0,M
23.0,No,7.707788413377916,2552.6176454231017,Married,Suburban,0.09642937267612818,High School,London,6.0,M
28.0,No,6.579524820340652,4197.950982696924,Married,Suburban,-0.0390227218634597,High School,Manchester,2.0,M
26.0,Yes,5.6785874117845,4176.189087817013,Divorced,Rural,-0.0395778369856046,High School,London,2.0,F
23.0,No,4.9301743332671935,5268.87084629043,Married,Rural,0.582442878393507,Graduate School,London,5.0,M
36.0,Yes,4.148256205757377,4828.702286591381,Married,Urban,0.04947966666199646,Graduate School,New Castle,3.0,M
18.0,Yes,3.2222987409070325,4160.375699415266,Divorced,Rural,0.14783377480794013,College,New Castle,6.0,M
37.0,,5.023039657863827,4799.704468405921,Divorced,Urban,-0.11163464177919502,College,New Castle,,F
37.0,Yes,4.559766563302598,5984.350471145273,Single,Urban,-0.47928068069765506,College,New Castle,3.0,F
19.0,No,5.691095384522277,4348.901646402397,Married,Rural,0.288724551363137,Graduate School,London,6.0,F
31.0,Yes,3.084592503841057,5403.696075292712,Married,Urban,-0.1362061543047649,College,New Castle,5.0,F
32.0,No,4.67135249746717,5128.538055808188,Married,Rural,0.07682596085897504,Graduate School,London,4.0,F
14.0,No,6.840863043733934,4087.7424195990775,Single,Suburban,0.268045191066309,Graduate School,Manchester,4.0,M
22.0,Yes,4.651249304669795,4262.852226317303,Divorced,Urban,0.3049967840787477,,New Castle,5.0,F
16.0,Yes,5.05165500291569,3692.055144853407,Divorced,Urban,0.9354931811289111,Graduate School,London,5.0,M
37.0,No,4.648010081472636,6251.043635363396,Married,Rural,0.2696799298436069,Graduate School,Manchester,3.0,F
24.0,No,6.573908276795379,4470.649181314637,,Suburban,0.15604620625740287,Graduate School,London,4.0,F
,Yes,5.863562049362976,5115.805744580531,Single,Suburban,-0.07184620986440354,College,Manchester,5.0,M
36.0,No,7.3033559678230775,3018.414142443567,Married,Rural,0.10363810659545308,Graduate School,New Castle,6.0,
24.0,Yes,5.511346084360958,5733.875351148464,Married,Suburban,,College,Manchester,4.0,F
22.0,No,5.173781144924602,6152.798254663344,Divorced,Rural,0.8241632607535503,High School,New Castle,4.0,M
31.0,Yes,1.4225231281869295,5679.719369631697,Divorced,Urban,-0.35778662000992,Graduate School,London,8.0,F
20.0,Yes,5.023950264454277,4829.574562206865,Divorced,Urban,0.14457197761236684,High School,London,4.0,M
20.0,Yes,4.872586246342797,4110.030270239889,Married,Suburban,-0.7254412264551925,College,New Castle,3.0,M
36.0,No,4.404683507195123,6676.5682366488145,Single,,1.241684097459767,College,Manchester,5.0,F
32.0,Yes,3.1946928308022713,6650.643012075465,Married,Urban,-0.030162778457219597,College,New Castle,6.0,F
29.0,No,6.280915800857027,4890.709858896753,Married,Rural,0.14446866139334597,High School,New Castle,3.0,F
38.0,No,4.967880944091686,6044.143328187501,Divorced,Rural,0.17520163009422798,Graduate School,London,3.0,M
,Yes,5.199417333924241,5208.987018264021,Married,Urban,-0.09568469948882097,High School,London,4.0,M
38.0,No,5.732497642425466,4248.342135714841,Divorced,Suburban,0.6396827177188251,Graduate School,,8.0,F
31.0,No,7.632656267992883,3143.02796071803,Married,Rural,0.18383188461122443,High School,New Castle,5.0,M
29.0,Yes,5.788178337985383,4929.973298126295,Divorced,Rural,0.17766486263636136,College,New Castle,3.0,M
43.0,Yes,4.133435464446011,4645.6611883717,Single,Urban,-0.14322326739376368,Graduate School,London,3.0,M
28.0,Yes,5.677775982825061,4091.108898737034,Single,Urban,-0.524494578687048,College,New Castle,1.0,M
23.0,Yes,5.438699540799181,3790.3680010444787,Divorced,Urban,0.31652542295243724,College,London,5.0,M
17.0,Yes,5.7679064289673265,3583.8639431611236,Single,Suburban,-0.441714693317931,College,London,1.0,F
30.0,Yes,4.821395195709468,4275.157565248626,Divorced,Urban,-0.14031415940188302,High School,Manchester,,F
29.0,No,7.736985447095449,3339.5163562901007,Married,Rural,0.3151348550676842,College,Manchester,6.0,M
26.0,No,5.218428619388293,5866.743735922088,Single,Rural,0.600539009600944,High School,New Castle,4.0,M
19.0,Yes,5.324120346106476,3557.1341963674777,Single,Rural,-0.09125768863847317,Graduate School,London,5.0,M
23.0,Yes,5.299806892666174,5152.769849387878,Single,Urban,-0.017358283225293036,High School,Manchester,4.0,M
39.0,Yes,4.6927239850464195,6179.13026914104,Divorced,Urban,-0.19024826609198764,College,Manchester,4.0,M
30.0,Yes,3.2191767266374924,5606.0600473648665,Divorced,Urban,-0.4744688535633569,Graduate School,London,5.0,M
38.0,No,5.529499862851494,5914.916428879726,Married,Suburban,-0.06127067703269137,High School,Manchester,2.0,M
30.0,No,6.885433709186719,4235.4176713083825,Single,Suburban,0.5659117243014489,Graduate School,Manchester,4.0,F
21.0,,8.226627735084548,2332.945230526836,Married,Suburban,0.9524537215378703,College,New Castle,8.0,F
18.0,Yes,,5282.8251082126335,Divorced,Urban,-0.06839501914985346,Graduate School,London,6.0,M
33.0,Yes,4.600127873063293,2960.883887160042,Single,Urban,-0.06598270979162796,Graduate School,Manchester,3.0,M
27.0,No,5.600837506717249,4351.442627594465,Married,Suburban,0.2615350729596858,College,Manchester,5.0,M
36.0,Yes,5.921228346501626,3913.40979876609,Divorced,Urban,0.5226052208736015,College,New Castle,6.0,M
16.0,Yes,3.491128833221671,5544.808673165912,Divorced,Urban,,Graduate School,Manchester,6.0,M
30.0,No,5.995636672685573,4539.123174348292,Married,Rural,0.36500547369911673,High School,London,5.0,M
18.0,Yes,2.8863076357256774,4850.5797232088635,Divorced,Urban,0.5175706362375632,College,New Castle,4.0,F
37.0,Yes,5.14487232653279,4164.583443072366,Divorced,Urban,-0.46832961885306446,College,London,6.0,M
33.0,Yes,4.189316883455533,4668.312243351232,Divorced,Suburban,-0.11824165826013333,College,London,4.0,M
20.0,No,8.008985466057435,3254.2041515846154,Married,Rural,1.2165978027880167,High School,New Castle,8.0,M
24.0,Yes,3.9580718786154763,6737.728344646116,Divorced,Suburban,-1.05280755062365,Graduate School,London,4.0,M
31.0,Yes,4.204420620108148,2986.4436130454064,Married,Urban,0.13897418025307468,High School,Manchester,3.0,F
27.0,Yes,3.7541645912951616,4303.834651558324,Single,Urban,0.2620035564393056,Graduate School,New Castle,5.0,M
30.0,Yes,4.569912014303326,6329.150430306005,Single,Rural,-0.10823747840727016,Graduate School,New Castle,2.0,F
24.0,Yes,6.465935946517035,5552.622795345449,Single,Urban,0.006305548462728988,College,London,,M
28.0,No,6.9381300126194425,4429.3591133013515,Married,Urban,0.17701706169771317,High School,London,3.0,M
13.0,Yes,5.675830081350923,4816.3236610629865,Single,Suburban,-0.09573632877923605,Graduate School,New Castle,3.0,F
32.0,No,5.600166687242033,5046.638025203185,Married,Rural,-0.10926694344357735,Graduate School,New Castle,3.0,M
35.0,Yes,4.757147182777236,3704.945609428278,Divorced,Suburban,-0.16782827868058908,Graduate School,London,3.0,M
33.0,Yes,3.8133546478025924,3651.7420095422276,Single,Suburban,0.027508201922150033,College,New Castle,3.0,F
24.0,No,5.858316546314979,5274.743977260871,Married,Rural,0.4746876943751736,Graduate School,London,,M
24.0,Yes,4.202175565610885,5726.072725022959,Single,Urban,0.1344777298178176,High School,London,5.0,F
32.0,Yes,4.085695203187973,6721.277653312156,Divorced,Suburban,-0.25592698717840295,Graduate School,New Castle,5.0,M
29.0,No,5.812791156270805,5671.344121055141,Divorced,Rural,0.8218653770838854,College,Manchester,5.0,F
40.0,Yes,4.549330696158267,6935.117549790091,Divorced,Urban,-0.41240834370830604,College,New Castle,4.0,F
35.0,Yes,5.93529687505556,3760.25928712501,Single,Rural,-0.5750042347165161,Graduate School,New Castle,2.0,M
26.0,No,6.165056314016371,4692.153819109452,Married,Rural,0.20559823541978683,High School,Manchester,3.0,F
26.0,Yes,4.1873287019735255,2911.8059172298313,Single,Suburban,0.7042968561063147,College,New Castle,6.0,M
34.0,Yes,5.441028752753124,3368.1236999724606,Divorced,Urban,-0.3618708399210462,College,Manchester,5.0,F
19.0,Yes,3.852595495726738,5483.785440683087,Divorced,Suburban,0.16632709358268236,College,New Castle,7.0,
35.0,No,7.9136588942903545,3953.4499841775114,Married,Suburban,0.6054050666737558,High School,London,4.0,M
32.0,Yes,3.668910549088671,5915.843575478596,Divorced,Suburban,0.32910550040074005,High School,London,7.0,
18.0,Yes,5.708637054186684,5102.918311550806,Married,Urban,0.38285884574317935,High School,Manchester,4.0,F
31.0,Yes,4.226597985723565,4228.996137491482,Married,Rural,-0.4848889161062562,College,Manchester,4.0,M
23.0,Yes,4.20046915925791,4885.038245986968,Single,Suburban,-0.44483030702040005,High School,Manchester,4.0,F
,Yes,6.384709571900816,3993.366831537816,Divorced,Suburban,-0.282275806940695,High School,New Castle,3.0,
35.0,No,5.606682008412298,5896.127417231212,Single,Rural,0.6125708099064456,Graduate School,New Castle,4.0,M
18.0,No,6.717641645176368,2667.026060711943,Single,Suburban,-0.13807843891175808,High School,New Castle,6.0,M
34.0,Yes,3.179487400545019,5586.32957554014,Married,Suburban,0.5320904298930446,Graduate School,New Castle,5.0,F
26.0,Yes,5.801032602848415,4228.901668546236,Divorced,Rural,-0.00606922812568933,High School,London,5.0,F
38.0,Yes,2.620352191261434,5231.915394105482,Married,Suburban,0.7672846323145787,Graduate School,Manchester,,M
33.0,No,7.5791527350019905,3907.544289253391,Married,Rural,0.283602689278759,College,Manchester,4.0,M
22.0,Yes,3.5784723773956273,5484.967651771175,Divorced,Urban,0.05722367180601107,College,Manchester,6.0,M
17.0,Yes,5.2158816047388346,5220.019352247436,Single,Urban,-0.18281469084609114,College,New Castle,4.0,M
15.0,Yes,4.617825998986884,5537.109039273757,Single,Suburban,-0.6218671811187259,Graduate School,Manchester,3.0,M
34.0,No,6.89560781750755,5169.539076322027,Married,Suburban,0.8103961538817532,Graduate School,New Castle,4.0,F
34.0,No,6.974463637769887,3380.7246641581974,Married,Suburban,-0.10967747455506,Graduate School,Manchester,4.0,M
23.0,No,3.983202454671731,7050.667385485437,Married,Rural,0.4034643398550467,Graduate School,Manchester,3.0,M
37.0,Yes,4.621934189732871,3752.5665170901775,Divorced,Suburban,-0.8137975878257042,College,London,4.0,M
28.0,Yes,5.6287078725940995,,Married,Suburban,0.3746580896973683,High School,Manchester,4.0,F
36.0,Yes,4.4516424684722935,3475.518273458732,Divorced,Urban,-0.5424629933815347,College,Manchester,4.0,M
25.0,No,4.582910474594666,5452.493230078371,Married,Rural,0.20095545712069038,Graduate School,Manchester,5.0,F
38.0,Yes,4.298637209877107,4240.101876156943,Divorced,Rural,-0.055568995530401205,College,New Castle,4.0,F
30.0,Yes,7.722691110766201,1999.9539467585264,Single,Suburban,0.06399197778655347,College,New Castle,2.0,M
31.0,No,8.186423845946775,2944.0635323141255,Married,Rural,0.2163575804464456,Graduate School,London,4.0,M
37.0,Yes,5.603617005397087,4897.158680307497,Divorced,Urban,0.19991252767728487,High School,London,4.0,F
32.0,No,6.065117302533019,5966.0317732819685,Married,Rural,0.8327246547791024,Graduate School,New Castle,3.0,M
31.0,Yes,6.9685864289837145,2631.16246668353,Divorced,Urban,-0.14988045371345832,High School,New Castle,0.0,M
30.0,Yes,5.2292923171198415,3147.3566518519388,Single,Rural,-0.6477890914460912,Graduate School,Manchester,2.0,F
42.0,No,4.137538290232396,5950.513932319247,Married,Suburban,-0.021248106934631444,College,London,3.0,F
31.0,Yes,3.9157565191036166,4533.6058078039905,Divorced,Rural,0.17690064343663522,High School,New Castle,5.0,F
22.0,Yes,5.235363627105285,6315.119946534706,Married,Urban,-0.8510133997078828,Graduate School,London,4.0,M
23.0,Yes,4.2945434394836255,6519.746087625697,Single,Urban,-0.12747690960511143,High School,London,4.0,M
,Yes,4.485286269542118,5566.496637612889,Divorced,Rural,-0.41889515981784453,College,London,4.0,M
18.0,No,6.285806660920747,3764.3529477600123,Married,Urban,0.3833367149574979,Graduate School,London,6.0,F
34.0,Yes,4.663332821744865,4278.643548312341,Single,Urban,-0.055321607855085664,,New Castle,5.0,M
23.0,Yes,4.343487466952421,3807.9519799649406,Single,Urban,-0.14844498564197345,High School,London,4.0,F
23.0,Yes,3.2681580425256187,4506.935115630681,Married,Urban,0.3872281338380166,High School,London,4.0,F
32.0,Yes,2.1721319848737424,7322.460779647856,Divorced,Suburban,-0.0824096118439201,College,New Castle,6.0,M
32.0,No,5.268420067443543,5280.195522571575,Single,Rural,0.5996606608291057,Graduate School,London,5.0,M
29.0,Yes,5.273630925218665,4335.222402928616,Divorced,Urban,-0.23145076483980737,High School,Manchester,4.0,M
38.0,Yes,6.102398664749217,4334.996648697415,Divorced,Rural,-0.0871027879943867,College,London,3.0,M
33.0,No,5.863665231217108,5571.708627119408,Married,Rural,0.23989872314305716,High School,London,3.0,M
16.0,No,5.606648686070107,5089.179512111154,Married,Urban,-0.3595620975659706,Graduate School,London,2.0,F
42.0,Yes,4.05725301579203,4906.763619361036,Divorced,Urban,0.47151211972461904,Graduate School,London,6.0,M
33.0,Yes,4.662711238875838,6694.443047390421,Divorced,Suburban,0.1327219534187077,High School,Manchester,5.0,F
9.0,Yes,3.7735748193215275,5566.778411223944,Divorced,Urban,-0.26879616634127473,High School,London,4.0,M
37.0,No,5.216936843337225,5047.327173590976,Married,Rural,0.7494001537561458,High School,London,6.0,M
50.0,No,6.0274695005909065,4064.521883586912,Married,Rural,0.5086187374705169,Graduate School,Manchester,6.0,M
13.0,Yes,,6823.9957417471605,Divorced,Urban,-0.42757416323625996,Graduate School,Manchester,5.0,M
22.0,Yes,3.3633798438740223,4887.542820674868,Single,Urban,-0.7604673552906862,,New Castle,4.0,M
32.0,Yes,5.033955177990205,4490.194269951291,Divorced,Suburban,-0.8688337212629575,Graduate School,London,3.0,M
29.0,No,3.160877304581657,7453.930851004636,,,-0.42153161201539724,College,New Castle,1.0,F
22.0,No,9.209946341224263,2494.496245580008,Married,Rural,0.5616717686825456,College,Manchester,4.0,M
31.0,Yes,5.621304968000831,5488.44285731186,Divorced,Urban,-0.4712933696671331,High School,New Castle,5.0,M
11.0,No,6.814229046297852,3619.9955704021613,Married,Suburban,0.7895646351315369,Graduate School,Manchester,9.0,M
46.0,No,4.908464431856917,4704.327226190621,Married,Suburban,0.07212577399456253,College,New Castle,6.0,F
23.0,Yes,4.546870320285174,4422.891103336333,Divorced,Urban,0.4334282845136617,College,New Castle,5.0,M
33.0,No,6.568399339098876,5099.384719495887,Divorced,Rural,0.5302606843739954,College,London,2.0,F
30.0,Yes,2.9307582002656485,4680.283048222339,Divorced,Urban,-0.044961359693066805,High School,New Castle,6.0,M
20.0,Yes,3.8346518469119264,6031.707211291799,Divorced,Suburban,-0.09756947687762657,High School,New Castle,6.0,F
20.0,Yes,4.586290022460515,4949.469904785071,Divorced,Rural,0.11826432882927117,High School,New Castle,4.0,F
24.0,No,7.417480932000023,4339.763305368796,Single,Rural,0.7874357752397376,Graduate School,New Castle,4.0,F
,No,5.446929465447979,4391.234809921214,Single,Rural,0.2925640302271669,Graduate School,New Castle,5.0,F
30.0,Yes,3.9231240060047528,4824.454814330837,Single,Urban,-0.43776304161061874,College,Manchester,4.0,F
32.0,No,7.284589083200911,4764.823138278184,Divorced,Suburban,0.09116819959891588,High School,London,2.0,M
19.0,Yes,5.11737827883538,4146.135248752846,Single,Suburban,-0.09612524147018447,High School,Manchester,4.0,M
39.0,No,5.774367975454103,5571.332077771613,Divorced,Rural,0.5688067611053342,College,,3.0,F
18.0,No,7.592157600769658,,Married,Rural,0.5890547095102916,High School,London,6.0,M
20.0,Yes,5.972925565369877,4568.832376444308,Single,Suburban,0.14096173824448352,Graduate School,New Castle,3.0,F
21.0,No,6.463169215493879,4371.704793081541,Single,Rural,0.03944716861933073,High School,London,4.0,M
23.0,No,5.329430096249527,4831.850787352766,Single,Suburban,0.23325768895667265,High School,Manchester,4.0,F
21.0,Yes,4.6353242143512166,5819.550122337164,Married,Urban,-0.9708615191625316,Graduate School,Manchester,2.0,F
,Yes,5.052835005631161,4764.302247160261,Divorced,Urban,-0.05240225039255256,Graduate School,London,3.0,M
23.0,Yes,5.286676375612964,4389.215891013667,Single,Urban,-0.5271888564866958,College,New Castle,2.0,F
20.0,No,4.155135332471837,5177.466816144117,Single,Urban,0.47882929099555677,High School,London,6.0,M
35.0,Yes,2.145233869654921,4704.661481269186,Single,Urban,0.029118635571983242,Graduate School,New Castle,6.0,M
39.0,Yes,4.639262346172561,4699.215818941325,Single,Urban,0.11914101513830078,High School,New Castle,2.0,F
41.0,Yes,6.062374782580721,3483.949998269346,Single,Urban,0.5679557016391334,College,London,5.0,M
39.0,No,8.760176881830052,3069.4401755827566,Single,Rural,0.2402143304190995,Graduate School,Manchester,4.0,F
28.0,No,,5754.550542172734,Married,Suburban,-0.3144179864192967,High School,Manchester,3.0,F
20.0,Yes,4.450239621452993,4060.751714532098,Divorced,Urban,0.3652025998794657,Graduate School,Manchester,4.0,M
22.0,No,5.546276905374452,5199.837214696333,Divorced,Rural,-0.1311198477806681,,London,2.0,F
34.0,No,7.256804222408045,4454.163833442579,Divorced,Suburban,0.6461638193843535,High School,New Castle,4.0,F
32.0,Yes,3.5676945284597203,3819.569951925784,Divorced,Urban,0.17066515100567575,Graduate School,London,6.0,M
15.0,Yes,4.715538813835164,2604.954096344136,Single,Urban,0.026488672530710883,Graduate School,Manchester,2.0,F
12.0,No,6.989047642068299,3403.6034784662743,Divorced,Suburban,0.5202788818514332,High School,Manchester,6.0,F
24.0,No,6.009482520777958,5385.394912658214,Single,Rural,0.5349860825983146,College,New Castle,2.0,F
30.0,No,4.806113085944592,6507.963654620539,Single,Suburban,0.2176954598389934,High School,New Castle,2.0,M
29.0,No,4.830488688858978,5669.423692852375,Married,Urban,1.1086597912887202,Graduate School,Manchester,5.0,M
45.0,Yes,5.471995948123954,5062.598865411257,Divorced,Urban,-0.5080005481068676,High School,New Castle,3.0,F
39.0,Yes,5.035676865375119,3475.738925033836,Married,Suburban,0.42545982969761226,College,New Castle,5.0,M
26.0,No,6.9215408091628134,4422.009612369309,Married,Rural,1.1016801002151553,Graduate School,Manchester,6.0,F
23.0,No,4.895633837675435,6116.603072624827,Married,Suburban,0.5997268572326435,High School,London,4.0,M
23.0,Yes,3.810248511087915,1874.7191698529869,Single,Rural,1.0121760453502513,,London,5.0,M
32.0,No,4.663976619298065,6226.900236662691,Married,Rural,0.47261990708626817,College,London,3.0,M
26.0,Yes,5.452587744763963,4014.5794932274102,Divorced,Rural,-0.13563770993578833,Graduate School,London,3.0,
20.0,Yes,3.721627817093425,4349.141260342976,Divorced,Suburban,0.15699367782780696,High School,Manchester,4.0,F
42.0,Yes,2.923988683541815,3938.437153576181,Divorced,Urban,-0.13061717210347829,College,New Castle,4.0,M
25.0,No,7.268148277615003,3640.7112329186684,Married,Urban,-0.05559249971611796,High School,New Castle,4.0,F
28.0,Yes,3.981941484983015,4772.6818550513235,Divorced,Rural,0.41543571360654763,College,London,6.0,M
33.0,Yes,3.0429572453421683,4426.5141138540475,Divorced,Suburban,0.42028239482659957,Graduate School,London,6.0,F
19.0,No,7.08570612186943,3616.239190353709,Divorced,,0.6459126295502555,High School,Manchester,5.0,F
33.0,No,5.896706866920599,5002.24509714821,Divorced,Rural,0.7592484927710305,High School,London,4.0,
35.0,Yes,3.9516493979502365,6362.112172428944,Divorced,Suburban,0.009483517566440336,High School,New Castle,5.0,F
48.0,No,7.54621145886078,3601.2391027226267,Married,Rural,0.7069011423699538,College,London,5.0,F
18.0,Yes,5.838841021706498,4235.19997771083,Single,Rural,0.2733924753102458,High School,New Castle,3.0,M
31.0,Yes,6.69059446825654,3222.4770062560883,Divorced,Urban,-0.5066977716478925,High School,Manchester,1.0,M
35.0,Yes,5.324258480385217,4532.288508759954,Divorced,Urban,0.8578393467158725,Graduate School,London,5.0,M
14.0,Yes,4.783473973714424,6246.86115747219,Single,Suburban,-0.6930905229889507,High School,New Castle,2.0,M
33.0,No,7.402920284974181,2272.8642618838494,Single,Rural,-0.10465410330741626,College,New Castle,6.0,M
29.0,Yes,5.776892672113981,3849.87005350012,Divorced,Suburban,0.6358353161346918,College,New Castle,4.0,M
12.0,No,4.591663356625307,6298.746383492055,Divorced,Suburban,0.5552200568712898,Graduate School,Manchester,4.0,M
25.0,No,3.444318690231526,6851.654126261649,Married,Rural,0.4435078976841155,College,Manchester,3.0,M
29.0,Yes,5.19313492419805,3899.32257825902,Single,Urban,0.027751659177253057,Graduate School,Manchester,1.0,M
27.0,Yes,3.467259488918722,3187.9917219357367,Divorced,Rural,0.47367641221617107,College,New Castle,6.0,F
22.0,No,7.247987502116475,4146.573988859038,,Suburban,0.39876305772012,Graduate School,London,2.0,M
31.0,Yes,4.836387300005145,4811.325534828864,Divorced,Urban,-0.1807996368525855,Graduate School,Manchester,3.0,F
28.0,Yes,3.0836396306305436,6749.237717561096,Divorced,Urban,0.2865923478326379,,London,6.0,F
20.0,No,6.801047230004805,4586.574024078152,Married,Suburban,0.30005284322399406,Graduate School,Manchester,4.0,M
41.0,Yes,4.221172682315536,5640.2254554630745,Single,Urban,0.2814181826653135,High School,Manchester,6.0,M
15.0,No,7.129509382014753,3505.3881728960764,Married,Suburban,0.9461485191902915,High School,New Castle,7.0,F
24.0,Yes,6.125756070253536,3659.9070836060264,Divorced,Urban,-0.4690503097406088,Graduate School,Manchester,3.0,M
42.0,Yes,5.646179768466636,5390.056944698886,Single,Suburban,0.6274032986591491,College,London,5.0,M
35.0,No,6.029846326115892,4980.096784110802,Married,Urban,0.04108189619476535,Graduate School,Manchester,2.0,F
46.0,No,6.912404815997474,5057.983711117237,Divorced,Rural,0.49107419011972886,College,Manchester,3.0,F
27.0,Yes,6.784035219216791,5453.57200177765,Divorced,Urban,-0.32452191082414383,High School,Manchester,3.0,M
29.0,No,7.422608756713485,4130.2612922271,Single,Rural,0.29425783600888444,College,London,4.0,F
34.0,Yes,6.1676083806248645,6845.227397766636,Divorced,Urban,-0.5884862845697642,Graduate School,Manchester,4.0,M
23.0,Yes,3.646983784888217,6093.582340890393,Divorced,Urban,0.48725336329673347,High School,Manchester,6.0,F
31.0,Yes,5.855932456278969,5486.857363858397,Divorced,Urban,-0.6673616887051188,College,New Castle,3.0,M
38.0,Yes,6.438427859026067,4536.61119819484,Single,Suburban,0.14747998296329554,College,New Castle,3.0,M
47.0,Yes,4.188213788674307,4667.217076585037,Married,Suburban,0.27009305765884606,High School,London,3.0,M
25.0,Yes,5.246333249269721,5692.490392731364,Married,Urban,-0.4495810102078819,Graduate School,London,4.0,M
25.0,Yes,6.286623271250743,3808.6176849959943,Divorced,Urban,-0.2715110589622409,College,New Castle,3.0,F
24.0,No,6.638976604494658,4685.962138079061,Married,Urban,0.3199666845676272,College,Manchester,3.0,M
32.0,Yes,4.335059759129123,4341.638849990503,Single,Urban,-0.2628264639538281,Graduate School,Manchester,4.0,F
29.0,Yes,5.471627703227358,5334.99572830442,Divorced,Suburban,-0.6213341152460649,Graduate School,New Castle,2.0,F
11.0,Yes,5.784261364118359,4211.944237760844,Divorced,Urban,0.23103163121993592,College,London,4.0,M
18.0,No,5.833751680673834,5256.297387889039,Single,Urban,0.5224360956929515,College,Manchester,3.0,M
21.0,Yes,3.4818103227327617,6881.7812745880865,Divorced,Rural,-0.4272994329766405,High School,Manchester,4.0,F
29.0,Yes,3.176470933933773,5651.9770400909965,Divorced,Urban,-0.17011079458979222,College,London,6.0,M
23.0,No,7.004451050672408,4785.552755627638,Married,Rural,0.643334564035082,College,New Castle,5.0,F
24.0,No,5.751269142284735,4877.891841681601,Divorced,Rural,-0.07575426169453536,College,New Castle,2.0,
33.0,No,5.120320993171027,6998.6715670753065,Married,Rural,0.06527844103203978,Graduate School,London,0.0,M
24.0,No,4.98262402757659,6541.057636900999,Single,,0.35349495329504965,High School,,3.0,
18.0,Yes,4.748643949192148,4195.0717044801495,Divorced,Suburban,-0.29404513453493314,College,New Castle,,F
26.0,Yes,6.490226015022305,3979.3584781441086,Divorced,Urban,-0.26607482656458026,Graduate School,London,,F
36.0,,5.862654870739404,4448.860500303021,Single,Suburban,-0.19348703052533311,High School,London,3.0,M
27.0,Yes,4.308957898552916,4734.204845546419,Single,Urban,-0.6104975243248958,College,London,4.0,F
33.0,Yes,4.4606156647835515,5172.633852705049,Single,Urban,-0.6211899103858372,,Manchester,4.0,M
34.0,Yes,5.007417860674181,5890.483651445039,Married,Urban,-0.4189596304879598,College,New Castle,2.0,M
29.0,No,6.734580362245364,4049.440485674937,Single,Rural,0.6002039832322132,Graduate School,London,6.0,F
24.0,No,7.533538283854909,4626.331543557244,Married,Urban,0.1813128314913741,High School,Manchester,2.0,F
28.0,Yes,4.57613457871077,3833.957621981231,Divorced,Urban,0.7390853569023325,High School,London,5.0,F
21.0,Yes,6.286980531202048,3485.5143649747497,Single,Suburban,0.45137933295112836,High School,Manchester,3.0,M
16.0,No,6.433096852824551,5028.172193299665,Divorced,Rural,0.3356625408419476,College,Manchester,2.0,F
21.0,Yes,6.59596976186635,5213.927559033786,Single,Urban,-0.5163323712741552,Graduate School,New Castle,2.0,M
26.0,No,3.9671842330609497,6331.858381633567,Married,Suburban,0.25493344642366644,High School,New Castle,4.0,F
38.0,Yes,4.698251408615424,5111.915871651808,Divorced,Urban,-0.27607081738372014,High School,London,3.0,M
21.0,Yes,5.2898211663883545,6068.463432004957,Single,Suburban,0.5564365171765546,High School,Manchester,6.0,M
29.0,No,5.144364862831607,6729.525939971047,Single,Rural,0.2041702840864311,College,Manchester,1.0,M
23.0,No,6.280011324820418,5065.171408464358,Divorced,Rural,0.5591643246863454,Graduate School,New Castle,2.0,F
39.0,,5.84275475313098,,Divorced,Urban,-0.45479596488798957,Graduate School,New Castle,2.0,M
31.0,No,7.454013905980286,,Single,Urban,0.6511263283077573,College,Manchester,5.0,M
26.0,Yes,6.354081748003892,4485.991327838593,Divorced,Urban,,Graduate School,Manchester,4.0,F
28.0,Yes,4.796140283137605,5907.849688178196,Divorced,Urban,0.2540429211798178,High School,Manchester,5.0,M
,No,6.235188672746598,4633.752374611279,Married,Urban,0.4133138905444962,High School,Manchester,4.0,F
30.0,,6.46175434036684,5938.676766953304,Married,Rural,1.251492757254642,College,Manchester,7.0,M
43.0,No,8.113653133872967,3711.659999730863,,Suburban,0.7090041828987863,College,London,5.0,F
25.0,Yes,5.886834127625996,5369.832413299863,Divorced,Urban,0.28331849425198863,College,London,3.0,M
25.0,No,7.058423624428043,4292.181323531489,Married,Rural,0.7068108572693624,High School,New Castle,6.0,F
38.0,Yes,6.476003735698967,3933.5354381110055,Divorced,Urban,0.21908815514898766,High School,New Castle,3.0,M
40.0,No,4.128396243404499,5195.962388288775,Single,Rural,0.4904174255949998,College,Manchester,7.0,F
23.0,No,6.418152428960446,5095.109040742283,Single,Suburban,0.2847583589712659,Graduate School,Manchester,3.0,F
