Sex,Renew,Marital Status,Years after high school graduation,Location Code,Monthly Income,Education Level,Online Activity,Brand Loyalty,City,Years with Company
F,Yes,Divorced,28.0,Urban,4135.49789293236,Graduate School,7.47030316258334,-0.38535241509102186,Manchester,4.0
M,Yes,Divorced,19.0,Suburban,5341.98708833061,College,7.893995676156507,-0.3760498249161287,New Castle,5.0
F,Yes,Divorced,34.0,Urban,3342.037662981619,College,3.814971950433603,0.12199089948180611,New Castle,7.0
M,No,Married,32.0,Rural,4053.421647276493,High School,4.975524346871952,0.910030081255893,London,
F,Yes,Divorced,13.0,Urban,4724.890278531296,Graduate School,5.492624772075658,0.08314796981010074,London,5.0
M,,Single,13.0,Urban,6360.164751712389,College,7.778665273259221,0.983082697668491,London,5.0
M,Yes,Single,29.0,Suburban,3795.294421964707,Graduate School,6.262325947982476,0.8136849684469644,New Castle,2.0
M,Yes,Divorced,32.0,Urban,3273.098508168073,High School,4.500806968273519,0.19087160468302836,Manchester,5.0
F,No,Single,36.0,Rural,5281.726427364642,College,6.4758947770932345,-0.1410961318876815,New Castle,5.0
F,No,Married,31.0,Urban,4306.578610185556,College,5.855313257272601,-0.3226802189147607,New Castle,5.0
F,Yes,Married,29.0,Urban,4131.426154927812,College,3.974885467541978,0.36786977261143206,Manchester,4.0
F,Yes,Divorced,32.0,Urban,3672.990210879371,College,7.252942355689033,-0.07115732656562465,New Castle,6.0
M,No,Married,50.0,Rural,3305.951524828664,Graduate School,6.569752944015201,-0.3627432616716657,Manchester,5.0
F,Yes,Married,39.0,Urban,3566.4513270147754,High School,3.0166603286329003,-0.6333122495570563,New Castle,6.0
F,No,Single,31.0,Rural,5988.693586939511,College,7.435668636194302,0.0043380828314325375,Manchester,3.0
M,Yes,Divorced,33.0,Urban,3767.2238826977928,High School,8.221244894988574,0.21725785941063155,Manchester,5.0
F,No,Single,40.0,Rural,4419.978781366535,High School,5.726745022955528,-0.19071044241952498,New Castle,6.0
F,Yes,Married,31.0,Urban,4275.332383837506,Graduate School,4.82861464531698,0.4725600479717982,London,3.0
M,Yes,Single,22.0,Urban,3820.405690981773,College,2.990905844327862,-0.08782191388967574,New Castle,7.0
M,No,Married,31.0,Suburban,3763.598552931554,Graduate School,6.507694878920052,-0.5360861264173303,London,2.0
M,No,Single,14.0,Rural,6332.651205219521,College,7.387010779696906,0.5357165201724298,London,4.0
M,Yes,Divorced,27.0,Urban,4064.805414914376,Graduate School,3.8373442678582212,-1.2538107635210978,Manchester,
F,Yes,Single,24.0,,3885.9957111102603,High School,6.104057309151958,0.6426814683666696,Manchester,4.0
F,No,Married,24.0,Urban,5871.479837481391,Graduate School,7.1417635880067865,0.4859420214006285,London,3.0
M,No,Married,32.0,Urban,5224.976612426781,Graduate School,5.589152534075705,0.5232164407746838,New Castle,4.0
M,No,Divorced,10.0,Rural,5973.435988663523,College,6.95546932322639,-0.8821561814371016,New Castle,3.0
M,No,Single,37.0,,3810.189985999493,Graduate School,4.8881580205203985,-0.36357423278737405,Manchester,6.0
F,Yes,Divorced,23.0,Urban,3466.303540017742,College,5.864201304710043,-0.5865712002345218,New Castle,6.0
F,No,Married,32.0,Urban,5747.100046762982,Graduate School,6.529348213760644,0.0023481894316007747,Manchester,6.0
F,No,Single,31.0,Rural,4551.192867625001,College,7.261470058569155,0.39131743325649593,Manchester,5.0
M,Yes,Divorced,19.0,Urban,4662.6209508994625,Graduate School,3.7857288346289537,-0.11006390659335752,Manchester,4.0
M,Yes,Divorced,24.0,Urban,3189.504630827417,Graduate School,1.0,-0.20043472027528003,New Castle,4.0
F,No,Married,43.0,Rural,,Graduate School,6.442385679162744,0.005009884756272325,London,3.0
F,Yes,Married,41.0,Suburban,3491.0002033968476,Graduate School,5.213617352858176,-0.9113182044027375,London,1.0
F,No,,45.0,Suburban,4099.502996393989,College,8.379269960344018,0.7085476409415885,New Castle,1.0
M,No,Single,18.0,Rural,6296.717463857489,High School,7.548861567349595,-0.7965425305001502,Manchester,8.0
F,Yes,Divorced,28.0,Urban,3633.1071636922725,High School,6.444640719716437,-0.2422220024182448,London,3.0
M,No,Married,25.0,Rural,5377.79352842191,Graduate School,7.765518423625049,-0.9312958281371818,New Castle,1.0
F,No,Single,18.0,Suburban,5859.177416427323,High School,7.94113919905543,0.4610248427229959,London,4.0
F,Yes,Divorced,33.0,Urban,4544.304867006042,College,5.948485954280881,-0.6496340337937224,London,5.0
M,Yes,Divorced,41.0,Urban,3790.7918232111997,High School,6.234932779711523,-0.11200769787108804,London,3.0
M,No,Divorced,37.0,Suburban,4184.748740967177,High School,6.6876713015497575,0.4722543293722938,New Castle,6.0
M,Yes,Single,29.0,Suburban,4014.6947707154363,High School,4.665116985153622,-0.6525496947882413,Manchester,4.0
M,No,Single,38.0,Suburban,4517.3194979902755,Graduate School,5.140763180578771,-0.28855333131616046,New Castle,4.0
F,No,Divorced,29.0,Rural,5844.35219926293,Graduate School,7.286965925939659,0.18666856393780978,Manchester,4.0
M,Yes,Divorced,25.0,Urban,3150.5997219748588,High School,6.662556676898779,0.4981658312218019,New Castle,6.0
F,No,Married,21.0,Suburban,4739.432687907987,College,6.4783158878235145,-0.27501975935554784,New Castle,2.0
M,Yes,Married,17.0,Urban,3933.0934917237646,College,6.755937455585073,0.06431601203011747,New Castle,6.0
M,Yes,Divorced,39.0,Rural,3932.3257872037257,Graduate School,6.972353861660819,-0.6651755959193447,New Castle,5.0
F,No,Married,31.0,Rural,4128.010704887563,High School,6.125522398874775,0.6227680689189353,London,5.0
M,Yes,Single,29.0,Urban,4361.471532870822,High School,3.9415563936598756,0.03102313317073773,,1.0
M,Yes,Divorced,36.0,Suburban,,College,5.2800878381225,-0.20636369040267608,London,2.0
M,Yes,Single,29.0,Urban,4050.1457649727836,College,6.315052466247275,-0.5159158298597017,Manchester,5.0
M,No,Married,15.0,Suburban,6870.3826456770275,College,7.7279218140790835,0.49750919964893836,London,5.0
M,No,Single,30.0,Rural,5906.888094704065,High School,7.524906290573508,0.3680842398066917,London,5.0
M,Yes,Divorced,34.0,Urban,2826.597138103407,College,3.607002268204917,0.7634569563355571,New Castle,7.0
F,No,Married,44.0,Rural,4434.058726597331,Graduate School,6.038297940787714,-0.04831243399320467,,4.0
F,Yes,Divorced,25.0,Suburban,,College,3.6303782656597763,-1.0082958421234953,Manchester,4.0
M,No,Divorced,26.0,,4963.5085871680985,College,5.984328807173555,0.046924915816052765,Manchester,6.0
M,Yes,Single,25.0,Urban,4472.05707993067,Graduate School,5.923621730666278,-0.046675707374961496,London,7.0
M,No,Married,21.0,Urban,7673.653173586108,High School,8.175504020027235,0.4491575141022788,London,4.0
M,No,Married,21.0,Rural,5874.06315452164,Graduate School,9.209033504981518,0.3934785702568548,New Castle,3.0
F,Yes,Divorced,29.0,Rural,3950.46569692668,High School,4.238404992088253,0.06546260874086779,,3.0
,No,Married,28.0,Rural,3621.1496583932444,High School,5.754715630844976,0.07331399801599425,London,1.0
F,Yes,Divorced,18.0,Suburban,3549.252099381112,High School,4.718719799111614,0.04109796921804352,Manchester,5.0
F,No,,23.0,Rural,6542.539474132733,Graduate School,8.010077374080712,-0.6467879599382289,London,6.0
F,No,Single,44.0,Suburban,3338.813164756869,Graduate School,4.85905583832702,-0.03966452440262073,New Castle,3.0
M,Yes,Divorced,35.0,Suburban,3024.5026870263614,College,5.73294181575429,-0.1382706670025314,New Castle,5.0
F,Yes,Divorced,26.0,Suburban,3928.464401932876,High School,6.506315498382836,-0.33340203375660293,London,5.0
F,No,Married,34.0,Suburban,3133.258214751684,College,3.7595365306008586,0.37832603907593354,London,6.0
M,No,Divorced,30.0,Rural,3550.6093269972944,High School,5.704071030221025,-0.5455999109490205,New Castle,4.0
M,Yes,Divorced,19.0,Suburban,4991.699160524384,College,3.953665308942382,0.3957023450698349,New Castle,4.0
M,Yes,Single,25.0,Suburban,3636.206131075944,High School,5.500282768236106,0.18083925158480355,London,3.0
F,No,Single,25.0,Suburban,5151.509494533071,High School,6.165338395562165,0.4030301965750975,London,7.0
F,Yes,Divorced,12.0,Rural,5105.685510407402,Graduate School,7.070825168346309,-0.7914642472123388,New Castle,5.0
M,No,Married,41.0,Rural,,Graduate School,5.207677624866368,0.7174168048405956,Manchester,2.0
F,No,Divorced,31.0,Rural,4640.968903624901,High School,6.420022752273284,-0.29054361586827143,London,4.0
F,No,Married,,Suburban,4580.387254647951,Graduate School,6.029598487343578,0.4343057658596912,London,3.0
M,Yes,Single,40.0,Suburban,2961.485469239179,Graduate School,1.7060338889018283,0.8026085833880239,New Castle,4.0
M,No,Married,42.0,Suburban,4220.199798986523,High School,5.72530520980972,-0.608490624139507,New Castle,5.0
M,Yes,Divorced,41.0,Urban,3167.1755210992796,College,5.653365652830605,-0.20115725917616442,Manchester,5.0
M,No,Divorced,20.0,Urban,6275.504360957835,Graduate School,7.814846213741734,0.28467407154349733,London,5.0
,Yes,Divorced,43.0,Urban,3244.6543118476993,College,6.529096520706556,0.4735632734207843,New Castle,
M,Yes,Divorced,34.0,Suburban,3843.3450585542014,College,5.272240743319861,0.22079004329836463,New Castle,6.0
F,Yes,Divorced,8.0,Suburban,5100.360860123029,College,4.2077873961552275,-0.4568329364259267,Manchester,5.0
M,No,Married,27.0,Suburban,3951.830139608371,College,6.201845843214487,0.5174680800578877,New Castle,8.0
F,Yes,Single,27.0,Rural,4445.323726072615,High School,4.396314277431662,-0.23953344267578378,New Castle,2.0
M,Yes,Single,21.0,Suburban,4518.518760296631,High School,6.163971022969411,-0.3521113112534826,London,3.0
F,Yes,Divorced,25.0,Urban,3177.3809317392916,High School,4.580276525823738,0.556689089604763,New Castle,1.0
M,Yes,Single,19.0,Suburban,3675.282155080034,Graduate School,5.1611522667909195,-0.29746945119609475,New Castle,3.0
M,No,Single,41.0,Suburban,2645.102184468304,College,3.305536984905305,1.0439591757244069,London,6.0
F,No,Married,32.0,Rural,4367.778988407863,High School,6.484324524184718,0.001263282828525971,London,6.0
F,No,Married,30.0,Rural,4299.110555437209,College,6.958778566182916,0.3821829009283257,Manchester,4.0
F,Yes,Divorced,35.0,Suburban,3124.104342733808,College,4.2493799454016425,-0.5581320107770994,Manchester,2.0
M,No,Single,26.0,Rural,4362.733253618553,College,5.1535211865392245,0.049563688447779676,New Castle,4.0
F,Yes,Divorced,30.0,Urban,4064.559418782841,High School,,0.6648922971952104,New Castle,6.0
F,No,Married,27.0,Rural,6033.744975361293,College,6.971703345104799,0.2886570866480461,New Castle,3.0
M,Yes,Divorced,19.0,Urban,4016.8898676612116,College,,-0.19835168953184382,New Castle,4.0
M,No,Married,16.0,Urban,7157.410606584775,High School,7.771121798337867,-0.7526291355608186,Manchester,5.0
M,Yes,Divorced,37.0,Urban,3649.604019192367,Graduate School,5.256799317224764,-0.001289597425688663,London,3.0
M,Yes,Divorced,19.0,Rural,3433.608557135534,High School,6.511619371094575,-0.07364579068664168,New Castle,7.0
F,No,Married,25.0,Urban,4879.302982248468,Graduate School,6.320691972701015,-0.15387373473299,Manchester,4.0
M,No,Married,23.0,Rural,4028.8369564124923,College,4.909388343371417,-0.7821035414165404,New Castle,6.0
M,Yes,Single,36.0,Suburban,4028.819095346379,Graduate School,4.463425600172063,0.06909322069292799,Manchester,2.0
M,Yes,Divorced,36.0,Urban,4530.228881951102,Graduate School,4.849274371553049,-0.3210984069856284,New Castle,3.0
M,No,Single,25.0,Suburban,4803.497282149165,High School,5.543917120487864,-0.3837333762156019,Manchester,5.0
M,No,Single,,Rural,4337.817318149749,Graduate School,7.883747649837899,-0.1894645412366328,London,5.0
F,Yes,Divorced,22.0,Urban,4590.365339777666,College,3.6232241422014844,-0.7189134304389536,London,2.0
M,No,Married,23.0,Suburban,6286.408603946056,High School,7.4916676805454365,0.01669287976618708,Manchester,4.0
F,No,Married,42.0,Rural,3774.558744908064,Graduate School,6.774984000135977,0.455276284253073,New Castle,5.0
F,Yes,Divorced,25.0,Urban,3284.6208950043992,Graduate School,7.968514450604079,0.21640769952862246,London,8.0
F,Yes,Single,39.0,Urban,4849.012933349506,High School,7.248302552713959,,New Castle,4.0
M,Yes,Single,26.0,Suburban,4019.6548941293045,Graduate School,6.353683411587175,0.06116247578205673,London,3.0
F,No,Married,28.0,Suburban,5136.089298340515,College,6.780625592289931,0.02283172430394346,London,4.0
F,Yes,Single,22.0,Rural,4672.06356524115,High School,4.599634058358666,-0.2307112674515335,Manchester,3.0
M,Yes,Single,33.0,Urban,3555.093601030648,Graduate School,4.712241169402018,-0.1351888447251119,New Castle,2.0
F,,Divorced,18.0,Urban,4540.719333532717,Graduate School,7.4122927716442755,0.6139313837049549,New Castle,5.0
F,No,Married,16.0,Urban,6115.361429521924,College,8.935136539394563,-0.5354817517642995,London,5.0
F,Yes,Single,33.0,Urban,4161.726180233274,Graduate School,4.636795438074834,0.7851032066873805,New Castle,6.0
M,Yes,Single,25.0,Urban,4106.064364905282,Graduate School,5.523466917867316,0.15233734185286363,London,5.0
M,No,Single,8.0,Suburban,7411.543662197973,High School,7.918118965975527,0.4398355298737454,New Castle,7.0
M,Yes,Single,24.0,Urban,3630.5981711034324,College,3.2266014869353783,0.05814829495109712,Manchester,3.0
M,Yes,Single,26.0,Suburban,4434.985624896008,College,6.726945113591516,0.40851663453766185,New Castle,5.0
M,No,Single,43.0,Rural,,Graduate School,4.469253187271934,0.355453760489048,Manchester,5.0
M,No,Divorced,27.0,Rural,6068.18849257108,High School,7.638715926488585,-0.14702023972315395,London,5.0
M,,Single,36.0,Urban,3309.347912055613,Graduate School,7.660157718858823,0.41941275950697887,London,6.0
F,Yes,Married,7.0,Suburban,4614.424222188103,College,3.8265660112081914,-0.4300710248002591,New Castle,6.0
F,Yes,Single,34.0,Urban,3930.721194074166,Graduate School,4.907903552957073,0.9894356860414624,London,5.0
F,No,Married,19.0,Suburban,6051.245111301552,College,8.105079462477772,-0.27068044089958226,London,7.0
F,No,Married,43.0,Rural,3167.909019809375,College,5.890331714974619,-0.45285852291070094,London,4.0
F,No,Married,36.0,Urban,4235.704843396531,Graduate School,5.872655219078687,0.4330440040508919,London,2.0
F,Yes,Single,30.0,Urban,3040.3719838470656,High School,4.221777224776482,0.21186600416617912,New Castle,5.0
M,Yes,Married,34.0,,3776.286453624604,College,3.2883915768327845,0.22593740527182188,Manchester,5.0
F,Yes,Married,20.0,Urban,5343.191392054004,College,5.241770061961831,-0.050722456734478574,New Castle,2.0
F,No,Married,35.0,Urban,4867.574478958784,High School,5.811265572285829,0.9142837414471754,London,4.0
M,Yes,Single,42.0,Rural,3739.391229856771,College,7.08377936165119,-0.42637308032214716,London,3.0
F,Yes,Divorced,39.0,Urban,3945.616239388796,High School,5.001152341075619,-1.1950609365212541,London,3.0
M,Yes,Single,30.0,Urban,3534.494285197885,Graduate School,5.131985757823195,-0.1184770142821653,New Castle,6.0
F,No,,35.0,Rural,3204.326591414646,Graduate School,,-0.5725967455055521,New Castle,4.0
M,,Married,27.0,Suburban,6297.006851543379,High School,6.2102935718237235,-0.4993407213635578,New Castle,3.0
F,No,Married,25.0,Rural,5301.921009248969,College,7.342732355572759,-0.12499725422325952,New Castle,3.0
F,No,Married,20.0,Rural,5855.262061618356,College,8.189660626845704,0.1981267178395418,London,3.0
,Yes,Single,17.0,Suburban,3339.552826967696,Graduate School,4.449455890154147,0.3623232682385262,London,6.0
M,Yes,Divorced,16.0,Urban,4295.477706082226,High School,5.731987693487116,0.8026389981141733,London,5.0
M,Yes,Married,22.0,Suburban,4007.161047195528,Graduate School,5.883928860856191,-0.3768403084703016,Manchester,2.0
M,Yes,Divorced,34.0,Urban,3433.334806442092,High School,3.3683409679948255,-0.7756620755986448,New Castle,4.0
F,Yes,Single,43.0,Urban,4405.819429609639,Graduate School,7.199504160177718,-0.5079108789311184,London,4.0
F,,Single,40.0,Urban,3802.2768424747837,High School,7.70352632197659,0.36476089280737056,Manchester,6.0
M,Yes,Divorced,30.0,Urban,4953.324967528599,Graduate School,6.833780046214327,-0.3983715659522564,New Castle,3.0
M,Yes,,17.0,Urban,4203.232328249931,College,3.1142938862331975,-0.32976933429700767,Manchester,1.0
F,No,Divorced,29.0,Suburban,4661.855487126512,Graduate School,6.143888895154583,-1.372283209838329,Manchester,3.0
M,No,Married,23.0,Rural,7415.1807597668485,High School,8.453309426797976,0.3163371358030266,Manchester,3.0
M,Yes,Divorced,36.0,Urban,3588.9761557837483,High School,5.22087416136127,-0.9328663549793081,London,3.0
M,No,Married,37.0,Suburban,3887.0872876309168,Graduate School,4.824194497305411,0.718912830766109,Manchester,4.0
M,Yes,Single,16.0,Urban,3606.402673682137,Graduate School,4.009248591070384,0.3314369051745898,London,4.0
F,Yes,Divorced,45.0,,,College,3.948540189673416,0.34714236311824054,New Castle,5.0
M,Yes,Single,28.0,Urban,2985.5037618007827,Graduate School,5.8633242818241875,0.49139764237379,London,6.0
F,Yes,Single,29.0,,4146.2050317794365,Graduate School,7.524552349152068,0.04128697451824049,Manchester,1.0
M,,Divorced,15.0,Urban,4685.521536113639,College,5.859395879406938,-0.43679131338741795,New Castle,5.0
F,No,Married,29.0,Suburban,4590.548720968366,High School,5.11197695601713,0.125366984822538,London,5.0
M,Yes,Single,31.0,Urban,4801.376281783926,College,7.612147017644509,-0.18611774452293847,London,2.0
M,Yes,Divorced,20.0,Urban,3745.6503808851494,College,4.89531218098021,-0.10465313204321197,London,7.0
M,Yes,Married,25.0,Urban,5118.381758667795,College,6.544902801904379,-0.37845551716277315,London,4.0
F,Yes,Divorced,13.0,Rural,4982.354354042862,College,6.218853284925098,-0.3806515173680648,New Castle,7.0
M,Yes,Married,45.0,Urban,4047.370762693172,Graduate School,6.579593431579392,-0.4586895096899799,London,
M,Yes,Single,16.0,Suburban,4399.315654226762,High School,4.228503065114586,0.03811436934148294,Manchester,3.0
M,Yes,Divorced,30.0,Urban,3479.4756819382073,High School,4.926683804599143,0.27594149221820496,London,5.0
F,No,Married,24.0,Rural,4659.810278521394,High School,4.956668232753886,0.3459564823533049,Manchester,3.0
M,Yes,Divorced,25.0,Urban,4490.961834519958,High School,7.3105174534999735,-0.6006209673725471,New Castle,1.0
M,Yes,Divorced,22.0,Urban,4454.933910268679,High School,6.747224088370128,-0.47942682640301565,London,5.0
M,Yes,,23.0,Suburban,3733.058652306018,High School,4.930381225254669,0.4328882846266866,New Castle,6.0
F,No,Married,27.0,Rural,4528.241623702744,College,6.999842382733326,0.7067875111929892,Manchester,3.0
F,No,Divorced,27.0,Rural,4800.572007295413,College,6.059711855362868,0.4778815043650042,New Castle,3.0
F,Yes,Divorced,30.0,Urban,3838.702280437814,Graduate School,6.742643628964601,-0.03514610194635802,New Castle,4.0
F,No,Married,52.0,Rural,3337.9505828077176,High School,6.149356391565648,0.7879838996279169,Manchester,3.0
F,Yes,Married,,Urban,4053.1279357889694,Graduate School,2.409138366563081,-0.8311243575942,London,5.0
F,Yes,Divorced,41.0,Urban,3815.3355740132606,College,7.957468407303067,0.525713172664137,Manchester,5.0
F,Yes,Divorced,24.0,Urban,4126.494158280229,Graduate School,6.077146898005812,-0.6011138465063793,New Castle,5.0
F,No,Married,18.0,Rural,5464.8574935370925,College,6.311018688415317,0.6659222734978251,Manchester,5.0
M,Yes,Divorced,28.0,Suburban,4431.7266391155545,Graduate School,6.25528417669409,0.5260585583142865,New Castle,5.0
F,Yes,Divorced,30.0,,3470.3317831482523,College,4.093233479897451,0.3615272647118506,Manchester,6.0
F,Yes,Single,21.0,Urban,4783.9228813462305,High School,5.36897667836682,0.5563420477105177,New Castle,2.0
M,Yes,Single,18.0,Urban,3638.7363811432665,College,6.109690944275724,0.380676264812914,Manchester,5.0
F,Yes,Divorced,29.0,Rural,4041.3828804100926,High School,5.144421428290877,-0.11632822783144084,Manchester,3.0
M,Yes,Married,20.0,Suburban,4056.9925580362396,Graduate School,4.101691513983755,-0.3908526296434908,London,3.0
M,Yes,Married,27.0,Urban,4304.4548009566615,Graduate School,5.562314670229936,,London,3.0
F,No,Divorced,30.0,Rural,6725.480082895921,Graduate School,7.144546106295057,,Manchester,4.0
F,Yes,Divorced,16.0,Urban,4625.704979953314,Graduate School,5.953102177762126,-0.08264716772429535,New Castle,5.0
F,Yes,Single,34.0,Urban,4154.690413933494,College,7.020231006073358,,New Castle,5.0
M,Yes,Divorced,19.0,Urban,5519.385094071019,College,6.1765129434936386,-1.3535939027804549,Manchester,2.0
M,No,Divorced,33.0,Rural,4771.756045477736,High School,5.596708514485519,-0.09046188141889008,London,5.0
M,No,Married,25.0,Suburban,6103.432144640588,Graduate School,6.6434787880414845,0.2682842972076179,New Castle,5.0
M,No,Married,25.0,Rural,4200.407276643898,College,5.669940851527067,0.48232955473748373,Manchester,6.0
M,No,Married,29.0,Suburban,4830.580974816051,Graduate School,5.9494463958850226,0.027610789997049662,London,5.0
F,Yes,Single,37.0,Suburban,3113.459695964457,Graduate School,3.817944657481597,-0.04872011027661535,London,5.0
M,Yes,Single,33.0,Urban,3993.804888949025,College,6.419242845280441,0.20529255524817244,London,4.0
M,No,Married,40.0,Rural,5314.834507568286,Graduate School,7.086087420980384,-0.3530709732806691,Manchester,5.0
F,No,Divorced,31.0,Urban,4904.011381775911,Graduate School,6.442649025655735,-0.025888007392680337,London,3.0
M,Yes,Divorced,15.0,Urban,4662.581910546738,College,2.732238546805421,-0.12624903709328883,Manchester,2.0
F,Yes,Single,35.0,Suburban,3675.914921602829,Graduate School,4.487362478482843,-0.5525464797984176,New Castle,3.0
F,No,Married,38.0,Rural,4382.665351608228,College,7.007058083657752,0.5028628443585828,Manchester,2.0
M,Yes,Divorced,33.0,Suburban,3701.1304267704336,Graduate School,6.250480990065411,-0.13441264228463967,London,6.0
M,No,Married,33.0,Urban,4900.641872609974,High School,7.850107188401962,0.5461635908738318,Manchester,4.0
F,,Married,27.0,Suburban,3913.4739669290816,College,5.365412011924942,-0.45541659159492437,London,5.0
F,Yes,Divorced,45.0,Suburban,2593.809038159507,College,6.525276030364339,0.3920683731825289,New Castle,5.0
F,Yes,Single,31.0,Suburban,3043.2826143707284,Graduate School,5.932946714286938,0.07350293453862523,London,3.0
F,No,Divorced,35.0,Rural,3891.9709284905443,College,3.8951798877967767,0.21109264122326035,Manchester,6.0
M,Yes,Divorced,37.0,Suburban,3001.285490921725,High School,4.76423184286896,-0.6946563945548954,New Castle,7.0
M,Yes,Divorced,30.0,Suburban,3602.224435796321,Graduate School,3.2104190596421094,0.5241915060980155,New Castle,4.0
F,No,Divorced,30.0,Suburban,4569.412980289619,High School,8.02043489333139,0.0884747262346139,Manchester,3.0
M,No,Married,31.0,Suburban,5685.288753364972,High School,7.146971032755825,-0.4939382961015606,Manchester,4.0
M,No,Married,26.0,Rural,4211.828446018854,High School,6.934964930745149,-0.52714420526881,Manchester,4.0
F,Yes,Divorced,33.0,Suburban,4495.31414106886,,6.053016080763432,-0.35096993140764443,Manchester,3.0
M,Yes,Divorced,15.0,Urban,3552.15417164695,Graduate School,5.508110217688586,-0.10704637467850571,Manchester,5.0
F,Yes,Single,38.0,Urban,3419.1460296248374,Graduate School,4.37416885563796,0.8735829311080751,London,2.0
F,Yes,Single,28.0,Suburban,4028.0592364390213,College,5.659903057944417,-0.6227645266771924,London,6.0
F,No,Divorced,11.0,Suburban,6831.369409710855,Graduate School,7.022856002482061,0.303454199131765,New Castle,3.0
F,Yes,Divorced,16.0,Urban,3759.5353664542217,Graduate School,5.22100195852889,-0.142664193703701,Manchester,7.0
F,Yes,Single,17.0,Urban,4132.60039717196,College,6.994332419166093,0.6762996612579898,Manchester,5.0
M,Yes,Single,26.0,Suburban,4706.6028945025255,College,6.121576463642366,-0.30858464092876803,New Castle,6.0
F,Yes,Single,34.0,Suburban,3613.2254351113447,College,5.8646698062007445,-0.3687576641845525,Manchester,4.0
M,Yes,Married,24.0,Suburban,3602.380793262456,Graduate School,5.994658743279617,0.33923271839434205,New Castle,2.0
F,Yes,Divorced,34.0,Urban,3883.727477889388,College,5.190399497069552,0.5091494832858059,New Castle,5.0
M,No,Married,11.0,Rural,,Graduate School,6.752398777028451,-0.4086140809114399,Manchester,7.0
F,No,Single,19.0,Rural,6767.748281943448,College,7.8657545151953325,0.7170971159828802,Manchester,5.0
F,Yes,Divorced,34.0,Suburban,3827.5165690062313,High School,6.508547079553176,-0.15630074930814705,London,6.0
M,No,Married,31.0,Rural,2912.421252860118,College,6.259314229872793,0.2737685535754976,Manchester,4.0
F,Yes,Divorced,21.0,Urban,4321.964191079525,College,6.976166705041841,0.6483095332308986,,4.0
F,No,Divorced,40.0,Suburban,4864.104051384463,College,6.771982789956456,-0.1381468845508272,London,4.0
M,No,Married,23.0,Rural,3604.6628365606,College,6.302928609012221,0.42773746056416434,Manchester,5.0
F,Yes,Married,42.0,Suburban,3793.5577457078916,College,3.1923723585328063,-0.028987250738412094,Manchester,5.0
F,No,Married,43.0,Rural,4680.464492760091,High School,6.649534871046827,-0.04848994994072304,New Castle,4.0
M,No,Married,38.0,Rural,3281.266264793011,High School,6.353006313093446,-0.5950540406587432,New Castle,3.0
M,Yes,Divorced,16.0,Suburban,4532.7033579171275,Graduate School,3.9801176696047977,,London,3.0
F,Yes,Divorced,32.0,Urban,4050.1026405383705,College,6.925376284690371,0.033651487458158956,London,5.0
M,Yes,Married,,Suburban,3142.3050020900596,College,4.299881251850685,-0.2864646131444788,Manchester,8.0
F,No,Married,33.0,Rural,5800.070779539441,Graduate School,8.591317092324646,-0.19586141530823656,,1.0
M,No,Single,2.0,Rural,,Graduate School,8.340556308344976,-0.49136500135128724,New Castle,5.0
M,No,Divorced,20.0,Rural,5164.309816963612,,6.95179206176529,0.020352862942905073,London,5.0
M,No,Divorced,19.0,Rural,5405.296474083789,College,8.55407435669932,0.008906974295805396,London,4.0
F,,Single,35.0,Rural,3873.396239848757,Graduate School,5.729768719305189,0.0018077514250542537,Manchester,3.0
M,Yes,Divorced,30.0,Urban,4453.356722834527,Graduate School,4.989296843074595,0.5263443639997816,New Castle,4.0
,Yes,Single,11.0,Rural,4549.9500561176255,High School,3.8457297562565707,-0.2211936809026489,London,3.0
M,No,Single,29.0,Rural,,High School,7.649413956452632,-0.3933568125851971,New Castle,3.0
F,No,Married,32.0,Rural,5098.243152678664,High School,6.017487969281292,-0.33219614088312016,New Castle,5.0
F,Yes,Single,32.0,Urban,4601.636340927597,High School,7.729969772329306,-0.3165429528049717,Manchester,2.0
F,No,Single,44.0,Rural,3347.2737719804527,College,5.9509124885469245,-0.4121003112514948,London,1.0
F,No,Married,20.0,Suburban,6606.3633311916765,High School,8.715889474004522,-0.5693869938612632,London,8.0
F,Yes,Divorced,25.0,Suburban,3599.499447713927,High School,3.694549965145937,0.07442413926253616,Manchester,3.0
F,Yes,Divorced,30.0,Urban,3489.645775931707,Graduate School,2.786674425917552,-0.5588178183814172,London,4.0
F,Yes,Married,37.0,Suburban,3395.8136305923667,Graduate School,3.8950585077156052,0.7123033975651266,Manchester,2.0
F,Yes,Single,47.0,Suburban,2139.6624454849757,College,3.769513784268822,-0.43573272937906055,New Castle,7.0
F,No,Married,47.0,Rural,3628.5270823904148,College,6.474331838230614,-0.13221594631236278,London,4.0
M,No,Married,25.0,Suburban,5210.613761679792,College,7.981765292113546,-0.23790147579531967,New Castle,4.0
F,Yes,Single,26.0,Urban,3010.895061421288,College,6.508939850335625,-0.06894817018252254,New Castle,8.0
F,No,Married,23.0,Rural,4456.640723516239,College,6.417300479063216,0.7381528480160613,New Castle,3.0
F,Yes,Divorced,30.0,Urban,4258.528161622237,High School,7.0394721636416175,0.9258568884576215,London,2.0
F,No,Married,27.0,Suburban,5221.985330875749,High School,7.884423720254565,0.07512698779304201,New Castle,3.0
F,Yes,Single,32.0,Urban,4393.98544531845,College,6.361903078652769,0.26403915517412835,New Castle,3.0
