age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income
26.0,Private,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,Black,Male,20.0,United-States,<=50K
36.0,Private,Some-college,10.0,Never-married,Tech-support,Not-in-family,White,Female,40.0,United-States,<=50K
37.0,Private,11th,7.0,Divorced,Handlers-cleaners,Not-in-family,White,Female,40.0,United-States,<=50K
32.0,Private,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,40.0,United-States,<=50K
38.0,Self-emp-not-inc,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,Male,60.0,United-States,<=50K
62.0,Private,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,84.0,United-States,<=50K
46.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
37.0,Private,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,15.0,United-States,<=50K
27.0,Private,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,45.0,,<=50K
38.0,Private,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,40.0,United-States,<=50K
35.0,Private,12th,8.0,Never-married,Sales,Not-in-family,Black,Female,40.0,United-States,<=50K
34.0,Private,Bachelors,13.0,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,40.0,United-States,<=50K
50.0,Private,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40.0,United-States,<=50K
34.0,Self-emp-not-inc,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,30.0,United-States,<=50K
19.0,Private,Some-college,10.0,Never-married,Sales,Own-child,White,Female,25.0,United-States,<=50K
23.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Male,30.0,United-States,<=50K
50.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45.0,United-States,>50K
17.0,Private,12th,8.0,Never-married,Other-service,Own-child,White,Male,16.0,United-States,<=50K
59.0,,HS-grad,9.0,Married-civ-spouse,,Wife,White,Female,40.0,United-States,>50K
25.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,48.0,United-States,<=50K
21.0,Private,Some-college,10.0,Never-married,Prof-specialty,Not-in-family,White,Female,40.0,United-States,<=50K
50.0,Private,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.0,United-States,>50K
17.0,Private,10th,6.0,Never-married,Sales,Own-child,White,Female,20.0,United-States,<=50K
63.0,Private,HS-grad,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,40.0,United-States,<=50K
31.0,Local-gov,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,43.0,United-States,<=50K
45.0,Private,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,White,Male,40.0,United-States,<=50K
25.0,Private,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,40.0,United-States,<=50K
20.0,Private,12th,8.0,Never-married,Farming-fishing,Own-child,White,Male,40.0,United-States,<=50K
31.0,Private,Some-college,10.0,Never-married,Sales,Other-relative,White,Female,40.0,,<=50K
42.0,Private,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.0,France,<=50K
56.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,>50K
47.0,Private,HS-grad,9.0,Never-married,Farming-fishing,Unmarried,White,Female,46.0,United-States,<=50K
69.0,Private,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,32.0,United-States,<=50K
42.0,Private,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,55.0,United-States,<=50K
19.0,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Other-relative,Other,Female,60.0,Guatemala,<=50K
56.0,Self-emp-not-inc,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,50.0,United-States,<=50K
61.0,Federal-gov,Masters,14.0,Widowed,Prof-specialty,Unmarried,White,Female,40.0,United-States,<=50K
38.0,Private,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,35.0,United-States,<=50K
39.0,Private,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Male,50.0,United-States,>50K
35.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,50.0,United-States,<=50K
27.0,Private,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,44.0,United-States,<=50K
40.0,Self-emp-inc,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,40.0,United-States,>50K
59.0,State-gov,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.0,United-States,>50K
20.0,,Some-college,10.0,Never-married,,Not-in-family,White,Female,15.0,United-States,<=50K
42.0,Federal-gov,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,30.0,United-States,>50K
59.0,Private,Some-college,10.0,Separated,Adm-clerical,Unmarried,White,Male,40.0,United-States,<=50K
54.0,Self-emp-inc,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,60.0,United-States,>50K
53.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,30.0,United-States,<=50K
20.0,Private,Some-college,10.0,Never-married,Exec-managerial,Own-child,White,Female,30.0,United-States,<=50K
54.0,Federal-gov,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.0,United-States,>50K
41.0,Self-emp-not-inc,Masters,14.0,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,45.0,United-States,>50K
33.0,Local-gov,HS-grad,9.0,Divorced,Tech-support,Not-in-family,White,Female,55.0,United-States,<=50K
35.0,Private,HS-grad,9.0,Widowed,Exec-managerial,Unmarried,White,Female,30.0,United-States,<=50K
22.0,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,50.0,Portugal,<=50K
29.0,Private,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,40.0,United-States,<=50K
23.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,25.0,United-States,<=50K
30.0,Private,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,35.0,United-States,<=50K
17.0,Private,11th,7.0,Never-married,Priv-house-serv,Own-child,White,Female,25.0,United-States,<=50K
35.0,Local-gov,Some-college,10.0,Separated,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,40.0,United-States,<=50K
25.0,Private,1st-4th,2.0,Never-married,Priv-house-serv,Not-in-family,White,Female,40.0,Guatemala,<=50K
42.0,State-gov,Assoc-voc,11.0,Married-civ-spouse,Protective-serv,Husband,White,Male,40.0,United-States,>50K
42.0,Private,HS-grad,9.0,Never-married,Other-service,Other-relative,Black,Male,40.0,United-States,<=50K
19.0,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,30.0,United-States,<=50K
32.0,Private,Assoc-acdm,12.0,Never-married,Adm-clerical,Not-in-family,White,Female,45.0,United-States,<=50K
44.0,Private,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,40.0,United-States,<=50K
53.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,36.0,United-States,>50K
47.0,Self-emp-not-inc,Bachelors,13.0,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,60.0,Thailand,<=50K
24.0,Private,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,40.0,United-States,<=50K
30.0,State-gov,Some-college,10.0,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40.0,United-States,>50K
42.0,Private,HS-grad,9.0,Separated,Sales,Unmarried,White,Female,45.0,United-States,<=50K
19.0,Private,HS-grad,9.0,Never-married,Other-service,Own-child,Black,Female,40.0,United-States,<=50K
37.0,Self-emp-not-inc,11th,7.0,Never-married,Farming-fishing,Own-child,White,Male,37.0,United-States,<=50K
26.0,Self-emp-not-inc,10th,6.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,99.0,United-States,<=50K
52.0,Private,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,40.0,United-States,<=50K
50.0,Local-gov,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40.0,United-States,<=50K
32.0,Private,HS-grad,9.0,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,40.0,United-States,<=50K
37.0,Private,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40.0,United-States,<=50K
47.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
47.0,Private,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40.0,United-States,<=50K
28.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,40.0,United-States,>50K
27.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,40.0,South,<=50K
61.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,40.0,United-States,<=50K
47.0,Private,5th-6th,3.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40.0,Mexico,<=50K
30.0,Private,Assoc-acdm,12.0,Never-married,Machine-op-inspct,Unmarried,Black,Female,40.0,United-States,<=50K
54.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40.0,United-States,>50K
56.0,Local-gov,Prof-school,15.0,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40.0,Philippines,>50K
69.0,Private,Some-college,10.0,Widowed,Adm-clerical,Not-in-family,White,Female,24.0,United-States,<=50K
30.0,Private,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40.0,United-States,>50K
36.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,Canada,>50K
42.0,Self-emp-not-inc,11th,7.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,60.0,United-States,<=50K
45.0,Federal-gov,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,45.0,United-States,>50K
26.0,Private,11th,7.0,Divorced,Adm-clerical,Own-child,White,Female,40.0,United-States,<=50K
28.0,Local-gov,Bachelors,13.0,Married-civ-spouse,Protective-serv,Husband,Black,Male,42.0,United-States,>50K
31.0,Private,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,40.0,United-States,>50K
32.0,Private,5th-6th,3.0,Separated,Farming-fishing,Other-relative,White,Male,60.0,Mexico,<=50K
51.0,Private,HS-grad,9.0,Never-married,Exec-managerial,Other-relative,White,Female,40.0,United-States,<=50K
29.0,Private,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,60.0,United-States,<=50K
64.0,Private,Some-college,10.0,Widowed,Exec-managerial,Not-in-family,White,Female,10.0,United-States,<=50K
26.0,State-gov,Some-college,10.0,Never-married,Protective-serv,Own-child,White,Male,40.0,United-States,<=50K
68.0,Private,5th-6th,3.0,Married-spouse-absent,Sales,Not-in-family,White,Male,22.0,United-States,<=50K
32.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,48.0,United-States,<=50K
29.0,Private,Some-college,10.0,Never-married,Sales,Own-child,White,Female,40.0,United-States,<=50K
51.0,,1st-4th,2.0,Separated,,Unmarried,White,Female,40.0,Mexico,<=50K
21.0,Private,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,40.0,United-States,<=50K
26.0,,10th,6.0,Separated,,Other-relative,White,Female,40.0,Puerto-Rico,<=50K
33.0,Local-gov,Bachelors,13.0,Married-spouse-absent,Prof-specialty,Other-relative,Black,Male,40.0,,<=50K
26.0,Private,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,40.0,United-States,<=50K
31.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,55.0,United-States,<=50K
29.0,Local-gov,HS-grad,9.0,Never-married,Protective-serv,Unmarried,White,Male,45.0,United-States,<=50K
19.0,Private,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,27.0,United-States,<=50K
51.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40.0,United-States,<=50K
45.0,Private,9th,5.0,Separated,Other-service,Unmarried,Other,Female,40.0,Trinadad&Tobago,<=50K
20.0,Private,HS-grad,9.0,Married-civ-spouse,Sales,Own-child,Black,Male,32.0,United-States,<=50K
40.0,Private,Some-college,10.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,48.0,United-States,<=50K
52.0,Local-gov,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40.0,United-States,<=50K
46.0,Private,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,24.0,United-States,<=50K
24.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.0,United-States,<=50K
20.0,Private,9th,5.0,Never-married,Transport-moving,Not-in-family,White,Male,50.0,United-States,<=50K
38.0,Self-emp-not-inc,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,60.0,United-States,<=50K
44.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,45.0,Mexico,<=50K
24.0,Private,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,40.0,United-States,<=50K
32.0,State-gov,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,75.0,United-States,>50K
49.0,Private,7th-8th,4.0,Never-married,Other-service,Other-relative,White,Male,35.0,United-States,<=50K
36.0,Private,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,40.0,United-States,<=50K
31.0,Private,HS-grad,9.0,Separated,Adm-clerical,Not-in-family,White,Male,45.0,United-States,<=50K
46.0,,5th-6th,3.0,Married-civ-spouse,,Husband,White,Male,40.0,Mexico,<=50K
46.0,Private,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,40.0,United-States,<=50K
46.0,Local-gov,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,70.0,United-States,>50K
29.0,Private,HS-grad,9.0,Married-spouse-absent,Other-service,Not-in-family,Other,Female,40.0,Columbia,<=50K
37.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
44.0,,7th-8th,4.0,Married-civ-spouse,,Husband,White,Male,25.0,United-States,<=50K
28.0,,Some-college,10.0,Never-married,,Own-child,Black,Female,40.0,United-States,<=50K
28.0,Self-emp-not-inc,Bachelors,13.0,Never-married,Protective-serv,Own-child,White,Male,40.0,United-States,<=50K
48.0,Private,HS-grad,9.0,Widowed,Adm-clerical,Unmarried,White,Female,40.0,United-States,<=50K
52.0,Private,11th,7.0,Divorced,Machine-op-inspct,Not-in-family,Black,Female,20.0,United-States,<=50K
19.0,Private,HS-grad,9.0,Never-married,Farming-fishing,Other-relative,White,Male,35.0,United-States,<=50K
31.0,Self-emp-not-inc,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.0,United-States,>50K
37.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
22.0,,Some-college,10.0,Never-married,,Own-child,White,Male,2.0,United-States,<=50K
46.0,Private,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,44.0,United-States,>50K
40.0,Local-gov,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,35.0,United-States,<=50K
58.0,Private,Some-college,10.0,Divorced,Machine-op-inspct,Not-in-family,Other,Male,40.0,Mexico,<=50K
36.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,>50K
26.0,Local-gov,Bachelors,13.0,Never-married,Prof-specialty,Own-child,Black,Female,35.0,United-States,<=50K
17.0,,12th,8.0,Never-married,,Own-child,White,Female,40.0,United-States,<=50K
49.0,Private,10th,6.0,Divorced,Other-service,Not-in-family,White,Male,48.0,United-States,<=50K
46.0,Private,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,45.0,United-States,>50K
26.0,Private,HS-grad,9.0,Separated,Sales,Unmarried,Black,Female,37.0,United-States,<=50K
40.0,Federal-gov,Masters,14.0,Never-married,Tech-support,Not-in-family,White,Female,40.0,United-States,<=50K
53.0,State-gov,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.0,United-States,>50K
60.0,Self-emp-not-inc,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.0,United-States,<=50K
28.0,Private,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40.0,United-States,<=50K
22.0,,Some-college,10.0,Never-married,,Not-in-family,Asian-Pac-Islander,Female,12.0,Thailand,<=50K
31.0,Private,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,55.0,United-States,<=50K
34.0,Private,HS-grad,9.0,Divorced,Prof-specialty,Unmarried,White,Male,40.0,Mexico,<=50K
27.0,State-gov,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Male,40.0,Scotland,<=50K
40.0,Private,Some-college,10.0,Divorced,Transport-moving,Not-in-family,Black,Female,40.0,United-States,<=50K
68.0,Private,HS-grad,9.0,Widowed,Machine-op-inspct,Not-in-family,White,Female,32.0,United-States,<=50K
51.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,50.0,United-States,<=50K
55.0,Private,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,20.0,United-States,<=50K
43.0,Private,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.0,United-States,>50K
23.0,State-gov,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Female,27.0,United-States,<=50K
48.0,Private,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,40.0,United-States,<=50K
34.0,Private,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,45.0,United-States,>50K
31.0,Local-gov,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,70.0,United-States,>50K
71.0,,7th-8th,4.0,Divorced,,Unmarried,White,Male,45.0,United-States,<=50K
17.0,Private,10th,6.0,Never-married,Other-service,Own-child,White,Male,8.0,United-States,<=50K
37.0,Private,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,40.0,United-States,>50K
26.0,Private,12th,8.0,Married-civ-spouse,Priv-house-serv,Wife,Other,Female,40.0,Dominican-Republic,<=50K
17.0,Private,11th,7.0,Never-married,Sales,Own-child,White,Female,15.0,United-States,<=50K
34.0,Private,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,40.0,United-States,>50K
33.0,Private,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,40.0,,<=50K
41.0,Local-gov,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.0,United-States,>50K
59.0,Private,10th,6.0,Married-spouse-absent,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,40.0,India,<=50K
46.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40.0,United-States,<=50K
45.0,Private,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Male,40.0,United-States,<=50K
27.0,Private,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,40.0,United-States,<=50K
31.0,Private,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.0,United-States,<=50K
28.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,50.0,United-States,<=50K
32.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.0,United-States,>50K
36.0,Private,Assoc-acdm,12.0,Never-married,Exec-managerial,Unmarried,White,Male,50.0,United-States,<=50K
23.0,Private,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,40.0,United-States,<=50K
44.0,Private,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40.0,United-States,>50K
37.0,Private,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40.0,United-States,<=50K
45.0,Private,11th,7.0,Married-spouse-absent,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,40.0,South,<=50K
49.0,Private,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Female,55.0,United-States,>50K
37.0,Private,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40.0,United-States,>50K
26.0,Private,HS-grad,9.0,Never-married,Transport-moving,Own-child,Black,Male,40.0,United-States,<=50K
51.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,60.0,United-States,>50K
24.0,Private,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,40.0,United-States,<=50K
67.0,Self-emp-not-inc,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40.0,United-States,<=50K
32.0,Private,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,Female,40.0,United-States,>50K
21.0,Private,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,16.0,United-States,<=50K
39.0,Self-emp-not-inc,Some-college,10.0,Married-civ-spouse,Other-service,Wife,White,Female,15.0,United-States,>50K
33.0,Private,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
48.0,Private,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Male,60.0,United-States,<=50K
21.0,Private,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,Female,30.0,United-States,<=50K
24.0,Private,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,Black,Male,40.0,United-States,<=50K
23.0,Private,Bachelors,13.0,Never-married,Exec-managerial,Own-child,White,Female,45.0,United-States,<=50K
40.0,Private,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,63.0,United-States,<=50K
48.0,Private,Bachelors,13.0,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,50.0,United-States,>50K
42.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,60.0,United-States,<=50K
45.0,Federal-gov,Bachelors,13.0,Never-married,Protective-serv,Not-in-family,Black,Female,40.0,United-States,<=50K
31.0,Private,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,50.0,United-States,>50K
53.0,Private,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.0,United-States,<=50K
25.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Own-child,Black,Female,55.0,United-States,<=50K
32.0,Private,Some-college,10.0,Married-civ-spouse,Other-service,Husband,Black,Male,50.0,United-States,<=50K
34.0,Private,11th,7.0,Married-civ-spouse,Sales,Husband,White,Male,25.0,,<=50K
41.0,Self-emp-inc,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,35.0,United-States,>50K
57.0,Local-gov,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,40.0,United-States,<=50K
25.0,Private,10th,6.0,Never-married,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,40.0,United-States,<=50K
17.0,Private,11th,7.0,Never-married,Sales,Own-child,White,Female,13.0,United-States,<=50K
17.0,Private,9th,5.0,Never-married,Craft-repair,Own-child,White,Male,40.0,United-States,<=50K
82.0,Self-emp-inc,Some-college,10.0,Widowed,Sales,Not-in-family,White,Male,20.0,United-States,<=50K
40.0,Private,Assoc-acdm,12.0,Divorced,Prof-specialty,Unmarried,White,Female,32.0,United-States,<=50K
26.0,Private,Some-college,10.0,Never-married,Sales,Not-in-family,Black,Male,35.0,United-States,<=50K
37.0,Private,Some-college,10.0,Divorced,Transport-moving,Not-in-family,White,Male,40.0,United-States,<=50K
25.0,Private,10th,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40.0,United-States,<=50K
65.0,Private,10th,6.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,22.0,United-States,>50K
39.0,Private,Bachelors,13.0,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,40.0,China,<=50K
36.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
37.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,45.0,United-States,<=50K
23.0,Private,HS-grad,9.0,Never-married,Sales,Own-child,White,Male,40.0,United-States,<=50K
34.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,>50K
63.0,Self-emp-not-inc,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.0,United-States,<=50K
59.0,Private,HS-grad,9.0,Widowed,Other-service,Not-in-family,White,Female,35.0,United-States,<=50K
49.0,Self-emp-not-inc,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
62.0,,9th,5.0,Never-married,,Unmarried,White,Female,40.0,Dominican-Republic,<=50K
17.0,Private,11th,7.0,Never-married,Sales,Own-child,White,Female,9.0,United-States,<=50K
28.0,Private,10th,6.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,30.0,Mexico,<=50K
45.0,Federal-gov,Bachelors,13.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40.0,United-States,<=50K
40.0,Self-emp-inc,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,60.0,United-States,<=50K
45.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.0,United-States,<=50K
20.0,Private,9th,5.0,Never-married,Machine-op-inspct,Own-child,White,Male,40.0,United-States,<=50K
19.0,,10th,6.0,Never-married,,Not-in-family,White,Female,38.0,United-States,<=50K
59.0,Local-gov,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,22.0,United-States,>50K
49.0,Local-gov,Some-college,10.0,Divorced,Exec-managerial,Unmarried,White,Male,48.0,United-States,>50K
37.0,Private,Assoc-voc,11.0,Divorced,Sales,Not-in-family,White,Male,45.0,United-States,>50K
31.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,45.0,United-States,<=50K
21.0,Private,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,40.0,United-States,<=50K
27.0,Private,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Female,15.0,United-States,<=50K
20.0,,HS-grad,9.0,Never-married,,Other-relative,White,Male,40.0,El-Salvador,<=50K
51.0,Private,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,40.0,United-States,<=50K
46.0,Private,1st-4th,2.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40.0,Mexico,<=50K
48.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,60.0,United-States,>50K
39.0,Local-gov,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,40.0,United-States,<=50K
41.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,>50K
21.0,Private,Some-college,10.0,Never-married,Prof-specialty,Not-in-family,White,Female,25.0,United-States,<=50K
54.0,Self-emp-inc,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,Male,50.0,United-States,>50K
40.0,Private,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,40.0,United-States,>50K
44.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,41.0,United-States,<=50K
