Location Code,Months with Company,Annual Income,Age,Marital Status,City,Sex,Renew,Brand Loyalty,Online Activity,Education Level
Suburban,36.0,45720.476119595995,53.0,Divorced,Khon Kaen,Male,Yes,0.48028951106099277,6.144861726389658,Graduate School
Urban,38.0,57897.32540397715,36.0,Single,Mahasarakam,Female,Yes,0.36452231572926175,8.307174849866092,College
Suburban,57.0,55047.9033942076,62.0,Single,Udon,Male,Yes,0.6494195424661608,6.1774371161024595,High School
Suburban,42.0,57698.99119026813,54.0,Single,Udon,Female,Yes,0.6671216030721204,6.500482324166523,Graduate School
Suburban,36.0,45565.54469317611,59.0,Divorced,Udon,Male,Yes,-0.3335157647043302,9.498242461385338,High School
Rural,99.0,43319.34663842309,43.0,Divorced,Mahasarakam,Female,No,0.8322140553415215,5.207164881390908,Graduate School
Rural,46.0,74395.25181966615,49.0,Married,Udon,Female,No,0.10597594749434042,4.981452148173574,College
Urban,75.0,35860.80410960914,31.0,,Mahasarakam,Female,Yes,0.6014763394563881,5.165357066235149,High School
Suburban,77.0,,34.0,Single,Udon,Female,Yes,-0.5000841527675399,5.987106604649049,
Suburban,55.0,54947.22224335138,61.0,Married,Khon Kaen,Male,No,-0.37030368374824785,4.500360932088986,College
Suburban,68.0,72375.46959949675,45.0,Divorced,Khon Kaen,Female,No,0.3392248244796319,4.496869112488302,High School
Rural,86.0,60010.940369400865,43.0,Married,Khon Kaen,Female,No,-0.46231764496576344,6.342707575551726,High School
Suburban,26.0,45336.1571292645,63.0,Divorced,Udon,Male,Yes,0.7726934828706767,8.358553654807974,High School
Rural,29.0,62237.9362369197,58.0,Married,Khon Kaen,Male,Yes,0.9526198163523683,7.20031157369953,High School
Urban,13.0,63356.75334726065,36.0,Divorced,Udon,Male,Yes,0.37517079320690644,8.038525023874595,College
Urban,68.0,33254.33652245923,53.0,Divorced,Mahasarakam,Male,Yes,-0.14503500624001442,5.663921800998091,College
Rural,51.0,67768.50120799766,51.0,Married,Mahasarakam,Female,No,-0.17130639086881508,,College
Urban,62.0,40448.733616482285,45.0,Single,Khon Kaen,Male,Yes,0.33191239565577285,6.469436422112182,College
Rural,50.0,51729.57263109058,48.0,Married,Udon,Female,No,-0.55330368739557,7.73199010145625,High School
Urban,75.0,41838.4734319474,39.0,Married,Mahasarakam,Male,Yes,-0.21578399906493956,7.408378230791105,College
Rural,28.0,60062.12029808324,52.0,Single,Khon Kaen,Female,Yes,0.9921173614779604,6.665608474162017,Graduate School
Rural,56.0,65575.32567591827,55.0,Married,Udon,Male,No,-0.2688182601667352,3.983915970038094,High School
Urban,81.0,39619.43816981635,49.0,Divorced,Khon Kaen,Male,Yes,-0.22701619300930936,6.109936762659247,High School
Suburban,62.0,,45.0,Married,Khon Kaen,Male,No,-0.14251089863271987,4.006935426895902,High School
Rural,61.0,58553.11346387181,47.0,Married,Udon,Female,No,-0.5495351530426535,5.4695887210324665,Graduate School
Urban,46.0,37174.06755193231,,Married,Udon,Female,Yes,0.014900077999139894,7.712732059480329,High School
Rural,79.0,50594.42259779841,41.0,Married,Mahasarakam,Female,No,0.3681357083563451,6.038302798922012,High School
Rural,81.0,62920.271027830546,32.0,Married,Udon,Female,No,0.17731144605969817,6.492003952592614,Graduate School
Urban,78.0,74263.49073092637,25.0,Married,Mahasarakam,Female,No,0.17746777770570454,4.504737417539737,Graduate School
,57.0,47004.79338560997,59.0,Divorced,Mahasarakam,Female,Yes,0.5841536649496556,5.4082827990979805,College
Suburban,41.0,73875.56562339436,56.0,Married,Khon Kaen,Female,No,-1.1258955438905625,4.93202347842325,Graduate School
Suburban,55.0,45384.75427729562,46.0,Divorced,Mahasarakam,Male,Yes,0.8069145842243447,5.480842984672288,Graduate School
Rural,62.0,68899.59554418329,54.0,Married,Udon,Male,No,-0.7294838044527805,7.290821527013588,High School
Urban,57.0,32690.46396623263,57.0,Single,,Male,Yes,0.023490816486614267,5.826717020992045,High School
Rural,71.0,32259.253558654047,50.0,Married,Udon,Male,No,-0.24826701941418927,5.380357538327021,Graduate School
Urban,81.0,61599.06683159788,59.0,Married,Mahasarakam,Male,No,0.0660325369663356,3.6704109283021564,High School
Suburban,54.0,39087.08085138583,,Divorced,,Male,Yes,0.1743000620610893,5.151060907170568,High School
Urban,90.0,62315.42199204211,,Single,Khon Kaen,Male,No,-0.5964139443592863,6.031746935382995,Graduate School
Rural,116.0,37099.117746298114,,Single,Udon,Female,,0.6100870046484701,5.448285461537591,High School
Suburban,81.0,37546.60452494026,52.0,Married,Khon Kaen,Female,No,-0.2893739789913357,6.102626249558871,College
Suburban,47.0,71473.26030111885,34.0,Single,Khon Kaen,Female,No,-0.9930014897061294,5.029029047746404,High School
Urban,72.0,45074.681373450694,43.0,Divorced,Mahasarakam,Male,Yes,0.08517667692125956,5.607930278448634,Graduate School
Suburban,44.0,39624.76169131433,49.0,Divorced,Udon,Female,Yes,-0.2517440630964833,8.460053566649151,
Rural,60.0,56056.77099542494,45.0,Single,Udon,Female,Yes,1.1981229602499874,3.69086301328474,High School
Suburban,44.0,39488.432694785864,36.0,Single,Udon,Male,Yes,0.10325570383879598,6.050504312503275,College
Urban,88.0,50577.69419318394,43.0,Divorced,Udon,Male,No,-0.6725026899796369,5.753601380394004,College
Urban,41.0,46737.37353784679,34.0,Divorced,Udon,Male,Yes,0.18549974859904675,5.507204068244944,College
Urban,68.0,,48.0,Single,Khon Kaen,Male,Yes,0.04552879566333864,6.172454058511037,Graduate School
Suburban,85.0,40929.57870443934,34.0,Married,Udon,Female,No,0.47684911379631084,3.6871978257503493,College
Rural,73.0,79127.41935817644,51.0,Married,Udon,Male,No,-0.20323916774378586,5.660742510925939,College
Suburban,59.0,50792.71558585785,37.0,Single,Mahasarakam,Female,Yes,0.28266046296768027,6.021589586205561,Graduate School
Suburban,63.0,39824.59052023155,42.0,Married,Udon,Male,Yes,0.24329533961857452,5.623802873158061,High School
Urban,64.0,,39.0,Single,Khon Kaen,Female,Yes,0.7434333615789684,5.118004759238989,Graduate School
Urban,28.0,47472.138221583715,49.0,Divorced,Khon Kaen,Male,Yes,0.08162487895479212,8.723643374330324,High School
Rural,91.0,40691.220478418385,40.0,Married,Mahasarakam,Female,No,-0.2900218383797158,,High School
Suburban,28.0,78888.68531574737,40.0,Married,Khon Kaen,Male,No,0.07623057198610832,4.225073125760623,Graduate School
Suburban,50.0,39799.5015738611,53.0,Divorced,Mahasarakam,,Yes,-0.005347765278350708,7.3546679109947,Graduate School
Rural,45.0,67750.11889634944,50.0,Single,Mahasarakam,Male,No,-0.09216537928708796,2.695263084672057,Graduate School
Urban,14.0,62307.06777538388,36.0,Divorced,Khon Kaen,Female,Yes,0.41268356666954176,6.898664950755872,College
Rural,89.0,65192.29411182112,58.0,Married,Mahasarakam,Male,No,-0.36983683151858493,6.564464951844327,College
Suburban,80.0,43542.10085275738,45.0,Married,Udon,Female,No,0.6860734392693865,4.194244452639376,Graduate School
Suburban,75.0,,50.0,Single,Mahasarakam,Male,No,-0.08086070474411305,5.655405211774626,High School
Suburban,57.0,42028.03798914929,30.0,Married,Udon,Male,Yes,0.32497983776121625,6.542842327732746,High School
Suburban,44.0,58767.222889534445,41.0,Married,Khon Kaen,Female,Yes,0.15900974801935946,5.771338471636409,
Suburban,47.0,85421.26580980315,59.0,Divorced,Mahasarakam,Female,No,-0.9406132143805314,4.303019326118028,High School
Suburban,20.0,71441.70501554065,46.0,Married,Mahasarakam,Female,Yes,0.9868446903187698,6.962928009722091,High School
Suburban,75.0,48580.701771795095,39.0,Married,Mahasarakam,Female,No,-0.43426982130397784,5.832546977629867,College
Rural,83.0,36320.06704396728,28.0,Married,Udon,Female,No,-0.07222046901408882,5.00164404147629,College
Suburban,75.0,66574.87164366426,57.0,Married,Udon,Female,No,-0.36084251407067575,8.107679403955798,High School
Urban,48.0,59044.2834248226,,Married,Udon,Male,No,-0.4900033195183714,6.459885023618954,College
Suburban,83.0,50503.41157205132,58.0,Married,Udon,Male,No,0.31998230972222236,4.1417151660442535,High School
Suburban,35.0,58011.31942735618,49.0,Divorced,Khon Kaen,Female,Yes,1.3300631553720634,5.970082564846735,Graduate School
Suburban,55.0,74347.18172502115,48.0,Married,Mahasarakam,Female,No,-0.3036740561109211,3.940103846933005,College
Urban,57.0,52842.88085707013,42.0,,Khon Kaen,Female,Yes,-0.28174966017591846,7.2009951001099655,Graduate School
Urban,46.0,52707.2726617658,28.0,Single,Udon,Female,Yes,0.6521079513520939,6.068096549958392,College
Rural,84.0,52553.6674701863,58.0,Divorced,Khon Kaen,Male,No,0.1767443885714623,1.8827108131879893,High School
Urban,37.0,62479.9246466546,40.0,Divorced,Khon Kaen,Female,Yes,0.10770656962979189,7.216242311933502,Graduate School
Urban,24.0,45728.21371724857,46.0,Single,Mahasarakam,Male,Yes,0.9164651564595584,7.622255375721917,High School
Urban,64.0,50618.440066993055,59.0,Single,Udon,Female,No,0.9747358205736248,4.590512682404029,High School
Urban,25.0,60992.87034726102,46.0,Single,Khon Kaen,Female,Yes,1.2776930164656088,6.50179930401361,High School
Suburban,18.0,65598.85295984594,41.0,,Udon,Female,Yes,0.5530379351966503,8.442119534122583,College
Urban,29.0,66096.14725733234,27.0,Single,Khon Kaen,Female,Yes,0.2128469407598741,8.466479357129101,Graduate School
Suburban,37.0,51587.66209386955,60.0,Divorced,Mahasarakam,Male,Yes,0.5288272832245113,6.121756988701436,High School
Rural,58.0,66182.31329729091,53.0,Married,Mahasarakam,Male,No,-0.26842183286099475,2.4561737796006766,Graduate School
Rural,98.0,,57.0,Divorced,Udon,Male,No,0.21310975668056123,6.559829997171837,Graduate School
Suburban,81.0,38026.3302716163,37.0,Married,Khon Kaen,Male,No,-0.23863889995024362,5.250749858112516,Graduate School
Urban,43.0,57147.893846023864,39.0,Divorced,Udon,Female,Yes,-0.39124957160334595,9.05180981446287,High School
Suburban,33.0,46177.16502466129,39.0,Divorced,Mahasarakam,Male,Yes,-0.11210995514998656,9.109596401428373,Graduate School
Urban,55.0,51768.92527978798,51.0,Divorced,Khon Kaen,Male,Yes,0.5356381840113037,6.152805380185191,High School
Suburban,77.0,65692.69529861033,52.0,Married,Mahasarakam,Female,No,0.5320438464086485,6.435966263178251,College
Urban,38.0,56945.55048843918,46.0,Single,Udon,Female,Yes,0.4103081591395392,7.758236775903528,College
Rural,48.0,54541.41021788891,20.0,Married,Mahasarakam,Female,No,-0.23638450248722204,2.1849642644570237,College
Rural,67.0,59987.56535739971,41.0,Single,Khon Kaen,Female,No,-0.03377281381445628,5.084207287369054,High School
Rural,30.0,52592.06339291113,52.0,Divorced,Udon,Female,Yes,0.06542383057767512,8.164270716595086,High School
Urban,71.0,43998.52350817478,45.0,Divorced,Mahasarakam,Male,Yes,0.5488668228646836,5.611344709267995,Graduate School
Rural,73.0,61454.33843068441,50.0,Married,Mahasarakam,Male,No,-0.022780955950802317,6.753296499914982,High School
Rural,103.0,24382.587530134104,24.0,Married,Udon,Female,No,-0.03619466132671066,6.924191764073233,College
Urban,45.0,47683.13016863899,42.0,Divorced,Khon Kaen,Male,Yes,0.4415795570749395,6.305532371926955,College
Rural,74.0,75398.45182846066,40.0,Divorced,Mahasarakam,Male,No,-0.27060102502414335,5.809567143379306,Graduate School
Urban,69.0,26931.631554818017,51.0,Divorced,Udon,Male,Yes,0.5147306654998937,4.833554796264916,Graduate School
Urban,72.0,21865.853902909286,56.0,Divorced,Khon Kaen,Male,Yes,0.21346854996261094,5.296233078553665,High School
Urban,66.0,23803.93682916412,45.0,Divorced,Khon Kaen,Male,Yes,0.3127504758631688,5.829332193656349,Graduate School
,61.0,40275.30855162774,59.0,Single,Mahasarakam,Male,Yes,0.16393242011131864,5.575782180828164,College
Rural,60.0,62299.469527611785,38.0,Divorced,Khon Kaen,,No,-0.3115028787642108,4.930100698657718,Graduate School
Rural,48.0,63562.08937236677,56.0,Divorced,Udon,Male,No,-0.342927730956661,5.200267831034586,Graduate School
Rural,76.0,48729.68862539662,31.0,Divorced,Khon Kaen,Male,No,-0.5624796384633999,6.821945411410721,High School
Urban,38.0,43274.931484911824,50.0,Divorced,Mahasarakam,Male,Yes,0.017524461378560036,7.860364239039027,Graduate School
Suburban,61.0,68890.47338735845,56.0,Single,Mahasarakam,Female,No,0.250632068794549,5.215537226337841,College
Rural,62.0,45959.11650928604,38.0,Divorced,Mahasarakam,Female,No,,4.830048361299249,College
Rural,63.0,55910.21885065138,47.0,Divorced,Udon,Female,No,-0.4614491086043959,4.934619974349087,College
Rural,6.0,92660.46709648415,60.0,Married,Udon,Male,No,-0.509510473767206,3.7504739707631662,College
Urban,12.0,65476.39225326797,48.0,Divorced,Udon,Female,Yes,0.9137899023478844,7.725591163148775,High School
Rural,64.0,38461.58861954835,39.0,Married,Udon,Male,No,-0.5066489222896778,2.9486036032647407,High School
Urban,25.0,60257.29781872,53.0,Single,Mahasarakam,Female,Yes,1.1949953055225513,6.091104720351823,College
Suburban,59.0,48787.073971359045,68.0,Divorced,Khon Kaen,Female,Yes,0.4793845880880114,6.057975621067465,High School
Urban,47.0,55679.54396387679,47.0,Divorced,Mahasarakam,Female,Yes,0.4593857736530113,6.032126248996151,Graduate School
Rural,34.0,50611.45982004969,49.0,Married,Udon,Male,Yes,1.3174079659226539,6.912346614564554,College
Urban,70.0,26610.074599416897,46.0,Married,Udon,Female,Yes,0.14018821017318828,5.887086107846639,High School
Suburban,65.0,25999.257308023538,52.0,Single,Mahasarakam,Male,Yes,-0.18716788486767832,5.598038718160756,College
Suburban,47.0,47513.9160533839,43.0,Single,Khon Kaen,Male,Yes,0.0942502247144878,6.893525669520994,High School
Suburban,48.0,46868.66018279108,52.0,Divorced,Khon Kaen,Male,Yes,0.42283087552142135,7.2786354525674115,Graduate School
Urban,46.0,45864.48204382034,52.0,Single,Udon,Female,Yes,0.30671343024177267,5.67774403944808,College
Rural,101.0,53167.77394157344,49.0,Married,Udon,Female,No,-0.29601572392337666,4.788604146013348,Graduate School
Urban,39.0,49750.110230754224,48.0,Divorced,Khon Kaen,Male,Yes,0.2733916024210129,7.9719350770669175,Graduate School
Urban,49.0,44546.30580052139,39.0,Divorced,Mahasarakam,Female,Yes,,4.881306762134736,Graduate School
Suburban,57.0,62112.349563144126,46.0,Divorced,Mahasarakam,Male,No,-0.47769046403980253,,Graduate School
Urban,40.0,39036.84433463016,49.0,Divorced,Khon Kaen,Male,Yes,0.8056805942776322,5.135308934809217,High School
Urban,45.0,45566.79922873347,38.0,Divorced,Khon Kaen,Male,Yes,-0.07980026973990842,7.434941217335977,High School
Rural,50.0,64329.03592237708,48.0,Single,,Female,No,-0.6615226649750698,4.0705359114748765,College
Urban,65.0,42866.16049702684,42.0,Single,Khon Kaen,Male,Yes,-0.24223654494583835,5.243708293950376,College
Suburban,34.0,51556.90116471707,47.0,Divorced,Udon,Male,Yes,0.7680120123495421,6.868684615340789,Graduate School
Rural,71.0,51220.3249094728,29.0,Married,Khon Kaen,Female,Yes,-0.4170140487255262,7.3419872800438135,College
Urban,47.0,40163.59048410563,32.0,Single,Khon Kaen,Female,Yes,-0.0482097381415995,6.727852406545314,College
Urban,82.0,57151.56495537511,35.0,Divorced,Khon Kaen,Female,Yes,-0.34386502081050285,4.3374715623925795,College
Urban,56.0,33348.62086206375,59.0,Married,Khon Kaen,Male,Yes,-0.4421608781983923,8.056760839207552,Graduate School
Suburban,67.0,59063.217626308775,61.0,Divorced,Udon,Male,Yes,,3.54821037283569,Graduate School
Urban,,62006.52825648429,68.0,Single,Mahasarakam,Female,Yes,0.23378564032003896,6.6810334228589,College
Urban,33.0,37547.386575910146,36.0,Divorced,Mahasarakam,Female,Yes,-0.29218176804661733,7.71438095399286,Graduate School
Rural,78.0,47753.17699177962,37.0,Married,Udon,Male,No,0.19823920309232612,3.7950951028764335,High School
Urban,58.0,75690.28824605791,40.0,Married,Khon Kaen,Female,No,-0.45731306921035486,5.21602589952724,Graduate School
Urban,68.0,54613.38742918271,57.0,Single,Mahasarakam,Male,Yes,0.7453535976927396,4.617220512843998,High School
Urban,34.0,45172.278657921415,44.0,,Mahasarakam,Female,Yes,0.1420745727686233,6.806229727647386,Graduate School
Rural,,52583.3919522084,48.0,Divorced,Khon Kaen,Female,No,0.31760379170623676,4.323663093806945,High School
Suburban,48.0,47409.73953171703,40.0,Divorced,Khon Kaen,Male,Yes,0.2535677078232581,7.264522150719665,Graduate School
Urban,34.0,65073.77669877278,51.0,Married,Mahasarakam,Male,Yes,0.57708451346123,6.894847211354324,College
Urban,57.0,42832.08202568929,56.0,Divorced,Khon Kaen,Male,Yes,0.1825782634706836,5.579283448618283,College
Rural,91.0,43233.69767210222,63.0,Single,Mahasarakam,Male,No,0.4630327601490295,3.3052653013741735,High School
Rural,92.0,57304.70122050596,36.0,Married,Udon,Male,No,-0.1552135534252748,4.924613930350671,College
Rural,78.0,61783.430871556644,22.0,Married,Mahasarakam,Male,No,-0.5229824120860576,6.930208390742059,Graduate School
Urban,105.0,50475.2792293519,36.0,Married,,Female,No,0.6082081168287365,5.095030298043545,College
Urban,48.0,,59.0,Divorced,Khon Kaen,Male,Yes,0.26925602509016056,6.834414098383128,College
Suburban,44.0,45924.24767789661,35.0,Divorced,Khon Kaen,Female,Yes,0.29353558494933374,6.561663263761471,Graduate School
,44.0,49486.810393678665,36.0,Divorced,Mahasarakam,Male,Yes,0.33505879228636787,7.0903498588965475,Graduate School
Urban,57.0,66537.02166099673,52.0,Divorced,Khon Kaen,Female,No,-0.3311402964540133,3.987000420284459,Graduate School
Urban,85.0,29133.515137286606,47.0,Married,Khon Kaen,Male,No,0.5799009217575162,4.450877682239465,College
Suburban,43.0,58661.795303981,53.0,Divorced,Udon,Male,Yes,-0.014223219191177215,7.232495964910727,College
Urban,49.0,35022.82639702572,56.0,Divorced,Khon Kaen,Female,Yes,0.44535673465972303,6.176873462444302,High School
Urban,52.0,50097.81416613078,79.0,Single,Udon,Male,Yes,0.13073221279741598,7.216817017911148,Graduate School
Suburban,89.0,51136.23015079599,28.0,Married,Mahasarakam,Male,No,-1.1696353947603744,6.521507074109722,College
,89.0,28701.53073520702,59.0,Divorced,Khon Kaen,Female,Yes,-0.3760120784531272,5.278030831156494,College
Urban,78.0,27996.487410439946,56.0,Divorced,Udon,Female,Yes,-0.5349368076352757,5.282782266178828,Graduate School
Urban,18.0,62055.59238739295,38.0,Single,Khon Kaen,Male,Yes,0.35531103257272945,8.845587040020485,College
Urban,60.0,38038.16924232992,56.0,Married,Mahasarakam,Female,Yes,0.036050319313244254,6.145436173785498,College
Urban,51.0,50341.97081061373,46.0,Single,Udon,Male,Yes,-0.37760397583154953,7.763619387039688,College
Rural,78.0,43389.31757058868,56.0,Married,Udon,Female,No,-0.0021927707875694924,3.549957620031287,High School
Rural,46.0,73300.66007775755,49.0,Married,Mahasarakam,Male,No,-1.184701326025564,5.459143340575382,High School
Urban,63.0,36400.33409865184,36.0,,Mahasarakam,Male,Yes,0.2666116615892596,5.520685343573755,High School
Rural,,44839.222436664306,31.0,Married,Udon,Female,No,0.1191057490252318,6.03234126890125,High School
Urban,84.0,24717.004028320065,36.0,Divorced,Udon,Male,Yes,-0.28309135504808763,5.493754782669214,
Urban,52.0,43215.6473902658,47.0,Divorced,Mahasarakam,Male,Yes,0.587948655150756,6.326420263312589,High School
Urban,46.0,49287.371022371626,37.0,Single,Khon Kaen,Female,Yes,-0.06077944615803339,7.816937780317301,High School
Urban,60.0,25032.3972055737,50.0,Divorced,Khon Kaen,Female,Yes,-0.19510193385303162,6.456163531796398,College
Rural,82.0,54421.85375629021,27.0,Married,Mahasarakam,Female,No,0.05060998386519129,5.493717953100765,College
Rural,67.0,52184.376464305096,61.0,Married,,Male,No,0.5183788020164217,5.359098632249794,Graduate School
Suburban,29.0,47603.73998385799,47.0,Divorced,Udon,Female,Yes,0.08417663867596392,7.223827860534998,High School
Urban,51.0,44891.987074770346,42.0,Single,Mahasarakam,Female,Yes,0.04599710527497511,5.702895029392331,Graduate School
Urban,27.0,79257.73740553606,41.0,Married,Udon,Female,Yes,1.0260050706855117,7.222606630979099,High School
Urban,36.0,53730.97506993192,63.0,Single,Mahasarakam,Male,Yes,0.32783114891682447,7.830501787330829,High School
Urban,38.0,41596.211036038396,80.0,Married,Mahasarakam,Male,Yes,0.2523720207787672,6.545543651397944,High School
Urban,43.0,37620.9825133658,26.0,Divorced,Udon,Female,Yes,0.2798478159585711,6.62001576563601,Graduate School
Urban,75.0,28449.01168467008,61.0,Single,Udon,Male,Yes,-0.3161888879295696,5.326705452019013,Graduate School
Urban,83.0,64649.74672966028,61.0,Married,Khon Kaen,Female,No,-0.8241838088514403,5.162542136241646,Graduate School
Rural,25.0,51249.205645001806,51.0,Single,Udon,Male,,0.5474971693853605,7.8035378749232684,Graduate School
Suburban,46.0,54519.21280891088,30.0,Divorced,Mahasarakam,Female,Yes,0.05939718649184001,7.306922551173745,Graduate School
Rural,45.0,59290.30049907026,57.0,Divorced,,Male,Yes,0.4309209449038575,8.077455049763538,High School
Urban,46.0,46682.590985349976,56.0,Divorced,Udon,Female,Yes,0.4940003456391834,5.403730215030729,Graduate School
Suburban,32.0,47396.929602844524,47.0,Single,Udon,Male,Yes,0.30829239163273214,7.051360689176847,High School
Urban,36.0,45847.572789411184,43.0,Divorced,Mahasarakam,Male,Yes,1.1214675171299582,5.2536412969516,Graduate School
Rural,57.0,64134.44642217759,55.0,Married,Udon,Male,No,-0.24719510151480267,4.8333608109509445,Graduate School
Urban,49.0,45592.3662932566,53.0,Divorced,Mahasarakam,Female,Yes,,7.826290162404613,High School
Urban,66.0,33785.91746885619,41.0,Divorced,Mahasarakam,Female,Yes,0.2804819284816818,6.413962617412987,
Rural,60.0,74841.17219052455,43.0,Married,Mahasarakam,Male,No,-0.3305775747282751,5.280981233173465,College
Rural,65.0,47153.725568480426,36.0,Divorced,Khon Kaen,Male,No,-0.06223708468268015,6.062275558175785,Graduate School
Rural,59.0,57412.024796298785,46.0,Married,Udon,Female,No,-1.0109856252294425,6.448180833367967,Graduate School
Urban,39.0,53285.71216343812,58.0,Married,Khon Kaen,Female,Yes,0.0036332186703059294,7.6393472207515565,High School
,66.0,53891.9618427595,,Married,Udon,Female,No,0.16854044858800987,3.1939871421087425,High School
Urban,57.0,53887.79138319182,40.0,Divorced,Khon Kaen,Female,Yes,0.3699123680770731,5.437824517908772,College
Urban,69.0,40775.166649977065,60.0,Divorced,Udon,Male,Yes,-0.04773749521892058,5.303316335619423,Graduate School
Suburban,40.0,82123.91388372627,48.0,Married,Mahasarakam,Male,No,-0.35232654662052043,5.3530174622749875,College
Suburban,56.0,71171.3633663059,47.0,Married,Udon,Female,No,-0.528856766096245,5.0747554161172275,High School
Rural,80.0,41978.264267910214,52.0,Single,Khon Kaen,Male,No,-0.08227866993798152,4.272363711042117,College
Urban,58.0,44281.031522853445,31.0,Single,Udon,Female,Yes,0.07523760929848392,7.9802023028721685,
Urban,64.0,37231.217545420724,41.0,Single,Mahasarakam,Male,Yes,0.27915920892717566,6.423395163234392,Graduate School
Suburban,35.0,77598.39571787372,62.0,Divorced,Udon,Female,No,-0.40989167632492757,5.18198283110974,High School
Rural,76.0,39188.62264053773,39.0,Married,Udon,Female,No,0.279125847306565,3.671171424830535,High School
Urban,42.0,41474.03232720088,50.0,Married,Mahasarakam,Female,Yes,0.7261860167811982,6.940026794507883,Graduate School
Suburban,60.0,73809.76494456468,45.0,Single,Mahasarakam,Female,No,-0.06641055944534431,5.582553459748854,Graduate School
Urban,23.0,64359.11545491536,42.0,Single,Mahasarakam,Female,Yes,0.4829667189968043,8.573486841403417,College
Suburban,36.0,61230.90027077378,42.0,Divorced,Mahasarakam,Male,Yes,,5.591930500525244,High School
Urban,44.0,41289.69320596756,63.0,Divorced,Udon,Female,Yes,-0.2597607042509253,9.472434341357582,College
Rural,70.0,31432.889241056935,27.0,Single,,Female,Yes,-0.6164399424106511,6.442741066975525,High School
Suburban,115.0,33425.31507383581,46.0,Divorced,Mahasarakam,Male,No,0.0536927839316898,4.346439395062365,High School
Suburban,69.0,71526.25271534736,,Married,Udon,Male,No,-0.0890449766640096,8.309117090628224,Graduate School
Urban,54.0,40063.796876606764,49.0,Divorced,Khon Kaen,Female,Yes,0.09178460803870361,5.18542192156418,Graduate School
Urban,66.0,54247.579095978654,54.0,Divorced,Mahasarakam,Female,Yes,0.11388750034508259,6.084217259424012,College
Suburban,67.0,38231.04578969229,41.0,Single,Khon Kaen,Female,Yes,0.31576416416209324,5.383905740136243,Graduate School
Suburban,75.0,34862.55690445127,48.0,Divorced,Mahasarakam,Female,Yes,0.08866701585022115,4.985184878896708,College
Suburban,74.0,27564.367824107736,40.0,Divorced,Mahasarakam,Female,Yes,-0.6178027251485421,8.167052695933737,Graduate School
Rural,48.0,67470.36260164967,54.0,Single,Khon Kaen,Female,No,-0.2474872129071189,3.800516187398068,Graduate School
Suburban,44.0,34162.65552808921,49.0,Divorced,Khon Kaen,Female,Yes,-0.1254771466537141,7.8517887410265885,Graduate School
Suburban,58.0,28249.908021269246,42.0,Divorced,Udon,Female,Yes,-0.34051747856819187,7.74155051252148,High School
Suburban,33.0,52862.861809024966,52.0,Single,Udon,Female,Yes,-0.025536917114379346,8.060984905377461,College
Urban,,56031.38931773068,46.0,Single,Mahasarakam,Male,Yes,0.3696922477387454,7.436535115911609,College
Suburban,34.0,72532.10573691862,74.0,Single,Udon,Female,No,-0.41459782441448934,4.20758111155551,College
Suburban,,54426.27330954559,42.0,Divorced,Khon Kaen,Male,Yes,0.8887368449491022,6.9705767771636244,Graduate School
Urban,,52082.68321556325,53.0,Married,Udon,Male,No,0.2760701446904116,3.141549672881379,Graduate School
Suburban,52.0,42807.032919624005,51.0,Single,Udon,Male,Yes,0.4502207485808843,4.850658947438931,Graduate School
Suburban,64.0,45384.12723871033,36.0,Married,Mahasarakam,Female,No,,3.4002607073461766,College
Rural,39.0,45021.52643030604,41.0,Married,Mahasarakam,Female,Yes,0.3304083401226807,6.715941896414771,High School
Urban,60.0,45433.05070129395,56.0,Married,Khon Kaen,Male,Yes,-0.0561984065756439,6.566662189317004,Graduate School
Urban,36.0,52309.1138026295,54.0,Divorced,Udon,Male,Yes,1.0895946016868585,6.458636093366202,High School
Urban,50.0,53806.30910840892,64.0,Divorced,Khon Kaen,Female,Yes,0.06760517892755136,6.229773201862699,College
Rural,77.0,63092.1837734178,42.0,Divorced,Udon,Male,No,-0.18399075759314212,7.519931566597476,College
Rural,87.0,51766.421512866815,39.0,Married,Mahasarakam,Male,No,-0.07947263083408293,6.748337544375461,Graduate School
Urban,40.0,42019.001812500486,24.0,Divorced,Udon,Female,Yes,-0.14293361250472547,8.047418684467026,Graduate School
Rural,61.0,67138.07458344086,39.0,Divorced,Udon,Female,Yes,0.3769631173780066,6.739949639183388,Graduate School
Rural,48.0,64623.04619371098,44.0,Married,Udon,Male,No,-0.6330122004004392,3.3080112666402908,College
Urban,65.0,37962.54574558001,56.0,Single,Mahasarakam,Female,Yes,0.2827087498651888,5.428339586942268,College
Urban,90.0,38301.963624793476,54.0,Single,Udon,Male,Yes,0.1341551393467243,4.729476449284856,Graduate School
Rural,60.0,44975.2168280526,70.0,Single,Mahasarakam,Female,No,0.17827009630085983,4.952097478406461,Graduate School
Urban,95.0,47832.0879276623,49.0,Married,Khon Kaen,,No,0.20260247385109578,6.158231759643693,Graduate School
Urban,49.0,75817.21894505041,52.0,Married,Udon,Female,No,-0.296616827762194,4.362211633160985,Graduate School
Urban,48.0,62573.03732822231,44.0,Single,Khon Kaen,Male,Yes,0.7603397630926597,4.976901524849395,Graduate School
Rural,76.0,55322.1343340127,47.0,Married,Udon,Male,No,-0.4714375288331599,5.351381605316989,
