Annual Income,Active online hours,Years subscribed,City,Gender,Education Level,Renew,Brand Loyalty,Marital Status,Age,Location Code
52868.61459256372,6.495823677254813,4.0,Manchester,Male,College,Yes,0.13965928123195265,Divorced,50.0,Urban
57288.979810432,5.847929508139354,4.0,London,Male,College,No,0.37484587679130144,Married,52.0,Rural
37311.59912443819,7.372524235013385,1.0,London,Female,Graduate School,Yes,-0.3340768049531466,Married,43.0,Urban
78084.40413061935,6.308367321168397,4.0,London,Female,College,No,0.30783950774041524,Married,37.0,Rural
57007.79863668014,6.303288381139856,3.0,London,Male,Graduate School,Yes,-0.10573434779057214,Divorced,34.0,Urban
48119.53895946861,4.948434724251731,4.0,London,Male,High School,No,0.11146897802407185,Married,58.0,Rural
65373.63997880093,6.681086256410253,5.0,New Castle,Female,College,Yes,-0.8029043651983292,Divorced,60.0,Suburban
40872.71972395052,2.589626798156928,3.0,Manchester,Female,Graduate School,No,-0.702823586275585,Single,45.0,Suburban
,5.499445840702152,5.0,Manchester,Male,High School,No,0.22970137573385557,Married,55.0,Rural
52499.0041527693,7.756368821974106,4.0,New Castle,Male,College,Yes,-0.8014242590711131,Divorced,52.0,Suburban
54689.21979972607,7.523188088545967,4.0,London,Male,High School,Yes,-0.04922964827938084,Divorced,47.0,Urban
66260.66938552832,5.205340160965583,4.0,New Castle,Female,College,Yes,-0.0260723236774901,Divorced,49.0,Urban
49502.04692683495,7.195838481654205,5.0,New Castle,Male,High School,Yes,-0.39863428004152274,Single,49.0,Suburban
50193.58795185421,6.037445749293026,5.0,London,Female,High School,Yes,0.03253245666372609,Divorced,59.0,Suburban
66336.17943732248,4.946230237448814,7.0,London,Female,High School,Yes,0.4507662193587837,Divorced,50.0,Suburban
65679.71597202214,3.6811794492022365,6.0,London,Male,Graduate School,Yes,0.4331365015904929,Married,,Urban
72228.57799533945,5.035331498413026,5.0,Manchester,Male,College,Yes,-0.01871896065556372,,80.0,Suburban
37331.142265946655,7.88932499340338,2.0,London,Male,High School,Yes,-0.34171306190581563,Divorced,52.0,Suburban
53264.25067176317,6.50826289676056,3.0,London,Female,College,Yes,-0.4190664940057267,Divorced,46.0,Urban
40110.93883137223,6.812359836206273,,New Castle,Male,Graduate School,Yes,-0.22099782334860413,Single,34.0,Urban
51628.40858205652,6.132170026024605,4.0,New Castle,Male,College,No,-0.12873469301884888,Married,54.0,Rural
50873.703562628594,6.0401244314089295,5.0,Manchester,Female,High School,Yes,-0.5354798488883479,Single,62.0,Suburban
54476.6077332685,6.946358044922903,5.0,London,Female,Graduate School,Yes,-0.1669680023005109,Divorced,39.0,Urban
36557.065793782924,4.26303139616016,,Manchester,Female,College,No,-0.32034991950389824,Married,60.0,Rural
41514.20989002738,2.211000504985488,4.0,New Castle,Female,Graduate School,No,-0.2010995462038704,Married,39.0,Rural
56783.60051078363,5.9035408315985505,2.0,London,Male,Graduate School,No,-0.1468930329408467,Divorced,52.0,Rural
33903.28506984059,6.788626499939246,5.0,London,Female,Graduate School,Yes,0.11658864687758136,Divorced,52.0,Suburban
61753.08297690288,7.110279620413606,5.0,New Castle,Female,Graduate School,Yes,-0.5249543639029106,Divorced,57.0,Rural
68928.62082547999,4.9645293620217,5.0,New Castle,Female,High School,No,-0.11030100022065926,Single,57.0,Suburban
49878.56272259384,7.566190466252048,5.0,London,Male,Graduate School,Yes,0.008168774229275033,Married,55.0,Urban
36195.09085754438,5.578554493040133,5.0,Manchester,Male,College,Yes,0.39867015273248174,Married,53.0,Urban
51992.352770267935,5.978293705188345,7.0,New Castle,Female,Graduate School,Yes,0.08563532110807409,Married,56.0,Urban
68462.40871132725,5.387835765379901,5.0,New Castle,Female,High School,Yes,-0.1534227288963116,Divorced,43.0,Urban
38760.68935228919,5.645578918242,2.0,London,Male,Graduate School,Yes,0.294679295022671,Divorced,54.0,Urban
66256.88723961882,7.218120238637069,5.0,London,Male,Graduate School,Yes,-0.6849521703392936,Single,,Rural
35279.85273306404,4.77085696297225,3.0,Manchester,Male,Graduate School,No,-0.31604555570893245,Married,46.0,Urban
50963.284063382576,6.421812561455706,6.0,Manchester,Male,High School,Yes,0.2664313810740193,Single,46.0,Suburban
65006.920164945084,,6.0,Manchester,Male,High School,Yes,0.548331988308053,,53.0,Suburban
67240.55328701972,4.599233188137238,4.0,London,Male,College,Yes,0.09332214815420226,Married,47.0,Suburban
37827.740787377006,3.8123897499321444,5.0,London,Female,High School,No,-0.33516017877152005,Divorced,43.0,Rural
53088.67379264098,,4.0,London,Female,Graduate School,Yes,-0.3562603880498969,Divorced,46.0,Urban
58627.47833760897,4.946650596003557,5.0,Manchester,Female,Graduate School,Yes,0.6469060574409479,Single,54.0,Urban
40098.93192658068,6.014076129988315,5.0,New Castle,Male,College,Yes,-0.2755631175261462,Married,46.0,Urban
43563.756521167175,6.172461715845722,5.0,Manchester,Female,College,No,,Married,57.0,Suburban
40688.41793113971,4.480003086142386,6.0,New Castle,Male,College,No,-0.46887070711597073,Single,50.0,Rural
28616.23750971009,3.359993107220141,4.0,Manchester,Male,College,No,-0.7115987223079683,Married,68.0,Urban
40187.86855478617,4.751329026308965,3.0,Manchester,Male,College,No,-0.4795946072353338,Divorced,52.0,Rural
44308.291470422795,3.504361690418447,5.0,London,Female,Graduate School,No,-0.3437904313168083,Divorced,41.0,Rural
70402.63334925243,4.150842155982257,7.0,Manchester,Male,High School,Yes,0.11603011622122789,Divorced,41.0,Suburban
37456.00350481248,4.691183563492637,5.0,London,Male,College,Yes,0.2651757300948969,Divorced,42.0,Suburban
51017.11309042385,6.463923680582852,6.0,Manchester,Female,Graduate School,Yes,-0.07113156641524308,Single,43.0,Suburban
62979.00907107324,4.733637063366757,4.0,Manchester,Female,College,Yes,-0.28123978642772296,Divorced,40.0,Suburban
40770.387415314035,6.823131529944795,4.0,Manchester,Female,Graduate School,Yes,-0.21153408556939282,Divorced,61.0,Urban
38477.74500314045,5.6045082606057335,3.0,Manchester,Male,Graduate School,Yes,0.016104182145835227,Divorced,52.0,Suburban
34938.44024590681,6.2058992130253365,5.0,New Castle,Male,High School,Yes,0.5564825331272729,Divorced,61.0,Urban
37872.00947056952,3.809739346700762,4.0,London,Male,College,No,0.11993892134524348,Divorced,55.0,Rural
57865.13196594211,6.029815972328354,6.0,,Male,College,Yes,-0.4515511451012922,Divorced,57.0,Urban
49013.715001982775,4.8390171682740775,4.0,New Castle,Female,High School,No,-0.05899362388855525,Married,46.0,Suburban
60389.27481906308,7.074767146969626,6.0,Manchester,Female,High School,Yes,-0.40293248720614433,Single,58.0,Suburban
42183.89856011702,4.72749061744083,6.0,New Castle,Male,College,Yes,-0.0791839272735174,Married,38.0,Suburban
67568.6467044463,5.800689134862335,8.0,Manchester,Male,College,Yes,-0.1452518669734124,Divorced,49.0,Rural
66853.0491572243,5.212920765883559,3.0,Manchester,Male,College,No,0.028871517858958834,Married,40.0,Suburban
52789.79532553382,4.7973970840414495,3.0,Manchester,Female,Graduate School,Yes,-0.15288721251424253,Single,26.0,Urban
54146.89926329675,5.501720020860939,4.0,New Castle,Male,College,Yes,-0.2957116252824719,Married,51.0,Rural
64491.0435058718,6.045290670526116,5.0,Manchester,Male,Graduate School,No,0.229846523347854,Divorced,52.0,Suburban
54945.11976306222,5.7928412868112495,4.0,London,Male,College,Yes,-0.4160704612247518,Divorced,47.0,Rural
55361.91609673912,4.385517792616668,4.0,Manchester,Female,High School,No,0.04225361648297202,Married,43.0,Rural
76023.83181747829,4.467937155698406,2.0,London,Female,College,No,-0.10644990261328459,Married,40.0,
57559.87368702397,5.140628649833294,6.0,New Castle,Male,College,Yes,0.1080955382071127,Divorced,53.0,Urban
23719.814806919945,3.700024974216753,4.0,New Castle,Male,Graduate School,No,-0.16029672828273134,Married,46.0,Rural
56016.614421856975,6.243587990065761,5.0,London,Male,High School,Yes,0.0418922082769759,Divorced,58.0,Urban
35901.0694499384,4.122815110723399,5.0,Manchester,Male,High School,No,-0.24902021087063808,Divorced,45.0,Suburban
61817.80698372902,4.988639596315863,3.0,New Castle,Female,Graduate School,No,0.10995126699392699,Single,50.0,Rural
47667.73059277514,3.8855534624835153,6.0,London,Male,Graduate School,No,-0.09025275475982117,Married,60.0,Rural
49763.084113480974,4.16995748587841,2.0,Manchester,Female,High School,No,0.22384979078378953,Married,51.0,Urban
80300.51422528177,7.252686471115059,5.0,London,Female,Graduate School,No,0.07848785910429118,Married,50.0,Rural
44606.365756849285,4.091999797910112,,Manchester,Female,College,No,-0.21467762934754991,Married,46.0,Rural
38538.306681464135,6.25182842637663,3.0,London,Male,High School,Yes,-0.14737985118727545,Married,35.0,Urban
73972.20154623792,5.841235579176189,7.0,New Castle,Female,High School,Yes,0.0003075636137084836,,43.0,Urban
65179.215543596416,5.56553346252733,6.0,New Castle,Female,Graduate School,Yes,0.05018161437049787,Single,50.0,Urban
59146.10368256393,5.498541967140136,5.0,London,Male,Graduate School,No,0.5127470014736306,Married,48.0,Urban
56035.11644534297,6.868145321167098,7.0,Manchester,Female,College,Yes,0.5122954973424207,Divorced,58.0,Urban
64832.63056397847,6.16449561303468,7.0,New Castle,Male,Graduate School,Yes,,Divorced,51.0,Suburban
60582.44710245274,5.560846549582067,7.0,London,Female,High School,Yes,0.25518201075352903,Divorced,63.0,Suburban
53914.202728060445,6.484608263212589,7.0,New Castle,Male,Graduate School,Yes,-0.013684257201871358,Divorced,51.0,Suburban
54765.07836553518,4.910466049102437,6.0,New Castle,Male,Graduate School,Yes,0.42953130208441204,Divorced,55.0,Suburban
43089.448742938235,6.07975078595926,3.0,Manchester,Male,Graduate School,Yes,-0.250069219182743,Single,62.0,Urban
33361.41803935794,6.749309083029207,2.0,London,Female,High School,Yes,-0.5803236813061821,Married,61.0,
38358.67428745468,5.1308080700173635,,London,Female,Graduate School,Yes,0.9023757311248013,Divorced,55.0,Suburban
58041.246786222386,4.756083175995505,2.0,New Castle,Male,High School,No,0.4357033880571881,Married,55.0,Urban
55753.81462369114,5.0118637867045,4.0,Manchester,Male,College,No,0.296800321444093,Married,51.0,Suburban
58971.93462930618,4.433896404287059,4.0,New Castle,Male,College,No,0.006893747171660913,Divorced,58.0,Suburban
54374.53410864436,5.188455564116403,3.0,Manchester,Female,High School,No,0.5254922347925286,Married,50.0,Rural
46528.58097271891,6.024621860215999,4.0,London,Female,High School,Yes,-0.24954206361109627,Divorced,36.0,Urban
57033.204318084696,5.930872247882749,4.0,New Castle,Female,Graduate School,Yes,-0.26298718870143384,Divorced,46.0,Urban
66461.72896947523,7.778650434004065,6.0,New Castle,Male,High School,Yes,-0.5990431237006058,Single,47.0,Urban
51408.43685752497,6.33462568423825,5.0,New Castle,Female,High School,Yes,0.30935171618436735,Divorced,47.0,Urban
68554.59009971771,4.47104363468173,4.0,Manchester,Male,Graduate School,Yes,0.2127998420119816,Divorced,57.0,Urban
47496.40920459903,8.17570806904898,4.0,Manchester,Male,College,Yes,-0.6069211771241978,Divorced,65.0,Suburban
68688.58797472027,5.760721264267795,2.0,London,Male,College,No,0.5799908348212994,Divorced,30.0,Rural
39622.60058937734,5.673272457142061,2.0,,Female,Graduate School,No,0.3376368288196586,Married,54.0,Rural
42187.92337792936,3.962844305610039,3.0,Manchester,Male,Graduate School,No,-0.130623129866078,Single,67.0,Rural
61471.56281959775,4.79102746070444,4.0,New Castle,Male,Graduate School,No,-0.11182619033921064,Married,51.0,Suburban
56598.436784796824,5.639541861858977,5.0,London,Female,College,Yes,0.3457857577257042,Divorced,54.0,Suburban
48925.460548852614,4.255742783828776,6.0,New Castle,Female,Graduate School,No,-0.46567290610543216,Divorced,51.0,Rural
57026.40203890674,4.278008454517856,4.0,London,Female,College,Yes,-0.14344170364375802,Single,41.0,Urban
40478.6931060572,5.53162153784916,4.0,Manchester,Female,Graduate School,Yes,,Divorced,72.0,Urban
60608.45061827958,6.328072099458605,7.0,Manchester,Male,Graduate School,Yes,0.1455603601108142,Divorced,50.0,Rural
56211.42088552783,6.329105600924608,4.0,New Castle,Male,High School,Yes,-0.5437197211328085,Divorced,54.0,Urban
56604.152293370666,5.115966926014866,6.0,New Castle,Male,High School,Yes,0.3643122058518513,Divorced,28.0,Urban
62871.039081577655,5.7742084348420315,3.0,New Castle,Female,College,,0.9110453293057403,Married,48.0,Suburban
48121.894254883504,4.165886225335241,5.0,Manchester,Female,College,No,0.11888735230937036,Married,62.0,Suburban
52625.381193840294,3.9410270681395323,4.0,Manchester,Male,Graduate School,No,-0.012609105492505823,Married,,Urban
59955.86410682882,7.846754213180362,5.0,New Castle,Male,High School,Yes,-0.3686017787446759,Divorced,49.0,Urban
61541.22720818562,6.360383338740575,8.0,London,Female,Graduate School,Yes,0.32672126167644777,Divorced,47.0,Urban
36264.47613490067,2.7609533836667692,3.0,New Castle,Male,High School,No,-0.5217081387019439,Married,56.0,Suburban
57637.24926552907,3.9247880878724395,3.0,Manchester,Female,Graduate School,No,-0.39443670657936925,Married,27.0,Rural
49040.62900367928,6.261808579651906,3.0,London,Male,High School,No,0.3447313983064172,Married,44.0,Suburban
68775.53747076764,5.5510258192688795,3.0,New Castle,Male,High School,No,0.2010193692815475,Married,57.0,Suburban
61283.21660794325,6.632828650180954,4.0,London,Female,High School,Yes,-0.35396158336102745,Single,56.0,Suburban
67613.49999595265,4.963292066439846,4.0,London,Female,College,Yes,-0.21646436814432252,Married,45.0,Suburban
66575.70172983254,6.414800513671514,6.0,New Castle,Male,Graduate School,Yes,,Single,59.0,Suburban
34300.865138997586,6.579258264202342,3.0,Manchester,Male,Graduate School,Yes,-0.2468810203475974,Divorced,56.0,Urban
33174.05498538342,2.407035583758425,4.0,Manchester,Female,College,No,-0.32291997484870405,Married,48.0,Rural
42861.76709274719,,5.0,New Castle,Female,High School,No,-0.03349786821479378,Married,54.0,Rural
57398.78090613853,4.652804454870477,2.0,London,Male,High School,No,-0.2434625867566612,Married,40.0,Suburban
61944.94470413991,6.666022236997923,7.0,Manchester,Male,High School,Yes,-0.5048671568243082,Single,32.0,Suburban
51577.07402414296,6.045651420291592,4.0,New Castle,Male,Graduate School,Yes,0.2611761587038675,Married,52.0,Urban
58034.684792908316,5.530355125061325,3.0,New Castle,Male,College,Yes,0.10989849853159,Married,43.0,Suburban
48312.281703638946,5.237786334203815,4.0,London,Male,College,No,0.28739822623533867,Single,52.0,Rural
73986.00302395366,6.51764774775265,5.0,London,Female,College,Yes,-0.8736326769085156,Married,56.0,Suburban
72711.31093138219,4.321034153896522,7.0,London,,Graduate School,Yes,-0.08714584296460857,Single,48.0,Urban
56122.2107072684,5.018825141673673,5.0,Manchester,Male,College,Yes,0.902464310456607,Married,48.0,Urban
49829.798866367164,5.674199664264553,5.0,London,Female,College,Yes,-0.15529691821901842,Married,44.0,Urban
45623.16544560887,6.54533979169827,4.0,New Castle,Female,College,Yes,1.088548330027536,Divorced,57.0,Urban
62690.95580042483,5.244464886351226,6.0,London,Male,Graduate School,Yes,0.08761104704075884,Single,37.0,Rural
43797.34228362622,6.5027989641766455,6.0,London,Female,College,Yes,-0.08169921681845052,Divorced,60.0,Suburban
53683.715604539764,6.881120508635637,8.0,New Castle,Male,College,Yes,0.3051486056499955,Single,49.0,Rural
50267.52300500394,6.766052239977418,4.0,New Castle,Male,High School,Yes,-0.608818698962906,Divorced,,Urban
61499.05985539335,7.046279360734583,4.0,Manchester,Female,College,Yes,-0.48960989315735487,Divorced,38.0,Urban
44214.70067480083,5.628914285441107,5.0,New Castle,Female,Graduate School,Yes,-0.08431175099370146,Divorced,49.0,Urban
51811.85765617407,3.5940975932970405,4.0,New Castle,Female,Graduate School,No,-0.09726863967037697,Married,36.0,Rural
68644.01735466755,3.531934822005671,4.0,New Castle,Male,College,Yes,0.2238961361460567,Single,50.0,Urban
68769.67509643643,6.167310862281253,5.0,New Castle,Female,College,Yes,-0.2531639276853962,Single,38.0,Suburban
49750.515695701484,6.963876639284247,3.0,London,Female,College,Yes,-0.33583025626068985,Single,52.0,Urban
32896.60318802039,4.204195398357486,2.0,New Castle,Female,College,No,-0.3803626689205193,Married,53.0,Rural
60970.058247867186,6.098591910318883,3.0,New Castle,Male,High School,No,0.09807583566304218,Married,44.0,Urban
54982.27465004987,5.589363157849366,4.0,London,Male,High School,No,-0.29688291965828406,Single,60.0,Suburban
38814.398064492416,6.595440828579942,4.0,London,Female,Graduate School,Yes,0.2701913165688294,Single,52.0,Urban
50490.14986938405,6.208958580295587,6.0,Manchester,Female,Graduate School,Yes,0.2809963575111299,Married,58.0,Urban
51459.16698342505,6.274686118076241,5.0,London,Female,College,Yes,0.1236725088393904,Single,54.0,Rural
43030.988140379355,2.4740070956344598,5.0,New Castle,Female,Graduate School,No,-0.7035360597304522,Married,44.0,Rural
81155.99484854529,6.1965811994481665,4.0,New Castle,Female,High School,No,-0.18504212518240143,Single,35.0,Suburban
79795.88693352371,3.917446680759129,6.0,New Castle,Male,Graduate School,Yes,0.03775013976674427,Divorced,76.0,Suburban
64734.42282210775,5.9570049153642355,9.0,Manchester,Male,Graduate School,Yes,0.3634228770061798,Married,60.0,Urban
44279.773314520535,4.620390285781239,5.0,New Castle,Female,College,No,-0.11938710192329276,Divorced,53.0,Rural
52890.87752072007,7.824630514851228,6.0,London,Female,Graduate School,Yes,-0.09359873167378178,Single,64.0,Urban
60149.62810497858,6.095196865691475,1.0,London,Female,High School,No,0.746724082502059,Married,50.0,Rural
67090.04324366896,5.735111603924387,7.0,Manchester,Male,College,Yes,0.6227746782309371,Single,46.0,Suburban
50664.35106983469,6.171543914651693,3.0,New Castle,Male,College,Yes,-0.1650970674509246,Single,34.0,Rural
44924.08644930746,5.989435759835134,4.0,New Castle,Female,Graduate School,Yes,0.09118805008223724,Divorced,66.0,Urban
47840.024993012354,3.9847388938175703,6.0,Manchester,Male,High School,No,-1.0681689255859461,Married,50.0,Rural
40312.30879042297,6.061933547427065,6.0,Manchester,Male,College,Yes,0.42115345374465984,Divorced,41.0,Urban
32069.32685057982,6.579589157626602,3.0,New Castle,Male,High School,Yes,0.08879411778294466,Married,52.0,Rural
62356.421824284145,6.3143119073159,,Manchester,Male,High School,No,-0.00010230693885091013,Married,54.0,Suburban
29960.784448003804,3.2481442255867705,5.0,Manchester,Male,Graduate School,No,-0.9533270062051115,Married,41.0,Rural
64970.550697444414,6.2829943063456,5.0,London,Male,Graduate School,No,0.34402025943352565,Married,50.0,Rural
72454.04827677281,6.3377156819755225,6.0,Manchester,Female,High School,Yes,0.4124389857986567,Single,54.0,Urban
51580.927076737884,3.6412544397779305,3.0,,Female,College,No,0.2806500997387669,Married,64.0,Rural
58283.8776350767,6.012497975110111,6.0,New Castle,Female,College,Yes,0.4977493986083481,Divorced,48.0,Urban
46336.728632594015,4.5617625257317185,2.0,Manchester,Female,College,No,-0.3644184875573286,Single,37.0,Rural
44627.96545207717,5.443587605509381,4.0,Manchester,Female,High School,No,0.18391198997913655,Married,62.0,Rural
36861.496584475084,3.9594262922451886,3.0,London,Male,Graduate School,No,0.14482211496973885,Married,43.0,Suburban
41252.00185632567,5.121346366818636,6.0,New Castle,Female,High School,Yes,,Divorced,43.0,Urban
46991.345254793894,4.46086738682893,4.0,New Castle,Female,Graduate School,No,0.008643762820055578,Married,43.0,Rural
53988.453988156594,,4.0,London,Female,High School,Yes,-0.3565215009616829,Divorced,56.0,Suburban
39121.36690471779,5.788036069588963,4.0,New Castle,Male,High School,No,-0.15443787510453097,Divorced,41.0,Rural
56415.25598471408,5.580413674366933,4.0,New Castle,Male,Graduate School,Yes,-0.06524133618981155,Divorced,34.0,Urban
26343.527334401137,6.997144843854667,1.0,Manchester,Female,High School,Yes,0.43074863440179345,Divorced,64.0,Urban
67071.50161208629,6.183490895142586,5.0,New Castle,Female,Graduate School,Yes,-0.30233457725681623,Single,35.0,Urban
41487.75267284793,8.91873232443881,3.0,Manchester,Female,Graduate School,Yes,-0.7291348298469521,Divorced,49.0,Urban
40766.19587006147,6.596016288262764,3.0,London,Female,College,Yes,0.551258050807658,Divorced,56.0,Urban
49921.297736385335,6.129611185540634,3.0,Manchester,Female,Graduate School,Yes,-0.0010585696978493986,Single,55.0,Urban
48169.653492232894,7.724669921054658,4.0,Manchester,Female,College,Yes,-0.23318488863530978,Divorced,55.0,Urban
69049.56457618545,7.698205271261387,7.0,Manchester,Male,Graduate School,Yes,-0.22660825928495865,Married,54.0,Suburban
65111.29752390358,5.328103152787563,6.0,Manchester,Female,College,Yes,0.142768683174763,Married,60.0,Urban
59762.63162515875,6.220968720907053,8.0,Manchester,Male,High School,Yes,0.7961575055721636,Divorced,52.0,Urban
62706.79390525943,5.3837925838760565,5.0,London,Female,High School,No,-0.10845323802119147,Divorced,55.0,Rural
45072.95297877925,5.639520190960706,5.0,Manchester,Male,Graduate School,Yes,0.5951798782823832,Divorced,46.0,Suburban
57176.864761892575,6.482671828551895,6.0,New Castle,Female,Graduate School,Yes,-0.320587805992385,Single,46.0,Urban
55913.56929093549,5.1219451749138285,4.0,London,Female,High School,Yes,-0.16041482114492514,Divorced,55.0,Urban
51532.56965121832,3.545444608002935,4.0,Manchester,Male,College,No,-0.38944393566869995,Divorced,52.0,Rural
51500.33159807934,4.989615022896375,4.0,,Male,College,No,-0.1601506342879759,Single,46.0,Suburban
59610.2551824348,4.003607982133001,3.0,New Castle,Female,High School,No,0.12622187694568487,Single,55.0,Rural
59357.28595678124,5.372677625897426,6.0,Manchester,Female,College,Yes,0.08315548721445704,Divorced,58.0,Urban
65851.27795422482,5.5562584346565655,7.0,Manchester,Male,Graduate School,Yes,-0.25078102192422674,Divorced,40.0,Urban
57243.04823998407,6.736316765713794,4.0,New Castle,Female,Graduate School,Yes,-0.4681997894280887,Married,50.0,Suburban
42465.87993103835,,5.0,New Castle,Female,Graduate School,,0.17171244798671914,Single,47.0,Suburban
56724.0892284413,7.1335276253521736,4.0,Manchester,Male,High School,Yes,-0.1296864119060927,Divorced,50.0,Urban
63117.702058607014,5.595370032607975,4.0,London,Male,Graduate School,No,-0.14469593163739475,Divorced,56.0,Rural
43333.13785297147,4.967234935063221,3.0,London,,,No,0.4878237888410283,Married,43.0,Rural
72822.82597023086,6.286358741886801,2.0,New Castle,Female,Graduate School,No,0.2953909060384634,Married,31.0,Rural
41169.34686997777,5.5190301822609005,4.0,Manchester,Female,College,No,0.3866843245755086,Divorced,52.0,Rural
43643.34382416161,5.71772677568568,4.0,London,Female,High School,Yes,0.47654566218160777,Single,53.0,Urban
67684.66649668157,5.870320781692811,4.0,Manchester,Male,Graduate School,No,0.08974075948474614,Divorced,48.0,Urban
67178.93183404501,4.684007155451002,5.0,London,Female,College,Yes,0.6741530060008993,Divorced,36.0,Urban
68844.55408614855,6.746036586258628,5.0,Manchester,Male,Graduate School,Yes,-0.3275266561973559,Divorced,45.0,Urban
52520.349075709826,5.681604187963824,7.0,,Female,High School,Yes,-0.1973520166121114,Divorced,61.0,Urban
57130.00512500114,5.117669351351318,3.0,New Castle,Female,High School,No,-0.3085547912277899,Divorced,59.0,Rural
52713.91035975494,6.499546215541951,4.0,New Castle,Female,High School,Yes,-0.5436210560522059,Single,41.0,Suburban
42704.979249215285,4.883308417301674,5.0,London,Female,Graduate School,Yes,0.8188817226401364,Divorced,47.0,Urban
53244.26672407176,5.208510101788801,3.0,London,Male,Graduate School,Yes,-0.19281496662848724,Divorced,62.0,Urban
48279.668411148676,4.580839861675029,4.0,London,Male,College,No,-0.15837355414441212,Married,56.0,Suburban
60722.983579292915,4.281470273128134,8.0,London,Female,High School,Yes,1.0391084260327421,Single,38.0,Urban
36275.566282333624,3.4765943504480603,4.0,Manchester,Female,High School,No,-0.03200245161954421,Married,48.0,Rural
56318.60200957556,4.247947844713242,3.0,Manchester,Female,College,No,0.1286194073309342,Divorced,52.0,Rural
51463.67687866583,,3.0,New Castle,Female,Graduate School,No,-0.13425240130757815,Married,60.0,Rural
40372.132312007336,5.7605780451199315,5.0,London,Male,Graduate School,Yes,-0.133123436801876,Divorced,54.0,Rural
59814.6760048668,7.791932064063937,6.0,Manchester,Female,High School,Yes,-0.1648729005276906,Divorced,46.0,Suburban
52291.2029156352,7.222664239239769,5.0,New Castle,Female,Graduate School,Yes,-0.21228036694407112,Divorced,38.0,Urban
89258.17850387972,3.3867797042981356,8.0,New Castle,Female,Graduate School,Yes,0.14777263914594574,Divorced,34.0,Urban
49018.759811257565,4.46754234371161,2.0,Manchester,Male,College,Yes,-0.06407070101243756,Divorced,32.0,Suburban
43334.81281259218,7.0546947471203,2.0,London,Female,Graduate School,Yes,-0.6455298418060661,Divorced,54.0,Urban
46758.64642001561,6.192070190537235,5.0,London,Male,High School,Yes,-0.041398068204741845,Married,58.0,Urban
38430.17839678601,4.405050815006403,4.0,Manchester,Male,Graduate School,No,0.05864802631194216,Divorced,53.0,Rural
53266.96737636348,7.529575283174077,4.0,London,Male,Graduate School,Yes,-0.26120664119785,Single,51.0,Suburban
60252.939104642435,5.15293851930111,4.0,New Castle,Male,College,Yes,-0.014854572853805287,,38.0,Urban
37610.64585912328,6.458887313254642,3.0,Manchester,Female,Graduate School,Yes,-0.15112443802283415,Single,46.0,Urban
55906.87723584892,2.893543488454588,4.0,Manchester,Female,High School,No,-0.24624814508013762,Married,50.0,Suburban
60053.32705388035,4.961600122314825,6.0,Manchester,Female,Graduate School,Yes,0.02050197410396601,Divorced,53.0,Urban
38551.09789554704,7.75771693490798,5.0,New Castle,Male,College,Yes,-0.3593478770034353,Single,35.0,Urban
46156.20110538031,6.859149079490861,4.0,New Castle,Female,High School,Yes,-0.5179425939795964,Single,49.0,Urban
51701.437753365986,6.175960174533011,7.0,Manchester,Male,High School,Yes,,Divorced,52.0,Suburban
46824.46419233471,3.2791950312298037,2.0,,Male,Graduate School,No,0.11812051160978865,Married,55.0,Rural
35923.94047966902,4.884802034178485,3.0,New Castle,Male,Graduate School,Yes,0.4397847106703612,Single,38.0,Suburban
43034.76200976368,3.217016459232301,3.0,Manchester,Male,Graduate School,No,-0.2482490878168248,Married,37.0,Suburban
64117.43678881121,5.863651656137806,4.0,Manchester,Male,High School,Yes,-0.46275770305234365,Divorced,52.0,Urban
74745.02264559997,5.51954748455898,3.0,London,Male,College,No,0.1953184506505381,Married,56.0,Rural
58684.618235729125,6.22055735146608,4.0,London,Female,Graduate School,No,0.057192280908135135,Married,50.0,Suburban
45447.93157777799,4.319242779832619,3.0,New Castle,Male,High School,No,0.1748850875971238,Single,49.0,Rural
50937.06113389756,4.730281778316531,3.0,New Castle,Female,Graduate School,No,-0.10122654585758532,Single,46.0,Suburban
86426.37197674056,6.663566575051001,2.0,London,Male,Graduate School,No,0.40971783955103713,Married,47.0,Suburban
,5.138484932562531,5.0,Manchester,Female,Graduate School,Yes,-0.03828019424779727,Single,45.0,Urban
46887.43724689374,6.612113363358187,6.0,Manchester,,Graduate School,Yes,0.2932847688385869,Divorced,54.0,Urban
49027.15963585587,6.546529680843298,3.0,New Castle,Male,High School,Yes,-0.8828746615249032,Divorced,64.0,Urban
76421.0097259953,7.044539968431055,1.0,London,Female,High School,No,0.42010423554996856,Married,58.0,Rural
,3.6793951620242566,4.0,New Castle,Female,Graduate School,No,-0.30529407416344834,Divorced,35.0,Urban
60137.36464349784,4.566656924246586,6.0,New Castle,Male,College,Yes,-0.08664893875212754,Single,51.0,Suburban
44536.26498884417,4.704414168637388,3.0,New Castle,Female,College,No,0.45234355728793385,Divorced,48.0,Rural
36157.9761825569,,4.0,Manchester,Female,College,No,0.12856845223962993,Married,61.0,Rural
38806.668441484435,4.036677530307969,4.0,London,Female,High School,No,-0.02331741518492514,Divorced,47.0,Rural
63098.846930343,5.344039687071988,5.0,New Castle,Male,High School,Yes,-0.3051168273117748,Married,51.0,Urban
