Location Code,Annual Income,Years after high school graduation,Marital Status,Sex,Renew,Brand Loyalty,Hours Online,Years subscribed,City,Education Level
Urban,36323.331929353626,13.0,Divorced,Female,Yes,-0.44075939928475283,4.902154648053143,2.0,Khon Kaen,Graduate School
Suburban,43852.98776399553,34.0,Divorced,Male,No,-0.22412646483159113,5.901224412206622,7.0,Mahasarakam,College
Urban,27150.8897629015,28.0,Divorced,Female,Yes,0.4327569737823376,3.531282792257202,1.0,,Graduate School
,54907.00727061449,27.0,Divorced,Male,No,-0.03282768504481337,3.712096742256983,2.0,Udon,College
Suburban,43909.13715249572,46.0,Single,Female,Yes,0.7066145931590676,5.929397075850992,4.0,Khon Kaen,College
Rural,74108.49118221691,27.0,Single,Female,No,0.24871987349715846,3.3303697620947785,8.0,Mahasarakam,Graduate School
Urban,31479.436474525806,30.0,Divorced,Male,Yes,0.1483649745973415,4.15894362952165,2.0,Mahasarakam,Graduate School
Suburban,54161.789363143784,43.0,Married,Female,,-0.15977099598547714,3.4210516848004904,5.0,Mahasarakam,Graduate School
Rural,76166.7650967374,23.0,Single,Male,No,0.1418430687813964,4.986979576538352,5.0,Mahasarakam,College
Suburban,41475.24406594466,18.0,Single,,Yes,-0.028618996503939925,5.179292338953418,2.0,Mahasarakam,High School
Rural,45138.50958917029,32.0,Married,Female,No,-0.5055731219839538,3.4332700742024382,3.0,Udon,College
Rural,50217.66994324191,31.0,Divorced,Female,No,-0.16691293144395394,5.826322048461696,5.0,Udon,Graduate School
Urban,31702.17701739829,25.0,Married,Male,Yes,0.8986291197619571,4.092501749367534,2.0,Mahasarakam,High School
Rural,39040.73398383251,40.0,Single,Female,No,-0.19500894219914403,4.169172750635637,4.0,Khon Kaen,High School
Urban,33177.4245790613,14.0,Single,Male,Yes,0.02632787161469946,5.966014296329674,3.0,Khon Kaen,High School
Suburban,31459.65804250366,32.0,Married,Female,No,0.2828648021138557,3.897997685565167,4.0,Khon Kaen,College
Suburban,62367.545581342136,18.0,Married,Male,Yes,-0.5277884221536087,8.19736911762586,5.0,Mahasarakam,Graduate School
Suburban,60461.66588280992,38.0,Married,Male,Yes,-0.571769263694841,7.625318642655108,6.0,Udon,High School
Rural,67209.78579787168,33.0,Married,Male,No,0.4565062119042306,2.2346693751834357,5.0,Khon Kaen,Graduate School
Urban,44562.40182091472,34.0,Divorced,Male,Yes,,4.641144159226253,3.0,Mahasarakam,Graduate School
Suburban,78279.82296207547,34.0,Divorced,Female,No,0.48629920731560305,4.546548192676682,3.0,Udon,Graduate School
Suburban,55934.89995483407,35.0,Single,Female,No,0.057019629790338255,3.669226978738301,6.0,Mahasarakam,College
Rural,71307.75028662752,27.0,Single,Male,No,0.09606684881444183,4.044691173697382,4.0,Mahasarakam,High School
Suburban,37574.98822174871,32.0,Married,Female,No,-0.009042756491115633,4.3582262534623375,8.0,Udon,High School
,45970.51554388986,26.0,Married,Male,No,-0.6231050864379946,6.614823905713129,3.0,Udon,High School
Urban,51543.94954167661,41.0,Divorced,Male,Yes,-0.16874949534642017,5.105854222654797,2.0,Mahasarakam,Graduate School
Urban,29587.58974205444,20.0,Single,Female,Yes,0.2366469369058552,3.7026242424168743,1.0,Khon Kaen,High School
Rural,56740.3110888519,30.0,Married,Female,No,0.0648295593362676,4.973851360796213,4.0,Udon,Graduate School
Urban,25033.5049015586,38.0,Divorced,Male,Yes,0.2519032223555377,3.7961180742279734,2.0,Khon Kaen,College
Rural,50033.35537657132,13.0,,Male,,-0.15312884642554975,7.277513895960812,4.0,Udon,High School
Urban,49668.94054894376,21.0,Single,Male,Yes,-0.19191138167858865,5.004668545266397,3.0,Mahasarakam,Graduate School
Suburban,61129.124822677426,35.0,Married,Male,No,0.125006120174872,4.507984806929035,6.0,Khon Kaen,High School
Rural,75038.25041928956,26.0,Married,Female,No,1.2474894048573841,1.0,2.0,Udon,High School
Suburban,34745.24721072991,32.0,Divorced,Female,Yes,-0.48820423923011963,4.681003009664355,3.0,Mahasarakam,High School
Rural,42259.45594012127,44.0,Married,Female,Yes,0.5519463876639447,5.909822278356684,2.0,Khon Kaen,Graduate School
Urban,46692.87608983014,29.0,Single,Male,Yes,0.5125612718054265,5.542475480023029,2.0,Mahasarakam,High School
Urban,66020.06408359161,40.0,Single,Male,Yes,-0.7968656969336384,7.669084654027305,5.0,Mahasarakam,High School
Urban,,36.0,Divorced,Female,Yes,-0.3363907690668355,6.207198164346786,1.0,Udon,College
Suburban,83993.43538366674,42.0,Single,Male,No,0.6878150368444618,3.7485123908123494,5.0,Udon,College
Urban,49489.835208153265,23.0,Married,Female,Yes,0.18344719659350317,4.954612810790647,4.0,Mahasarakam,High School
Rural,39432.41220781026,13.0,Married,Female,No,0.2560871398774969,5.456843115454384,4.0,Udon,High School
Rural,74793.66734703908,31.0,,Male,No,-0.20537649646938316,4.166575816512786,5.0,Khon Kaen,High School
Suburban,68937.26260419923,27.0,Divorced,Male,Yes,-0.42688749774645224,3.4345301947838296,5.0,Mahasarakam,High School
Urban,56500.61048424529,33.0,Divorced,Female,Yes,-0.37634323171296735,7.870133385340191,4.0,Khon Kaen,College
Rural,62253.31695643482,27.0,Married,Male,No,-0.2298650119724092,4.035535256193227,3.0,Udon,High School
Rural,55556.979061946775,25.0,Married,Female,No,,3.8409997771425615,3.0,Udon,High School
Rural,54134.372893060194,42.0,Single,Male,No,0.09811411291317362,4.675328374503134,3.0,Udon,College
Suburban,35308.989917367864,36.0,Married,Male,No,-0.22210495965564064,5.911539617558307,4.0,Udon,Graduate School
Urban,27630.030717217614,35.0,Divorced,,Yes,0.5594355038834542,4.8323101046476795,1.0,Mahasarakam,High School
Urban,57234.07590281896,39.0,Divorced,Female,Yes,-0.10822934978982304,6.174825022202097,3.0,Khon Kaen,College
Suburban,38568.94777327936,35.0,Married,Male,Yes,0.16277283398357562,4.568052280482823,4.0,Mahasarakam,College
Rural,41224.14293076215,37.0,Divorced,Female,Yes,0.30357785848473207,6.319538655821254,2.0,Khon Kaen,College
Rural,56263.31548302408,31.0,Divorced,Male,Yes,0.2133068251716856,,4.0,Mahasarakam,Graduate School
Urban,26122.407544873222,38.0,Single,Female,Yes,1.3215418562674068,3.035815908583983,2.0,Khon Kaen,College
Suburban,35542.98424423323,9.0,Single,Male,Yes,-0.2855062989917091,6.302027639880474,,Khon Kaen,High School
Rural,75789.79004238278,32.0,Married,Male,No,0.12620153761527964,5.424566636992381,4.0,Udon,High School
Rural,42265.644606268455,27.0,Married,Female,No,0.6569069851072334,5.766987035360781,,Udon,High School
Suburban,34984.469617091134,34.0,Single,Female,Yes,0.49187866075920994,4.625561935903759,2.0,Khon Kaen,Graduate School
Urban,22339.59390182526,28.0,Divorced,Male,Yes,0.7505353048994864,4.430624284605004,2.0,Mahasarakam,High School
Urban,43080.45351816762,28.0,Divorced,Female,Yes,-0.09154568894541189,4.963590330182736,2.0,Udon,Graduate School
Urban,51443.25161850653,26.0,Divorced,Female,Yes,0.012097716431332034,5.980134581410287,3.0,Udon,College
Urban,42303.18903966957,26.0,Single,,Yes,-0.24342314837018425,5.4395477725041514,2.0,Mahasarakam,Graduate School
Suburban,62544.75970556968,17.0,Divorced,Female,Yes,-0.3318343031164613,7.13374593431313,5.0,Udon,Graduate School
Rural,67562.6656897417,29.0,Divorced,Female,No,-0.10743358195121946,5.295822496363565,4.0,Mahasarakam,College
Rural,42868.92774478067,34.0,Single,Female,Yes,-0.1843659494778223,6.0020965683185565,3.0,Mahasarakam,High School
Suburban,31358.854930229158,43.0,Single,,Yes,0.35244507197005903,5.6497272149405156,2.0,Udon,High School
Urban,54032.34159575039,33.0,Divorced,Male,No,-0.020170428396807438,4.869334112284626,5.0,Khon Kaen,College
Rural,53238.071121333436,50.0,Divorced,Male,No,0.11621235981493555,5.3057303545954175,6.0,Mahasarakam,Graduate School
,56055.03913874146,37.0,Married,Male,No,0.011163518007113904,4.110151292686899,4.0,Mahasarakam,College
Rural,47157.0320757848,28.0,Married,Female,No,-0.326422593161138,5.092658847452974,5.0,Khon Kaen,Graduate School
Urban,40641.50808998075,52.0,Divorced,Female,Yes,-0.012962803848701965,4.818592219291625,4.0,Udon,Graduate School
Suburban,54814.32036526616,27.0,Divorced,Female,Yes,-0.41583396078373025,6.254990391148197,4.0,Khon Kaen,Graduate School
Suburban,45689.36952112369,30.0,Married,Male,Yes,0.6175017689797031,4.7470343589426065,,,High School
Rural,54825.64459530414,37.0,Married,Male,No,,3.670253677354339,3.0,Khon Kaen,College
Urban,59464.106051386705,33.0,Single,Female,Yes,0.03371720657958058,6.361063054566983,4.0,Khon Kaen,Graduate School
Suburban,79731.8282273792,38.0,Married,Male,No,-0.31192613843753164,3.6402668224949712,5.0,Mahasarakam,College
Suburban,51348.55516568842,28.0,Divorced,Female,Yes,-0.6010949119611209,7.174843392529962,4.0,Khon Kaen,Graduate School
Suburban,55684.527615928826,38.0,Married,Female,No,0.06724645269477139,3.5509544328813467,6.0,Khon Kaen,Graduate School
Suburban,39985.33896645827,38.0,Divorced,Male,Yes,0.21189969430118122,6.1441992334730475,3.0,Mahasarakam,Graduate School
Rural,73042.91898832915,38.0,Single,Male,No,0.3171752969366332,5.06885771365648,4.0,Mahasarakam,College
Urban,49526.85832290395,39.0,Divorced,Male,Yes,-0.5608539339671251,6.055113190509049,5.0,Khon Kaen,High School
Rural,73622.73987996904,41.0,Married,Male,No,-0.06325638337231386,3.5102473603125075,6.0,Udon,High School
Rural,50103.421206022336,26.0,Married,Female,No,0.05833686338798738,7.0391363119309895,4.0,Mahasarakam,High School
Suburban,52704.78538388878,37.0,Married,Female,No,0.3088638541899679,2.8540709162449724,4.0,Khon Kaen,Graduate School
Urban,38322.37348124972,28.0,Married,Female,Yes,0.4373909529397665,4.884616554024955,3.0,Udon,Graduate School
Urban,57491.91826784851,42.0,Divorced,Male,Yes,-0.28878844293710587,7.084551518198251,4.0,Mahasarakam,High School
Suburban,80710.93561119029,45.0,Married,Male,Yes,-0.7353631416182003,8.137390994314135,6.0,Mahasarakam,High School
Rural,46699.70154553852,36.0,Divorced,Male,Yes,-0.15097626625839985,4.750484527116195,3.0,Mahasarakam,College
Suburban,35645.018274866095,29.0,,Female,Yes,-0.21371261590746773,5.920762210422701,2.0,Udon,Graduate School
Suburban,45281.51889524792,43.0,Married,Female,No,-0.2295953556360374,5.163591830329669,6.0,Mahasarakam,High School
Rural,71246.33648112798,38.0,Single,Male,No,1.0027501935275904,4.08589184308815,1.0,Udon,High School
Urban,54045.15505949851,35.0,Married,Female,Yes,0.01850592472226914,7.384609429231096,4.0,Mahasarakam,Graduate School
Urban,35551.40727774599,41.0,Divorced,Female,Yes,-0.021921275841409044,4.804254947748394,1.0,Udon,Graduate School
Suburban,34807.32779667372,29.0,Divorced,Female,Yes,0.5333730191104266,4.808055433313448,2.0,Udon,College
Suburban,60723.85273806003,34.0,Married,Male,No,0.7913048118790286,6.113152144079323,4.0,Mahasarakam,Graduate School
Urban,41562.35209092573,47.0,Divorced,Male,Yes,0.7116453454739429,5.0485643988315,4.0,Udon,High School
Urban,29071.34502257339,37.0,Single,Male,Yes,0.6092409424973753,3.6828287228334156,3.0,Mahasarakam,College
Rural,77142.1135750087,25.0,Divorced,,No,0.07347325785913711,4.9493048564832165,6.0,,Graduate School
Rural,49223.8932864851,41.0,Married,Male,No,-0.39436461253731736,6.721643256475015,5.0,Khon Kaen,College
Rural,49124.51370591162,45.0,Married,Male,Yes,0.19949541986790392,6.44274299722087,4.0,Udon,College
Urban,41984.26892739734,36.0,Single,Male,Yes,0.04601031815732312,6.033052202264423,4.0,Udon,High School
Urban,36497.0245938694,21.0,Divorced,Female,Yes,0.482985792368565,5.745759331678627,3.0,Udon,High School
Rural,56156.46903704852,27.0,Divorced,Male,No,0.566543932427598,3.029575839777282,4.0,Mahasarakam,Graduate School
Rural,59433.10959073399,42.0,Married,Male,No,0.41194814619649667,5.556748736849401,3.0,Mahasarakam,Graduate School
Rural,52035.94596045767,32.0,Single,Female,No,-0.045220708362794154,4.53423118361799,5.0,Udon,Graduate School
Suburban,38631.30615223943,26.0,Divorced,Male,Yes,0.1825044575403324,5.751834325488581,2.0,Khon Kaen,College
Rural,72485.53530493117,32.0,Married,Female,No,0.4323073567556446,4.529232621585868,4.0,Mahasarakam,Graduate School
Rural,45415.19345116611,32.0,Single,Female,No,-0.34115583487451695,5.220510670063808,4.0,Mahasarakam,Graduate School
Rural,41659.16163509908,36.0,Single,,No,0.03586257185648345,3.566725842057855,4.0,Udon,High School
Rural,32870.15946887505,26.0,Divorced,Female,Yes,0.5063239012185551,4.9490057163930805,3.0,Udon,Graduate School
Suburban,29541.251010721593,16.0,Divorced,Female,Yes,0.23515646762575876,4.56736702479697,2.0,Udon,Graduate School
Rural,41594.834354822764,35.0,Married,Male,No,-0.40735968901426994,5.360982270781376,4.0,Udon,Graduate School
Urban,48993.53717097561,31.0,Divorced,Female,Yes,-0.029400498610105713,6.767407423684763,4.0,Khon Kaen,College
Suburban,59551.956208270305,26.0,Divorced,Male,Yes,-0.47550190080002835,7.045132374790618,3.0,Mahasarakam,College
Urban,36733.12474608861,37.0,Single,Female,Yes,0.32152704169151164,5.09518797122686,3.0,Udon,High School
Rural,57221.29673050566,47.0,Married,Male,No,-0.04977920394844401,5.417048560357713,8.0,Mahasarakam,High School
Rural,55438.01706398599,28.0,Married,Male,No,-0.1376222145592514,7.790256341931111,5.0,Khon Kaen,High School
Rural,34520.72469810104,,Divorced,Female,Yes,0.010307762209101207,4.440810145936219,1.0,Khon Kaen,College
Suburban,42994.13451289181,31.0,Divorced,Male,Yes,0.3347566319981816,5.608280201355945,4.0,Mahasarakam,Graduate School
Urban,47524.16935998551,46.0,Divorced,Male,Yes,-0.13014875954165261,6.039790120446862,3.0,Mahasarakam,High School
Suburban,65608.54317217582,37.0,Married,Female,No,0.9313920565482172,4.330055168606052,3.0,Mahasarakam,High School
Rural,50771.01516885071,44.0,Married,Male,Yes,0.2773612729951988,6.471621824156595,4.0,Mahasarakam,Graduate School
Urban,44890.29270857883,25.0,Single,Male,Yes,-0.5012898182455086,6.123700894589161,3.0,Mahasarakam,Graduate School
Rural,76447.89573443314,39.0,Married,Male,No,0.5041602981134461,2.6880144984991157,4.0,Mahasarakam,College
Rural,66001.67328512389,27.0,Married,Female,No,0.8127999436932953,2.123863966488583,5.0,Mahasarakam,High School
Urban,38750.15064942575,20.0,Single,Female,Yes,0.26437281789122963,5.386741000010114,2.0,Udon,Graduate School
Urban,62641.18903760624,41.0,Divorced,Female,Yes,-0.3289878734421341,7.32228806713416,4.0,Mahasarakam,College
Rural,52391.86037619688,22.0,Married,Male,No,0.0371724904232055,5.095783106565493,1.0,Khon Kaen,High School
Suburban,,30.0,Divorced,Male,Yes,-0.13095782470796405,6.424769912624684,4.0,Udon,High School
Urban,48785.33865638493,28.0,Single,Male,Yes,-0.45963682154374513,6.224743762829996,3.0,Mahasarakam,Graduate School
Rural,38648.31016672516,24.0,Married,Male,No,0.07395684120928508,6.5624050870232065,4.0,Khon Kaen,College
Urban,44142.720247401965,26.0,Divorced,Male,Yes,0.4661974581348257,4.736556818620377,2.0,Khon Kaen,College
Urban,54324.20057604455,34.0,Single,Female,Yes,0.00011646094981832,6.106261277099478,5.0,,College
Urban,47147.566020773855,38.0,Divorced,Male,Yes,-0.09778717579005375,7.0935374990897975,4.0,Mahasarakam,High School
Urban,25671.828318672673,28.0,Divorced,Female,Yes,1.028479834264323,5.044560405438042,2.0,Udon,College
Rural,58342.260207679756,22.0,Married,,No,0.7889281499206366,4.408791227950033,3.0,Mahasarakam,High School
Urban,40195.376631760315,30.0,Divorced,Male,Yes,,5.764282639313248,1.0,Udon,Graduate School
Rural,63598.751578130614,41.0,Divorced,Male,No,0.30863323740340953,3.4425041308133193,5.0,Mahasarakam,Graduate School
Rural,69909.13050732657,29.0,Divorced,Male,No,-0.3619950477323175,3.4259897797095715,7.0,Mahasarakam,High School
Urban,36247.27412669221,42.0,Divorced,Female,Yes,0.3682549711979357,4.160481511904794,2.0,Udon,College
Rural,50947.09821951781,24.0,Single,,Yes,0.29606352239290473,5.912954355474891,5.0,Udon,High School
Suburban,78767.77390675867,31.0,Divorced,Male,No,0.20446307959744375,4.223443803156342,6.0,Udon,High School
Rural,35791.04404404869,36.0,Divorced,Male,Yes,-0.17083573868284718,5.516758926761787,2.0,Udon,High School
Rural,64763.47739072497,30.0,Single,Male,No,0.2744965750217242,5.309850384760901,3.0,Udon,Graduate School
Urban,58133.18100515388,35.0,Divorced,Female,Yes,-0.8774498979670224,6.640046613870187,3.0,Udon,College
Urban,48366.33600368727,41.0,Divorced,Female,Yes,-0.1887517042970476,7.334648811339676,4.0,Udon,Graduate School
Suburban,28336.134724804393,50.0,Divorced,Female,Yes,0.6536661740424597,4.619827385991542,2.0,Mahasarakam,College
Rural,56444.53138857513,34.0,Divorced,Male,No,0.4389947303584134,3.283459383077477,4.0,Mahasarakam,Graduate School
Urban,67959.11030858761,17.0,Divorced,Male,No,-0.043190823011779456,5.259242017900333,5.0,Khon Kaen,College
Urban,63398.93563394259,,Single,Male,No,0.2628814691010938,3.353680422835109,2.0,Khon Kaen,High School
Urban,35311.40974517624,46.0,Married,Male,Yes,,5.589346709039996,1.0,Udon,High School
Urban,63014.59436047543,34.0,Married,Male,No,0.34129399216049017,6.050220176942307,4.0,Udon,High School
Suburban,35551.88919257956,29.0,Divorced,Male,Yes,0.27933829809514105,5.240061796142515,2.0,Mahasarakam,High School
Rural,59714.876743965535,37.0,Married,Female,No,0.21184154757398072,4.436105061584774,4.0,Khon Kaen,High School
Rural,27994.63424295484,25.0,Single,Female,No,-0.021253676808850014,3.77983161613074,5.0,Khon Kaen,Graduate School
Urban,29358.42635691916,16.0,Divorced,,Yes,0.5516081412559769,3.7274146844046303,1.0,Mahasarakam,Graduate School
Suburban,43406.91531624028,40.0,Divorced,Male,No,-0.27629108024832916,6.237034132111244,4.0,Mahasarakam,College
Urban,29226.360208938837,17.0,Divorced,Female,Yes,0.432009859307641,4.064967909202764,3.0,Khon Kaen,College
Urban,60964.172014303695,25.0,Divorced,Female,Yes,-0.650220741144283,,5.0,Mahasarakam,High School
Urban,46582.60297868996,43.0,Divorced,Female,Yes,-0.11723077532739057,5.910974429842796,4.0,Mahasarakam,Graduate School
Urban,34892.499591066095,33.0,Divorced,Female,Yes,0.317913716535697,6.028229332456865,3.0,Udon,College
Rural,62433.382593600516,30.0,Divorced,Male,No,0.02423183820103811,5.1968039754967785,6.0,Udon,Graduate School
Rural,68085.51297239769,,Divorced,Female,No,-0.11378351993332254,4.514485193388587,7.0,Udon,High School
Suburban,55082.24266438392,35.0,Divorced,Female,Yes,0.09313981418383094,6.963298979258553,4.0,Khon Kaen,Graduate School
Rural,48531.477725529825,29.0,Divorced,Male,No,-0.1636704326881727,6.733038214060577,3.0,Khon Kaen,College
Urban,47522.23490466951,33.0,Divorced,Female,Yes,-0.3873466694970124,5.764160345380503,3.0,Mahasarakam,College
Urban,42586.03379533009,45.0,Single,Male,Yes,0.44002191366687626,6.670778364172377,3.0,Khon Kaen,High School
Rural,42515.88475201416,42.0,Divorced,Male,Yes,0.15396814392918434,5.9161988700458625,3.0,Udon,High School
Urban,53856.57901516385,27.0,Single,Male,No,0.036793058516159854,2.553595543593359,7.0,Khon Kaen,College
Suburban,60850.76617920168,31.0,Single,Female,No,-0.3993062930001049,3.7063015449845813,6.0,Khon Kaen,Graduate School
Urban,45482.64098495854,42.0,Single,Male,Yes,-0.15750693362007923,6.186319479496147,3.0,Mahasarakam,Graduate School
Urban,26977.9865610356,17.0,Divorced,Male,Yes,0.1464011769219435,5.975857166486787,3.0,Udon,High School
Urban,45782.92402455377,26.0,Divorced,Male,Yes,-0.6671633684366476,5.763829012727651,4.0,Khon Kaen,Graduate School
Rural,58237.08959818875,33.0,Single,Male,No,0.7931671697236681,1.800885205977714,3.0,Khon Kaen,College
Urban,52272.14599097663,22.0,Divorced,Female,Yes,-0.09806728958685725,6.816539219758937,5.0,Udon,Graduate School
Suburban,42471.482307876075,30.0,Divorced,Female,Yes,-0.38812435006926616,6.4073460755989595,4.0,Udon,High School
Urban,42477.85547764503,52.0,Divorced,Male,Yes,0.01120106277766661,5.258624084190488,2.0,Udon,Graduate School
Rural,38797.17220459672,36.0,Divorced,Female,No,-0.13972152733786034,5.125839984800804,3.0,Khon Kaen,Graduate School
Rural,78505.41453058216,36.0,Divorced,Female,No,-0.14357521660406236,3.9465083878082607,5.0,Khon Kaen,Graduate School
Urban,49123.97906904394,35.0,Single,Male,Yes,-0.1543451129031774,5.967979665131882,3.0,Mahasarakam,High School
Suburban,49139.00491874239,41.0,Single,Male,No,0.1138223862590928,4.084700958485685,10.0,Mahasarakam,College
Urban,58496.760509927844,38.0,Single,Male,No,0.2356311110580706,4.315929988898986,5.0,Udon,High School
Urban,64315.566717005975,14.0,Divorced,Male,Yes,-0.4106035461305596,,4.0,Udon,High School
Rural,54320.46992146393,23.0,Single,Female,No,0.44682416238329214,4.669161771306538,5.0,Mahasarakam,College
Rural,45066.01108076957,25.0,Divorced,Male,No,0.3294234929958064,1.930498064033448,7.0,Udon,Graduate School
Suburban,52292.61005825399,35.0,Married,Female,No,-0.026060649236572753,5.8136373505490955,5.0,Mahasarakam,Graduate School
Urban,58690.426250794684,28.0,Married,Male,No,-0.55143558153394,5.465953409203444,8.0,Mahasarakam,College
Rural,41337.6371822783,34.0,Single,Male,No,-0.20145179931813859,2.6332121657531107,6.0,Khon Kaen,College
,59501.80575868575,12.0,Married,Female,No,-0.3683383941315622,3.3181277114410084,6.0,Udon,Graduate School
Suburban,59862.804926225035,23.0,Single,Male,Yes,-0.69296855161244,7.959663256699578,5.0,Mahasarakam,High School
Urban,30371.21091779553,25.0,Married,Female,No,0.24115288450716804,5.046829125062367,3.0,Khon Kaen,High School
Urban,42822.64995076888,32.0,Single,Male,Yes,0.43232456508787376,5.678673832547465,3.0,Udon,Graduate School
Rural,75808.9263767814,52.0,Divorced,Female,No,0.7927412113572728,3.115271199568729,7.0,Mahasarakam,College
Suburban,65762.78315054963,45.0,Divorced,Female,,0.3424496543748148,6.170418548726452,6.0,Khon Kaen,College
Rural,55088.31694764554,33.0,Married,Female,No,-0.4441833087980266,5.115960318943398,5.0,Udon,Graduate School
Urban,58291.234375891014,41.0,Married,Female,No,0.10617123159824848,2.949107554583773,3.0,Mahasarakam,Graduate School
Rural,56642.453800114454,39.0,Married,Male,No,0.1874505354274731,4.504687929635891,3.0,Khon Kaen,College
Rural,45591.43443680292,30.0,Single,Male,No,0.31086760546799663,5.008569208223161,5.0,Khon Kaen,College
Urban,50190.255377734065,37.0,Married,Female,Yes,0.15399768085286442,6.683075186491611,4.0,Udon,Graduate School
Urban,70465.6802100756,40.0,Single,Male,No,0.369577753095078,5.211958580703237,4.0,Mahasarakam,Graduate School
Urban,51491.96519926227,31.0,Single,Male,Yes,-0.4986956788543051,7.899979745314383,3.0,Udon,College
Urban,50540.26849244418,27.0,Single,Female,Yes,0.28001998531918787,5.421281516337151,4.0,Khon Kaen,High School
Urban,31177.331916848398,42.0,Married,Male,Yes,0.08803133707400601,4.968944520753076,3.0,Khon Kaen,Graduate School
Urban,45188.51680098813,21.0,Married,Male,Yes,0.11401530229567636,7.033676509012745,4.0,Udon,College
Urban,35368.20144672542,37.0,Divorced,Female,Yes,0.2840764764594879,5.60748744443921,1.0,Udon,High School
Suburban,58750.28402581674,30.0,Divorced,Female,Yes,-0.31296611715643297,8.119869225832623,5.0,Mahasarakam,Graduate School
Urban,37248.72334739066,31.0,Single,Male,Yes,0.4270199621418308,6.673744121579242,3.0,Khon Kaen,Graduate School
Suburban,60867.73733505069,42.0,Married,Female,Yes,-0.6058377409290353,6.82731371652118,5.0,Khon Kaen,High School
Urban,48868.25100243363,56.0,Married,Male,Yes,0.03401245665883823,5.651910851276339,3.0,Mahasarakam,Graduate School
Suburban,62282.84359003312,19.0,Divorced,Female,Yes,-0.8216242974124989,7.9869941279635555,5.0,Udon,Graduate School
Urban,40900.48913470279,34.0,Married,Male,Yes,0.09636471160043003,5.6936372730706095,3.0,Udon,College
Urban,42850.955406227884,22.0,Divorced,Female,Yes,0.13908385922719513,5.385951263454853,3.0,Mahasarakam,High School
Rural,62160.5362858394,23.0,Married,Male,No,0.06461207849724004,5.378269536086339,3.0,Mahasarakam,High School
Suburban,36624.818953686714,20.0,Divorced,Female,Yes,0.20772850963567052,,3.0,Mahasarakam,High School
Suburban,68770.70914440116,25.0,Married,Male,No,0.0745304344097395,5.663398588221323,2.0,Mahasarakam,Graduate School
Suburban,40699.007225768895,,Single,Female,Yes,-0.3288138553651856,5.942782155535515,3.0,Mahasarakam,High School
Rural,36032.379757034876,28.0,Divorced,Female,Yes,0.9107169653248588,4.388080428470351,4.0,Mahasarakam,Graduate School
Urban,68157.23733556179,32.0,Divorced,Male,Yes,-0.6746763461728033,8.489042397444797,5.0,Mahasarakam,High School
Suburban,43463.90988888008,20.0,Single,Male,Yes,-0.06340062350882067,5.98356264770915,3.0,Mahasarakam,Graduate School
Rural,68208.50641415738,29.0,Married,Male,No,-0.03579006756363848,5.737230967532188,5.0,Udon,Graduate School
Rural,52632.20296581587,34.0,Married,Male,No,-0.13579691648503078,6.811221623706596,3.0,Khon Kaen,Graduate School
Rural,65480.23974680637,42.0,Married,Female,No,-0.27133993999629086,6.179647448983393,4.0,Mahasarakam,High School
Urban,39554.11052997928,20.0,Single,Female,Yes,-0.1349365508485199,5.885269749211931,3.0,Mahasarakam,High School
,49358.44669275818,26.0,Single,Female,Yes,-0.26716853907195914,6.559900518276049,4.0,Udon,High School
Urban,48974.75349596473,27.0,Single,Male,Yes,0.048485448436348166,5.86666457768168,3.0,Udon,Graduate School
Rural,45678.53596755883,33.0,Divorced,Male,Yes,0.15613020286906382,6.374597009814254,4.0,Mahasarakam,High School
Suburban,44182.491957758626,38.0,Single,Male,No,0.12364564897272001,5.58566452272409,2.0,Udon,Graduate School
Suburban,33070.85760829119,28.0,Married,Male,Yes,0.6798743582078144,4.059882036410087,2.0,Mahasarakam,High School
Rural,44600.796175958196,23.0,,Female,Yes,0.35247288531646714,5.727233433015012,4.0,Khon Kaen,College
Suburban,43076.56838033886,28.0,Divorced,Male,Yes,0.04800621170958183,6.07445337111344,4.0,Udon,College
Suburban,44004.46770872864,20.0,Married,Female,Yes,0.0378079491521465,6.062943645080181,2.0,Mahasarakam,College
Suburban,52354.581136453635,36.0,Single,Male,No,-0.25410455164031376,4.907226397969774,3.0,Mahasarakam,
Rural,49122.3529836848,43.0,Divorced,Female,No,-0.6729033577549606,2.990834310701376,6.0,Khon Kaen,College
Suburban,51328.49033891901,37.0,Divorced,Male,No,-0.5304314123098722,,4.0,Mahasarakam,High School
Urban,35338.26036378351,29.0,Single,Male,Yes,-0.12687803541371612,5.678171428384704,2.0,Udon,College
Urban,35722.03875502735,29.0,Single,Male,Yes,0.13684283305811817,4.185832671783948,2.0,Udon,High School
Rural,38262.48151510652,40.0,Single,Female,Yes,0.17882454905973783,7.13086603452909,3.0,Udon,High School
Urban,38891.976940760986,27.0,,Male,Yes,,4.97988591582792,4.0,Udon,College
Urban,36544.27467809789,33.0,Single,Female,Yes,0.21271147026583387,4.640238220148346,3.0,Udon,College
Urban,51833.09615496661,29.0,Single,Male,Yes,-0.28220467566488694,8.147948573545024,4.0,Khon Kaen,College
Rural,53206.68170894678,41.0,Married,Female,No,-0.31497603479814107,4.075752140370034,4.0,Mahasarakam,College
Suburban,54260.20722472001,35.0,Married,Male,Yes,-0.4523053835188033,6.227918299517812,3.0,Khon Kaen,Graduate School
Urban,56033.54253682392,19.0,Single,Female,Yes,-0.795909418750942,6.792840464189138,4.0,Khon Kaen,College
