Renew,Brand Loyalty,Marital Status,City,Education Level,Age,Gender,Monthly Income,Months after becoming member,Location Code,Active online hours
No,-0.1735631237129328,Divorced,New Castle,High School,42.0,M,5208.690127051477,59.0,Rural,5.152757175222424
Yes,,Divorced,Manchester,College,60.0,F,5907.317431348473,67.0,Urban,5.516376284100025
Yes,0.36760360645687684,Single,Manchester,High School,50.0,F,6931.716613720783,51.0,Suburban,4.667925898784905
Yes,0.14470015057785135,Single,New Castle,College,53.0,F,6886.383433830579,77.0,Suburban,5.338052191072108
No,-0.30636786629397206,Single,New Castle,College,50.0,F,5308.179724513345,32.0,Urban,6.405335320944876
Yes,0.15716770292955956,Single,London,College,57.0,F,,70.0,Suburban,6.888996754997495
No,-0.11931813517278989,Married,New Castle,Graduate School,,M,5426.397226011642,46.0,Urban,7.473602571913858
No,-0.48393613359557874,Married,Manchester,College,38.0,M,6027.209705908598,69.0,Urban,6.710528115186095
Yes,0.26579714827292356,Married,London,Graduate School,55.0,F,4832.544751443135,97.0,Suburban,3.7281738379432574
Yes,-0.9804696868929388,Married,New Castle,College,40.0,F,4070.5901069973897,59.0,Suburban,6.3632111901902455
Yes,0.1856005214780522,Divorced,New Castle,High School,54.0,,6104.3205356830995,48.0,Suburban,6.099480234558922
No,-0.6653956953431774,Divorced,New Castle,Graduate School,45.0,F,,102.0,Suburban,1.0
Yes,0.2641639738241205,Divorced,New Castle,High School,56.0,F,5511.576435926764,72.0,Suburban,4.554263540668687
Yes,-0.3861122628887462,Divorced,London,College,37.0,M,5898.671809079856,56.0,Urban,8.466991610361063
No,0.2858425102041948,Single,New Castle,College,59.0,F,6009.427266796213,77.0,Rural,5.368325306656809
Yes,-0.2860929715058457,Divorced,New Castle,High School,,F,6350.798041336676,64.0,Urban,6.683860357338374
Yes,1.1101228853017746,Divorced,London,Graduate School,45.0,M,,42.0,Urban,5.056953224403979
Yes,0.45899484034063,Married,New Castle,College,45.0,F,6023.468776176385,63.0,Urban,5.713864009270391
Yes,0.30636648599715655,Divorced,Manchester,College,48.0,F,5918.0029918925,38.0,Rural,4.316447453071598
Yes,0.36543235676007035,Single,New Castle,College,42.0,M,5190.398422907145,71.0,Urban,4.810678412826708
Yes,-0.03739569411115673,Divorced,Manchester,High School,43.0,F,5694.32597239088,71.0,Urban,6.165514853588292
Yes,-0.32589228047762053,Divorced,Manchester,College,52.0,F,5872.911595719294,82.0,Suburban,6.247170613247789
Yes,-0.5040416501635736,Married,Manchester,College,52.0,F,6516.210533956797,45.0,Urban,9.800914709798207
Yes,0.765507613635471,Single,New Castle,College,54.0,F,5964.136891841601,57.0,Rural,4.942780874953062
Yes,-0.13008270377331477,Single,Manchester,Graduate School,48.0,M,5532.607651098305,65.0,Suburban,5.980279232525184
No,0.1711299797920912,Single,London,Graduate School,40.0,M,4604.959184359716,65.0,Rural,6.6116590029704785
Yes,0.21012879791017322,Divorced,New Castle,Graduate School,60.0,M,6407.798842779692,88.0,Urban,4.251844403769836
Yes,0.7327835576184225,Divorced,London,Graduate School,44.0,F,6879.647858439689,65.0,Urban,5.078028283468865
No,1.3587482883630246,Divorced,London,,49.0,M,3849.6224280635533,37.0,Rural,6.299369342730458
Yes,0.12071472617874757,Divorced,London,College,47.0,F,7110.046514112742,58.0,Urban,6.87717282705042
No,0.08791815468639835,Married,New Castle,Graduate School,49.0,F,5345.911465756104,50.0,Suburban,5.341353564271412
No,0.9454010880707858,Married,London,College,51.0,M,3840.4068791234986,85.0,Rural,5.007057928252155
Yes,0.17242735224170713,Single,New Castle,Graduate School,47.0,M,6279.97516847241,79.0,Suburban,4.495773456353082
Yes,0.5115539349690366,Divorced,New Castle,High School,49.0,F,5457.642414851528,60.0,Urban,4.560827031643353
Yes,0.3927450420772916,Single,Manchester,High School,37.0,M,7046.927535368391,45.0,Urban,4.7303337237027225
No,0.18210255228859862,Married,London,College,52.0,M,3919.326145202279,40.0,Rural,5.675000025346942
No,0.6382857252890095,Married,London,College,55.0,,4752.307208809049,70.0,Suburban,4.308090895949901
No,-0.007289176172436629,Married,New Castle,Graduate School,39.0,F,6298.322001155162,63.0,Rural,9.546694931049622
Yes,0.11886924899426399,Single,London,,32.0,M,5486.078198299938,65.0,Rural,6.01423198280298
Yes,0.025114885065780357,Divorced,Manchester,College,54.0,F,6314.354692000029,30.0,Suburban,7.42240125274512
Yes,0.5336063521936182,Married,New Castle,High School,53.0,M,4776.249604390053,48.0,Suburban,5.710564794701814
Yes,-0.29906165816620567,Single,London,College,52.0,M,5129.62981791467,73.0,Urban,5.357118393261478
Yes,0.18264881087796653,Single,London,High School,57.0,F,5331.517284409656,82.0,Rural,4.757243761689715
No,0.020117367612922377,Single,London,College,41.0,M,,62.0,Urban,6.6643270748465815
No,0.42719633320318623,Married,New Castle,College,38.0,M,5657.199268302023,65.0,Rural,8.287093347898821
Yes,-0.21874829421172337,Divorced,London,College,50.0,M,5802.638413970422,65.0,Urban,6.99743629540967
Yes,-0.45149464331334355,Single,New Castle,Graduate School,35.0,M,6511.599651183181,39.0,Urban,7.699961638700781
Yes,0.9433252564612721,Married,London,Graduate School,55.0,F,6635.763683674049,36.0,Urban,7.103781797948208
Yes,-0.34072421448671997,Single,London,College,39.0,M,6947.409212027692,64.0,Urban,6.705078693726329
Yes,-0.509987339794178,Single,Manchester,College,60.0,M,5377.40460048926,18.0,Urban,5.386950772085072
No,0.24053235009964313,Married,New Castle,High School,41.0,M,5739.170533104443,59.0,Suburban,7.508048192879773
No,-0.19286994676985225,Married,New Castle,High School,53.0,F,4628.782143159786,61.0,Suburban,5.527895565873984
No,0.4167049349581105,Married,New Castle,College,56.0,F,5365.510718560302,43.0,Urban,4.911765299323219
Yes,-0.5047595082492551,Divorced,New Castle,High School,44.0,M,5477.511023205302,61.0,Urban,8.419398789248136
Yes,-0.049970068119111644,Divorced,London,High School,39.0,F,6040.767517835963,29.0,Urban,7.6715298380423995
Yes,0.572840947642912,Single,Manchester,Graduate School,53.0,F,7250.355461560883,53.0,Urban,6.64738939355513
Yes,0.1114633525027931,Divorced,London,College,37.0,M,5918.811041310558,77.0,Urban,4.929400068903764
No,-0.22972995294975274,Married,London,Graduate School,49.0,F,5349.381778832922,52.0,Rural,6.292025205121323
Yes,-0.9982961326451472,Divorced,New Castle,College,53.0,,3919.245371852826,70.0,Suburban,5.853936630632674
Yes,-0.1535835725395055,Divorced,Manchester,High School,54.0,M,5871.8638174241905,68.0,Urban,6.63300022593412
Yes,-0.3261600046982449,Divorced,New Castle,Graduate School,49.0,F,6706.36761160724,82.0,Urban,6.809386442665735
Yes,-0.0844512187448419,Divorced,London,Graduate School,63.0,M,6446.582820888226,47.0,Urban,6.559267571195024
Yes,0.39323063503185446,Divorced,Manchester,High School,45.0,F,6302.117160367844,58.0,Urban,5.997460432515578
No,0.049193870148207974,Divorced,London,High School,52.0,M,5921.006496611372,56.0,Suburban,7.547822085910541
No,-0.29696604490942846,Married,London,Graduate School,46.0,F,6503.784241270727,68.0,Suburban,7.986412306354666
Yes,0.9818767335672145,Divorced,London,Graduate School,63.0,M,5838.487545356396,80.0,Suburban,6.238386708356429
No,,Divorced,Manchester,High School,45.0,F,6556.997995378242,46.0,Suburban,6.052496365337858
Yes,0.07544842704152399,Single,New Castle,High School,48.0,M,5007.008659541676,66.0,Urban,3.6988263467995783
Yes,-0.38345201452270206,Single,London,College,47.0,F,5595.146780232572,55.0,Suburban,5.487675586104176
Yes,0.18321801676562124,Divorced,London,College,42.0,M,4925.128432333886,49.0,Suburban,4.7498954604279255
,-0.23519474225880066,Divorced,Manchester,College,55.0,F,5768.157672995807,90.0,Suburban,7.304379217531212
Yes,0.3021478807433916,Married,Manchester,Graduate School,44.0,M,6586.143688880032,75.0,Suburban,5.244317897050724
Yes,0.8052037192724371,Single,Manchester,High School,37.0,M,6343.763072589824,,Urban,4.431241587874675
Yes,0.2513586197328132,Married,Manchester,Graduate School,46.0,F,5036.926571479744,63.0,,5.613845034740576
Yes,,Divorced,New Castle,College,56.0,M,4950.209705715032,,Urban,4.564142357457221
No,0.3698936568105087,Married,London,College,42.0,F,5589.822778432735,83.0,Rural,4.622786251137657
Yes,-0.2924455126609474,Divorced,Manchester,High School,49.0,F,6362.164248305594,71.0,Suburban,4.7232233269252974
No,-0.6867484013552663,Divorced,London,High School,39.0,F,6179.9432432190515,79.0,Rural,5.92567790385234
Yes,-0.20687105672108352,Divorced,Manchester,High School,43.0,F,5420.977694016907,73.0,Urban,6.18501713014215
Yes,0.05565694196935711,Divorced,New Castle,College,53.0,F,5360.593922695129,56.0,Suburban,6.559650869129927
Yes,0.45911063413064734,Single,London,Graduate School,46.0,M,6767.885500500777,93.0,Suburban,6.105882881548076
Yes,0.28093903056939684,Divorced,New Castle,College,42.0,M,6930.065833504301,86.0,Urban,5.687075345309482
No,0.11094341095536625,Single,London,College,37.0,M,4947.382589329688,30.0,Rural,3.6166815261611847
No,0.16948119509980464,Married,New Castle,College,58.0,M,4846.389963576831,84.0,Rural,5.223034140109204
Yes,0.042093463803133724,Single,New Castle,College,47.0,M,6665.307256017078,64.0,Urban,6.724452913867129
Yes,0.3236988728483921,Divorced,New Castle,High School,33.0,M,,46.0,Suburban,4.15837992764769
Yes,-0.07728893536272341,Divorced,Manchester,Graduate School,43.0,F,6620.885519117952,72.0,Urban,6.336716837659806
Yes,0.37515159080543004,Divorced,London,Graduate School,,F,,52.0,Urban,5.136615333642373
No,1.1399413240701852,Divorced,Manchester,Graduate School,63.0,F,4863.78074441308,76.0,Rural,8.246715825977219
Yes,-0.32343361443521224,Divorced,Manchester,College,55.0,,6302.581032048704,27.0,Urban,6.230646079741211
No,-0.2543230242727742,Divorced,Manchester,High School,47.0,F,4169.0554661901515,20.0,Urban,3.1507027063551796
No,0.44063839121896936,Married,Manchester,High School,40.0,F,4395.4444359893205,40.0,Urban,7.122920595755297
No,0.5502180331677163,Single,London,College,56.0,F,3606.191647406148,69.0,Urban,6.258509990180278
Yes,-0.16347201453166005,Divorced,New Castle,High School,44.0,M,5809.768242518724,66.0,Urban,5.339583260557941
No,0.21076524203198482,Divorced,New Castle,High School,58.0,M,4025.468638068558,43.0,Suburban,3.8536498444919336
Yes,-0.199612706446893,Divorced,New Castle,,53.0,F,5575.360793807557,74.0,Suburban,7.248284020889076
No,0.2859234608438356,Married,New Castle,College,47.0,M,4515.094580917029,81.0,Suburban,4.770374299144151
No,0.338271271099334,Married,New Castle,High School,32.0,M,5426.916842758631,49.0,Suburban,6.60622504937384
Yes,0.28631018587267865,Single,Manchester,Graduate School,45.0,M,6317.979829452555,74.0,Urban,5.764790504466204
Yes,0.7071877788568139,Divorced,London,High School,46.0,M,5116.309143441369,58.0,Suburban,5.082408527696906
Yes,0.9775502473417973,Divorced,New Castle,College,42.0,M,6820.370707526443,86.0,Urban,4.117529697044375
Yes,0.05615118938663505,Divorced,London,Graduate School,50.0,F,4523.449885581819,83.0,Suburban,4.467337206098095
No,0.05739335309042248,Married,Manchester,College,63.0,F,4945.218044202749,82.0,Urban,4.307966112882099
Yes,0.5142457902348795,Single,New Castle,High School,61.0,F,6602.427749631508,36.0,Urban,7.441235078006073
Yes,-0.1163461131183724,Divorced,London,High School,59.0,F,4494.633468694506,80.0,Urban,5.268861601552106
No,-0.03231970936775991,Married,London,College,59.0,F,5042.762567214966,89.0,Suburban,5.7451726775429055
No,0.4506998392268723,Divorced,Manchester,College,52.0,M,5757.440483994716,32.0,Rural,9.190503587303342
No,0.36969186147465294,Divorced,New Castle,College,35.0,M,4713.148320326194,66.0,Urban,4.773402847224037
No,0.07816306245200794,Married,Manchester,Graduate School,39.0,M,4623.4805335547835,41.0,Rural,4.254121527063994
No,0.24312881176033385,Married,Manchester,Graduate School,45.0,F,3683.1868649869807,41.0,Rural,4.701275644802557
No,0.5906561172588862,Divorced,New Castle,Graduate School,53.0,F,5306.184416799676,72.0,Rural,7.921222983401963
Yes,0.34913563804950914,Single,Manchester,High School,45.0,M,5191.146203808618,59.0,,6.171835634947047
No,-0.3234105828155922,Divorced,New Castle,College,57.0,F,5827.94208002473,70.0,Suburban,6.685256547257606
No,0.03763684796429856,Divorced,New Castle,Graduate School,36.0,M,3810.4373249383843,55.0,Rural,4.471986219738836
No,0.07721707237869979,Single,London,High School,40.0,M,5368.817285796959,61.0,Suburban,6.670089193122656
Yes,0.717763554709653,Divorced,London,College,55.0,M,6700.286780831146,81.0,Urban,7.0149010876406
No,-0.572576577242445,Single,London,College,54.0,F,7176.220232625151,47.0,Urban,5.286530948714805
Yes,-0.607483684232786,Divorced,London,College,45.0,M,4314.500221224171,34.0,Urban,6.271642257452242
No,0.18887028234651224,Divorced,Manchester,Graduate School,64.0,F,3653.516076686356,63.0,Suburban,4.626281974483565
No,0.2116114080108207,Divorced,Manchester,High School,56.0,F,5105.162212896182,46.0,Rural,8.308465678634159
No,-0.1351202864365768,Married,London,High School,31.0,F,7348.688567165253,67.0,Rural,7.320776446152901
No,-0.4058506530668593,Divorced,London,High School,48.0,F,5689.822555424208,40.0,Suburban,5.512456266748477
Yes,-0.7431379469643802,Single,London,College,48.0,M,5028.130156934338,85.0,Suburban,4.529008391368572
No,0.6077808377904739,Single,Manchester,,44.0,F,3408.7700923699417,54.0,Suburban,4.066879272455942
Yes,-0.27506118065009033,Divorced,New Castle,Graduate School,59.0,M,5953.584884468552,75.0,Suburban,5.704713266641717
Yes,0.10884232482593309,Divorced,New Castle,Graduate School,51.0,M,6553.567023253131,61.0,Suburban,4.966385869688893
Yes,-1.146932320010402,Single,London,High School,46.0,M,5545.350140468247,58.0,Urban,7.936993631836339
Yes,0.8852440793812394,Single,New Castle,High School,36.0,F,7274.713385706938,65.0,Urban,5.954419120866053
No,-0.9546778221500538,Single,Manchester,Graduate School,40.0,F,6059.340880649509,43.0,Rural,5.747682451129049
Yes,-0.34516734787192793,Single,New Castle,High School,47.0,M,5839.646966180446,62.0,Suburban,6.665132517047869
No,0.32168557332168407,Married,London,College,56.0,F,5215.32352765646,63.0,Rural,7.7341550034487305
No,0.11894996702013488,Divorced,New Castle,Graduate School,48.0,M,3619.172747702264,67.0,Urban,6.86140593136868
Yes,1.2516334837061114,Divorced,Manchester,High School,57.0,M,7093.095245429407,38.0,Urban,6.5405662755491445
No,-0.12466327033390578,Married,New Castle,Graduate School,,M,6180.662928569954,55.0,Suburban,9.083781749133026
Yes,0.5852853251057291,Divorced,New Castle,Graduate School,53.0,F,5678.614013299712,88.0,Suburban,4.266695856728978
No,0.43097592175871924,Single,New Castle,College,52.0,F,5355.274587782647,74.0,Rural,7.381881116805273
Yes,0.41577106944973324,Divorced,London,Graduate School,49.0,M,5527.644052928665,74.0,Urban,4.470105809176871
No,-0.1724041228852884,Married,Manchester,Graduate School,30.0,M,5692.148388155707,67.0,Rural,6.582058053281192
No,-0.10811589680037459,Married,Manchester,College,52.0,F,5611.2234778005395,52.0,Rural,5.847493196713416
No,0.5935087948341725,Married,London,College,44.0,F,4690.337285925439,52.0,Rural,6.712001524913125
Yes,-0.1162731915698918,Divorced,New Castle,Graduate School,40.0,M,4438.27338779771,23.0,Suburban,
No,0.0685988944597295,Married,London,Graduate School,56.0,F,,61.0,Suburban,6.066392946714763
Yes,-0.1146818367150173,Divorced,Manchester,Graduate School,47.0,M,6259.419738595216,48.0,Urban,6.212407927030038
Yes,-0.17287560815161862,Divorced,New Castle,Graduate School,60.0,F,6114.253696976061,72.0,Urban,5.48548133408368
No,0.3840603490323132,Married,Manchester,High School,48.0,F,3875.451466719234,57.0,Rural,2.603675298758759
No,0.20883974402347025,Single,Manchester,College,42.0,F,2689.9461640759873,90.0,Rural,3.192056653230767
Yes,-0.07357858254910138,Married,Manchester,High School,,M,6430.749038086488,48.0,Urban,7.922768013701693
Yes,0.634528807440905,Divorced,Manchester,High School,41.0,F,7105.400850599854,81.0,Suburban,
Yes,-0.06480733057018279,Divorced,London,High School,47.0,F,5945.461659515862,71.0,Urban,6.970629633232595
Yes,0.9783228141699827,Divorced,London,College,42.0,F,5410.865297599693,61.0,Suburban,4.721666463270921
Yes,0.1772042042145587,Single,London,College,33.0,F,,79.0,Urban,5.9576426845826935
Yes,-0.2906774761075349,Single,London,High School,59.0,M,5296.372377927533,89.0,Suburban,7.149514575334834
No,-0.020180499507653105,Divorced,London,Graduate School,45.0,F,5203.4003483964725,43.0,Suburban,6.935863897143635
Yes,-0.0760244884353683,Single,,High School,61.0,F,5222.892943120121,79.0,Urban,5.715549924064021
Yes,0.07947964763265464,Divorced,New Castle,High School,48.0,M,7031.816518627298,84.0,Urban,6.666177352313042
Yes,-0.16888138707923517,Married,London,College,57.0,F,6533.854066219038,58.0,,6.833406838974925
Yes,-0.04930402846356996,Single,London,High School,42.0,M,5793.354927391466,82.0,Suburban,5.3399816879011865
No,0.21751330327100396,Divorced,Manchester,High School,53.0,M,5725.611924637474,65.0,Suburban,6.974884327601742
Yes,0.07805484592345552,Single,New Castle,High School,35.0,F,5773.959821932318,81.0,Urban,5.699496871104081
No,0.424122643000223,Married,New Castle,Graduate School,44.0,M,4346.819875919689,61.0,Rural,6.178561315131663
Yes,0.5747215001008295,Single,Manchester,Graduate School,43.0,F,6019.9051416691955,64.0,,5.863372306486082
Yes,0.22566463378190932,Divorced,New Castle,Graduate School,48.0,M,6212.624256647325,35.0,Urban,6.576987989377044
Yes,-0.2002611696577824,Single,London,High School,52.0,F,5865.390211075139,45.0,Suburban,5.3975906228259545
No,0.005923415108225638,Married,London,Graduate School,67.0,M,5272.012395670388,64.0,Rural,6.5733677351215825
Yes,0.5718390925339246,Single,Manchester,Graduate School,41.0,M,6688.241165600897,82.0,Suburban,5.197081272295911
Yes,0.13180278854680405,Single,New Castle,College,41.0,M,6944.305152373996,67.0,Urban,8.920963829173562
No,-0.5273299109975559,Married,Manchester,College,35.0,M,5773.962893328451,36.0,Rural,6.497324546534031
No,0.5209807519919427,Single,London,Graduate School,53.0,F,5266.214186914627,61.0,Rural,5.906776316951933
Yes,0.6758800829648868,Divorced,New Castle,High School,38.0,F,6461.938753163241,55.0,Rural,6.43654246118998
Yes,0.33441746708343206,,London,High School,42.0,M,6163.271254358716,28.0,Urban,6.299463147709156
Yes,1.5000000000000004,Divorced,London,High School,29.0,F,7522.72414340095,78.0,Urban,5.186506858631486
No,-0.15072477435174647,Married,Manchester,High School,44.0,F,6059.927491019817,69.0,Rural,4.971003842004187
Yes,-0.382806696807127,Single,New Castle,High School,58.0,F,6954.607771576724,51.0,Rural,6.426727340172908
No,1.1091090660041076,Married,New Castle,Graduate School,57.0,M,4544.827136173542,48.0,Rural,6.5448927302288755
Yes,0.5611452726985864,Single,London,Graduate School,51.0,F,6814.094646099873,63.0,Urban,6.015875696232109
No,,Divorced,London,High School,38.0,M,5582.977087496287,60.0,Rural,5.91227841209704
Yes,0.3545762151124672,Single,Manchester,Graduate School,54.0,F,6938.046672372444,84.0,Urban,7.900352016425876
Yes,-0.705629385836475,Single,London,High School,39.0,M,4844.438007625045,35.0,Urban,6.2313905922608654
No,0.13353569948665311,Married,London,College,27.0,F,5010.069227252488,66.0,Rural,4.46573044247099
Yes,0.12248487633627281,Single,Manchester,High School,44.0,F,4840.329783354609,48.0,Urban,3.218563595569998
No,-0.028954641821227534,Married,New Castle,High School,67.0,M,6324.337994075362,71.0,Rural,7.385344614654791
Yes,-0.08607811405537147,,London,High School,44.0,M,5866.25533149737,65.0,Suburban,5.658803701903868
Yes,-0.2320803902295241,Single,New Castle,College,49.0,F,6782.51798827534,48.0,Suburban,5.981590798702796
Yes,0.5171722873137407,Divorced,London,College,50.0,M,6830.4219554036445,47.0,Urban,7.583068305474513
No,0.6360308144429504,Married,London,High School,50.0,F,3822.0522498569912,38.0,Suburban,5.233609401546811
No,0.5092678509700331,Divorced,London,College,56.0,M,4642.339829633704,95.0,Suburban,5.205496024112017
Yes,0.39449056852702014,Married,Manchester,Graduate School,41.0,F,5538.763543930582,70.0,Suburban,5.192343025352266
Yes,0.2396679990964505,Divorced,Manchester,College,60.0,F,5363.079750505053,78.0,Suburban,4.896480240397852
Yes,-0.24711208000720297,Divorced,,Graduate School,44.0,M,5223.7134239932175,56.0,Urban,4.9070490979199635
No,0.4007392945193446,Divorced,London,High School,47.0,M,5470.9450409313495,49.0,Suburban,6.308153496795076
Yes,0.2809717999564847,Married,New Castle,Graduate School,43.0,M,5551.874452911986,56.0,Rural,3.2781509268021125
Yes,-0.9480984740567164,Single,Manchester,Graduate School,54.0,F,5110.342059048525,54.0,Rural,7.605324211149218
No,0.28260475533119295,Married,New Castle,Graduate School,40.0,F,5006.476851337217,66.0,Rural,4.70579191925466
Yes,0.07368281687743083,Single,Manchester,College,40.0,F,6267.104125690583,67.0,Suburban,6.776590465479
Yes,-0.48915611272924786,Divorced,Manchester,High School,35.0,M,5429.555007012761,50.0,Urban,7.778396732586623
No,-0.1492690419907845,Married,New Castle,High School,52.0,M,4231.3336043779855,62.0,Rural,4.1102852326823545
No,0.7673542302055991,Married,Manchester,High School,37.0,F,4468.975212106581,60.0,Rural,7.274198029351824
Yes,-0.05187011823768767,Divorced,Manchester,Graduate School,62.0,F,5682.496881409487,,Urban,6.178966800716534
Yes,0.25972302663104285,Single,Manchester,Graduate School,36.0,F,5810.624293356956,54.0,Urban,7.244251987629581
Yes,-0.3228158666013794,Married,Manchester,Graduate School,47.0,M,5701.983117602745,106.0,Suburban,4.956426683031394
Yes,-0.501204526741069,Divorced,New Castle,Graduate School,50.0,F,5621.495322421305,51.0,Urban,7.226498834029776
Yes,0.9646919283823476,Divorced,Manchester,College,57.0,F,6167.948290702161,59.0,Urban,5.3599348129199615
No,0.5027894556031149,Married,Manchester,High School,55.0,M,5959.106460214225,74.0,Rural,7.770228687286776
No,0.24892572536986607,Single,London,Graduate School,36.0,F,4861.2491443870285,46.0,Suburban,5.431358389323929
No,0.39033020191701834,Single,London,Graduate School,,F,5236.821271423903,51.0,Rural,6.946570703559794
Yes,0.20025505687019535,Single,Manchester,Graduate School,49.0,M,7045.132182904194,39.0,Urban,7.226437695107367
Yes,0.007986643066979493,Divorced,Manchester,Graduate School,58.0,F,5884.205973993925,66.0,Suburban,5.3265362869927815
No,-0.14017910930168231,Divorced,London,College,35.0,F,5953.182189401794,35.0,Urban,4.995682915109295
No,0.5812057028843809,Married,Manchester,High School,48.0,M,4928.793133023725,51.0,Rural,7.356757693065243
No,0.04906935077235797,Divorced,New Castle,College,46.0,M,5179.9216313459,103.0,Rural,5.871842710337295
No,0.31951765774644725,Married,New Castle,Graduate School,52.0,M,,63.0,Rural,4.496891359219351
No,,Single,New Castle,High School,62.0,M,5538.284715341181,81.0,Rural,4.613684487488136
Yes,-1.5,Divorced,London,College,44.0,M,5565.516807633478,,Urban,10.0
Yes,0.23862578216693078,Single,New Castle,College,43.0,F,6128.048513467351,29.0,Suburban,5.140889659900491
Yes,0.6820566961541676,Divorced,New Castle,College,,M,6849.868430420352,61.0,Urban,3.988350191225183
Yes,-0.059008671813977676,Married,New Castle,High School,58.0,,6371.164840655206,81.0,Urban,7.493607599729385
,-0.30646007199411374,Divorced,New Castle,High School,50.0,M,5648.896142170927,64.0,Urban,7.290079184782619
Yes,0.6867202428184955,Single,Manchester,High School,,F,7490.526554637681,64.0,Suburban,8.165393791729299
No,0.42207178774223525,Married,New Castle,Graduate School,59.0,M,4542.022324717672,81.0,Rural,5.426005022714396
Yes,0.4910458573962327,Divorced,Manchester,Graduate School,64.0,F,5254.72917771033,60.0,Urban,3.704928683857432
No,0.01118472217607186,Divorced,Manchester,College,52.0,F,6272.829400538039,28.0,Rural,7.2207442147918695
Yes,-0.10287231201538549,Single,London,High School,61.0,M,5809.768190962174,38.0,Suburban,6.8941120644986675
Yes,-0.19287020216370532,Divorced,New Castle,Graduate School,48.0,F,6322.0824013513375,51.0,Urban,7.562197788903522
No,-0.39890346413535316,Married,London,Graduate School,55.0,M,5314.313287980654,71.0,Rural,5.037727539461433
Yes,-0.535631773355163,Divorced,London,College,38.0,F,4809.19938588824,67.0,Urban,7.318992622358002
Yes,0.9019478313813653,Single,Manchester,Graduate School,54.0,M,5905.01849683165,74.0,Rural,4.575811788408145
Yes,0.05928026602543124,Single,New Castle,College,61.0,M,6369.492651143684,24.0,Urban,8.783981356830996
Yes,-0.03139042179328155,Single,New Castle,College,41.0,M,6381.376378006227,75.0,Urban,
Yes,-0.755874971612954,Single,London,High School,52.0,F,5427.090058584107,74.0,Suburban,7.597911760946604
No,0.034499636940977796,Married,Manchester,College,73.0,F,5839.8564969814615,55.0,Rural,5.3237593111868
Yes,-0.14937865429951425,Divorced,Manchester,High School,49.0,F,5011.324234500746,79.0,Urban,4.45384434591217
Yes,-0.043601348799606754,Single,London,High School,49.0,F,5991.403109273703,51.0,Urban,8.353970985415788
Yes,0.48223866267797644,Married,New Castle,Graduate School,39.0,F,7204.210097855542,27.0,Urban,5.7376990085657935
Yes,0.18873049977372508,Single,New Castle,College,42.0,F,5899.319206221031,66.0,Urban,4.697925214889622
Yes,0.26490502943729793,Married,Manchester,High School,36.0,M,7992.800712072325,77.0,Suburban,7.748939932926588
Yes,-0.1377183334583032,Divorced,New Castle,College,58.0,F,5118.539878936928,57.0,Suburban,5.630922969114645
Yes,-0.11428175722116063,Divorced,New Castle,High School,40.0,M,4689.19599395204,39.0,Urban,
No,0.27267982290682125,Married,Manchester,Graduate School,47.0,M,5095.920027616388,72.0,Rural,5.333337604086271
No,0.6533137546012062,Single,New Castle,High School,54.0,F,5131.925174218975,50.0,Rural,6.360734998012896
No,0.33476978776599126,Married,Manchester,College,38.0,,5114.713177895416,,Rural,5.932521884106493
No,0.5567469862836913,Married,Manchester,College,,F,4455.604796691404,54.0,Rural,5.406487107318043
Yes,0.22628484801566462,Married,London,Graduate School,48.0,F,6326.732695321853,42.0,Urban,3.238179995608108
Yes,-1.0072813439238886,Single,Manchester,High School,34.0,F,4577.663218342978,38.0,Urban,4.8223462945286855
No,0.30751757060719603,Single,London,College,39.0,F,4977.554081651521,64.0,Rural,
Yes,0.06850012902340524,Single,Manchester,High School,57.0,F,4382.853236769523,78.0,Suburban,4.738192440450462
Yes,0.2566104661952721,Single,Manchester,College,32.0,F,7793.355392975704,45.0,Suburban,5.664690749175564
Yes,-0.9465882649664137,Divorced,Manchester,Graduate School,49.0,F,5492.308695118456,68.0,Urban,6.7731583250323215
Yes,0.29928305575118613,Divorced,New Castle,College,46.0,F,6827.421434560612,84.0,Suburban,7.012902645528913
Yes,-0.5906081113490023,Married,New Castle,Graduate School,31.0,F,4004.799612958816,57.0,Rural,4.878225423367592
Yes,0.2468700678412745,Single,New Castle,College,46.0,M,5034.704167475238,66.0,Urban,4.270717361938084
No,0.3664144124115568,Married,London,Graduate School,58.0,F,5236.891724779516,70.0,Rural,4.480573209950549
Yes,0.42750909523780345,Single,Manchester,Graduate School,52.0,F,4907.313980015201,61.0,Urban,4.74021293741879
Yes,1.0284493634481309,Single,London,College,54.0,M,5948.225415418369,110.0,Rural,4.825039583753646
No,0.16219815100462942,Single,Manchester,Graduate School,48.0,F,5430.173672428084,63.0,Suburban,6.49989875414809
No,0.3119277715006223,Single,London,Graduate School,45.0,M,5786.258189168907,84.0,Rural,7.785245202608959
Yes,0.17245979846549386,Divorced,Manchester,High School,73.0,F,6526.878091292763,0.0,Suburban,5.553338298071212
Yes,-0.12011752740818993,Married,London,College,33.0,F,4895.602420867161,61.0,Suburban,6.660449512688442
Yes,0.3333088939224802,Divorced,London,Graduate School,54.0,M,5397.167639933024,26.0,Urban,3.79740910406289
Yes,-0.1343416071854413,Single,Manchester,College,52.0,F,6053.320213839418,45.0,Urban,6.890496440442842
Yes,0.4111035249856793,Single,Manchester,Graduate School,51.0,M,4364.9320610382365,99.0,Suburban,2.8704115733974636
