Months with Company,Location Code,Renew,Marital Status,Brand Loyalty,Education Level,Annual Income,Active online hours,Age,Gender,City
35.0,Urban,Yes,Married,0.6793227356353825,Graduate School,42518.5568667225,5.949967033656697,47.0,M,Manchester
33.0,Rural,Yes,Divorced,0.7971699630271044,Graduate School,52880.474594480474,2.995561707812795,58.0,F,New Castle
24.0,Suburban,Yes,Single,-0.31909508029156447,College,60852.02526064218,4.6280943112987,62.0,F,London
10.0,Urban,Yes,Divorced,0.792670700401276,College,60658.08823209545,4.356616435509798,45.0,,Manchester
51.0,Urban,Yes,Divorced,-0.3336480393804831,College,72747.92753092508,3.784215747495567,52.0,F,Manchester
55.0,Suburban,No,Married,-0.45578208243187596,Graduate School,47186.62572088444,5.574566430194858,42.0,M,Manchester
55.0,Suburban,No,Divorced,0.3197943510785966,Graduate School,39912.310989271056,6.314078217550106,58.0,M,London
65.0,Urban,Yes,Divorced,-0.17239874816250716,College,,4.467486553506286,58.0,M,New Castle
68.0,Suburban,Yes,Divorced,0.29191311804764514,Graduate School,58664.22292101415,6.52263837368656,53.0,F,Manchester
14.0,Urban,Yes,Single,0.13920937633765,High School,59626.23698695459,5.908338024027277,40.0,M,New Castle
76.0,Rural,Yes,Divorced,-0.17934263818678978,High School,,5.812714219946769,56.0,M,Manchester
48.0,Urban,Yes,Single,-0.27122155919526103,High School,61732.15776062932,6.625080315673529,45.0,F,New Castle
35.0,Urban,Yes,Divorced,-0.7441415917204536,High School,52090.53127437682,5.772317135817178,58.0,F,Manchester
89.0,Suburban,No,Married,0.5551082341945589,High School,59096.78341202399,8.339604151257209,42.0,F,New Castle
63.0,Rural,No,Married,1.1629230212318282,College,48839.69186594305,6.082758779229732,46.0,F,London
51.0,Suburban,Yes,Single,0.4599785210826023,Graduate School,67851.75689032806,4.858978224274555,59.0,M,New Castle
87.0,,No,Married,-0.22368911614069667,High School,32982.865492666795,7.930435792027736,47.0,F,New Castle
,Suburban,Yes,Divorced,-0.8852363919677558,High School,61101.226006540775,4.611862985252195,55.0,M,London
34.0,Urban,Yes,Divorced,0.1472280026861471,High School,62327.90835813322,4.8517941681493415,47.0,M,London
60.0,Suburban,Yes,Single,-0.6612209300938892,Graduate School,66420.99258825208,6.001698787099669,52.0,M,London
34.0,Urban,Yes,Single,0.05057860087981689,Graduate School,48743.99309063179,6.638604331069287,49.0,M,New Castle
23.0,Rural,Yes,Single,0.07766673810928568,High School,54790.26449503054,4.03219164156781,58.0,F,London
68.0,Rural,No,Married,0.025426758042197337,High School,62263.68896329857,6.272858500316186,38.0,M,New Castle
67.0,Suburban,Yes,Divorced,0.4471886797971957,College,44856.833901652164,6.552287082408872,48.0,F,London
45.0,Suburban,Yes,Divorced,-0.10061805369078766,Graduate School,58618.381989818125,5.050989417010225,53.0,M,Manchester
77.0,Suburban,No,Married,-0.5961051397633521,College,50385.541376809604,8.727011673624116,46.0,M,Manchester
77.0,Rural,,Married,-0.15083271795292258,Graduate School,46222.15532082552,7.484152832307856,54.0,M,New Castle
40.0,Suburban,No,Divorced,-0.49603042108882334,Graduate School,50288.6353574888,4.770846105345064,44.0,M,London
62.0,Suburban,Yes,Single,-0.08890392563903168,College,54179.466866063536,5.425832537333102,51.0,M,Manchester
56.0,Suburban,Yes,Married,-0.6616402574489163,Graduate School,40581.65410713176,6.931507608183775,48.0,M,Manchester
51.0,Urban,Yes,Divorced,0.44043775736337465,High School,49220.112670372546,5.080710183256649,51.0,F,London
83.0,Urban,Yes,Single,0.09179316709650218,College,69252.96730243701,7.022569560246662,52.0,F,New Castle
79.0,Urban,Yes,Married,-0.4622204630442808,High School,61939.789375295186,5.715410322573996,62.0,M,Manchester
57.0,Suburban,Yes,Single,-0.043428871236620266,College,53089.74160223996,7.806067414661927,46.0,M,New Castle
46.0,Urban,No,Married,0.3884699269865442,High School,54896.119368554086,5.813315678454774,44.0,M,New Castle
51.0,Urban,Yes,Married,0.9608161444190606,College,62860.524725746145,6.529076216469801,56.0,F,Manchester
,Urban,Yes,Single,-0.7862479019845182,Graduate School,55982.580603812065,3.8832982082852174,69.0,F,Manchester
41.0,Urban,Yes,Divorced,-0.11394515837644956,College,66932.80016000578,5.155613896133386,58.0,F,Manchester
57.0,Rural,Yes,Single,0.5897829886852667,College,62426.53613012664,10.0,41.0,F,London
60.0,Urban,Yes,Married,0.04653147594667961,College,71641.3149116929,5.200141010392976,48.0,F,Manchester
55.0,Suburban,No,Single,0.6530642486519173,College,71943.83930738302,6.400949507274293,32.0,F,New Castle
85.0,Suburban,No,Married,-0.16685901713878282,High School,54066.340545035375,8.815407290539847,50.0,F,London
43.0,Suburban,Yes,Single,1.0536816101782178,High School,59451.65300704219,5.656403820299842,53.0,M,Manchester
36.0,Urban,Yes,Single,0.30980381636548177,College,54961.601560621246,6.027142562762304,52.0,M,Manchester
54.0,,Yes,Divorced,-0.35199779399372993,High School,60367.331583426705,6.981866720539249,56.0,M,New Castle
67.0,Urban,,Divorced,0.09627849564749283,High School,,4.967428680508247,61.0,M,Manchester
32.0,Urban,Yes,Married,-0.3524072534352327,High School,57572.557991827794,4.267312159803478,56.0,F,Manchester
61.0,Urban,No,Divorced,-0.4142418342682293,College,32390.06430067459,5.548571664592868,48.0,F,London
70.0,Rural,No,,0.7558958963040863,Graduate School,28086.27622485124,4.512196547739753,75.0,F,Manchester
47.0,Suburban,No,Married,-0.24950608859824872,High School,47587.84118925356,7.50308468712725,42.0,F,London
49.0,Rural,No,Married,-0.0889962070661623,High School,46862.7984708984,5.985324102804917,54.0,,New Castle
56.0,Urban,Yes,Divorced,-0.4638664533228369,High School,61204.45381197621,5.626608087302125,63.0,M,Manchester
29.0,Rural,Yes,Single,0.019043487563723968,High School,56444.494605356536,6.029206751663178,54.0,F,New Castle
53.0,Rural,Yes,Single,-0.27960360785238914,High School,55829.32413219769,7.490531964834034,47.0,F,New Castle
29.0,Suburban,Yes,Divorced,0.306056775514736,High School,64956.61634213778,3.7050493819302193,55.0,M,New Castle
41.0,Suburban,Yes,Single,0.029211090290562125,Graduate School,73553.75065035137,3.790804851944828,60.0,F,London
35.0,Urban,Yes,Divorced,-0.2044904294163466,Graduate School,45667.748777126864,5.382366345844948,44.0,F,London
65.0,Suburban,Yes,Divorced,0.21266481510492535,Graduate School,63824.54414389953,6.576402841970173,58.0,F,London
51.0,Suburban,Yes,Divorced,0.4784759550008413,Graduate School,47323.161641096514,5.551172779667492,51.0,M,New Castle
71.0,Urban,Yes,Divorced,-0.1635365792943488,Graduate School,65571.72401344588,5.433995186804046,56.0,F,
50.0,Rural,No,Married,-0.7106420135157735,Graduate School,37201.859523384686,6.510124072902026,47.0,M,New Castle
75.0,Urban,Yes,Single,0.41241514157247555,Graduate School,57589.87985394566,5.384607545751114,67.0,F,London
75.0,Urban,Yes,Married,0.07473127419134731,High School,77766.36999553682,5.960188094070803,54.0,F,London
30.0,Rural,No,Married,-0.29187308635294507,High School,41941.16661025571,3.695297137420629,40.0,F,London
33.0,Urban,Yes,Married,-0.30006758387851606,College,52138.35774787194,3.7279771143498324,62.0,F,London
46.0,Suburban,Yes,Single,0.02006507712449576,High School,48643.04536594692,6.5585558286746455,64.0,M,Manchester
53.0,Urban,Yes,Divorced,0.6666562360592156,College,60493.28592931503,5.068198079494511,59.0,M,New Castle
41.0,Urban,Yes,Divorced,-0.12349734658421055,High School,38471.62894040295,5.706412135845424,52.0,M,Manchester
17.0,Rural,Yes,Divorced,-0.9173547429425278,,46080.93006799139,3.944990394899617,53.0,M,London
49.0,Suburban,No,Divorced,-0.03124089920220898,High School,58537.05805487958,7.2696834401383965,44.0,F,Manchester
75.0,Rural,No,Married,-0.34904166642992596,Graduate School,36152.075738829335,7.106697381826676,50.0,F,New Castle
83.0,Rural,No,Married,-0.1486486624560387,Graduate School,65163.613705388794,7.175626650182219,37.0,F,London
70.0,Urban,Yes,Single,0.22480750493456997,High School,58977.377225412114,5.939178531968934,61.0,M,London
56.0,Urban,No,Divorced,-0.1460449381882926,College,37632.70318153875,5.712912044863397,54.0,,London
36.0,Urban,Yes,Single,-0.46485377163568353,Graduate School,50546.18712021813,6.4002535980490025,58.0,F,London
80.0,Urban,Yes,Single,-0.12168121955165462,Graduate School,65923.16493008066,7.116795167457971,54.0,F,New Castle
80.0,Rural,No,,-0.15029697237692854,High School,47252.93575531775,7.25119658866298,52.0,M,New Castle
49.0,Urban,Yes,Single,-0.5305168142996234,College,46250.87466012788,6.654480895677919,49.0,M,New Castle
13.0,Urban,Yes,Single,0.2830527577503054,College,27740.29262535425,4.034852424663115,51.0,F,Manchester
62.0,Suburban,Yes,Divorced,-0.07847418102043956,Graduate School,60373.2295579558,5.864922362514912,55.0,F,Manchester
36.0,Rural,No,Married,-0.37008667406732904,College,60118.290092823496,6.933298501997152,43.0,M,Manchester
28.0,Urban,No,Married,-0.4457130411599056,Graduate School,74675.414917065,3.0868116715706138,66.0,F,Manchester
51.0,Rural,Yes,Single,-0.02399136771068794,Graduate School,72364.21720942963,3.201406555593814,67.0,M,London
17.0,Urban,No,Married,-0.5088161867108596,College,49119.0001364819,4.264335273994965,40.0,F,London
69.0,Suburban,No,Married,-0.32802541160064413,Graduate School,62322.58824426298,5.697480541313459,53.0,F,London
44.0,Suburban,Yes,,-0.00825972068591177,College,56968.093696098775,6.61222319621581,48.0,M,New Castle
63.0,Urban,Yes,Divorced,0.07864037410717023,High School,81160.57637879104,5.231523289702235,47.0,M,Manchester
48.0,Rural,Yes,Divorced,0.37749172948258936,College,49412.481961532976,5.635476705276746,56.0,M,Manchester
43.0,Suburban,Yes,Married,0.07836526159511878,Graduate School,47065.63401922613,4.501507403199767,54.0,F,London
49.0,Suburban,Yes,Divorced,0.2312739900106454,College,39031.57745420352,6.622654824311614,49.0,M,New Castle
68.0,Rural,No,Divorced,-0.31133733904325717,Graduate School,65161.684350303796,8.34036714461584,43.0,M,New Castle
28.0,Urban,Yes,Single,-0.013756942483997392,Graduate School,59135.765234599436,4.964576787675133,51.0,M,London
80.0,Urban,Yes,Single,-0.43921281168269216,College,75365.53170251269,7.517724909613888,46.0,F,New Castle
59.0,Rural,Yes,Married,-0.6726930197205534,Graduate School,60602.27300953779,7.316544859431569,54.0,F,Manchester
49.0,Rural,No,Divorced,-0.2792562272326773,,28586.163109462592,5.896516028457939,49.0,M,Manchester
70.0,Suburban,No,Divorced,0.20960448037831758,Graduate School,76202.04819288153,8.713785305738234,44.0,F,New Castle
,Urban,Yes,Married,-0.464544014020708,High School,51923.63848562077,5.751656129444338,47.0,M,London
69.0,Rural,No,Married,-0.8791368886298697,Graduate School,38724.3253542694,4.845569649639029,58.0,F,London
66.0,Urban,Yes,Married,-0.19684380446972355,College,66930.84207274822,5.7935880714917865,58.0,F,Manchester
84.0,Rural,No,Married,-0.3896745085475198,Graduate School,59656.920916866184,7.9012259564196405,,M,London
37.0,Rural,No,Divorced,0.523630048622661,High School,30090.349554364482,6.06956378250363,46.0,M,New Castle
80.0,Urban,Yes,Single,-0.4020520756170604,Graduate School,91547.84570212464,5.582642725349088,63.0,M,New Castle
52.0,Rural,Yes,Divorced,-0.39292434824133443,High School,60010.561622574256,4.942280537881202,50.0,F,New Castle
58.0,Rural,No,Married,1.0296058847187557,Graduate School,56313.4085453067,7.521402395307369,38.0,M,New Castle
57.0,Rural,No,Married,0.04412785002650525,Graduate School,44133.864835634355,5.421561136563149,55.0,M,London
73.0,Suburban,No,Divorced,0.18590718778691845,Graduate School,41113.814692034226,6.781289639089509,,M,London
33.0,Urban,Yes,,-0.08672059443390318,Graduate School,57978.22366805804,3.536778252952164,60.0,M,Manchester
73.0,Suburban,,Married,-0.12154253301360574,College,41272.81227160954,6.621638090736606,53.0,F,New Castle
78.0,Urban,Yes,Single,-0.2205627216215458,Graduate School,55761.47997493388,6.51882828072822,51.0,M,New Castle
89.0,,Yes,Single,0.3418370753990942,High School,,8.741624421746682,50.0,F,New Castle
48.0,Urban,Yes,Divorced,-0.15743741238683095,College,57217.29421937686,5.983505580030245,53.0,F,Manchester
60.0,Suburban,Yes,Married,-0.37188885938992017,High School,59462.20333469761,6.714713527989067,52.0,F,New Castle
21.0,Suburban,,Single,-0.8371705208572627,Graduate School,43626.91859273212,3.040268526071759,58.0,F,London
51.0,Rural,No,Single,-0.39446353401961404,High School,34577.706625151084,6.897942069580494,40.0,M,Manchester
39.0,Urban,Yes,Single,0.04416025418399261,Graduate School,56804.92084484172,4.690457680217163,57.0,M,London
79.0,Urban,Yes,Single,-0.20173913874329397,College,81582.24651161194,6.3652321340005775,67.0,F,New Castle
48.0,Urban,Yes,Married,0.09908239453778203,College,73511.97955084269,6.254592301894834,53.0,F,New Castle
47.0,Rural,No,Single,0.34637042164435655,College,46828.82640063242,5.251266148038582,39.0,F,New Castle
77.0,Rural,No,Married,-0.16036110492696815,Graduate School,45173.733408750966,7.605082038530283,53.0,M,New Castle
59.0,Urban,,Married,-0.6171007255304647,Graduate School,38720.7264325764,5.58315181241001,55.0,,New Castle
77.0,Urban,Yes,Divorced,-0.7943533389235404,Graduate School,56679.72876833433,6.324244243916772,55.0,F,London
54.0,Suburban,No,Married,-0.1929612855355093,High School,45648.202875785166,5.271187063769837,48.0,F,New Castle
58.0,Suburban,No,Married,0.010607488261511894,College,43115.61743141232,5.968829210877522,57.0,F,New Castle
63.0,Suburban,No,Married,-0.6286893281938091,,46401.26838734634,5.8849793698434905,40.0,M,London
69.0,Suburban,Yes,Divorced,0.31508735146611233,College,54378.683023280726,6.715279595922934,58.0,M,New Castle
39.0,Urban,No,Married,0.22474014479981813,Graduate School,51530.40776781792,5.608519781097444,48.0,F,New Castle
19.0,,Yes,Divorced,-0.3480427704285431,College,38947.856163076096,4.508143265924043,53.0,M,London
49.0,Suburban,Yes,Divorced,0.3886142162661341,High School,67114.88779549426,7.181903830246122,59.0,,London
46.0,Suburban,Yes,Divorced,-1.0480169926636487,Graduate School,71276.23976861869,7.073937319847057,49.0,F,Manchester
70.0,Rural,No,Married,-0.149520537049068,College,54559.06193715093,6.1689508430040165,40.0,F,Manchester
22.0,Suburban,Yes,Single,0.019175131220102726,High School,58283.6601623769,3.8390218326208876,58.0,M,Manchester
54.0,Suburban,Yes,Divorced,-0.14900265117812153,High School,68000.35417386956,6.907226706963544,49.0,F,London
60.0,Urban,Yes,Divorced,0.5629959325177916,High School,60080.819615883534,7.511798176351871,48.0,F,Manchester
56.0,Rural,No,Married,0.042096976348207096,Graduate School,42139.60317297497,5.318194821457911,60.0,M,Manchester
49.0,Suburban,Yes,Single,-0.4709694020356663,College,51680.27605786859,7.022975426763845,43.0,F,Manchester
55.0,Suburban,Yes,Divorced,0.27742731154521666,High School,51931.34744143244,6.383493525173591,57.0,F,London
49.0,Urban,Yes,Divorced,-0.676941419494055,Graduate School,53993.641598679234,4.953091951765817,53.0,F,London
77.0,Suburban,No,Married,-0.18618401478918062,College,51504.347402554515,7.99389700658696,44.0,F,London
59.0,Suburban,Yes,Divorced,-0.2335228574619839,College,49909.73282767538,8.212022099634723,50.0,F,London
75.0,Urban,Yes,Divorced,0.31731141398177903,Graduate School,81177.82259049981,6.112960499916158,56.0,F,New Castle
41.0,Rural,Yes,Single,-0.1687982990514606,College,61984.2318823686,6.43742491075985,59.0,M,New Castle
64.0,Suburban,No,Divorced,0.35249064277838005,College,43564.47389912125,6.104514344574704,40.0,M,Manchester
25.0,Suburban,Yes,Single,0.4664435074584241,High School,41738.35708869496,5.961618954558136,52.0,F,New Castle
35.0,Urban,Yes,Divorced,-0.080132314512544,College,50211.05638971053,6.897916448287303,48.0,F,New Castle
73.0,Suburban,No,Divorced,-0.6851245967415419,College,52134.02067745369,7.570702170879384,46.0,M,Manchester
66.0,Urban,Yes,Divorced,-0.11977073934702284,High School,52325.704901083045,6.035839394171615,57.0,M,New Castle
76.0,,Yes,Single,-1.0883788483380787,College,67955.16819922278,8.010485063500102,48.0,M,Manchester
72.0,Suburban,No,Married,0.6049318601203455,College,35427.10568906258,6.0753182260535095,47.0,M,Manchester
42.0,Rural,No,Married,-0.339379174937402,High School,43433.29167207482,6.86950219846431,43.0,F,London
48.0,Urban,Yes,Divorced,-0.23451549052249054,High School,74665.06041688178,4.23623980997629,63.0,F,Manchester
73.0,Rural,No,Married,0.31601942323012105,Graduate School,45019.94059579534,5.405460965736948,46.0,F,New Castle
51.0,Rural,No,Married,-0.05220441967720378,Graduate School,41817.6921135998,6.510896650824036,56.0,F,London
67.0,Suburban,No,Married,0.03262194731049389,Graduate School,48108.2242872207,,55.0,F,London
41.0,Urban,Yes,Divorced,-0.41490003518473845,College,51508.00405512084,6.109240963639047,54.0,M,London
47.0,Suburban,Yes,Single,-0.6937485049905684,Graduate School,50737.52100276614,4.6323900363452015,55.0,M,New Castle
59.0,Rural,Yes,Divorced,-0.2554902968359499,High School,58816.18195190675,6.538040779012994,56.0,M,Manchester
35.0,Urban,Yes,Single,0.721115193369819,Graduate School,48182.45375783908,5.458838032617779,50.0,,London
41.0,Rural,Yes,Married,,High School,47269.47095545591,3.4015303206049174,62.0,F,Manchester
29.0,Suburban,Yes,Divorced,0.0687613868027121,College,53250.83494336206,6.42779152332383,54.0,M,New Castle
78.0,Suburban,Yes,Divorced,0.5571917903472358,College,79323.61633291401,6.080566466886134,56.0,M,
47.0,Suburban,Yes,,-0.30227259276491864,College,,6.949726545268107,49.0,M,Manchester
54.0,Suburban,Yes,Divorced,0.39598639009782305,Graduate School,71751.79343626797,5.231709861325704,57.0,M,Manchester
57.0,Urban,Yes,Married,-0.408833307577579,High School,38999.64541680712,5.6463761925854,50.0,M,New Castle
30.0,Urban,Yes,Single,0.6095619769379524,College,50401.44778205353,4.687846859279146,55.0,F,Manchester
9.0,Rural,Yes,,-0.8139797295663066,Graduate School,47351.125177984664,5.229737239722489,48.0,M,London
69.0,Urban,Yes,Single,-0.38044241754517766,Graduate School,52888.80373222069,5.807887967397343,57.0,F,New Castle
95.0,Rural,No,Married,0.3295324477569764,High School,36343.686015789375,7.1602918649155445,51.0,M,London
18.0,Suburban,Yes,Divorced,-0.5787241005576809,College,69512.62722358789,1.0,60.0,M,London
66.0,Rural,No,Divorced,0.5424651846310008,College,59990.139553762965,6.8486596376810684,46.0,F,London
46.0,Suburban,Yes,Divorced,-0.2883345735851541,College,48256.62674051708,4.809685674678702,57.0,M,London
69.0,Suburban,No,Married,-0.06029535386054226,College,43994.09734280673,6.1208240128316955,56.0,F,New Castle
63.0,Suburban,No,Single,-0.12704473387283877,High School,37688.1485191457,7.303438971743241,43.0,F,New Castle
35.0,Suburban,Yes,Divorced,0.4832671804532428,College,42815.65181375451,5.046271025571583,49.0,M,New Castle
68.0,Rural,No,Single,0.042913259011448004,College,46991.4585898687,6.991788868518057,33.0,M,London
70.0,Rural,No,Married,-0.13823978975234186,High School,52788.18888001185,8.00076270638654,31.0,M,Manchester
41.0,Suburban,Yes,Married,-0.017741624593302183,Graduate School,59321.322063807325,4.746006988659364,57.0,M,London
85.0,Rural,No,Married,0.48369781985281746,Graduate School,72086.96995906808,7.654146301845039,44.0,F,Manchester
41.0,Suburban,Yes,Single,-0.05068989947222504,Graduate School,35077.93817844211,5.482370898575676,49.0,,London
72.0,Rural,No,Married,-0.7433222213556067,College,51402.02758075548,7.530293317208404,43.0,M,London
,Rural,No,Married,-1.1059203390717662,Graduate School,45159.65142864695,8.013491328389305,50.0,M,New Castle
68.0,Urban,Yes,Single,-0.4702515320852882,College,69119.47356609021,7.151696862915648,52.0,F,London
68.0,Rural,No,Married,0.028075869485354427,College,34832.92770117342,6.048319040579529,50.0,F,London
32.0,Rural,Yes,Divorced,-0.5206748275418465,College,69877.06458315108,4.982562017609174,52.0,F,London
58.0,Suburban,No,Married,0.18131918387873697,College,44261.608343598324,6.930237889681397,45.0,F,Manchester
74.0,Suburban,Yes,Divorced,-0.5069240604675576,College,62838.67642057705,3.1034140620247315,59.0,F,Manchester
67.0,Urban,Yes,Divorced,0.1761169957881284,College,64643.260046865405,7.223021735453227,58.0,F,Manchester
31.0,Rural,Yes,Single,-0.44915334537729,Graduate School,43648.4246043133,6.463638039980869,57.0,F,New Castle
56.0,Urban,Yes,Married,-0.31547949891904054,Graduate School,66947.29442423984,4.125145777245177,58.0,M,Manchester
71.0,Suburban,No,Married,-0.33122000692152703,College,49584.04362695049,6.57579968277761,48.0,M,Manchester
82.0,,No,Married,-0.6429005984150834,High School,53873.790733600916,7.772279693271914,48.0,F,New Castle
46.0,Suburban,Yes,Divorced,-0.776417057699512,High School,52187.660429531476,5.853451864937287,56.0,F,New Castle
47.0,Urban,Yes,Single,-0.3644266242771216,College,59110.13575956859,4.238047942067793,60.0,M,London
43.0,Suburban,Yes,Divorced,-1.0568104299548595,College,64302.14605780714,6.341021840858933,48.0,F,Manchester
80.0,Rural,Yes,Divorced,,College,75288.0715949393,8.464555637223025,,F,Manchester
54.0,Rural,Yes,Divorced,-0.2736705071591508,Graduate School,60329.67112461673,5.055074904253237,44.0,M,New Castle
53.0,Urban,Yes,Divorced,-0.0954952496540455,Graduate School,67192.7743904346,5.660542741164765,52.0,F,New Castle
36.0,Rural,Yes,Divorced,0.567843575942302,High School,57988.876244033214,5.6705792082897615,47.0,F,London
82.0,Urban,Yes,Married,-0.02298400139841441,High School,64182.92955185804,7.4386122864049815,55.0,F,Manchester
19.0,Urban,Yes,Divorced,-0.7415213981746511,High School,51077.987867882664,4.453240553298841,49.0,M,London
49.0,Urban,No,Married,-0.14354084881390267,High School,53940.45816696363,4.662185130016618,39.0,,Manchester
59.0,Urban,No,Married,0.34645032838926254,High School,57639.71656076129,6.849049778922238,45.0,F,London
53.0,Urban,No,Married,0.09689297011131723,Graduate School,41087.49913160795,6.753838368455686,65.0,F,Manchester
49.0,Urban,Yes,Divorced,-0.6288186003918288,High School,54802.91866306871,4.704375081483887,58.0,F,New Castle
61.0,Rural,Yes,Single,-0.4380235269911582,Graduate School,64493.3964461723,6.238395931910838,50.0,F,Manchester
52.0,Urban,Yes,Divorced,0.12971823234031574,College,56997.476984076355,5.041261073839378,54.0,M,London
31.0,Urban,Yes,Divorced,-0.3742895598804082,High School,42451.438915218176,5.7376603594853295,54.0,F,London
68.0,Rural,Yes,Single,0.13782132746205647,College,65823.85999403603,5.446042192759291,55.0,F,London
76.0,Rural,No,Married,-0.3883938720658306,Graduate School,45732.34958786854,7.351347822718725,43.0,M,Manchester
34.0,Rural,No,Married,0.6551369774269007,High School,46575.42322160005,5.90188284721521,50.0,F,New Castle
54.0,Rural,No,Single,-0.6079277669615452,High School,35934.473038698976,4.92847630249724,48.0,M,London
41.0,Urban,Yes,Single,0.29662409398161554,College,60890.83871540813,5.463539852995963,46.0,F,London
72.0,Rural,No,Single,-0.2811980300277162,Graduate School,41718.75747741415,,48.0,M,London
42.0,Rural,No,Married,-0.48721038177740333,College,46135.60099184676,4.4603457292749,53.0,F,New Castle
46.0,Suburban,No,Single,0.7647380194694222,College,43527.189895925985,5.3279308282263935,52.0,F,New Castle
43.0,Rural,No,Divorced,-0.6201045688594624,High School,43571.89681768962,6.060661257855329,47.0,F,London
38.0,Rural,No,Divorced,-0.784326982111782,College,26430.729144533896,5.998116899869173,61.0,F,New Castle
77.0,Urban,Yes,Divorced,-0.6030264634396806,Graduate School,65724.92983465912,6.337756744027155,69.0,F,New Castle
69.0,Urban,Yes,Single,-0.7648164768230872,High School,55090.34266406399,7.796569953844706,35.0,F,New Castle
59.0,Urban,Yes,Divorced,-0.45444024534844984,College,59517.774207448354,6.251950094944744,49.0,F,London
93.0,Rural,No,Married,-0.542994652513956,Graduate School,50907.06480581252,8.04880234999608,41.0,F,Manchester
47.0,Rural,No,Single,0.054540867952301564,College,55828.0232535754,3.981247903325865,59.0,M,New Castle
67.0,Rural,No,Married,-0.14347790871923882,Graduate School,42322.68235365079,5.545610952402157,47.0,F,New Castle
64.0,Urban,Yes,Married,-0.8539463750295738,High School,64367.26505714822,6.665160061661979,56.0,F,Manchester
74.0,Rural,No,Married,,High School,31334.29332451457,6.176154957112005,60.0,M,London
81.0,Suburban,No,Divorced,,Graduate School,50519.06551520878,7.727299492823559,51.0,F,London
59.0,Rural,No,Married,-0.4105037017694678,High School,60143.49140119559,7.882013058288804,39.0,F,Manchester
63.0,,Yes,Divorced,-0.3125208004442487,High School,58786.018391680205,5.136158754174511,54.0,M,New Castle
89.0,Suburban,No,Divorced,-0.05186832321993701,College,31756.744642840687,8.191917815999991,50.0,F,London
50.0,Urban,Yes,Married,-0.16499700765106404,College,64906.056630882376,5.7386898171564384,48.0,F,London
48.0,Suburban,No,Married,0.0297733416453239,Graduate School,47895.47499526748,5.626888933738266,53.0,F,Manchester
42.0,Urban,Yes,Single,-0.33368590983625723,College,67140.14666566592,4.065289972948271,54.0,M,New Castle
71.0,Urban,No,Single,-0.6894906078444453,High School,51260.47435464409,6.044334328108589,48.0,F,Manchester
26.0,Urban,Yes,Single,-0.18497538455176124,,46832.981075601354,5.354907836554217,43.0,M,London
47.0,Suburban,Yes,Divorced,0.14965185576910853,High School,48133.19162011852,5.110523684231937,69.0,F,London
72.0,Rural,No,Married,0.10961844566480289,Graduate School,33191.77156599607,5.770381652951771,60.0,M,New Castle
73.0,Rural,No,Single,-0.1217667955665506,Graduate School,57770.765097964715,6.719303744531409,44.0,F,New Castle
103.0,Rural,No,Divorced,-0.10338352657898259,Graduate School,42795.55160376752,6.483390994134983,47.0,,Manchester
58.0,Rural,Yes,Divorced,-0.18841098607632806,Graduate School,54016.39178013315,4.978930805161394,62.0,F,New Castle
61.0,Rural,No,Divorced,-0.0859682341183536,College,59244.63681764138,7.447567806924045,52.0,F,Manchester
80.0,Suburban,No,Divorced,-0.6356928403533421,High School,71964.75047996246,9.561882133936221,30.0,M,New Castle
68.0,Suburban,Yes,Single,-0.34838120786882143,Graduate School,70380.28785793151,6.935717740246069,56.0,M,New Castle
83.0,Urban,Yes,Single,-0.9073884533397507,College,54708.42314511667,6.830177897835795,57.0,F,New Castle
57.0,Rural,Yes,Single,0.45851639434306013,High School,50188.22789148741,4.82711523195842,53.0,M,New Castle
45.0,Suburban,Yes,Divorced,-0.05007868325467569,College,49819.309199760726,6.451711838559449,49.0,M,London
22.0,,Yes,Married,0.14786676409431154,College,38368.213322750984,4.453649532927446,46.0,M,Manchester
60.0,Suburban,No,Married,0.4193077069921006,High School,45043.786348060385,6.387966179848091,55.0,F,Manchester
70.0,Rural,No,Single,0.6026666152732508,High School,39568.69464200105,4.0257508805097295,57.0,F,Manchester
36.0,Urban,Yes,Single,-0.7837055455708943,High School,62306.350903375,4.8380224656405035,53.0,F,New Castle
49.0,Urban,Yes,Divorced,0.3584396756482355,High School,62754.886577810794,5.724119902699082,52.0,M,Manchester
59.0,Rural,Yes,Single,-0.7731761915796933,College,59142.599678362385,6.675635094987619,52.0,F,London
59.0,Urban,Yes,Divorced,-0.7139820170623509,High School,50791.6640221168,7.008086345480533,54.0,F,New Castle
69.0,Urban,Yes,Married,-0.6927799934034239,Graduate School,63423.96954083383,7.217924912330211,61.0,F,New Castle
2.0,Suburban,Yes,Divorced,0.11050139515735569,Graduate School,49794.83632633654,3.77049494367666,63.0,M,Manchester
52.0,Suburban,Yes,,-0.7468781890743681,High School,46720.55259111574,5.714801297124632,59.0,F,London
63.0,Rural,No,Married,-0.32588857973744445,High School,48048.21832641146,6.767921465241701,54.0,M,New Castle
58.0,Suburban,Yes,Divorced,-0.8167912718373189,College,54457.41225418733,6.615954412573228,58.0,F,Manchester
41.0,Urban,Yes,Divorced,-0.09022344239756887,High School,,7.00720794863489,47.0,M,Manchester
76.0,Rural,No,Single,0.09279563896731988,High School,,5.540594381258131,62.0,M,London
51.0,Rural,No,Married,-0.0693296899288057,College,39854.13997596154,6.113388908413209,46.0,M,London
