Education Level,Years after high school graduation,Hours Online,Monthly Income,Gender,Marital Status,Location Code,City,Years subscribed,Brand Loyalty,Renew
High School,37.0,4.816918333558871,5528.157097738827,F,Married,Rural,Mahasarakam,5.0,-0.24175902365167773,No
Graduate School,35.0,6.028047754396906,4965.160715773637,,Single,Urban,Udon,4.0,-0.0398694688986503,Yes
Graduate School,14.0,5.390209919973192,2732.6326480950565,M,Divorced,Suburban,Udon,6.0,0.4566230869792651,Yes
High School,38.0,5.055313375510507,,M,Divorced,Rural,Khon Kaen,7.0,-0.6372067143426833,
High School,37.0,4.273879330745361,4067.925762422798,F,Married,Rural,Udon,6.0,-0.5175186391542099,No
High School,26.0,4.498969660702138,4859.892503348293,,Married,Rural,Khon Kaen,4.0,-0.31642701672811724,No
High School,37.0,8.20830779580807,4572.815175513325,M,,Rural,Khon Kaen,6.0,-0.16461890532742182,No
Graduate School,33.0,7.2564229509603715,5533.836014310027,F,Married,,Mahasarakam,6.0,-0.15828920893565745,No
High School,16.0,6.34595737259223,4091.048644546417,M,Married,Rural,Khon Kaen,3.0,-0.42512371528096166,No
College,36.0,6.140182077677561,4266.788945802227,M,Married,Rural,Mahasarakam,6.0,0.0058001103465331535,No
High School,28.0,5.392491441730736,2927.323328120443,F,,Suburban,Khon Kaen,6.0,0.6744818052996004,Yes
College,25.0,5.248512747492919,4037.6283048538517,M,Married,Rural,Khon Kaen,5.0,-0.08372886789953654,No
Graduate School,38.0,5.9182782222988095,5071.451957792498,F,Divorced,Rural,Khon Kaen,5.0,0.08320867095141042,No
High School,26.0,4.796810833486526,3853.494462237842,F,Divorced,Urban,Mahasarakam,4.0,0.14533077757109053,Yes
Graduate School,22.0,6.71629572913248,5041.752183792663,M,Divorced,Suburban,Udon,4.0,-0.30232323296586405,Yes
Graduate School,28.0,7.658686499223817,3497.5320839980936,F,Married,Rural,Khon Kaen,4.0,0.15226170337667017,No
High School,33.0,7.011486118413445,2686.0578488030487,F,Married,Urban,Khon Kaen,5.0,0.8692116742469952,Yes
High School,24.0,4.39989785351543,5070.763530310282,F,Single,Rural,Mahasarakam,4.0,0.11501177544995822,No
Graduate School,27.0,4.605630243181149,3896.1589161903858,M,,Urban,Mahasarakam,4.0,0.0726668499963741,Yes
Graduate School,27.0,6.499623323769248,4156.184222192722,F,Divorced,Urban,Mahasarakam,5.0,0.35499917277666704,Yes
College,18.0,6.101622305911605,3342.4541399234026,M,Married,Suburban,Udon,5.0,0.07526103018407185,Yes
High School,34.0,6.669453306949971,4525.190129995258,M,Single,Urban,Udon,3.0,0.21343116889537989,Yes
College,33.0,6.645689463580094,4710.619306274633,M,Divorced,Suburban,Udon,3.0,0.044291861569754565,Yes
High School,26.0,5.926693396594164,4791.713257513165,M,Married,Suburban,Mahasarakam,4.0,,No
High School,30.0,4.499635601717229,4465.180085243107,M,Married,Rural,Mahasarakam,4.0,-0.27275865323553045,No
College,22.0,,5761.764467031702,F,Married,Rural,Udon,5.0,-0.5834660229092761,No
College,21.0,7.5635325083544345,5066.078737304568,F,Married,Suburban,Mahasarakam,6.0,0.08279607202885822,Yes
High School,37.0,6.515917067559499,4540.939196505431,F,Married,Suburban,Khon Kaen,7.0,0.1367999804399465,No
Graduate School,31.0,5.465396154560129,4080.6335179755874,M,Divorced,Urban,Mahasarakam,5.0,0.3027153578355704,Yes
Graduate School,32.0,6.457123890524154,5264.935313443044,F,Married,Rural,Udon,5.0,0.4890351832063705,No
College,13.0,7.668584715684298,4784.324590691698,M,Divorced,Urban,Udon,6.0,-0.20876239875857455,Yes
High School,31.0,7.1756557461767105,5051.587095990725,F,Single,Suburban,Udon,4.0,-0.13854984878375118,Yes
High School,28.0,6.419543230482523,4076.130973090778,F,Divorced,,,5.0,0.42763742009654315,Yes
High School,27.0,5.569267835297694,4239.51281891489,M,Divorced,Urban,Mahasarakam,4.0,0.14359579256572955,Yes
College,16.0,6.198754231019411,4039.332474041883,F,Divorced,Urban,Khon Kaen,4.0,-0.2407733960686431,No
High School,33.0,4.746975936934632,5542.478175621691,F,Divorced,Urban,Udon,,-0.8574743547069628,Yes
Graduate School,31.0,6.468603953693436,3774.337650795145,F,Single,Rural,Udon,4.0,0.2827658936491223,Yes
Graduate School,32.0,5.353585782582442,3770.812006970765,F,Married,Urban,Udon,4.0,0.08549191590216618,Yes
College,34.0,5.643142705319755,4334.152232009462,M,Married,Suburban,Mahasarakam,3.0,0.2025236968107108,Yes
College,25.0,6.669780975079647,5122.696054116655,M,Divorced,Rural,Udon,6.0,0.037062621294140397,No
High School,17.0,7.476516531790043,4233.05670464829,M,Single,Suburban,Udon,6.0,-0.30173661708796523,Yes
High School,36.0,4.0566645142133195,1250.0,F,Divorced,Urban,Udon,5.0,1.4596514542577534,Yes
High School,26.0,7.687265783875586,4712.744415114653,M,Divorced,Urban,Khon Kaen,5.0,-0.059767640413945416,
College,35.0,6.649221056065691,5897.100353922818,F,Married,Rural,Khon Kaen,5.0,,No
High School,37.0,6.035225091457835,4402.814993962572,M,Single,Rural,Khon Kaen,6.0,-0.2427536746984316,No
High School,49.0,5.0062889235710895,4389.767995217111,F,Single,Urban,Mahasarakam,1.0,0.07678724379143113,Yes
College,38.0,6.145186465696128,3612.0095886654226,F,,Suburban,Udon,8.0,-0.4347153611757644,No
Graduate School,40.0,5.670595182210436,5742.244767796367,M,Divorced,Urban,Mahasarakam,2.0,-0.19792207191344657,Yes
High School,42.0,6.871795277991097,2639.555845366569,F,Divorced,Rural,Khon Kaen,5.0,-0.49583494993476984,No
College,28.0,6.268838960931031,5109.7451114827945,M,Single,Urban,Khon Kaen,4.0,-0.2207108433502484,Yes
High School,,6.057151267833823,3843.4661083317883,M,Divorced,Urban,Mahasarakam,4.0,0.4227278772972382,Yes
College,33.0,6.037812946463753,5207.704870840065,M,Married,Suburban,Khon Kaen,6.0,-0.17895970948230996,No
High School,28.0,7.013443519615318,4139.673451346009,M,Single,Suburban,Udon,4.0,-0.036002059086727475,Yes
Graduate School,39.0,4.1409250552847805,3557.2325202909606,F,Single,Rural,Khon Kaen,6.0,-0.3392941348761563,No
College,34.0,4.554333401483994,4935.88789564312,M,Married,Rural,Mahasarakam,6.0,-0.06845016413889764,No
College,41.0,5.376009685731234,4441.005386486892,M,Single,Rural,Mahasarakam,4.0,0.5006876890066616,Yes
College,34.0,7.139967886108183,5324.073120614525,M,Single,,Mahasarakam,3.0,-0.19834275826646197,Yes
High School,34.0,5.489232702810158,3932.868039562567,M,Divorced,Urban,Udon,3.0,0.2123270158026299,Yes
College,33.0,5.310707701117722,5309.2887308923455,M,Divorced,Suburban,Udon,,-0.36583610525044524,Yes
College,26.0,5.843064348305819,4197.556165486371,F,Single,Rural,,5.0,0.18524401520524106,Yes
High School,29.0,7.709209837130627,5288.399904257456,M,,Rural,Mahasarakam,6.0,-0.2586295962483821,No
Graduate School,32.0,4.423058224093293,4429.133857737038,F,Divorced,Rural,Khon Kaen,4.0,0.17329862134759189,Yes
Graduate School,25.0,6.1281938530412114,4425.983145841993,M,Divorced,Urban,Khon Kaen,5.0,0.13544874345196314,Yes
High School,29.0,3.988500235675078,4670.216362541903,M,Married,Rural,Udon,4.0,-0.4162900324669381,No
Graduate School,34.0,4.888961601000566,5527.479886261886,M,Divorced,Urban,Khon Kaen,4.0,-0.28547084330151284,Yes
College,21.0,7.138918567230098,4915.670906639712,F,Single,Urban,Mahasarakam,6.0,-0.26750407095370354,Yes
High School,17.0,6.72557430311711,1878.5585860898948,M,,Suburban,Udon,7.0,0.43517477201792054,Yes
Graduate School,31.0,5.721513480459223,3724.090016222636,F,Divorced,Urban,Mahasarakam,5.0,0.5414115719326535,Yes
Graduate School,36.0,5.604155254884518,4783.343882347313,F,Married,Rural,Udon,5.0,-0.641777073548853,No
High School,33.0,6.7564520535815715,4308.316080397793,M,Single,Urban,Khon Kaen,4.0,0.09611330613875618,Yes
College,38.0,5.559351415002394,4274.297669082033,M,Divorced,Urban,Udon,2.0,-0.214645564404738,Yes
Graduate School,57.0,2.2897666407205826,3658.751294896485,M,Divorced,Urban,Khon Kaen,1.0,0.2805659205416571,Yes
High School,50.0,3.119184127364666,3157.0819909558622,F,Divorced,Suburban,Mahasarakam,1.0,0.5283412308818952,Yes
High School,47.0,5.293516340468004,4134.595389137423,M,Married,Rural,Khon Kaen,7.0,-0.8237115491562798,No
College,38.0,5.393004338567588,5780.037855347417,F,Divorced,Suburban,Khon Kaen,4.0,0.06243316093019034,Yes
Graduate School,24.0,5.177651889987976,3342.576152116798,F,Married,Rural,Mahasarakam,5.0,-0.14513445321649854,No
Graduate School,44.0,6.641673511765942,4848.865737725311,M,Married,Suburban,Udon,5.0,-0.8983419343844642,No
College,46.0,5.595628158378914,4775.291718864696,M,Married,Rural,Udon,7.0,-0.6493993361912748,No
High School,39.0,3.5290163238893406,3863.262071765807,M,Divorced,Urban,Khon Kaen,4.0,0.2288244709744227,Yes
College,37.0,5.6563178011649216,3606.0301909777054,F,Married,Rural,Udon,5.0,0.7370977764669263,Yes
High School,30.0,5.3518064858507675,4624.932745710862,M,Married,Suburban,Mahasarakam,3.0,0.0589141092773198,Yes
High School,37.0,3.208520319851832,3332.3214425392625,F,Divorced,Urban,Udon,3.0,0.26010327278019746,Yes
High School,33.0,,3171.4255715159434,M,Divorced,Rural,Khon Kaen,4.0,0.7746967175317204,Yes
Graduate School,45.0,4.124315838562337,2675.4681358454527,F,Divorced,Suburban,Khon Kaen,3.0,0.942138902901009,Yes
High School,31.0,4.943304143096164,3336.403626777714,M,Divorced,Urban,Mahasarakam,5.0,0.8126070621177907,Yes
College,31.0,,3605.698346854222,F,Divorced,Urban,Khon Kaen,5.0,0.36536341173693265,Yes
College,,5.374255875167374,3083.353618810943,M,Single,Rural,Mahasarakam,,-0.3839436847273695,No
High School,33.0,,3831.8234540115886,F,Divorced,Suburban,Khon Kaen,4.0,0.4200949436987472,Yes
College,27.0,7.574218938477896,4125.485295217548,F,Single,Urban,Udon,5.0,0.2562128494508782,Yes
College,32.0,7.422401148009231,5752.340224625452,F,Divorced,Urban,Khon Kaen,4.0,-0.2774925246146913,Yes
College,31.0,6.948891182195173,3109.8306014784052,F,Married,Suburban,Mahasarakam,5.0,-0.5413370246209148,No
Graduate School,41.0,4.8114319077279895,3034.034501774906,M,Divorced,Urban,Udon,3.0,0.6538770297304765,Yes
Graduate School,28.0,5.9107064096960755,5055.688115869243,F,Divorced,Urban,Mahasarakam,4.0,-0.10249761435730868,Yes
High School,29.0,7.423267704211168,5477.55975272445,F,Single,Suburban,Khon Kaen,5.0,-0.3754084084970373,Yes
Graduate School,34.0,5.766493073931654,5182.756391763633,M,Married,Rural,Udon,5.0,0.1260662134214923,No
College,47.0,6.826478456165852,5005.435055438258,F,Divorced,Rural,Udon,3.0,0.4392640894033635,Yes
Graduate School,12.0,7.071672035317228,5802.1759950832,F,Divorced,Rural,Khon Kaen,6.0,-0.6457993160004679,Yes
High School,20.0,5.540399650454638,3888.7047032816386,M,Single,Rural,Udon,6.0,0.4991475159844052,Yes
Graduate School,28.0,6.45876145006447,4074.1090100472998,M,Married,Rural,Mahasarakam,5.0,-0.5975654925605021,No
Graduate School,42.0,4.6686181759647,5326.926971580487,M,Divorced,Urban,Khon Kaen,1.0,-0.29573797325111534,Yes
College,28.0,7.380349955883791,4795.034936018678,M,Divorced,Suburban,Mahasarakam,4.0,-0.2939961688424974,Yes
High School,28.0,7.623289427435436,5391.355572041802,F,Divorced,Urban,Khon Kaen,4.0,0.2048573363457078,Yes
College,45.0,5.150219333362064,3417.546547717833,M,Single,Urban,Khon Kaen,3.0,0.7805920733151561,Yes
College,35.0,5.267703587480846,4307.485044660498,M,Married,Rural,Mahasarakam,4.0,-0.19662450313344523,Yes
Graduate School,,7.418161897802168,4537.193531193059,F,Single,Urban,Khon Kaen,7.0,0.41042393014336165,Yes
High School,20.0,7.524900231689246,4643.6623389579,M,Divorced,Urban,Udon,6.0,0.0517740373613354,Yes
College,26.0,7.82275844311984,5971.985445755479,F,Divorced,Suburban,Mahasarakam,5.0,-0.41597454680781587,Yes
College,25.0,,4100.763675506642,F,Divorced,Rural,Udon,5.0,0.1227073694190301,Yes
Graduate School,10.0,7.920147117665007,5993.327473600628,M,Divorced,Urban,Khon Kaen,5.0,-0.6451137002249636,Yes
Graduate School,48.0,4.909404319368435,5849.781338112883,M,Divorced,Urban,Mahasarakam,2.0,-0.033452335702021205,Yes
Graduate School,,4.8211327676774385,3586.1649127464448,M,,Rural,Mahasarakam,6.0,-0.6999104217854804,No
High School,14.0,6.098267240227051,4201.836694864184,F,Single,Urban,Udon,6.0,-0.41570708819609153,Yes
High School,39.0,5.984372036866674,5379.948150320205,M,Divorced,Urban,Khon Kaen,2.0,-0.48888513999125777,Yes
High School,54.0,5.137935603704438,4761.824309694799,F,Married,Rural,Mahasarakam,6.0,-0.4710291972151773,No
College,33.0,5.035355043913419,2021.1422612442148,F,Single,Rural,Khon Kaen,5.0,-0.7194093654745652,No
Graduate School,20.0,5.461452260573905,5259.020808047112,M,Married,Suburban,Khon Kaen,4.0,-0.5311631598917694,No
College,26.0,5.93283443915383,5066.955286535553,F,Married,Suburban,Udon,4.0,-0.33465922313414204,No
Graduate School,43.0,5.551204646201594,5731.793352779522,F,Divorced,Urban,Mahasarakam,1.0,-0.28548664531590484,Yes
College,28.0,7.249220224368977,4431.291777884119,M,Single,Urban,Khon Kaen,6.0,0.32318007411151,
College,29.0,5.8965037039786266,2717.45934040416,F,Married,Rural,Khon Kaen,,-0.3426077417294475,No
Graduate School,17.0,5.8940753580493475,4154.445451670459,F,Divorced,Urban,Khon Kaen,5.0,-0.15506531076546903,Yes
Graduate School,36.0,4.630851787021647,5319.484738026122,F,Married,Rural,Udon,4.0,-0.09269910548240812,No
College,47.0,5.431558214721926,4498.128026422899,M,Divorced,Suburban,Udon,3.0,0.31437549580842483,Yes
High School,59.0,5.96759396288635,4551.078090973575,F,Married,Urban,Mahasarakam,9.0,-0.11714101157840313,No
High School,23.0,5.955568127479498,2887.1061857325867,M,Single,Urban,Mahasarakam,6.0,0.4408438705143765,Yes
College,21.0,6.7963271430131185,4993.485875191647,F,Single,Urban,Khon Kaen,5.0,-0.006197054017927028,Yes
College,34.0,5.891442269482458,4149.680207950763,F,Divorced,Suburban,Mahasarakam,4.0,0.14997950315147443,Yes
College,41.0,5.193836183793333,5667.016412853522,M,Single,Suburban,Mahasarakam,3.0,-0.02060167446852014,Yes
College,43.0,5.336495607468986,4936.177301535934,F,Single,Urban,Khon Kaen,3.0,0.06807889950924466,Yes
High School,17.0,5.962877347699582,3276.679588709608,M,Divorced,Rural,Mahasarakam,3.0,0.14777048171000468,No
High School,29.0,6.2641602106538254,4992.498839667114,F,Married,Suburban,Udon,6.0,0.2836334743593107,Yes
High School,32.0,4.858941974211061,4362.519275323898,M,Single,Rural,Khon Kaen,6.0,-0.4810928938144717,
College,37.0,5.040852529565182,2004.7832341096616,M,Divorced,Rural,Mahasarakam,7.0,-0.18962158924753428,No
Graduate School,25.0,4.0576668718159326,3952.814367162524,F,,Urban,Mahasarakam,6.0,0.07398657168923269,No
High School,32.0,4.896201315708599,3016.618729535244,M,Married,Rural,Mahasarakam,6.0,-0.2029948955685628,No
College,32.0,6.116539806418171,3294.4132408041405,F,Single,Urban,Khon Kaen,4.0,0.5473380907140992,Yes
High School,,6.5235941667564425,4888.5516681730405,F,Divorced,Urban,Khon Kaen,4.0,-0.14534201636195182,Yes
College,12.0,6.387860599220793,4047.313841832551,M,Married,Urban,,7.0,0.25193722404274443,Yes
College,23.0,7.088400940629938,5367.764708040161,F,Divorced,Urban,Khon Kaen,5.0,,Yes
Graduate School,41.0,5.692080749913502,3680.5060709574486,M,Divorced,Suburban,Mahasarakam,4.0,0.8532868864144432,Yes
Graduate School,35.0,5.345890021186294,3501.1277885579657,F,Single,Urban,Khon Kaen,5.0,0.730552241704405,Yes
College,44.0,4.751715133709806,4068.7335863934127,F,Divorced,Rural,Khon Kaen,2.0,0.26842829306496674,Yes
College,49.0,5.463169491427022,3292.2346968694596,F,Single,Urban,Mahasarakam,3.0,0.7428381357618017,Yes
High School,32.0,4.239101052584662,3543.246838660542,F,Divorced,Rural,Mahasarakam,5.0,-0.792090379403515,No
High School,27.0,5.705033520185927,3564.2954285860415,F,Single,Urban,Mahasarakam,4.0,0.21824683324656274,Yes
Graduate School,21.0,4.99245804383731,2774.421445363211,M,Married,Rural,Khon Kaen,4.0,,No
College,24.0,6.257800722947297,4510.904306812877,F,Divorced,Suburban,Mahasarakam,4.0,-0.22396235573698295,Yes
College,43.0,5.802672796398868,4575.089502145626,M,Divorced,Suburban,Udon,6.0,-0.6685645387127271,No
Graduate School,29.0,8.664309253174595,5471.430388611733,F,Married,Rural,Khon Kaen,4.0,0.18966774626699762,No
College,31.0,4.684510390168526,4519.875917458135,M,Divorced,Rural,Mahasarakam,4.0,0.09690004345424794,Yes
Graduate School,26.0,5.418320606385963,3395.349505892323,M,Divorced,Rural,,6.0,-0.28866560606333214,No
College,25.0,5.375506605703001,3443.8863532957416,F,Divorced,Rural,Mahasarakam,5.0,,Yes
College,27.0,4.627276618809042,3228.90293698036,F,Divorced,Urban,Udon,5.0,0.6936648120004597,Yes
College,37.0,4.330902372158848,4031.7955677828418,M,Married,Suburban,Khon Kaen,2.0,0.09850734630903074,Yes
Graduate School,22.0,6.5438618346794994,4462.54611814594,M,Single,Suburban,Udon,4.0,-0.11839084622256207,Yes
High School,45.0,5.587906984002021,3316.965559624356,F,Single,Urban,Mahasarakam,3.0,0.722694950019209,Yes
College,27.0,5.282673814583751,3402.4234080998785,F,Divorced,Suburban,Mahasarakam,5.0,0.130819472553266,Yes
High School,31.0,5.971846285590916,4343.493455648497,M,Single,Urban,Udon,5.0,0.4250606959991127,Yes
College,41.0,7.185028422584243,5342.934886309349,F,Single,Urban,Udon,3.0,-0.22092525151753364,Yes
College,19.0,3.7855614538970785,4682.111789204598,F,Married,Suburban,Mahasarakam,4.0,-0.019081142286105128,No
College,41.0,5.051403916988457,4145.783363914558,F,Divorced,Urban,Udon,2.0,0.23847294321056506,Yes
High School,43.0,4.720376571075412,5399.238731158137,M,Divorced,Urban,Mahasarakam,1.0,-0.5807708668279923,Yes
,18.0,6.094416001791443,4854.3132550617975,F,Single,Suburban,Udon,2.0,-0.40938924177812225,No
Graduate School,22.0,6.567514702414991,4482.440769918875,F,Single,Urban,Udon,5.0,-0.19295344469608777,Yes
Graduate School,35.0,4.52646497091573,3700.820634194245,M,Divorced,Suburban,Udon,3.0,0.34128302648599207,Yes
Graduate School,23.0,6.246145104547481,4844.571176796124,M,Divorced,Suburban,Udon,6.0,0.06712651020841497,Yes
Graduate School,45.0,5.182910194537826,4388.615859828499,F,Single,Urban,Udon,1.0,-0.024256009374940535,Yes
College,,6.787917328694936,3997.308644459621,F,Single,Urban,Mahasarakam,5.0,0.14789620724085745,Yes
Graduate School,37.0,4.163059314200192,5617.834985191554,M,Divorced,Urban,Mahasarakam,1.0,-0.6857919407015501,Yes
High School,24.0,5.7248400455695405,3906.6119551465267,M,Divorced,Rural,Udon,5.0,-0.5528489307598665,No
College,36.0,5.9126885329595815,4631.391692355643,F,Married,Rural,Mahasarakam,5.0,0.1410116935806858,No
College,44.0,5.840618246167414,5124.271270995176,F,Divorced,Urban,Mahasarakam,,-0.020168035898199946,Yes
College,48.0,3.3506650280024095,2581.4631415845333,F,Divorced,Urban,Khon Kaen,2.0,0.668726133203269,Yes
,33.0,5.01807339078078,5282.038346436123,M,Married,Urban,Udon,2.0,-0.5206663645926055,Yes
College,33.0,,4024.198754233533,F,Married,Rural,Khon Kaen,5.0,-0.5358902574811739,No
College,25.0,5.918173200658183,3378.2858647111443,M,Divorced,Suburban,Khon Kaen,6.0,0.6333234808132516,Yes
High School,16.0,7.104576454695156,3274.342519373576,F,Married,Rural,Udon,2.0,-0.10442944506997923,No
College,32.0,4.948912285332026,3570.763119422292,M,Married,Rural,Khon Kaen,2.0,-0.30128372396891484,No
High School,37.0,5.090416983952961,4440.983866529945,M,Single,Urban,Udon,,0.12708029121096556,Yes
College,19.0,6.90055164973314,3225.6499018870877,F,Married,Rural,Mahasarakam,3.0,-0.5918972052625745,No
College,19.0,5.562276405691215,3290.7771752845933,M,Divorced,Urban,Khon Kaen,5.0,0.09898950742572254,Yes
High School,30.0,4.570288600873371,4520.880775004642,F,Married,Suburban,Khon Kaen,5.0,-0.22178166351861986,No
High School,45.0,4.383586371556963,3440.3296648073865,M,Divorced,Suburban,Mahasarakam,3.0,0.71982879436984,Yes
College,24.0,,4396.590204882471,F,Married,Urban,Khon Kaen,5.0,0.2234815269056279,No
Graduate School,26.0,5.483018328455139,4168.65709067583,F,Divorced,Suburban,Khon Kaen,5.0,-0.10026756645898463,Yes
Graduate School,45.0,4.346991278771,3240.3602265236705,F,Single,Suburban,Udon,2.0,0.7025778358208086,Yes
Graduate School,24.0,6.616306913709265,3720.9755341070727,M,Divorced,Suburban,Mahasarakam,6.0,0.4202694189147551,Yes
Graduate School,31.0,3.181104778965616,2303.540843313987,M,Divorced,Urban,Udon,5.0,0.4159892211546047,Yes
College,25.0,4.860475556812665,3224.5267602729236,F,Divorced,Urban,Mahasarakam,4.0,0.27859881526800356,Yes
Graduate School,,4.843411805373788,5058.358719504895,F,Divorced,Suburban,Mahasarakam,2.0,0.3317040018975659,Yes
High School,25.0,7.203606295926816,4943.514036909451,M,Divorced,Urban,Mahasarakam,5.0,-0.22656980327359613,Yes
High School,29.0,4.995859189817941,,F,Divorced,Suburban,Udon,3.0,-0.10834696928988544,Yes
College,31.0,5.693064811076957,4641.893466336538,M,Single,Suburban,Udon,4.0,-0.17167623754256875,No
College,32.0,7.617383787797232,6362.4372969620035,F,Married,Urban,Udon,3.0,-0.8412165801756718,Yes
College,28.0,4.367007310921222,3910.538917282928,F,Married,Suburban,Khon Kaen,5.0,-0.7346598749574963,No
High School,31.0,5.610983980735543,5363.647652620069,F,Divorced,Rural,Khon Kaen,4.0,-0.18655495295518879,Yes
Graduate School,40.0,4.35903375568169,3847.8525799091385,M,Single,Rural,Mahasarakam,3.0,0.644042754160815,Yes
College,34.0,5.1178255881471095,3606.8952925605754,F,Married,Rural,Khon Kaen,4.0,-0.1406613435696165,No
Graduate School,35.0,5.8830250722024555,4780.300988544176,F,Single,Urban,Mahasarakam,3.0,-0.44240218819626864,Yes
High School,42.0,5.2311076140849275,4004.08656162565,F,Divorced,Suburban,Mahasarakam,2.0,0.3141791747191611,Yes
College,30.0,4.6543930995221645,2140.018894316821,M,Single,Suburban,Mahasarakam,5.0,0.835950731517591,Yes
High School,33.0,5.642654341766636,4104.820167553955,M,Married,Urban,Khon Kaen,3.0,-0.01594013702882302,No
Graduate School,53.0,5.018535579434675,4402.261444287006,F,Divorced,Urban,Mahasarakam,1.0,0.05785336941033453,Yes
Graduate School,29.0,5.757517969659616,5123.08108705864,F,Married,Urban,Khon Kaen,4.0,0.033779511209832455,Yes
High School,14.0,6.2269331965592984,3302.1576777292676,F,Single,,Mahasarakam,5.0,-0.3564425431153514,No
High School,40.0,4.505547342426673,4259.419746400792,F,Single,Suburban,Udon,5.0,-0.9774768354678715,No
Graduate School,27.0,6.680821062410252,4054.3538630606827,F,Single,Urban,Khon Kaen,5.0,0.4286653067348788,Yes
College,52.0,6.2438435761699775,6218.9657572168135,F,Divorced,Suburban,Mahasarakam,1.0,0.018943632671965978,Yes
High School,29.0,5.683092440026412,3457.6727462718004,F,Divorced,Suburban,Mahasarakam,4.0,0.4046146429723864,Yes
College,37.0,4.955711552389705,4968.696345775524,F,Divorced,Urban,Udon,2.0,0.07057444620050649,Yes
High School,50.0,6.4571235935725175,4317.542322317832,F,Single,Rural,Mahasarakam,5.0,-0.2924396031695454,No
High School,24.0,5.220793512917378,3333.2352501861665,M,Married,Rural,Khon Kaen,5.0,-0.05954397123062222,No
College,31.0,5.899957300310192,3491.202138085692,F,Married,Suburban,Udon,5.0,-0.08466586458257228,No
High School,28.0,5.520691644047108,3075.0196843019344,M,Divorced,Rural,Khon Kaen,5.0,0.2077077580353687,No
High School,29.0,5.63013987649067,3296.824050525156,M,Single,Suburban,Mahasarakam,5.0,0.29779788781344385,Yes
High School,33.0,4.977474265116249,3370.107882530803,F,Divorced,Urban,Khon Kaen,4.0,0.446308804345846,Yes
College,39.0,4.24450084630129,4620.559066594605,F,Divorced,Suburban,Khon Kaen,3.0,-0.0130665155500059,Yes
High School,20.0,2.95134418647153,3279.601005743565,F,Single,Rural,Udon,4.0,-0.26608358605591853,No
College,27.0,6.843943876724657,4425.743368142343,F,Single,Urban,Mahasarakam,,0.25407133191351283,
High School,27.0,6.564416927241187,4930.6097358689785,M,Divorced,Suburban,Udon,4.0,-0.3493131033075157,Yes
College,19.0,5.6061288533511195,4090.126119473722,M,Divorced,Suburban,Mahasarakam,5.0,0.014904714057820317,
Graduate School,,6.8960904510673,5210.841830087292,F,Single,,Khon Kaen,6.0,-0.04673327182508709,No
Graduate School,29.0,6.319335550022505,5206.143446464767,M,Single,Suburban,Udon,5.0,-0.22369531353494393,Yes
Graduate School,40.0,3.7249562530953173,2754.7668039721075,F,Divorced,Urban,Mahasarakam,3.0,,Yes
High School,26.0,5.062067158331553,4027.408651286286,F,Married,Suburban,Mahasarakam,,-0.2943601528810243,No
Graduate School,17.0,3.441944850605277,3668.301646530611,M,Divorced,Rural,Udon,6.0,0.1582096123080786,Yes
College,31.0,5.296488872531977,4507.021916107199,M,Married,Rural,Khon Kaen,4.0,-0.17412904778810956,No
Graduate School,33.0,8.164414210006647,5081.216444127983,M,Divorced,Rural,Khon Kaen,4.0,-0.0813116960059268,Yes
College,36.0,6.4619890539749045,4812.064425326187,F,Married,Rural,Mahasarakam,7.0,-0.3477326182142346,No
College,33.0,6.287007647957601,4547.5598611909245,M,Single,Suburban,Khon Kaen,4.0,0.13797849215255198,Yes
Graduate School,35.0,5.875737343231772,3699.345618308401,,Single,Urban,Mahasarakam,3.0,0.34848743605685206,Yes
High School,44.0,4.175503253280099,4441.436643958863,F,Married,Rural,Udon,5.0,-0.35632587541367633,No
College,32.0,4.834196398807835,3157.858704845409,M,Divorced,Rural,Udon,5.0,0.6655611354826347,Yes
Graduate School,48.0,7.911750104398898,5110.990810329359,F,Married,Rural,Mahasarakam,5.0,-0.07179366773189774,No
High School,41.0,5.274832230136032,4157.85291620882,M,Divorced,Urban,Mahasarakam,3.0,0.25630764882786716,Yes
Graduate School,27.0,5.503593355020315,3717.292248173319,M,Single,Urban,Udon,5.0,0.3375811697837932,Yes
Graduate School,33.0,4.081034711149473,3557.4552441098645,F,Married,Suburban,Khon Kaen,3.0,0.2643976071420915,Yes
High School,34.0,5.221619922249194,4175.610428225011,F,Single,Urban,Udon,4.0,-0.03444868508107746,Yes
High School,31.0,5.044181452125002,4491.886344084637,F,Married,Suburban,Udon,6.0,-0.19868619949513677,No
High School,20.0,5.850083307703514,5035.924338349241,F,Divorced,Suburban,Khon Kaen,5.0,-0.09606824345719009,Yes
High School,38.0,4.775687702222959,4339.907118299064,M,Single,Rural,Udon,6.0,-0.28646532564513305,No
Graduate School,32.0,6.484823466860034,4241.475676344948,F,Divorced,Rural,Udon,5.0,-0.045866026792590435,Yes
College,37.0,6.37363503846402,4481.699715894067,F,Married,Urban,Udon,3.0,-0.31927989221992037,Yes
College,35.0,4.146450957929161,3806.2313895570355,M,Single,Suburban,Mahasarakam,4.0,0.35505457953481906,Yes
High School,33.0,5.445523693207799,4171.962123232575,F,Married,Rural,Mahasarakam,5.0,-0.47975721596819293,No
High School,45.0,5.62989513584433,4268.939255045712,M,Married,Suburban,Khon Kaen,6.0,0.2965739406325914,No
