Education Level,Marital Status,Gender,Age,Years with Company,Location Code,Online Activity,Annual Income,City,Brand Loyalty,Renew
High School,Married,F,66.0,6.0,Suburban,4.478873359098008,31276.202483860256,,-0.17252838811237747,Yes
Graduate School,Divorced,F,48.0,1.0,Suburban,6.768518526435878,73288.15304326359,Kyoto,-0.2020666590872372,No
College,Married,F,47.0,3.0,Suburban,4.181309626616134,78103.69287982413,Tokyo,-0.15631569608495327,No
Graduate School,Single,M,53.0,4.0,Suburban,5.436599629450832,53146.51274610612,Osaka,0.10166151797581661,No
High School,Married,F,49.0,3.0,Urban,6.692551089845194,51858.64550790327,Osaka,0.7357507520303699,Yes
College,Married,M,41.0,3.0,Rural,4.801557915915443,82789.94033013881,Tokyo,-0.07657329191308399,No
College,Divorced,F,49.0,5.0,Urban,7.062633665544522,54656.69162858756,Osaka,0.2614903107813117,
College,Married,M,51.0,2.0,Suburban,6.07767073170018,61761.377871548495,Kyoto,-0.36063182606278005,No
Graduate School,Married,F,56.0,1.0,Rural,5.925063405994546,51690.24011957797,,,No
High School,,F,,4.0,Suburban,6.2051135132778725,58939.989619189946,Osaka,0.14400638845344052,No
High School,Single,F,46.0,4.0,Urban,3.7414973493263046,38588.507683073425,Osaka,0.12964669732800263,Yes
Graduate School,Single,F,50.0,5.0,Urban,6.297115494044001,38900.81575509187,Osaka,0.44642023264084735,Yes
High School,Married,F,50.0,8.0,Rural,3.5900457365298704,37777.2827874102,Kyoto,-0.3981462090432871,Yes
Graduate School,Single,F,54.0,6.0,Suburban,5.913537935549687,36180.747429145005,Kyoto,0.2351574779525344,Yes
High School,Divorced,F,,3.0,Urban,6.024019002537799,46428.06105523261,Kyoto,0.11445130508188131,Yes
College,Single,F,54.0,4.0,Urban,5.724439430333001,,Kyoto,0.21663253382402847,Yes
College,,M,58.0,7.0,Suburban,7.004958971007466,47041.16223330978,Tokyo,-0.31701935970104267,Yes
College,Single,F,48.0,6.0,Urban,6.6337469979115,50379.753376440254,Kyoto,0.1799397309645537,Yes
Graduate School,Married,M,52.0,6.0,Rural,3.932626354832408,64706.5972200446,Osaka,-0.3800143366065182,No
Graduate School,Divorced,M,42.0,7.0,Urban,1.0,34453.57392697646,Osaka,0.6255289866785072,Yes
High School,Divorced,M,42.0,5.0,Urban,4.470920638637811,56689.7157350453,Osaka,0.44943727738101397,Yes
College,Married,,52.0,3.0,Suburban,3.0833187370815636,71168.92982750465,Kyoto,0.12537834818479068,No
College,Single,M,40.0,7.0,Rural,7.294867558014872,72678.67943625119,Tokyo,-0.2074349272719337,No
Graduate School,Single,M,41.0,3.0,Suburban,7.115706254890218,66663.10849935046,Tokyo,-1.039132975600172,No
Graduate School,Single,F,47.0,2.0,Urban,3.0415272864760503,50077.69444414705,Kyoto,,Yes
Graduate School,Single,M,55.0,3.0,Suburban,5.422083074435911,56789.53573481394,Osaka,0.85062496736074,Yes
Graduate School,Married,M,55.0,5.0,Rural,6.415652285287705,60074.48634072407,,-0.224655710446303,No
Graduate School,Divorced,M,57.0,3.0,Urban,7.722858024688586,55039.03808660057,Osaka,0.04054845412316334,Yes
Graduate School,Single,M,45.0,8.0,Suburban,5.622768307535703,56935.15562196641,Kyoto,-0.23878273869203132,No
High School,Married,F,47.0,7.0,Rural,6.0680960458481605,63821.164775031895,Kyoto,-0.1896249199729046,
High School,Divorced,F,72.0,6.0,Urban,6.665149015657081,41021.4988073401,Kyoto,0.9410625001323578,Yes
College,Divorced,M,40.0,6.0,Rural,4.91482060556551,37294.43132764508,Kyoto,-0.5246303564867739,Yes
High School,Married,M,46.0,5.0,Suburban,5.0023393184934974,55952.026957066955,Kyoto,0.5698930075152375,Yes
High School,Married,F,54.0,3.0,,3.2884571491500707,54123.784020237945,Kyoto,-0.027968449020555564,No
High School,Single,M,64.0,6.0,Urban,2.347339400870375,31258.17481527715,Tokyo,0.498303680338608,Yes
High School,Single,F,57.0,4.0,Rural,4.61166675151293,22794.880117862933,Osaka,-0.26907401951221144,No
Graduate School,Divorced,M,52.0,6.0,Urban,6.0842626161594255,53094.609720671484,Tokyo,0.4863065090335704,Yes
High School,Divorced,M,61.0,0.0,Urban,3.115348780448518,40524.42196839576,Tokyo,-0.2398250323844106,Yes
High School,Divorced,F,62.0,6.0,Rural,5.423942938533665,68315.43736732288,Kyoto,0.24654031477684468,No
College,Divorced,M,46.0,7.0,Urban,5.944626888236941,42036.46188824708,Tokyo,-0.023569100669233733,Yes
College,Divorced,F,54.0,4.0,Urban,4.151728200850753,44276.8409029718,Osaka,0.13604546218653732,Yes
Graduate School,Single,M,42.0,5.0,Urban,6.635158752975105,51537.0241725757,Tokyo,-0.10678617600446569,Yes
High School,Married,F,55.0,2.0,Urban,8.839036406014998,48998.83655084147,Tokyo,0.529191892121415,Yes
High School,Single,M,56.0,6.0,Suburban,,37533.00784733502,Osaka,0.27644180461288104,Yes
Graduate School,Single,M,45.0,4.0,Urban,4.138955772231053,47112.703563864794,Osaka,0.24502583478626908,Yes
High School,,F,55.0,7.0,Suburban,6.326082625242664,42673.70936803804,Kyoto,0.784008209832455,Yes
High School,Single,M,53.0,4.0,Urban,7.344798142529603,34541.58278275066,Tokyo,0.3582450164358568,Yes
High School,Married,M,53.0,2.0,Urban,5.5492418418706695,37774.14343526504,Osaka,0.4790805629928523,Yes
College,Married,F,40.0,3.0,Suburban,3.395146095228955,67143.62933443791,Tokyo,0.29775232058582274,No
High School,Married,M,31.0,5.0,Rural,6.231814575666015,67221.18454332446,Osaka,0.49432730604358,No
Graduate School,Single,M,55.0,6.0,Urban,5.56306317410166,55819.7847817469,Kyoto,1.3928126804516343,Yes
Graduate School,Single,M,38.0,2.0,Rural,5.864381293685708,60576.7664676453,Osaka,-0.599549579104625,No
High School,Divorced,F,50.0,4.0,Suburban,6.995194249707083,34963.68869427294,Tokyo,0.5012537123852883,Yes
Graduate School,Divorced,F,46.0,4.0,Urban,4.998119870998761,56656.75617769876,Kyoto,0.8507187854871127,Yes
High School,Married,F,48.0,6.0,Urban,2.8178314586856423,46887.652124589185,Tokyo,-0.11039435901346173,Yes
High School,Married,M,48.0,4.0,Suburban,6.561478400443707,58759.557500308285,Tokyo,0.6377465886514667,No
College,Married,F,51.0,5.0,Suburban,6.1864522755304705,56311.439537427315,Tokyo,-0.1225036280929222,No
High School,Single,M,45.0,5.0,Suburban,5.546705475976586,52413.92303500614,Kyoto,-0.004505018128803287,Yes
,Single,M,41.0,4.0,Rural,5.625062202832985,58317.180358754544,Tokyo,1.4115832787826574,Yes
College,Divorced,M,53.0,3.0,Urban,6.143758512476125,56721.3708562471,Kyoto,-0.47051574600769863,No
High School,Divorced,F,,2.0,Urban,5.958528661716817,37453.55985594378,Kyoto,1.168231941083286,Yes
Graduate School,Married,F,56.0,4.0,Rural,5.0548292775019315,46331.03659034266,Osaka,-0.5152508376424726,No
Graduate School,Married,F,49.0,5.0,Urban,4.467630088560689,46536.728323430056,Osaka,0.8889124654479035,Yes
,Married,F,43.0,5.0,Rural,6.1159823792925065,83442.30248806473,Tokyo,-0.21572474781816908,No
College,Married,M,46.0,7.0,Urban,5.716065058535553,55660.32692801057,Tokyo,0.13848544301975332,Yes
College,Divorced,M,44.0,1.0,Rural,7.755322576503552,58404.08257580712,,0.49227042651552333,Yes
Graduate School,Divorced,M,53.0,6.0,Rural,6.015919100126909,54532.57439677531,Kyoto,-0.37986663594949116,No
College,Divorced,M,48.0,0.0,Suburban,3.648808617964108,31653.55974858796,Osaka,-0.053145179057523056,Yes
Graduate School,Divorced,F,60.0,3.0,Suburban,8.347362595373436,,Osaka,-0.5635384823249749,No
College,Divorced,F,59.0,5.0,Urban,4.0383150918729065,45304.07325690071,Osaka,1.0278873542946398,Yes
High School,Married,M,51.0,6.0,Rural,5.55682298753091,68641.50867715052,Osaka,-0.7697406117970876,No
High School,Married,F,45.0,2.0,Rural,7.273368795577199,55268.391300079194,Tokyo,0.26618388836145085,No
College,Married,M,36.0,3.0,Suburban,5.633817213330278,48106.314506779876,Osaka,0.41406705588351894,No
College,Divorced,F,40.0,4.0,Urban,7.276127518657497,52157.86429662747,Tokyo,0.23139236251867082,Yes
Graduate School,Divorced,M,42.0,4.0,Suburban,7.061462596591639,52161.20907233435,Kyoto,0.381209698409307,Yes
Graduate School,Single,F,42.0,7.0,Suburban,6.806912271269495,43941.314552826014,,0.30912733169750983,Yes
College,Divorced,M,50.0,4.0,Suburban,5.416486644244221,62275.150049013784,Osaka,0.1650246175980527,No
Graduate School,Married,M,49.0,3.0,Rural,7.757057663296138,28729.70497368985,Kyoto,0.41306619032607617,No
College,Divorced,M,60.0,5.0,Urban,6.91508702492194,44885.74953103749,Tokyo,-0.1526484452017955,Yes
Graduate School,Married,M,29.0,6.0,Rural,4.1106562799727815,71597.22580590817,Tokyo,0.07075812245724922,No
High School,Married,M,57.0,4.0,Rural,5.13078743385731,57237.47047991239,Osaka,-0.24081627332472305,No
High School,Divorced,F,51.0,6.0,Suburban,6.5874591460519705,17706.75665189576,Osaka,0.24492372019951136,Yes
,Married,M,47.0,4.0,Urban,6.596992326137164,40577.59846229839,Kyoto,-0.37842192299349414,No
College,Divorced,M,63.0,5.0,Urban,6.245952307035766,35827.38869905844,Tokyo,0.7230019290696944,Yes
High School,Single,M,43.0,2.0,Suburban,6.849730567161578,46299.863202612556,Tokyo,-0.5413529408048701,Yes
College,Divorced,F,61.0,7.0,Urban,5.522579636969842,45152.24073572734,Tokyo,0.26049465995279386,Yes
Graduate School,Married,M,45.0,3.0,Rural,4.1021216050798595,70081.69578396119,Osaka,0.09912135952669514,No
High School,,M,48.0,5.0,Urban,7.243935888060994,58195.36698994462,Tokyo,0.030134459533513888,Yes
College,Married,,43.0,4.0,Urban,6.050716399784184,55140.51535368569,Kyoto,1.0641843935785178,No
Graduate School,Divorced,M,50.0,3.0,Urban,5.675615233645494,40527.35407865449,Tokyo,0.07956387230922612,Yes
College,Married,M,53.0,0.0,Rural,6.8822063050195235,38576.743992449214,Osaka,0.6073202961173948,No
College,Single,F,45.0,7.0,Urban,6.06791935521549,58261.75701657076,Kyoto,-0.2906035634418989,Yes
College,Married,F,53.0,3.0,Rural,6.188610248295286,61394.42442278304,Kyoto,-0.024302340888428725,No
College,Married,F,53.0,6.0,Urban,3.6782365427059265,38198.73746914828,Osaka,1.1448793450262442,Yes
Graduate School,Single,F,44.0,3.0,Suburban,6.7155093179981264,56453.475096847935,Tokyo,0.2974992132205681,Yes
High School,Divorced,M,50.0,1.0,Suburban,5.519193012660887,46226.92817303456,Kyoto,0.1671318760398232,Yes
High School,Married,F,56.0,5.0,Urban,3.5776082122124464,33606.02457405004,Tokyo,1.093942990768576,No
High School,Divorced,M,53.0,2.0,Urban,8.244556777086537,44987.55611926003,Osaka,-0.14899547761088416,Yes
Graduate School,Divorced,F,54.0,4.0,Suburban,3.7217396433613827,,Osaka,0.5759824497452575,Yes
High School,Divorced,F,53.0,,Suburban,5.474065987113747,53596.60178810363,Tokyo,0.36236823539631874,Yes
Graduate School,Single,F,49.0,7.0,Urban,7.880264737606933,,Tokyo,-0.07970296753013215,Yes
Graduate School,Single,M,35.0,2.0,Urban,6.02921731593076,46056.81709054163,Osaka,-0.08441463494220136,Yes
Graduate School,Married,M,49.0,6.0,Rural,4.7863980799046875,76350.57264679667,Tokyo,-0.35243824939176904,No
High School,Divorced,M,60.0,2.0,Urban,4.124916676919661,35657.58532727298,Tokyo,-0.5224913683219626,Yes
Graduate School,Married,F,64.0,4.0,Urban,7.82222483490337,52054.149708623445,Kyoto,-0.13862641639912202,No
College,Divorced,F,40.0,5.0,Rural,4.7189778128585065,61100.94184247612,Osaka,0.1532165591235521,No
College,Divorced,M,48.0,4.0,Suburban,4.846709556497819,52888.22745519307,Tokyo,0.9486822271576186,Yes
College,Divorced,F,49.0,8.0,Rural,2.8346803232056477,67941.25564820596,Tokyo,-0.0938208360545251,No
High School,,M,51.0,5.0,Urban,5.458389576672968,56477.40139474227,Osaka,0.3464706371966995,Yes
Graduate School,Divorced,M,43.0,4.0,Suburban,6.70445510803355,70234.0100091678,Kyoto,-0.02710987595066225,No
College,Married,M,38.0,7.0,Rural,5.149148898340358,67218.26237106508,Kyoto,,No
College,,M,44.0,5.0,Suburban,5.002700099878808,,Kyoto,0.5819799861202095,Yes
College,Divorced,M,53.0,4.0,Suburban,6.004969963872828,41243.94696965435,Osaka,0.28782745113132263,Yes
High School,Divorced,F,46.0,5.0,Urban,6.612659251593003,35885.77814420199,Osaka,0.9319611320814365,Yes
College,Divorced,M,52.0,4.0,Urban,5.51575098219686,56148.90096147284,Kyoto,0.4634673262237288,Yes
High School,Married,F,69.0,6.0,Suburban,4.122988338752877,57402.453909672746,Tokyo,-0.4846579363192046,No
Graduate School,Single,M,44.0,4.0,Rural,6.140494153620168,62417.90023149917,Osaka,0.6770045579572652,No
College,Single,M,53.0,5.0,Urban,6.876008209582972,48317.05108522743,Tokyo,-0.5391717176021467,Yes
College,Single,M,52.0,4.0,Urban,3.168701818224802,45871.34320415753,Osaka,-0.3166110220248969,Yes
Graduate School,Single,M,65.0,5.0,Suburban,6.890869443870098,35316.84570056139,Osaka,0.5325148472696941,Yes
Graduate School,Single,M,48.0,4.0,Suburban,6.6012569373416286,38264.17201018763,Tokyo,0.27678604307368326,Yes
Graduate School,Single,F,42.0,6.0,Urban,7.189485164711658,55581.338886711186,Osaka,-0.04511898906343306,Yes
Graduate School,Married,F,50.0,6.0,Rural,4.486782728571806,60866.07352705546,Kyoto,-0.40591704229412473,No
College,Divorced,M,47.0,4.0,Urban,4.742444484543023,47143.64233942216,Tokyo,0.2574745493347105,Yes
High School,Single,F,42.0,4.0,Rural,4.799687306753892,72700.70689827758,Kyoto,-0.43454845712392487,No
Graduate School,Married,M,47.0,4.0,Suburban,5.743816138414297,45921.20892677383,Osaka,0.39189905698989624,Yes
High School,Divorced,F,63.0,2.0,Urban,5.9362371856351315,34451.34647909175,Osaka,0.8384106810636806,Yes
High School,Single,F,55.0,5.0,Suburban,5.608877239716305,43073.76315514349,Kyoto,0.1715193570328057,No
Graduate School,Divorced,M,43.0,1.0,Urban,6.696492426271097,41900.93245218744,Osaka,0.40484302896291147,Yes
Graduate School,Married,M,37.0,3.0,Rural,6.22579966592264,47383.90260245562,Osaka,0.6043326298938828,No
College,Divorced,M,52.0,5.0,Rural,3.435041491801823,45783.77208668379,Tokyo,-0.3300892510357812,No
College,Divorced,M,49.0,5.0,Suburban,4.456258605811585,71214.74316746234,Tokyo,0.007977372025979312,No
College,Single,M,35.0,6.0,Urban,5.3167708878746645,60374.02181082722,Osaka,-0.6743699014001451,Yes
High School,Divorced,M,63.0,5.0,Rural,5.160293894642751,38421.276014106756,Kyoto,-0.27011284153223397,No
High School,Married,F,53.0,5.0,Urban,4.615254569907419,31810.289168675714,Osaka,-0.3707172863079173,Yes
College,Divorced,F,20.0,1.0,Urban,5.351643342745177,68466.740970173,Osaka,-0.47065379709175037,Yes
High School,Married,M,41.0,1.0,Rural,6.180758456375192,53259.8612123204,Kyoto,-0.4930908712597879,No
High School,Single,M,47.0,5.0,Rural,6.831347790875574,60052.19188682803,Kyoto,-0.31138238676322455,No
High School,Divorced,M,53.0,8.0,Rural,4.780668611543565,38910.473313744864,Kyoto,1.0301526289733736,Yes
College,Single,M,48.0,5.0,Urban,6.412192838934684,49326.15144315353,Osaka,0.010421272854041583,Yes
Graduate School,Divorced,F,47.0,5.0,Urban,6.850152057670197,50510.478942923895,Kyoto,-0.25892753463876816,No
Graduate School,Divorced,F,55.0,4.0,Rural,5.975113550955799,44712.22248063022,Tokyo,0.4676526384871549,No
Graduate School,Divorced,F,58.0,2.0,Suburban,5.4681816741050895,50034.86895901135,Osaka,0.94300718083523,Yes
Graduate School,Divorced,M,60.0,4.0,,5.708486196860894,46891.19009278046,Kyoto,-0.510438446066799,Yes
High School,Married,M,36.0,4.0,Suburban,5.775533491121917,55708.335950722554,Kyoto,0.7922207555882717,Yes
College,Single,F,54.0,2.0,Rural,5.078177735536602,68486.29918747768,Kyoto,-0.4239488455549508,No
High School,Divorced,M,42.0,5.0,Rural,5.828932363799128,77284.6699516407,Kyoto,0.5177576309874194,No
College,Single,F,46.0,3.0,Urban,5.014488402858714,52887.47809069451,Kyoto,0.44243727151642553,Yes
Graduate School,Married,F,45.0,6.0,Suburban,5.808768872761669,64186.76604627272,Osaka,0.0995259508625108,No
College,Single,F,42.0,4.0,,3.4797300643867524,64015.56765639215,Tokyo,0.44784302204034865,Yes
College,Divorced,F,61.0,6.0,Urban,6.4042866215442915,29937.567388490566,Tokyo,-0.1419375641017862,Yes
College,Single,M,43.0,6.0,Rural,4.703279636960598,47913.78020850887,Kyoto,0.29527189342823357,Yes
High School,Divorced,M,49.0,6.0,Suburban,7.108245797058417,47759.04172730209,Osaka,0.04883547463953252,Yes
Graduate School,Single,M,48.0,6.0,Suburban,3.6212892317405507,38580.60871307178,Osaka,0.45455421762259296,Yes
Graduate School,Married,M,35.0,4.0,Urban,6.130095734191902,40851.96203909901,Kyoto,1.157928568247556,No
College,Divorced,M,52.0,5.0,Urban,7.142962899971294,31853.92245931417,Osaka,0.030086557712568643,Yes
High School,Married,M,40.0,5.0,Suburban,5.313864895329159,54368.36318619129,Tokyo,0.1766808049816952,No
College,Married,M,59.0,1.0,Suburban,5.624064497313635,49635.38697084577,Osaka,0.34768983398680026,No
Graduate School,Single,M,39.0,3.0,Rural,6.029454431591899,47721.617142830255,Kyoto,0.2107034220293788,No
High School,Divorced,M,39.0,3.0,Rural,5.489069185116908,64071.68733787655,Kyoto,-0.31698109713863354,No
High School,Married,F,34.0,4.0,Rural,4.239701333374397,55182.41645705728,Osaka,0.17415831128869233,No
Graduate School,Married,F,32.0,6.0,Suburban,5.684831451465253,44633.52944115862,,-0.11333095659579318,Yes
High School,Married,M,53.0,5.0,Suburban,4.824557635903782,50737.169026454896,Osaka,0.24111705788940777,Yes
,Divorced,F,36.0,5.0,Urban,5.420443929578993,48532.96199862317,Osaka,-0.15847336828176684,Yes
High School,Single,M,50.0,3.0,Urban,3.608589907371293,47292.998813417995,Osaka,0.3282520502552416,Yes
High School,Divorced,F,48.0,2.0,Suburban,6.391812317306003,47208.03427592635,Osaka,0.3966093378824234,Yes
,Single,F,54.0,4.0,Urban,6.230664184852307,46865.01148266856,Kyoto,-0.5911976875087037,No
College,Divorced,M,49.0,7.0,Rural,5.357126029932707,45990.31338719247,Kyoto,0.04338817222952142,Yes
High School,Divorced,F,44.0,4.0,Suburban,5.188985984239293,60033.67304332094,Osaka,-0.3935669555849491,No
High School,Married,M,47.0,6.0,Urban,5.518696500777082,38680.33731817637,Osaka,0.27451249594053523,Yes
Graduate School,Married,F,48.0,6.0,Urban,5.066758222990796,47532.72255233848,Osaka,-0.051951542707650095,No
High School,Divorced,F,47.0,,Suburban,4.973446553291957,37144.95359640448,Kyoto,0.11931719765506239,Yes
College,Married,M,35.0,5.0,Suburban,6.307100590286492,78863.8430589375,Kyoto,0.16022762297695303,No
College,Married,M,66.0,6.0,,5.56745444685031,62674.5819919653,Kyoto,-0.28609843194411577,No
Graduate School,Married,F,52.0,7.0,Suburban,8.006351962231626,40044.18800096036,Tokyo,0.6510022749259832,Yes
High School,Divorced,M,49.0,6.0,Urban,3.6253790653052054,36797.389019351336,Osaka,0.2538471838697709,Yes
Graduate School,Married,M,48.0,8.0,Urban,,50358.97081084404,Tokyo,0.23648639160516066,Yes
Graduate School,Single,F,29.0,4.0,Suburban,5.146749724966139,82651.69254086347,Tokyo,-0.7659263108960582,No
College,Married,M,43.0,7.0,Rural,4.948570130274743,58809.60492945596,Tokyo,0.27627777239027734,No
High School,Single,M,35.0,,Suburban,6.541446037756669,52729.84654293024,Kyoto,-0.33812824003862546,No
College,Divorced,M,48.0,3.0,Urban,6.89727953083551,55968.35499058745,Osaka,0.5425024977582823,Yes
College,Single,F,42.0,3.0,Urban,6.277030561715386,41196.21269113793,Tokyo,0.44207933377708675,Yes
College,Single,M,54.0,4.0,Suburban,7.065296314635344,53810.47951534648,Tokyo,0.685791837572137,Yes
College,Single,F,47.0,5.0,Urban,6.32655781111288,48236.32789421238,Tokyo,0.3130440100968786,Yes
Graduate School,Divorced,M,58.0,5.0,Suburban,5.093757461216864,35912.60627069268,Kyoto,0.8496599601609701,Yes
College,Married,F,42.0,8.0,Suburban,3.771675610517822,55880.026580206424,Tokyo,-0.3160883302623927,No
Graduate School,Divorced,M,66.0,3.0,Suburban,7.655248077434644,39644.45458687698,Tokyo,0.5212702066487541,Yes
Graduate School,Divorced,F,42.0,3.0,Urban,6.393714483910039,55637.869465494005,Tokyo,-0.12918837653930781,Yes
Graduate School,Single,M,59.0,4.0,Urban,6.221724027533602,29714.399570749556,Kyoto,0.7483012028457114,Yes
College,Single,F,46.0,2.0,Suburban,4.306302758612275,45032.062528318245,Osaka,0.5762153768942169,Yes
Graduate School,Single,F,47.0,4.0,Urban,3.537816247454206,36382.45432301493,Osaka,0.008312002207332983,Yes
College,Married,M,32.0,4.0,Rural,5.6932587460719875,52312.15659697641,Kyoto,-0.11316194372998195,No
College,Single,M,52.0,6.0,Rural,6.017932569039756,40561.329756458574,Tokyo,0.5793062299886003,Yes
College,Married,M,34.0,4.0,Urban,5.915281308808646,46738.50242438643,Osaka,-0.5194962801558622,Yes
College,Single,M,39.0,8.0,Urban,7.313714297517098,35219.3078908882,Tokyo,0.11199615012441355,Yes
High School,Divorced,F,53.0,6.0,Urban,3.457390743792492,33376.2232714351,Kyoto,0.09370875415570762,Yes
College,Married,M,47.0,6.0,Urban,5.686858069055267,59848.72559592108,Osaka,0.9356070617678139,Yes
Graduate School,Divorced,F,55.0,6.0,Urban,5.656614298735603,57390.94763216272,Osaka,0.0051585384396052175,Yes
Graduate School,Married,F,48.0,8.0,Rural,4.3558305303003015,73776.58870735868,Tokyo,-0.01045935340877388,No
College,Single,M,40.0,4.0,Urban,4.571906870407848,61289.2165614891,Osaka,-0.7451227825123458,
High School,Married,M,46.0,5.0,Rural,6.473208694451369,72241.53680480193,Osaka,-1.0447178210992163,No
Graduate School,Divorced,M,57.0,6.0,Suburban,6.55020368463262,41147.923196426185,Kyoto,0.3627621181292179,Yes
Graduate School,Married,F,58.0,3.0,Rural,4.250475542898375,46383.45698337471,Osaka,0.12060921455182988,No
High School,Single,M,50.0,5.0,Rural,4.064892046147115,62512.58312854582,Osaka,0.0011785468824565826,No
College,Single,F,52.0,5.0,Suburban,5.248777793251916,46860.076618537685,Kyoto,0.7146739146032983,Yes
High School,Single,M,51.0,4.0,Urban,6.844237588065933,51003.26554721444,Osaka,-0.4081731093153853,Yes
High School,Single,F,48.0,2.0,Urban,5.50005522727508,53270.214173541135,Tokyo,0.21116163942116073,Yes
High School,Married,F,46.0,6.0,Urban,6.157734694215835,47664.41170023378,Osaka,0.6280220244963381,Yes
College,Married,M,51.0,6.0,Suburban,4.82796846712306,48594.455430166076,Osaka,0.08903049976654917,Yes
Graduate School,Single,M,48.0,5.0,Urban,6.34260182705547,46450.747063819545,Kyoto,0.029385955727939145,Yes
High School,Single,F,54.0,5.0,Suburban,5.998968383915235,51155.1531610709,Kyoto,-0.2128043477381158,No
College,Married,M,43.0,6.0,Rural,5.006264439058968,76885.28995198288,Kyoto,-0.5492622127398192,No
College,Divorced,F,49.0,3.0,Urban,6.425261432755651,42097.68847527777,Tokyo,0.09003067985892124,Yes
Graduate School,Married,M,49.0,4.0,Urban,3.8078569089687258,38147.55950578242,Kyoto,-0.07440222382023928,Yes
Graduate School,Married,M,52.0,5.0,Suburban,5.744025841636027,54720.57330249593,Kyoto,-0.3833925727167439,No
High School,Single,F,55.0,6.0,Suburban,6.610003735786347,60114.567942149115,Kyoto,-0.40447867494366874,No
Graduate School,Married,F,38.0,4.0,Suburban,6.975377323249244,79131.95109709022,Kyoto,0.4073254151002324,No
High School,Single,F,54.0,2.0,Urban,4.8324456220706224,54831.330342700574,Tokyo,0.9925504484623316,Yes
College,Divorced,M,55.0,5.0,Urban,5.094606982501209,47091.28619598322,Kyoto,1.0977645067406363,Yes
Graduate School,Single,M,45.0,,Urban,4.513372531085377,48817.662671745886,Tokyo,0.6079640639967734,Yes
High School,Married,F,45.0,4.0,Urban,4.184995205849753,40213.4866905354,Kyoto,0.045625579337125965,Yes
High School,Divorced,F,48.0,6.0,Suburban,8.144276053545168,42839.46581107963,Tokyo,0.38762328784424865,Yes
College,Married,F,32.0,3.0,Rural,5.516545793331469,77922.83322936845,Osaka,0.0323669432391773,No
College,Divorced,M,59.0,5.0,Urban,6.030126920758782,50528.25606472568,Kyoto,0.4044385686275022,Yes
High School,Single,F,,2.0,Suburban,4.031964263678932,61355.52496547611,Kyoto,0.9704264680567843,Yes
Graduate School,Divorced,F,49.0,7.0,Suburban,6.797895481342184,35806.90102579474,Tokyo,0.44167671092329247,Yes
College,Divorced,F,53.0,4.0,Urban,7.293171032185919,28762.968074474982,Osaka,0.3546563311096005,Yes
College,Single,F,54.0,5.0,Urban,8.54619595741728,44304.63467772748,Osaka,0.2930763135824616,Yes
Graduate School,Single,F,45.0,5.0,Urban,6.485450983710282,45928.8601929253,Tokyo,-0.30839409567125914,Yes
Graduate School,Married,M,49.0,5.0,Rural,7.463573828820667,60689.656747868474,Kyoto,0.001509461959171135,No
High School,Single,F,57.0,3.0,Urban,5.741474277351668,42050.19277799633,Tokyo,0.9826907167762505,Yes
College,Divorced,M,50.0,5.0,Urban,6.774207792476149,35289.635914580285,Tokyo,-0.281281697565471,Yes
College,Married,F,53.0,7.0,Rural,2.7173183182290988,45602.061833244465,Osaka,-1.0046224357216478,No
College,Married,M,50.0,2.0,Rural,7.790785844215363,50893.62661373299,Kyoto,-0.5342267950497084,No
Graduate School,Married,F,49.0,3.0,Rural,6.1243053047118705,42057.66439733208,Tokyo,0.16220252041897623,No
High School,Divorced,F,66.0,5.0,Urban,6.158594365796203,59011.531942589005,Tokyo,1.0123275901470106,Yes
Graduate School,Divorced,F,47.0,5.0,Urban,4.395056400863356,52882.52759964983,Kyoto,1.0220258070301416,Yes
Graduate School,Divorced,M,53.0,7.0,Urban,8.542037043274057,48012.595988034176,Osaka,1.2136476008846624,Yes
High School,Divorced,M,65.0,4.0,Urban,5.377632724646904,30405.652896721327,Osaka,0.17827535878981565,Yes
Graduate School,Single,M,58.0,0.0,Rural,6.193872181632396,64594.22891856017,Kyoto,-0.5668860444304449,No
High School,Married,M,50.0,2.0,Rural,3.772700623686261,67558.49091806926,Osaka,0.02638521635096322,No
High School,Divorced,F,44.0,,Urban,5.141541845990539,45446.7818780274,Tokyo,0.7335092473350164,Yes
College,Divorced,F,55.0,2.0,Rural,4.051848138508101,52080.99691434324,Osaka,-0.5247023160454958,No
College,Single,M,61.0,4.0,Urban,5.3796288208550465,42297.1745732593,Tokyo,0.7411869645571965,Yes
High School,Divorced,F,58.0,4.0,Suburban,6.944401192586959,36940.34717514139,Kyoto,0.9892997684405485,Yes
College,Single,M,51.0,5.0,Rural,,50976.93064851073,Kyoto,0.1226459771071699,No
College,Married,M,44.0,6.0,Urban,6.18532933787623,55333.12518800174,Tokyo,-0.1638120008810069,No
Graduate School,Married,M,51.0,,Rural,4.075993793374742,49838.6620472159,Kyoto,0.30655062287786455,No
,Single,F,43.0,3.0,Suburban,5.7736789896437,47654.89484404669,Osaka,-0.531346733454502,Yes
High School,Single,M,41.0,4.0,Suburban,4.975728509105005,57399.57978307247,Osaka,0.4800732304057685,No
College,Divorced,M,51.0,4.0,Suburban,4.058089542551512,47518.52328548399,Osaka,0.7907747939025405,
Graduate School,Married,F,65.0,7.0,Rural,3.6939228691094033,49576.59349199425,Tokyo,-0.14219241358595439,No
